numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,doubleaccount,doubleaccounts
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,149,Fleurs de Lavande et d'Oranger,,55142,27571,,55142,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,151,Fleurs non dénommées,,42609,42609,,42609,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,151,Fruits ; Casse sans apprêt,,102434,68289,,102434,Kilo,,,,1.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,153,Fruits ; Tamarins en gousses,,1267,2816,,1267,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,153,Fruits ; Badiane ou Anis étoilé de la Chine,,1580,790,,1580,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,153,Fruits ; Graine de moutarde,,22156,44312,,22156,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,153,Fruits ; Barbotine,,84,281,,84,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,155,Fruits ; Follicules de séné,,15196,5427,,15196,Kilo,,,,2.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,155,Fruits ; Autres,,76775,76775,,76775,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,155,Lichens médicinaux,,1383,4609,,1383,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,315,Médicaments composés ; Eaux distillées,,199040,39808,,199040,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,315,Médicaments composés ; Autres,,1685570,168557,,1685570,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,271,Sels ammoniacaux,,35386,10868,,35386,Kilo,,,,3.2559808612,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,275,"Sels, sulfates ; de magnésie",,7330,8330,,7330,Kilo,,,,0.88,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,273,"Sels, sulfates ; de soude",,199526,665087,,199526,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1829,Exportations,,,285,Acétates ; de plomb,,124508,73240,,124508,Kilo,,,,1.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,57,Sangsues,,22177,739250,,22177,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,57,Cantharides,,14050,1405,,14050,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,59,Cornes de cerf et de snack ; en morceaux,,280,400,,280,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,59,Cornes de cerf et de snack ; en râpures,,943,1347,,943,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,59,Eponges ; communes,,50808,8468,,50808,Kilo,,,,6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,59,Eponges ; fines,,45160,2258,,45160,Kilo,,,,20,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,117,Térébenthine ; compacte,,35479,177397,,35479,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,119,Térébenthine ; liquide,,3280,21864,,3280,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,119,Térébenthine ; essence,,569514,813592,,569514,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,121,Résineux exotiques ; Scammonée,,48720,1218,,48720,Kilo,,,,40,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,121,Baume ; Benjoin,,10284,3428,,10284,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,123,Baume ; Storax liquide,,1298,1112,,1298,Kilo,,,,1.17,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,123,Baume ; Copahu,,6040,3020,,6040,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,125,Aloès,,5854,2661,,5854,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,125,Opium,,198240,6195,,198240,Kilo,,,,32,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,125,Camphre ; raffiné,,19989,1881,,19989,Kilo,,,,10.63,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,127,Manne,,37135,20631,,37135,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,129,Jus de réglisse,,205785,205785,,205785,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,137,Ipécacuana,,6240,480,,6240,Kilo,,,,13,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,137,Salsepareille,,163458,54486,,163458,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,139,Racines ; Rhubarbe,,53955,10791,,53955,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,139,Racines ; Jalap,,120378,37618,,120378,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,141,Racines ; Iris de Florence,,18157,10087,,18157,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,141,Racines ; Réglisse,,92153,204786,,92153,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,143,Racines non dénommées,,380811,126937,,380811,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,143,"Ecorces de citron, d'orange, et de leurs variétés",,8621,17243,,8621,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,145,Ecorces ; de Quinquina,,685608,85701,,685608,Kilo,,,,8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,145,Ecorces ; autres,,1089,1361,,1089,Kilo,,,,0.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,147,Herbes,,1441,2881,,1441,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,147,Feuilles ; d'Oranger,,2226,2226,,2226,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,147,Feuilles ; de Séné,,97381,27823,,97381,Kilo,,,,3.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,149,Feuilles non dénommées,,17064,17064,,17064,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,149,Fleurs de Lavande et d'Oranger,,54308,27154,,54308,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,151,Fleurs non dénommées,,11684,11684,,11684,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,151,Fruits ; Casse sans apprêt,,91593,61062,,91593,Kilo,,,,1.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,153,Fruits ; Tamarins en gousses,,3792,8428,,3792,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,153,Fruits ; Badiane ou Anis étoilé de la Chine,,870,435,,870,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,153,Fruits ; Graine de moutarde,,17816,35633,,17816,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,153,Fruits ; Barbotine,,248,827,,248,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,155,Fruits ; Follicules de séné,,15633,5583,,15633,Kilo,,,,2.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,155,Fruits ; Autres,,50187,50187,,50187,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,155,Lichens médicinaux,,900,3000,,900,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,315,Médicaments composés ; Eaux distillées,,165575,33115,,165575,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,315,Médicaments composés ; Autres,,1528850,152885,,1528850,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,271,Sels ammoniacaux,,34090,10552,,34090,Kilo,,,,3.2306671721,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,275,"Sels, sulfates ; de magnésie",,4284,4868,,4284,Kilo,,,,0.88,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,273,"Sels, sulfates ; de soude",,128831,429437,,128831,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1830,Exportations,,,285,Acétates ; de plomb,,115343,67849,,115343,Kilo,,,,1.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,57,Sangsues,,37263,1242100,,37263,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,57,Cantharides,,16570,1657,,16570,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,59,Cornes de cerf et de snack ; en morceaux,,75,107,,75,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,59,Cornes de cerf et de snack ; en râpures,,344,491,,344,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,59,Eponges ; communes,,41178,6863,,41178,Kilo,,,,6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,59,Eponges ; fines,,18380,919,,18380,Kilo,,,,20,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,117,Térébenthine ; compacte,,47927,239638,,47927,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,119,Térébenthine ; liquide,,3673,24484,,3673,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,119,Térébenthine ; essence,,761204,1087435,,761204,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,121,Résineux exotiques ; Scammonée,,38640,966,,38640,Kilo,,,,40,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,121,Baume ; Benjoin,,11544,3848,,11544,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,123,Baume ; Storax liquide,,5700,4259,,5700,Kilo,,,,1.34,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,123,Baume ; Copahu,,3706,1853,,3706,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,125,Aloès,,1406,639,,1406,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,125,Opium,,132832,4151,,132832,Kilo,,,,32,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,125,Camphre ; raffiné,,37604,4424,,37604,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,127,Manne,,36623,20346,,36623,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,129,Jus de réglisse,,294371,294371,,294371,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,137,Ipécacuana,,8996,692,,8996,Kilo,,,,13,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,137,Salsepareille,,86610,28870,,86610,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,139,Racines ; Rhubarbe,,59520,11904,,59520,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,139,Racines ; Jalap,,93082,29088,,93082,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,141,Racines ; Iris de Florence,,14659,8144,,14659,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,141,Racines ; Réglisse,,116923,259829,,116923,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1831,Exportations,,,143,Racines non dénommées,,450987,150329,,450987,Kilo,,,,3,,,,
