numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
158,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bled ; froment,Naples,3000,30000,livres,767309,766295,,,0
159,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bled ; froment,Genes,88200,882000,livres,767309,766295,,,0
160,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bled ; froment,Levant,41600,416000,livres,767309,766295,,,0
161,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bled ; froment,Savoye,97575,965750,livres,767309,766295,,,0
162,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bled ; sarazin,Isles,1014,69,boisseaux,767309,,,,0
163,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Blonde de soye,Espagne,40000,160,livres,44787,,,,0
164,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Blonde de soye,Flandre,3587,10,livres,44787,,,,0
165,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Blonde de soye,Portugal,1200,8,livres,44787,,,,0
166,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bois ; d'accajou,Hollande,4470,149,madriers,392353,,,,0
167,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,13,Bois ; à bruler,Allemagne,10826,541,chars,392353,,,,0
168,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; doré,Indes,3600,4,caisses,392353,,,,0
169,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; fernambourg,Italie,18750,37501,livres,392353,,,,0
170,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; d'inde,Allemagne,1372,9148,livres,392353,,,,0
171,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; merrain,Espagne,2400,12000,en nombre,392353,253417,,,0
172,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; merrain,Flandre,6065,606,leths,392353,253417,,,0
173,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; merrain,Isles,242792,1275366,en nombre,392353,253417,,,0
174,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; merrain,Indes,2160,12,milliers,392353,253417,,,0
175,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; ouvré,Espagne,2025,6750,livres,392353,7443,,,0
176,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; ouvré,Flandre,5418,,,392353,7443,,,0
177,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; rouge,Hollande,1381,15055,livres,392353,,,,0
178,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,15,Bois ; de roze,Russie,1083,4332,livres,392353,,,,0
179,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Allemagne,1587,9610,livres,392353,90011,,,0
180,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Flandre,3456,13825,livres,392353,90011,,,0
181,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Geneve,1100,6234,livres,392353,90011,,,0
182,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Hollande,1628,10859,livres,392353,90011,,,0
183,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Italie,53373,533733,livres,392353,90011,,,0
184,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Naples,2665,26656,livres,392353,90011,,,0
185,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Levant,12244,81632,livres,392353,90011,,,0
186,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Savoye,9392,62614,livres,392353,90011,,,0
187,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bois ; à teindre,Suisse,4566,15899,livres,392353,90011,,,0
188,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de coton,Angleterre,4104,171,douzaines,120480,6480,,,0
189,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de coton,Isles,2376,396,douzaines,120480,6480,,,0
190,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Allemagne,3030,606,livres,120480,114000,,,0
191,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Angleterre,4104,171,douzaines,120480,114000,,,0
192,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Espagne,13662,2277,livres,120480,114000,,,0
193,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Hollande,1092,312,en nombre,120480,114000,,,0
194,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Levant,73380,24460,livres,120480,114000,,,0
195,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Portugal,11880,1980,livres,120480,114000,,,0
196,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Etats unis,1454,727,livres,120480,114000,,,0
197,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Isles,3928,1964,livres,120480,114000,,,0
198,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bonnets ; de laine,Guinée,1470,245,livres,120480,114000,,,0
199,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bottes fortes,Allemagne,2304,96,paires,5553,,,,0
200,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bottes fortes,Isles,3249,99,paires,5553,,,,0
201,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Danemark,10500,10500,livres,417056,,,,0
202,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Espagne,299000,299000,livres,417056,,,,0
203,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Flandre,18021,18021,livres,417056,,,,0
204,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Nord,70000,70000,livres,417056,,,,0
205,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Portugal,10000,10000,livres,417056,,,,0
206,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Savoye,8022,7136,livres,417056,,,,0
207,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bouchons de liege,Indes,1513,756,livres,417056,,,,0
208,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Allemagne,7989,3182,livres,138423,,,,0
209,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Angleterre,3180,1272,livres,138423,,,,0
210,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Espagne,11922,5745,livres,138423,,,,0
211,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Flandre,1465,634,livres,138423,,,,0
212,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Geneve,1026,380,livres,138423,,,,0
213,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Suisse,4744,1804,livres,138423,,,,0
214,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Isles,105497,46026,livres,138423,,,,0
215,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Bougie,Indes,2600,1300,livres,138423,,,,0
216,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,17,Boulets de canon,Isles,179740,1205672,livres,,,,,0
217,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bourze ; de soye,Italie,13199,13199,livres,28849,,,,0
218,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bourze ; de soye,Levant,15650,15650,livres,28849,,,,0
219,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Allemagne,1073,9503,livres,55449,,,,0
220,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Espagne,12870,65650,livres,55449,,,,0
221,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Italie,11524,57624,livres,55449,,,,0
222,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Savoye,1058,5291,livres,55449,,,,0
223,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Suisse,6190,30950,en nombre,55449,,,,0
224,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Etats unis,1675,6700,en nombre,55449,,,,0
225,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Isles,19147,88114,en nombre,55449,,,,0
226,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bouteilles de verre,Indes,1912,9000,en nombre,55449,,,,0
227,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Boutons ; dorure ; argentés,Isles,23760,660,livres,102342,100342,,,0
228,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Boutons ; dorure ; d'or,Angleterre,1005,,,102342,5735,100342,,0
229,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Boutons ; dorure ; d'or,Flandre,1070,13,livres,102342,5735,100342,,0
230,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Boutons ; dorure ; d'or,Hollande,3660,30,livres,102342,5735,100342,,0
231,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Boutons ; dorure ; or et argt,Espagne,70847,833,livres,102342,100342,,,0
232,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Boutons ; de cuivre,Isles,2000,,,102342,,,,0
233,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Angleterre,1170,20,barils,358268,,,,0
234,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Danemark,2225,41000,livres,358268,,,,0
235,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Espagne,75712,1064434,livres,358268,,,,0
236,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Flandre,12677,230500,livres,358268,,,,0
237,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Hollande,22605,411,milliers,358268,,,,0
238,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Italie,31658,158291,livres,358268,,,,0
239,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Naples,12798,63990,livres,358268,,,,0
240,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Genes,7692,38463,livres,358268,,,,0
241,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Levant,4298,21490,livres,358268,,,,0
242,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Nord,6297,114,milliers,358268,,,,0
243,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Portugal,49912,907500,livres,358268,,,,0
244,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Savoye,1416,7080,livres,358268,,,,0
245,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Isles,118858,3961,barils,358268,,,,0
246,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Bray et gaudron,Guinée,10950,109500,livres,358268,,,,0
247,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Briques,Flandre,2546,127320,en nombre,3836,,,,0
248,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Briques,Isles,1290,97,milliers,3836,,,,0
249,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Brun rouge,Levant,1343,26861,livres,,,,,0
250,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,19,Buffles,Espagne,1653,2067,livres,,,,,0
251,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cabriolets,Isles,2400,4,livres,,,,,0
252,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Espagne,160666,235751,livres,468155,,,,0
253,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Geneve,22630,30174,livres,468155,,,,0
254,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Hollande,4395,3187,livres,468155,,,,0
255,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Italie,185076,123384,livres,468155,,,,0
256,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Naples,31452,20968,livres,468155,,,,0
257,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Genes,10101,6734,livres,468155,,,,0
258,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Nord,15220,25546,livres,468155,,,,0
259,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Savoye,16624,11083,livres,468155,,,,0
260,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Cacao,Suisse,21991,29322,livres,468155,,,,0
261,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; de Bourbon,Danemark,38173,44910,livres,19677960,225818,,Le total ne figure pas sur le manuscrit,0
262,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; de Bourbon,Flandre,119158,140195,livres,19677960,225818,,,0
263,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; de Bourbon,Hollande,68487,80573,livres,19677960,225818,,,0
264,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Allemagne,626519,1213584,livres,19677960,19333282,,,0
265,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Danemark,948515,1451838,livres,19677960,19333282,,,0
266,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Espagne,71441,116498,livres,19677960,19333282,,,0
267,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Flandre,1511289,2728427,livres,19677960,19333282,,,0
268,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Geneve,1035405,1674998,livres,19677960,19333282,,,0
269,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Hollande,2355061,4038077,livres,19677960,19333282,,,0
270,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Italie,2225641,3108847,livres,19677960,19333282,,,0
271,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Naples,228592,304790,livres,19677960,19333282,,,0
272,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Genes,109191,145588,livres,19677960,19333282,,,0
273,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,21,Caffé ; des Isles,Levant,3495061,4660082,livres,19677960,19333282,,,0
