numrodeligne,dataentryby,source,sourcepath,sourcetype,direction,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
107,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Cloux de fer,Marseille,Espagne,"133 597,00",Livres,"0,250","33 399,00","0,25",
108,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Cole forte,Marseille,Espagne,"6 238,00",Livres,"0,400","2 495,00","0,20",
109,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Confitures,Marseille,Espagne,"28 251,00",Livres,"1,000","28 251,00","0,00",
110,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Corail ouvré,Marseille,Espagne,"245,00",Livres,"160,000","39 200,00","0,00",
111,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Cordage de chanvre,Marseille,Espagne,"1 000,00",Livres,"0,300","300,00","0,00",
112,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Cordes a boyeau,Marseille,Espagne,"50,00",Livres,"20,000","1 000,00","0,00",
113,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Corne de cerf,Marseille,Espagne,"1 400,00",Livres,"0,300","420,00","0,00",
114,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Coton filé,Marseille,Espagne,"272 540,00",Livres,"1,100","299 794,00","0,00",
115,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Coton en laine,Marseille,Espagne,"8 260,00",Livres,"0,500","4 130,00","0,00",
116,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,4,1751,Sortie,Couperose,Marseille,Espagne,"37 650,00",Livres,"0,090","3 388,00","0,50",
117,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Couteaux,Marseille,Espagne,"656,00",Livres,"2,000","1 312,00","0,00",
118,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Couvertures de fil et coton,Marseille,Espagne,"390,00",Livres,"2,000","780,00","0,00",
119,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Creme de tartre,Marseille,Espagne,"2 762,00",Livres,"0,450","1 242,00","0,90",
120,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Crin,Marseille,Espagne,"575,00",Livres,"0,600","345,00","0,00",
121,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cristal taillé,Marseille,Espagne,"2 600,00",Livres,"2,000","5 200,00","0,00",
122,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cuirs de beuf en poil,Marseille,Espagne,"10 375,00",Pieces,"18,000","186 750,00","0,00",
123,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cuirs de beuf en poil,Marseille,Espagne,"31 000,00",Livres,"0,400","12 400,00","0,00",
124,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cuirs tannées,Marseille,Espagne,"23 603,00",Livres,"0,600","14 161,00","0,80",
125,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cuirs tangoul,Marseille,Espagne,"64 783,00",Livres,"0,900","58 304,00","0,70",
126,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cuirs vieux,Marseille,Espagne,"2 780,00",Livres,"0,800","2 224,00","0,00",
127,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Culs d'artichaux,Marseille,Espagne,"150,00",Livres,"3,000","450,00","0,00",
128,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Cumin,Marseille,Espagne,"887,00",Livres,"0,200","177,00","0,40",
129,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Dattes,Marseille,Espagne,"17 879,00",Livres,"0,250","4 469,00","0,75",
130,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Demittes,Marseille,Espagne,"245,00",Pieces,"3,000","735,00","0,00",
131,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Dantelle du puy,Marseille,Espagne,"85 718,00",Livres,"50,000","4 285 900,00","0,00",
132,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Dorure  fine,Marseille,Espagne,"28 628,00",Livres,"100,000","2 862 800,00","0,00",
133,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Drap londrin,Marseille,Espagne,"89 812,00",Livres,"5,000","449 060,00","0,00",
134,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Draperie petite,Marseille,Espagne,"351 932,00",Livres,"3,000","1 055 796,00","0,00",
135,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Droguerie,Marseille,Espagne,"92 007,00",Livres,"1,000","92 007,00","0,00",
136,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Eau forte,Marseille,Espagne,"1 422,00",Livres,"1,350","1 919,00","0,70",
137,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Eau de raisine,Marseille,Espagne,"6 254,00",Livres,"0,100","622,00","3,40",
138,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Eau de la reine d'Hongrie,Marseille,Espagne,"1 425,00",Livres,"0,750","1 068,00","0,75",
139,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Eau roze,Marseille,Espagne,"800,00",Livres,"0,250","200,00","0,00",
140,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Eau de vie,Marseille,Espagne,"46 468,00",Livres,"0,150","6 970,00","0,20",
141,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Encens,Marseille,Espagne,"24 441,00",Livres,"0,500","12 220,00","0,50",
142,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Epicerie,Marseille,Espagne,"200,00",Livres,"10,000","2 000,00","0,00",
143,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Eponges,Marseille,Espagne,"977,00",Livres,"1,000","977,00","0,00",
144,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Escayolle,Marseille,Espagne,"8 840,00",Livres,"0,100","884,00","0,00",
145,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Essence,Marseille,Espagne,"50,00",Livres,"1,000","50,00","0,00",
146,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Etain ouvré,Marseille,Espagne,"8 032,00",Livres,"1,500","12 048,00","0,00",
147,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Etoffe de soye,Marseille,Espagne,"58 979,00",Livres,"40,000","2 359 160,00","0,00",
148,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Evantails,Marseille,Espagne,"1 070,00",Livres,"8,000","8 560,00","0,00",
149,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,5,1751,Sortie,Fayance,Marseille,Espagne,"24 168,00",Livres,"0,500","12 084,00","0,00",
150,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fer en barres,Marseille,Espagne,"10 712,00",Livres,"0,145","1 553,00","0,24",
151,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fer blanc,Marseille,Espagne,"2 174,00",Livres,"0,600","1 304,00","0,40",
152,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Feves,Marseille,Espagne,"1 833,00",Charges,"12,000","21 996,00","0,00",
153,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Feves,Marseille,Espagne,"1 750,00",Livres,"0,050","87,00","0,50",
154,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Ficelle,Marseille,Espagne,"1 689,00",Livres,"0,500","844,00","0,50",
155,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fil blanc,Marseille,Espagne,"374,00",Livres,"1,500","561,00","0,00",
156,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fil de chevre,Marseille,Espagne,"4 332,00",Livres,"3,000","12 996,00","0,00",
157,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fil a coudre,Marseille,Espagne,"7 286,00",Livres,"2,000","14 572,00","0,00",
158,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fil de fer,Marseille,Espagne,"1 350,00",Livres,"0,500","675,00","0,00",
159,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fil a voille,Marseille,Espagne,"906,00",Livres,"0,750","679,00","0,50",
160,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Filets d'espar,Marseille,Espagne,"150,00",Grosses,"19,000","2 850,00","0,00",
161,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fleurs artificieles,Marseille,Espagne,"100,00",Livres,"50,000","5 000,00","0,00",
162,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fleur de souffre,Marseille,Espagne,"1 422,00",Livres,"0,200","284,00","0,40",
163,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fromage,Marseille,Espagne,"12 578,00",Livres,"0,200","2 515,00","0,60",
164,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Fruits à l'eau de vie,Marseille,Espagne,"10 000,00",Livres,"1,200","12 000,00","0,00",
165,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Galles,Marseille,Espagne,"17 330,00",Livres,"0,500","8 665,00","0,00",
166,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Gaudron,Marseille,Espagne,"575,00",Livres,"0,150","86,00","0,25",
167,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Geroffle,Marseille,Espagne,"2 920,00",Livres,"16,000","46 720,00","0,00",
168,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Gingembre,Marseille,Espagne,"24 867,00",Livres,"0,400","9 946,00","0,80",
169,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Gomme adragan,Marseille,Espagne,"4 475,00",Livres,"1,000","4 475,00","0,00",
170,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Gomme arabique,Marseille,Espagne,"24 225,00",Livres,"0,750","18 168,00","0,75",
171,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Grabeau de cire,Marseille,Espagne,"27 482,00",Livres,"0,500","13 741,00","0,00",
172,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Grabeau d'encens,Marseille,Espagne,"11 600,00",Livres,"0,150","1 740,00","0,00",
173,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Grabeau de sené,Marseille,Espagne,"8 944,00",Livres,"0,650","5 813,00","0,60",
174,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Graine d'avignon,Marseille,Espagne,"385,00",Livres,"0,250","96,00","0,25",
175,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Graine jaune,Marseille,Espagne,"700,00",Livres,"0,260","182,00","0,00",
176,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Graine de moutarde,Marseille,Espagne,"3 308,00",Livres,"0,200","661,00","0,60",
177,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Gruau,Marseille,Espagne,"900,00",Livres,"0,100","90,00","0,00",
178,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Herbes perelles,Marseille,Espagne,"970,00",Livres,"0,500","485,00","0,00",
179,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Huille de lin,Marseille,Espagne,"2 939,00",Livres,"0,300","881,00","0,70",
180,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Huille de noix,Marseille,Espagne,"3 448,00",Livres,"0,400","1 379,00","0,20",
181,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Huile d'olive,Marseille,Espagne,"124 129,00",Livres,"0,400","49 651,00","0,60",
182,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Huile de poisson,Marseille,Espagne,"20 000,00",Livres,"0,200","4 000,00","0,00",
183,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,6,1751,Sortie,Huile de vitriol,Marseille,Espagne,"165,00",Livres,"1,000","165,00","0,00",
184,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,7,1751,Sortie,Jambon,Marseille,Espagne,"1 692,00",Livres,"0,500","846,00","0,00",
185,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,7,1751,Sortie,Indienne,Marseille,Espagne,"2 782,00",Pieces,"12,000","33 384,00","0,00",
186,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,7,1751,Sortie,Indigo,Marseille,Espagne,"300,00",Livres,"6,000","1 800,00","0,00",
187,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,7,1751,Sortie,Jongs,Marseille,Espagne,"368,00",Livres,"0,075","27,00","0,60",
