Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks,
Fatima zahra,,1775,109,Planches ; de chesne,Allemagne ,364 349,728 698,860 993,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de chesne,Flandre,950,1 900,860 993,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de chesne,Hollande,58 236,116 472,860 993,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de chesne,Suede,1 989,13 923,860 993,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de Prusse,Nord,3 948,31 584,36 864,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de Prusse,Russie,660,5 280,36 864,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Allemagne ,521 300,394 319,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Angleterre,135,1 215,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Danemark,861 284,861 284,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Espagne,155,7 770,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Hollande,264 816,264 816,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Nord,1 638 912,1 638 912,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Russie,28 045,31 045,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Savoye,785,7 065,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Planches ; de sapin,Suede,606 448,606 448,3 812 874,,4 710 731,,
Fatima zahra,,1775,109,Platre,Savoye,405 760,81 152,,,,,
Fatima zahra,,1775,111,Plomb ; en grenaille,Hollande,97 400,21 915,,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en planches ,Espagne,26 200,6 550,15 467,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en planches ,Hollande,35 670,8 917,15 467,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en rouleaux,Angleterre,56 545,14 136,40 025,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en rouleaux,Flandre,18 725,4 681,40 025,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en rouleaux,Hollande,106 040,21 208,40 025,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en saumons,Allemagne ,308 925,70 079,2 182 745,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en saumons,Angleterre,4 934 888,993 158,2 182 745,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en saumons,Espagne,2 568 875,513 775,2 182 745,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en saumons,Flandre,744 975,148 995,2 182 745,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en saumons,Hollande,1 242 232,249 780,2 182 745,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en saumons,Nord,1 034 790,206 958,2 182 745,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en tables,Flandre,28 285,8 485,13 611,,2 273 763,,
Fatima zahra,,1775,111,Plomb ; en tables,Hollande,17 087,5 126,13 611,,2 273 763,,
Fatima zahra,,1775,111,Plumes ; à écrire,Danemark,460,1 150,79 811,,242 320,,
Fatima zahra,,1775,111,Plumes ; à écrire,Hollande,1 981,9 906,79 811,,242 320,,
Fatima zahra,,1775,111,Plumes ; à écrire,Naples,3 200,16 000,79 811,,242 320,,
Fatima zahra,,1775,111,Plumes ; à écrire,Nord,35 170,52 755,79 811,,242 320,,
Fatima zahra,,1775,111,Plumes ; d'edredon,Danemark,,1 720,9 880,,242 320,,
Fatima zahra,,1775,111,Plumes ; d'edredon,Flandre,,1 910,9 880,,242 320,,
Fatima zahra,,1775,111,Plumes ; d'edredon,Nord,,6 250,9 880,,242 320,,
Fatima zahra,,1775,111,Plumes ; à lit,Espagne,4 000,4 000,152 629,,242 320,,
Fatima zahra,,1775,111,Plumes ; à lit,Hollande,28 250,33 900,152 629,,242 320,,
Fatima zahra,,1775,111,Plumes ; à lit,Italie,5 948,5 948,152 629,,242 320,,
Fatima zahra,,1775,111,Plumes ; à lit,Nord,83 665,100 398,152 629,,242 320,,
Fatima zahra,,1775,111,Plumes ; à lit,Russie,6 986,8 383,152 629,,242 320,,
Fatima zahra,,1775,111,Poil ; de chevreau,Espagne,300,1 200,,,13 791,,
Fatima zahra,,1775,111,Poil ; de lievre,Italie,4 197,12 591,,,13 791,,
Fatima zahra,,1775,111,Poissons ; frais,Allemagne ,12 652,6 326,33 039,,133 371,,
Fatima zahra,,1775,111,Poissons ; frais,Espagne,3 533,8 832,33 039,,133 371,,
Fatima zahra,,1775,111,Poissons ; frais,Flandre,,2 688,33 039,,133 371,,
Fatima zahra,,1775,111,Poissons ; frais,Savoye,152,15 193,33 039,,133 371,,
Fatima zahra,,1775,111,Poissons ; de mer,Flandre,,25 533,,,133 371,,
Fatima zahra,,1775,111,Poissons ; salés,Savoye,299 196,74 799,,,133 371,,
Fatima zahra,,1775,113,Poivre ,Espagne,31 850,36 452,,,3 330 132,,
Fatima zahra,,1775,113,Poivre ,Flandre,105 311,147 435,,,3 330 132,,
Fatima zahra,,1775,113,Poivre ,Hollande,2 534 600,3 060 820,,,3 330 132,,
Fatima zahra,,1775,113,Poivre ,Genes,39 620,43 582,,,3 330 132,,
Fatima zahra,,1775,113,Poivre ,Nord,17 484,24 477,,,3 330 132,,
Fatima zahra,,1775,113,Poivre ,Savoye,12 000,12 000,,,3 330 132,,
Fatima zahra,,1775,113,Poivre ,indes,4 472,5 366,,,3 330 132,,
Fatima zahra,,1775,113,Poix,Allemagne ,9 665,2 545,,,8 328,,
Fatima zahra,,1775,113,Poix,Espagne,23 132,5 783,,,8 328,,
Fatima zahra,,1775,113,Pomade,Savoye,685,1 027,,,,,
Fatima zahra,,1775,113,Poncire,Savoye,350,3 500,,,,,
Fatima zahra,,1775,113,Porcs ; gras,Allemagne ,1 714,73 090,136 842,,153 242,,
Fatima zahra,,1775,113,Porcs ; gras,Espagne,20,1 100,136 842,,153 242,,
Fatima zahra,,1775,113,Porcs ; gras,Flandre,60,2 160,136 842,,153 242,,
Fatima zahra,,1775,113,Porcs ; gras,Savoye,282,11 280,136 842,,153 242,,
Fatima zahra,,1775,113,Porcs ; gras,Suisse,1 367,49 212,136 842,,153 242,,
Fatima zahra,,1775,113,Porcs ; maigres,Allemagne ,809,8 090,10 150,,153 242,,
Fatima zahra,,1775,113,Porcs ; maigres,Savoye,206,2 060,10 150,,153 242,,
Fatima zahra,,1775,113,Porcs ; salés,Angleterre,25 000,6 250,,,153 242,,
Fatima zahra,,1775,113,Porcelaine,Allemagne ,1 349,10 734,,,457 134,,
Fatima zahra,,1775,113,Porcelaine,Danemark,430,2 150,,,457 134,,
Fatima zahra,,1775,113,Porcelaine,Hollande,300,1 500,,,457 134,,
Fatima zahra,,1775,113,Porcelaine,Nord,750,3 750,,,457 134,,
Fatima zahra,,1775,113,Porcelaine,indes,87 800,439 000,,,457 134,,
Fatima zahra,,1775,113,Potin gris,Allemagne ,222 110,33 316,,,51 274,,
Fatima zahra,,1775,113,Potin gris,Hollande,19 045,15 236,,,51 274,,
Fatima zahra,,1775,113,Potin gris,Nord,3 025,2 722,,,51 274,,
Fatima zahra,,1775,113,Potterie ; de grez,Allemagne ,9 714,2 568,4 027,,26 969,le total devrait être,27 069
Fatima zahra,,1775,113,Potterie ; de grez,Genes,14 590,1 459,4 027,,26 969,,
Fatima zahra,,1775,113,Potterie ; de livre,Allemagne ,1 684,5 052,22 942,,26 969,le total devrait être,23 042
Fatima zahra,,1775,113,Potterie ; de livre,Italie,144 300,10 822,22 942,,26 969,,
Fatima zahra,,1775,113,Potterie ; de livre,Genes,40 168,4 016,22 942,,26 969,,
Fatima zahra,,1775,113,Potterie ; de livre,Savoye,63 040,3 152,22 942,,26 969,,
Fatima zahra,,1775,115,Poudre ; à canon,Flandre,5 600,3 360,59 190,,69 190,,
Fatima zahra,,1775,115,Poudre ; à canon,Hollande,78 450,55 830,59 190,,69 190,,
Fatima zahra,,1775,115,Poudre ; à poudrer,Hollande,25 000,10 000,,,69 190,,
Fatima zahra,,1775,115,Poutres,Hollande,65,1 300,,,922 450,,
Fatima zahra,,1775,115,Poutres,Nord,45 777,915 540,,,922 450,,
Fatima zahra,,1775,115,Poutres,Savoye,88,1 760,,,922 450,,
Fatima zahra,,1775,115,Poutres,Suede,276,3 850,,,922 450,,
Fatima zahra,,1775,115,Précipité,Allemagne ,1 020,5 100,,,6 880,,
Fatima zahra,,1775,115,Précipité,Hollande,356,1 780,,,6 880,,
Fatima zahra,,1775,115,Quincaille ; d'acier,Hollande,15 135,22 702,27 639,,820 734,,
Fatima zahra,,1775,115,Quincaille ; d'acier,Nord,2 365,4 937,27 639,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de cuivre,Allemagne ,6 968,12 357,29 829,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de cuivre,Hollande,8 456,17 472,29 829,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Allemagne ,267 658,163 842,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Flandre,92 961,65 292,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Hollande,325 523,207 307,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Genes,9 679,9 679,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Nord,15 648,10 316,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Portugal,3 000,3 000,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Savoye,10 401,11 243,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer,Suisse,2 241,1 284,471 963,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer et acier,Allemagne ,107 186,107 186,291 303,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer et acier,Espagne,5 439,5 439,291 303,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer et acier,Hollande,152 565,152 565,291 303,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer et acier,Italie,21 906,21 906,291 303,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer et acier,Nord,2 000,2 000,291 303,,820 734,,
Fatima zahra,,1775,115,Quincaille ; de fer et acier,Suisse,2 207,2 207,291 303,,820 734,,
Fatima zahra,,1775,117,Quinquina,Espagne,52 581,105 163,,,115 930,,
Fatima zahra,,1775,117,Quinquina,Hollande,,10 767,,,115 930,,
Fatima zahra,,1775,117,Quintessence,Naples,1 350,14 850,,,48 350,,
Fatima zahra,,1775,117,Quintessence,Savoye,3 350,33 500,,,48 350,,
Fatima zahra,,1775,117,Racines ; d'atizari,Levant,486 525,145 957,,,147 457,,
Fatima zahra,,1775,117,Racines ; médecinae,Hollande,500,1 500,,,147 457,,
Fatima zahra,,1775,117,Racture de carnet,Naples,6 000,1 200,,,6 635,,
Fatima zahra,,1775,117,Racture de carnet,Levant,27 175,5 435,,,6 635,,
Fatima zahra,,1775,117,Ramures,Danemark,1 028,2 570,,,,,
Fatima zahra,,1775,117,Rassad,Hollande,18 830,18 830,,,,,
Fatima zahra,,1775,117,Reglisse,Espagne,210 650,21 055,,,,,
Fatima zahra,,1775,117,Rhubarbe,Levant,600,2 400,,,67 370,,
Fatima zahra,,1775,117,Rhubarbe,Indes,19 991,64 970,,,67 370,,
Fatima zahra,,1775,117,Ris,Angleterre,2 172 845,433 611,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Espagne,5 000,1 000,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Flandre,605 782,121 156,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Hollande,1 315 489,242 439,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Italie,36 960,7 392,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Genes,30 480,6 096,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Levant,7 746 620,1 549 324,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Nord,9 060,1 812,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Savoye,472 526,94 505,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Suisse,4 000,1 000,,,2 459 454,,
Fatima zahra,,1775,117,Ris,Isles,5 596,1 119,,,2 459 454,,
Fatima zahra,,1775,117,Rocou,Isles,299 906,297 983,,,,,
Fatima zahra,,1775,119,Rognures de cartes,Allemagne,7 680,1 920,5 436,,5 436,,
Fatima zahra,,1775,119,Rognures de cartes,Espagne,7 675,1 536,5 436,,5 436,,
Fatima zahra,,1775,119,Rognures de cartes,Italie,43 200,1 980,5 436,,5 436,,
Fatima zahra,,1775,119,Rognes,Danemark,2 601,117 045,,,128 385,,
Fatima zahra,,1775,119,Rognes,Hollande,252,11 340,,,128 385,,
Fatima zahra,,1775,119,Rotins,Indes,101 016,30 304,,,,,
Fatima zahra,,1775,119,Roues diverses,Allemagne,66,1 980,,,,,
Fatima zahra,,1775,119,Rubans ; de fil,Allemagne,667 734,667 734,723 889,,724 927,,
Fatima zahra,,1775,119,Rubans ; de fil,Flandre,9 531,23 827,723 889,,724 927,,
Fatima zahra,,1775,119,Rubans ; de fil,Hollande,7 212,32 328,723 889,,724 927,,
Fatima zahra,,1775,119,Rubans ; de fil et laine,Hollande,2 596,1 038,,,724 927,,
Fatima zahra,,1775,119,Sabots,Allemagne,94,4 410,,,,,
Fatima zahra,,1775,119,Sacs de toile,Savoye,2 005,2 005,,,,,
Fatima zahra,,1775,119,Saffran,Hollande,121,1 815,,,,,
Fatima zahra,,1775,119,Saffranum,Levant,254 400,190 800,,,,,
Fatima zahra,,1775,121,Salpetre,Indes,1 786 943,893 474,,,,,
Fatima zahra,,1775,121,Salsepareille,Espagne,1 693,4 819,,,350 812,,
Fatima zahra,,1775,121,Salsepareille,Hollande,6 343,15 648,,,350 812,,
Fatima zahra,,1775,121,Salsepareille,Italie,4 965,14 895,,,350 812,,
Fatima zahra,,1775,121,Salsepareille,Genes,64 200,192 600,,,350 812,,
Fatima zahra,,1775,121,Salsepareille,Portugal,40 400,121 200,,,350 812,,
Fatima zahra,,1775,121,Salsepareille,Isles,720,1 650,,,350 812,,
Fatima zahra,,1775,121,Sandarac,Flandre,6 510,5 859,,,30 772,,
Fatima zahra,,1775,121,Sandarac,Hollande,27 547,24 913,,,30 772,,
Fatima zahra,,1775,121,Sapins,Danemark,10 831,15 946,,,,,
Fatima zahra,,1775,121,Sardines salées,Espagne,12 516,100 129,,,,,
Fatima zahra,,1775,121,Saucissons,Italie,5 159,6 190,,,7 286,,
Fatima zahra,,1775,121,Saucissons,Savoye,731,1 096,,,7 286,,
Fatima zahra,,1775,121,Saumons ; frais,Flandre,1 484,23 744,,,288 463,,
Fatima zahra,,1775,121,Saumons ; salés,Angleterre,386 126,115 489,264 719,,288 463,,
Fatima zahra,,1775,121,Saumons ; salés,Danemark,3 123,1 249,264 719,,288 463,,
Fatima zahra,,1775,121,Saumons ; salés,Espagne,41 560,10 390,264 719,,288 463,,
Fatima zahra,,1775,121,Saumons ; salés,Hollande,390 260,136 091,264 719,,288 463,,
Fatima zahra,,1775,121,Saumons ; salés,Italie,600,1 500,264 719,,288 463,,
Fatima zahra,,1775,121,Saumoule,Savoye,9 556,2 389,,,,,
Fatima zahra,,1775,121,Savon,Allemagne,4 305,2 152,,,3 552,,
Fatima zahra,,1775,121,Savon,Nord,3 500,1 400,,,3 552,,
Fatima zahra,,1775,123,Saxafras,Hollande,4 920,1 230,,,,,
Fatima zahra,,1775,123,Scamonée,Levant,2 529,25 290,,,,,
Fatima zahra,,1775,123,Seaux de bois,Allemagne,189,2 274,,,5 901,,
Fatima zahra,,1775,123,Seaux de bois,Hollande,1 618,2 427,,,5 901,,
Fatima zahra,,1775,123,Seaux de bois,Savoye,100,1 200,,,5 901,,
Fatima zahra,,1775,123,Sel,Espagne,1 327,19 905,,,27 325,,
Fatima zahra,,1775,123,Sel,Portugal,106,7 420,,,27 325,,
Fatima zahra,,1775,123,Sel ; ammoniac,Hollande,603,1 206,90 996,,120 932,,
Fatima zahra,,1775,123,Sel ; ammoniac,Levant,59 860,89 790,90 996,,120 932,,
Fatima zahra,,1775,123,Sel ; de tartre,Flandre,,3 850,29 936,,120 932,,
Fatima zahra,,1775,123,Sel ; de tartre,Hollande,16 474,26 086,29 936,,120 932,,
Fatima zahra,,1775,123,Semen contra,Hollande,1 840,5 520,,,6 520,,
Fatima zahra,,1775,123,Semen contra,Portugal,400,1 000,,,6 520,,
Fatima zahra,,1775,123,Sené,Italie,1 260,1 890,,,,,
Fatima zahra,,1775,125,Sirop ; des Isles,Isles,11 847,5 330,,,5 330,,
Fatima zahra,,1775,125,Soliveaux,Danemark,1 100,13 200,,,56 877,,
Fatima zahra,,1775,125,Soliveaux,Nord,3 160,41 651,,,56 877,,
Fatima zahra,,1775,125,Soliveaux,suede,,2 026,,,56 877,,
Fatima zahra,,1775,125,Son,Espagne,3 036 450,151 822,,,161 147,,
Fatima zahra,,1775,125,Son,Italie,144 400,7 220,,,161 147,,
Fatima zahra,,1775,125,Son,Genes,52 100,2 105,,,161 147,,
Fatima zahra,,1775,125,Soude,Angleterre,135,40 500,,,2 557 357,,
Fatima zahra,,1775,125,Soude,Espagne,20 228 257,2 046 736,,,2 557 357,,
Fatima zahra,,1775,125,Soude,Hollande,7 644,1 146,,,2 557 357,,
Fatima zahra,,1775,125,Soude,Italie,2 434 800,243 480,,,2 557 357,,
Fatima zahra,,1775,125,Soude,Naples,1 525 500,152 550,,,2 557 357,,
Fatima zahra,,1775,125,Soude,Levant,729 450,72 945,,,2 557 357,,
Fatima zahra,,1775,125,Souffre,Angleterre,12 000,1 800,,,329 884,,
Fatima zahra,,1775,125,Souffre,Hollande,150 230,15 839,,,329 884,,
Fatima zahra,,1775,125,Souffre,Italie,1 180 950,177 142,,,329 884,,
Fatima zahra,,1775,125,Souffre,Naples,733 600,110 040,,,329 884,,
Fatima zahra,,1775,125,Souffre,Levant,245 000,14 700,,,329 884,,
Fatima zahra,,1775,125,Souffre,Savoye,69 090,10 363,,,329 884,,
Fatima zahra,,1775,125,Souliers,Allemagne,801,2 762,,,,,
Fatima zahra,,1775,127,Soye ; crue,Espagne,2 361,28 332,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; crue,Italie,43 536,522 432,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; crue,Naples,235 954,2 831 448,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; crue,Genes,3 800,45 600,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; crue,Levant,111 939,1 343 268,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; crue,Savoye,44 450,533 400,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; crue,Suisse,25 571,639 275,5 943 755,,7 035 615,,
Fatima zahra,,1775,127,Soye ; nankin,Indes,31 196,1 091 860,,,7 035 615,,
Fatima zahra,,1775,127,Soye de porc,Allemagne,1 272,1 416,,,75 658,,
Fatima zahra,,1775,127,Soye de porc,Flandre,623,1 246,,,75 658,,
Fatima zahra,,1775,127,Soye de porc,Nord,44 015,32 612,,,75 658,,
Fatima zahra,,1775,127,Soye de porc,russie,50 480,40 384,,,75 658,,
Fatima zahra,,1775,127,Spicaceltica,Nord,3 000,3 750,,,,,
Fatima zahra,,1775,127,Squine,Hollande,5 625,3 375,,,6 183,,
Fatima zahra,,1775,127,Squine,Indes,4 680,2 808,,,6 183,,
Fatima zahra,,1775,127,Stil de grain,Hollande,3 232,2 484,,,,,
Fatima zahra,,1775,127,Storax,Levant,6 369,15 922,,,,,
Fatima zahra,,1775,127,Sublimé,Hollande,1 562,8 750,,,,,
Fatima zahra,,1775,127,Sucre ; blanc,Isles,30 581 530,13 761 688,,,46 787 073,,
Fatima zahra,,1775,129,Sucre ; brut,Isles,48 259 155,13 561 486,,,46 787 073,,
Fatima zahra,,1775,129,Sucre ; candi,Indes,2 054,2 259,,,46 787 073,,
Fatima zahra,,1775,129,Sucre ; empains,Flandre,6 065,5 458,20 321,,46 787 073,,
Fatima zahra,,1775,129,Sucre ; empains,Hollande,16 550,14 863,20 321,,46 787 073,,
Fatima zahra,,1775,129,Sucre ; terré,Isles,33 279 223,14 417 643,,,46 787 073,,
Fatima zahra,,1775,129,Sucre ; teste,Isles,15 374 834,5 023 676,,,46 787 073,,
Fatima zahra,,1775,129,Suif,Angleterre,78 981,34 626,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Espagne,105 670,45 911,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Flandre,31 311,14 358,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Hollande,51 955,23 814,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Italie,561 775,140 443,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Naples,11 210,2 802,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Levant,423 140,105 785,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Nord,214 370,77 692,,,1 125 477,,
Fatima zahra,,1775,129,Suif,russie,1 650 706,665 409,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Savoye,16 250,4 062,,,1 125 477,,
Fatima zahra,,1775,129,Suif,Suede,23 500,10 575,,,1 125 477,,
Fatima zahra,,1775,129,Sumac,Hollande,58 684,5 891,,,26 145,,
Fatima zahra,,1775,129,Sumac,Italie,27 500,2 200,,,26 145,,
Fatima zahra,,1775,129,Sumac,Naples,80 800,6 464,,,26 145,,
Fatima zahra,,1775,129,Sumac,Portugal,109 365,11 590,,,26 145,,
Fatima zahra,,1775,129,Tabac ; fabriqué,Isles,500,1 500,,,1 266 536,,
Fatima zahra,,1775,131,Tabac ; en feuilles,Angleterre,4 449 542,1 148 365,1 265 036,,1 266 536,,
Fatima zahra,,1775,131,Tabac ; en feuilles,Hollande,466 687,116 671,1 265 036,,1 266 536,,
Fatima zahra,,1775,131,Tabatieres,Allemagne,,2 100,,,,,
Fatima zahra,,1775,131,Tableaux,Flandre,301,6 028,,,17 352,,
Fatima zahra,,1775,131,Tableaux,Hollande,202,1 210,,,17 352,,
Fatima zahra,,1775,131,Tableaux,Italie,1 418,4 254,,,17 352,,
Fatima zahra,,1775,131,Tableaux,Naples,1 200,3 600,,,17 352,,
Fatima zahra,,1775,131,Tableaux,Suisse,1 130,2 260,,,17 352,,
Fatima zahra,,1775,131,Taffia,Isles,3 321,13 284,,,,,
Fatima zahra,,1775,131,Tamarin,Hollande,15 910,7 955,,,15 532,,
Fatima zahra,,1775,131,Tamarin,Levant,8 295,4 977,,,15 532,,
Fatima zahra,,1775,131,Tamarin,Indes,2 600,2 600,,,15 532,,
Fatima zahra,,1775,131,Tapis,Allemagne,,2 944,,,11 380,,
Fatima zahra,,1775,131,Tapis,Hollande,400,3 200,,,11 380,,
Fatima zahra,,1775,131,Tapis,Levant,467,3 736,,,11 380,,
Fatima zahra,,1775,131,Tapis,Nord,300,1 500,,,11 380,,
Fatima zahra,,1775,131,Tartre,Allemagne,14 093,3 650,,,85 399,,
Fatima zahra,,1775,131,Tartre,Espagne,27 760,6 940,,,85 399,,
Fatima zahra,,1775,131,Tartre,Italie,102 510,25 626,,,85 399,,
Fatima zahra,,1775,131,Tartre,Naples,134 556,32 293,,,85 399,,
Fatima zahra,,1775,131,Tartre,Genes,59 275,14 226,,,85 399,,
Fatima zahra,,1775,131,Tartre,Savoye,11 100,2 664,,,85 399,,
Fatima zahra,,1775,131,Terebenthine,Hollande,4 162,1 864,,,9 210,,
Fatima zahra,,1775,131,Terebenthine,Savoye,8 471,3 388,,,9 210,,
Fatima zahra,,1775,131,Terebenthine,Suisse,9 895,3 958,,,9 210,,
Fatima zahra,,1775,133,Terre ; de ciment,Savoye,20 600,4 120,,,244 536,,
Fatima zahra,,1775,133,Terre ; d'ombre,Italie,10 000,1 000,,,244 536,,
Fatima zahra,,1775,133,Terre ; de porcelaine,Italie,1 565 800,153 734,239 416,,244 536,,
Fatima zahra,,1775,133,Terre ; de porcelaine,Naples,500 000,60 000,239 416,,244 536,,
Fatima zahra,,1775,133,Terre ; de porcelaine,Genes,160 000,19 200,239 416,,244 536,,
Fatima zahra,,1775,133,Terre ; de porcelaine,Savoye,54 020,6 482,239 416,,244 536,,
Fatima zahra,,1775,133,Thé,Flandre,452,1 130,,,9 895 657,,
Fatima zahra,,1775,133,Thé,Hollande,6 113,18 483,,,9 895 657,,
Fatima zahra,,1775,133,Thé,Indes,5 643 641,9 876 044,,,9 895 657,,
Fatima zahra,,1775,133,Theriaque,Allemagne,542,1 626,,,,,
Fatima zahra,,1775,133,Thon ; mariné,Italie,4 100,2 050,134 330,,148 383,,
Fatima zahra,,1775,133,Thon ; mariné,Genes,25 570,25 570,134 330,,148 383,,
Fatima zahra,,1775,133,Thon ; mariné,Savoye,106 710,106 710,134 330,,148 383,,
Fatima zahra,,1775,133,Thon ; salé,Naples,19 000,7 600,13 050,,148 383,,
Fatima zahra,,1775,133,Thon ; salé,Genes,3 200,1 600,13 050,,148 383,,
Fatima zahra,,1775,133,Thon ; salé,Savoye,7 700,3 850,13 050,,148 383,,
Fatima zahra,,1775,133,Thon ; thonine,Italie,4 015,1 003,,,148 383,,
Fatima zahra,,1775,133,Toile ; bazin,Flandre,1 424,8 575,234 966,,26 437 479,,
Fatima zahra,,1775,133,Toile ; bazin,Hollande,197 616,59 385,234 966,,26 437 479,,
Fatima zahra,,1775,133,Toile ; bazin,Nord,22 959,136 150,234 966,,26 437 479,,
Fatima zahra,,1775,133,Toile ; bazin,Savoye,900,5 400,234 966,,26 437 479,,
Fatima zahra,,1775,133,Toile ; bazin,Suisse,370,1 480,234 966,,26 437 479,,
Fatima zahra,,1775,133,Toile ; bazin,Indes,888,23 976,234 966,,26 437 479,,
Fatima zahra,,1775,133,Toile ; beurriere,Flandre,85,5 100,167 460,,26 437 479,,
Fatima zahra,,1775,133,Toile ; beurriere,Hollande,1 098,65 880,167 460,,26 437 479,,
Fatima zahra,,1775,133,Toile ; beurriere,Nord,6 432,96 480,167 460,,26 437 479,,
Fatima zahra,,1775,135,Toile ; bleu,Indes,41 393,1 034 825,,,26 437 479,,
Fatima zahra,,1775,135,Toile ; canevo,Hollande,60,5 400,,,26 437 479,,
Fatima zahra,,1775,135,Toile ; de chanvre,Allemagne,2 780,5 343,7 703,,26 437 479,,
Fatima zahra,,1775,135,Toile ; de chanvre,Nord,78,2 360,7 703,,26 437 479,,
Fatima zahra,,1775,137,Toile ; commune,Flandre,1 041 663,2 604 157,,,26 437 479,,
Fatima zahra,,1775,137,Toile ; de coton,Espagne,3 355,33 550,74 407,,26 437 479,,
Fatima zahra,,1775,137,Toile ; de coton,Savoye,12 405,18 607,74 407,,26 437 479,,
Fatima zahra,,1775,137,Toile ; de coton,Suisse,8 900,22 250,74 407,,26 437 479,,
Fatima zahra,,1775,137,Toile ; coutil,Allemagne,7 906,11 859,141 483,,26 437 479,,
Fatima zahra,,1775,137,Toile ; coutil,Flandre,3 618,108 540,141 483,,26 437 479,,
Fatima zahra,,1775,137,Toile ; coutil,Nord,8 433,21 084,141 483,,26 437 479,,
Fatima zahra,,1775,137,Toile ; cirée,Nord,1 668,5 004,,,26 437 479,,
Fatima zahra,,1775,137,Toile ; de crin,genes,600,3 000,,,26 437 479,,
Fatima zahra,,1775,137,Toile ; crue,Savoye,2 800,5 600,,,26 437 479,,
Fatima zahra,,1775,137,Toile ; diverses,Levant,351,1 404,,,26 437 479,,
Fatima zahra,,1775,137,Toile ; d'emballage,Espagne,721,7 215,31 917,,26 437 479,,
