Data entry by,Source,Objet général,Year,Exports-Imports,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Flandre,7513.00,15082.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Geneve,620.00,1240.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Hollande,700.00,1400.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Italie,963.00,1926.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Suisse,4315.00,4630.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Isles,109696.00,243551.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bougie,Indes,10131.00,26723.00,,,305431.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boulets de canon,Indes,7350.00,6615.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bourre ; de soye,Italie,8249.00,12372.00,29524.00,,29524.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bourre ; de soye,Naples,4685.00,7027.00,29524.00,,29524.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bourre ; de soye,Levant,6750.00,10125.00,29524.00,,29524.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Espagne,75640.00,14500.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Italie,23844.00,4768.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Genes,6435.00,1287.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Levant,36660.00,7332.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Savoye,77255.00,15451.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Suisse,16090.00,3218.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Isles,137245.00,27449.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Guinée,6700.00,1340.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bouteilles de verre,Indes,8550.00,1710.00,,,77055.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; d'argent,Allemagne,,1598.00,,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; d'or,Allemagne,28.00,2520.00,10300.00,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; d'or,Angleterre,51.00,2260.00,10300.00,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; d'or,Espagne,23.00,1450.00,10300.00,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; d'or,Flandre,26.00,2620.00,10300.00,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; d'or,Hollande,14.00,1450.00,10300.00,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Boutons ; dorure ; or et argt,Espagne,651.00,55356.00,,,67254.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Angleterre,46.00,1104.00,,,684050.00,le total devrait être691050
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Espagne,7963.00,108582.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Hollande,420.00,21000.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Italie,424800.00,63720.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Naples,508660.00,101732.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Genes,30000.00,6000.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Levant,1000.00,2000.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,19,Bray et gaudron,Nord,198.00,9925.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Bray et gaudron,Portugal,1486.00,74300.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Bray et gaudron,Savoye,736.00,1104.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Bray et gaudron,Isles,206.00,48213.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Bray et gaudron,Guinée,1819400.00,181940.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Bray et gaudron,Indes,2870.00,71430.00,,,684050.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Briques,Allemagne,10150.00,1015.00,,,44891.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Briques,Flandre,141800.00,2836.00,,,44891.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Briques,Savoye,67330.00,4183.00,,,44891.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Briques,Isles,3685.00,36857.00,,,44891.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Broderie,Angleterre,,2416.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Brosseries,Isles,4240.00,4240.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Brouettes,Isles,86.00,1032.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Espagne,197170.00,154792.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Flandre,9844.00,5832.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Geneve,17062.00,12796.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Hollande,21021.00,12405.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Italie,369364.00,469320.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Naples,72840.00,94692.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Genes,138467.00,180007.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Levant,74930.00,97409.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Nord,26590.00,13921.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Russie,5120.00,2560.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Savoye,22785.00,29521.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cacao,Suisse,25694.00,18939.00,,,1092194.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Cadenats,Guinée,1100.00,1650.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; de Bourbon,Allemagne,18190.00,13642.00,1335533.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; de Bourbon,Angleterre,2318.00,1738.00,1335533.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; de Bourbon,Flandre,452980.00,339735.00,1335533.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; de Bourbon,Hollande,1514127.00,976707.00,1335533.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; de Bourbon,Nord,4948.00,3711.00,1335533.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Allemagne,62152.00,37850.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Angleterre,228220.00,70998.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Danemark,2306886.00,1097925.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Espagne,201575.00,125866.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Flandre,2871239.00,1126984.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Geneve,620372.00,439927.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,21,Caffé ; des Isles,Hollande,8170989.00,3525875.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Italie,2176224.00,1313426.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Naples,426600.00,319800.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Genes,151795.00,113845.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Levant,5399585.00,4049689.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Nord,29575151.00,13429152.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Portugal,8870.00,3213.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Russie,1950557.00,895339.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Savoye,120873.00,86024.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Suede,10535419.00,4768671.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Suisse,626151.00,344836.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; des Isles,Guinée,8784.00,4649.00,31754069.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; de Moka,Allemagne,6851.00,11304.00,99162.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; de Moka,Flandre,2995.00,4941.00,99162.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; de Moka,Geneve,25179.00,42759.00,99162.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; de Moka,Hollande,7974.00,13156.00,99162.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; de Moka,Nord,1157.00,1908.00,99162.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Caffé ; de Moka,Suisse,13964.00,25094.00,99162.00,,33188764.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Canefice,Italie,21137.00,6341.00,,,36394.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Canefice,Naples,43554.00,13066.00,,,36394.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Canefice,Genes,40100.00,12030.00,,,36394.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Canefice,Venise,4225.00,1267.00,,,36394.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Canefice,Savoye,12000.00,3690.00,,,36394.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Espagne,5460.00,55221.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Geneve,1861.00,6745.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Hollande,3036.00,13406.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Italie,3968.00,35177.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Naples,496.00,4960.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Levant,3444.00,34440.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Nord,837.00,5859.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Savoye,275.00,2750.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Suede,510.00,3570.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Suisse,438.00,2561.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannelle,Isles,180.00,1625.00,,,166314.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannettes de gaz,Guinée,31747.00,14769.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,23,Cannevettes de gaz,Guinée,32978.00,16489.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Canons de fer,Guinée,22.00,6600.00,,,35400.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Canons de fer,Indes,96.00,28800.00,,,35400.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Espagne,6828.00,2138.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Hollande,6252.00,3126.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Genes,6620.00,3310.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Levant,2490.00,1245.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Nord,26038.00,13019.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Savoye,15520.00,7895.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Suede,2706.00,1353.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Isles,3220.00,64400.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Capres,Indes,164.00,3280.00,,,99766.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Carracteres d'imprimerie,Isles,350.00,1400.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Carreaux ; de bidache,Isles,642.00,5136.00,,,59203.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Carreaux ; de sera,Angleterre,12985.00,6492.00,54067.00,,59203.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Carreaux ; de sera,Isles,475.00,47575.00,54067.00,,59203.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Cartes ; géographiques,Genes,740.00,3700.00,,,51928.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Cartes ; à jouer,Levant,530.00,25440.00,48228.00,,51928.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Cartes ; à jouer,Isles,848.00,21206.00,48228.00,,51928.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Cartes ; à jouer,Indes,604.00,1582.00,48228.00,,51928.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Cassialignea,Suede,600.00,2400.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Caves garnies,Guinée,65554.00,32777.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,25,Cauris,Guinée,787923.00,1055241.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cendre ; à fumer terre,Flandre,,9629.00,,,30293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cendre ; de houille,Flandre,,8250.00,,,30293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cendre ; d'orphevre,Savoye,6400.00,1920.00,,,30293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cendre ; potasse,Flandre,34980.00,10494.00,,,30293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cercles à tonneaux,Angleterre,987250.00,24929.00,,,459054.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cercles à tonneaux,Espagne,275100.00,12320.00,,,459054.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cercles à tonneaux,Flandre,67700.00,3385.00,,,459054.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cercles à tonneaux,Isles,8368.00,418420.00,,,459054.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Cervelats,Isles,4046.00,3034.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Ceruze,Italie,5690.00,1138.00,,,3892.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Ceruze,Suisse,4680.00,1404.00,,,3892.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Ceruze,Isles,5400.00,1350.00,,,3892.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chainses ; de joncs,Isles,235.00,16956.00,,,20899.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chainses ; de paille,Angleterre,1026.00,1026.00,3943.00,,20899.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chainses ; de paille,Espagne,1057.00,1057.00,3943.00,,20899.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chainses ; de paille,Isles,155.00,1860.00,3943.00,,20899.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Angleterre,21161.00,10841.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Espagne,31253.00,16155.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Levant,5454.00,2727.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Portugal,3010.00,1806.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Suisse,3550.00,1952.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Isles,1386914.00,717458.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,27,Chandelle,Guinée,5590.00,3354.00,,,754293.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chanvre ; peigné,Espagne,113758.00,85318.00,94744.00,,94744.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chanvre ; peigné,Italie,8600.00,6450.00,94744.00,,94744.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chanvre ; peigné,Levant,3968.00,2976.00,94744.00,,94744.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; assortis,Isles,9817.00,785360.00,792560.00,,2853390.00,le total devrait être3026010
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; assortis,Indes,90.00,7200.00,792560.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; bordés,Isles,,26287.00,,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Allemagne,70.00,16800.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Angleterre,5.00,1200.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Espagne,1671.00,396912.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Flandre,20.00,4800.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Hollande,83.00,20040.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Italie,6.00,1440.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Savoye,52.00,12480.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Suisse,17.00,3504.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; castor,Isles,6140.00,92910.00,550086.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Allemagne,3608.00,35722.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Angleterre,18.00,2220.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Espagne,683.00,81960.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Flandre,78.00,9360.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Hollande,130.00,15600.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Italie,30.00,3600.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Naples,20.00,2400.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Russie,16.00,1920.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Savoye,60.00,7200.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Suede,18.00,2160.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Suisse,18.00,2160.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Isles,3215.00,32149.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Guinée,16.00,1152.00,201311.00,,2853390.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,29,Chapeaux ; mi castor,Indes,329.00,3708.00,201311.00,,2853390.00,
