numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,bureau,sheet,marchandises,quantit,quantity_unit,doubleaccounts
437,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,7,Cuirs ; tannez,200,cuirs,0
466,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,7,Cuivre ; ouvré,80,livres,0
498,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,8,Dentelle ; d'or et d'argent,10,livres,0
520,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,8,"Draps ; d'Angleterre, Hollande et Espagne",15,pièces,0
533,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,8,Draps ; de douzaine,280,pièces,0
602,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,8,Fanons ; de baleine,4450,fanons,0
625,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,8,"Fer ; en verge, barre et batu",114803,livres,0
686,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Fil ; de Chanvre,2200,livres,0
760,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Fromage,6100,livres,0
777,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Futaine ; de toutes sortes,132,pièces,0
788,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Genisses,4,génisses,0
795,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Goudran,110,barils,0
807,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Harancs ; blancs,10,barils,0
834,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Huille ; d'Olive,61800,livres,0
850,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Huille ; de Baleine,636,barriques,0
915,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,9,Laines ; de toutes sortes,515400,livres,0
1169,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,10,Peaux ; de veaux ; à poil,260,peaux,0
1210,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,11,Plomb,3000,livres,0
1261,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,11,Quincaillerie ; de Fer,2600,livres,0
1327,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,12,Savon ; d'Alican,2000,livres,0
1339,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,12,Savon ; de Marseille,3000,livres,0
1370,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,12,Soye ; cruë,300,livres,0
1424,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,13,Toille ; bleüe,80,pièces,0
1426,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,13,Toille ; d'Alemagne,150,pièces,0
1460,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,13,Toille ; de Cotton,1460,pièces,0
1484,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,13,Toille ; de Lin,300,livres,0
1510,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,13,Toille ; grosse,5400,livres,0
1520,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bayonne et Arzac,13,Toille ; Noyalle,200,livres,0
3,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Acier,4562,livres,0
23,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Airain ; ouvré,40,livres,0
33,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Armes,500,livres,0
42,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Baleine coupée,985,livres,0
64,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Bas ; de cotton et fil,14,paires,0
75,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Bas ; de laine,24,paires,0
92,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Bas ; de soye,7,paires,0
102,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Bayette,33,pièces,0
113,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Bazannes,114,bazannes,0
125,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Beurre,39365,livres,0
174,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Burail,106,pièces,0
180,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Bure,5,pièces,0
220,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,6,Chandelle ; de suif,699,livres,0
236,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Chanvre,202163,livres,0
289,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Clouds et caboches de fer,10100,livres,0
305,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Colles,3025,livres,0
319,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Cordages et ficelles,485,livres,0
332,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Cotton ; filé et non filé,1447,livres,0
360,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Couvertures ; de laine et cotton,873,couvertures,0
374,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Crain,325,livres,0
384,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Crespes et crespons,1634,pièces,0
396,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Cuirs ; de Roussy,2,cuirs,0
422,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Cuirs ; secs ; à poil,560,cuirs,0
438,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Cuirs ; tannez,59,cuirs,0
467,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,7,Cuivre ; ouvré,272,livres,0
501,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Dentelle ; de fil,19.8125,livres,0
521,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,"Draps ; d'Angleterre, Hollande et Espagne",2,pièces,0
537,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Draps ; de soye,4.5,livres,0
543,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Draps ; petits,23080,livres,0
553,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Droguets,238,livres,0
571,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Etain ; ouvré,10,livres,0
586,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Etamine,295,livres,0
607,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Fer ; blanc,4,livres,0
618,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Fer ; en gueuse,365360,livres,0
626,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,"Fer ; en verge, barre et batu",393558,livres,0
642,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Fer ; ouvré,1403,livres,0
662,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Fil ; d'Archal,50,livres,0
671,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Fil ; d'Estoupe,1325,livres,0
680,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Fil ; de Cardes,820,livres,0
687,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Fil ; de Chanvre,2985,livres,0
702,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,8,Fil ; de fer,530,livres,0
715,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Fil ; de laine,22,livres,0
761,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Fromage,266021,livres,0
808,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Harancs ; blancs,5,barils,0
822,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Harancs ; fors,1,barils,0
835,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Huille ; d'Olive,147032,livres,0
872,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Jambons,5428,livres,0
903,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Laines ; d'Aignelin,5830,livres,0
916,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,9,Laines ; de toutes sortes,2367,livres,0
944,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Lin ; de toutes sortes,1200,livres,0
962,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Linge ; de toutes sortes,110,livres,0
981,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Marroquins,1054,maroquins,0
1020,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Moluë ; verre,148,mollus,0
1040,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Mullets,45,mullets,0
1048,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Peaux ; de Lapin,248,livres,0
1057,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Peaux ; d'Aigneaux ; en laine,5858,peaux,0
1081,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Peaux ; de Chamois,16,peaux,0
1086,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Peaux ; de Chevre ; à poil,99,peaux,0
1109,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Peaux ; de Mouton,8468,peaux,0
1123,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Peaux ; de Mouton ; en mesquis,12867,peaux,0
1131,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Peaux ; de Mouton ou Chamois,672,peaux,0
1140,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Peaux ; de Veau ; corroyées,24,peaux,0
1156,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Peaux ; de Veau ; tannées,4,peaux,0
1170,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,10,Peaux ; de veaux ; à poil,150,peaux,0
1211,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Plomb,1427,livres,0
1226,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Poil ; de Chevre,11375,livres,0
1244,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Poullains,53,poulains,0
1253,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Quincaillerie ; de Cuivre,81,livres,0
1262,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,11,Quincaillerie ; de Fer,62,livres,0
1279,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,"Roulleaux, Rooles",236,pièces,0
1295,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,Ruban ; de Soye,7.5,livres,0
1328,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,Savon ; d'Alican,57,livres,0
1340,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,Savon ; de Marseille,1499,livres,0
1371,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,Soye ; cruë,6014,livres,0
1378,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,Soye ; Teinte,75,livres,0
1381,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,12,Suif ; à faire Chandelle,53862,livres,0
1414,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,13,Toille ; à Tamis,2040,livres,0
1432,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,13,Toille ; d'Estoupe,2285,livres,0
1451,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,13,Toille ; de Chanvre,1646,livres,0
1485,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,13,Toille ; de Lin,24,livres,0
1497,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,13,Toille ; de Quintin,1,pièces,0
1511,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Bourges et Moulins,13,Toille ; grosse,20,livres,0
4,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Acier,5060,livres,0
24,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Airain ; ouvré,40050,livres,0
43,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Baleine coupée,36,livres,0
76,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Bas ; de laine,38784,paires,0
103,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Bayette,1,pièces,0
126,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Beurre,295,livres,0
164,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Bray,124,barils,0
221,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,6,Chandelle ; de suif,190,livres,0
237,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Chanvre,4273,livres,0
252,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Charbon ; de terre,412,barils,0
265,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Chevaux ; de bas pris,12,chevaux,0
290,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Clouds et caboches de fer,2957,livres,0
306,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Colles,300,livres,0
320,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Cordages et ficelles,3675,livres,0
333,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Cotton ; filé et non filé,38,livres,0
347,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Coutils,8,pièces,0
361,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Couvertures ; de laine et cotton,52,couvertures,0
375,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Crain,20450,livres,0
388,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Cuirs ; de bœuf ou vache,1876,cuirs,0
414,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Cuirs ; salez,4251,livres,0
423,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Cuirs ; secs ; à poil,1523,cuirs,0
439,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,7,Cuirs ; tannez,914,cuirs,0
544,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,8,Draps ; petits,30,livres,0
558,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,8,Etain ; non ouvré,4858,livres,0
572,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,8,Etain ; ouvré,251,livres,0
627,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,8,"Fer ; en verge, barre et batu",63452,livres,0
643,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,8,Fer ; ouvré,4310,livres,0
658,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,8,Fer ; vieil,760,livres,0
672,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Fil ; d'Estoupe,650,livres,0
728,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Fil ; de Lin,50,livres,0
762,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Fromage,17,livres,0
796,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Goudran,84,barils,0
809,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Harancs ; blancs,93,barils,0
823,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Harancs ; fors,20,barils,0
836,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Huille ; d'Olive,69961,livres,0
851,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Huille ; de Baleine,128,barriques,0
858,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Huille ; de Graine,12,barriques,0
862,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Huille ; de Poisson,207,barriques,0
873,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Jambons,635,livres,0
886,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Jumens,1,juments,0
904,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Laines ; d'Aignelin,26250,livres,0
917,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,9,Laines ; de toutes sortes,46544,livres,0
945,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Lin ; de toutes sortes,100,livres,0
982,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Marroquins,48,maroquins,0
999,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Mollerons,100,pièces,0
1003,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Moluë ; de Holande,41,barils,0
1008,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Moluë ; seiche,457096,mollus,0
1021,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Moluë ; verre,51095,mollus,0
1076,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Peaux ; de Chagrin et Romagne,25,peaux,0
1087,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Peaux ; de Chevre ; à poil,11496,peaux,0
1097,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Peaux ; de Chevre ; aprestées,66,peaux,0
1124,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Peaux ; de Mouton ; en mesquis,106,peaux,0
1141,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Peaux ; de Veau ; corroyées,698,peaux,0
1157,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Peaux ; de Veau ; tannées,84,peaux,0
1171,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,10,Peaux ; de veaux ; à poil,115,peaux,0
1189,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Pelleterie ; aprestée,15,livres,0
1212,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Plomb,21492,livres,0
1263,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,11,Quincaillerie ; de Fer,5,livres,0
1314,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Caën par Mer,12,Saumons ; salez,10,barils,0
