numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
407,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Meules de moulins,Marseille,432,6,Nombre,,432,0
408,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Miel,Corse,420,14,Quintal,Unité d'origine Livre,0,30
409,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Miroirs,Marseille,227,7,Nombre,,227,0
410,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Mèches souffrées,Gênes,175,175,Livre,,0,1
411,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Oignons de fleur,Marseille,2040,3400,Livre,,0,"0,6"
412,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Ouvrages de bois,Etats du roi de Sardaigne,135,"5,4",Quintal,Unité d'origine Livre,0,25
413,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Ouvrages divers,Etats du roi de Sardaigne,244,,,,244,0
414,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; ?,Sardaigne,2724,1362,Nombre,,0,2
415,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; D'auffe,Corse,43555,"1814,78",Quintal,Unité d'origine Livre,"0,28",24
416,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Ouvrages; D'auffe,Marseille,1851,"148,7",Quintal,Unité d'origine Livre,"-7,75","12,5"
417,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; D'auffe,Marseille,6471,"287,6",Quintal,Unité d'origine Livre,0,"22,5"
418,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Ouvrages; D'auffe;,Marseille,1730,173,Quintal,Conversion 10 Lt par quintal en 6Lt par douzaine,0,10
419,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Ouvrages; D'auffe; Bandaux,Marseille,2214,369,Douzaine,,0,6
420,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; D'osier,Corse,812,325,Douzaine,,"-0,5","2,5"
421,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; D'osier,Gênes,781,"312,5",Douzaine,,"-0,25","2,5"
422,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; De bois ?,Gênes,143,30,Douzaine,,"0,5","4,75"
423,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; De bois ?,Sardaigne,3101,653,Douzaine,,"-0,75","4,75"
424,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Ouvrages; De terre divers,Etats du roi de Sardaigne,120,,,,120,0
425,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; De terre; Briques,Corse,4386,219300,Nombre,Prix unitaire pour Mille en nombre,0,"0,02"
426,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Ouvrages; De terre; Briques,Marseille,2274,75800,Nombre,Prix unitaire pour mille en nombre,0,"0,03"
427,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; De terre; Briques,Marseille,1842,92100,Nombre,Prix unitaire pour Mille,0,"0,02"
428,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; De terre; Chomettes,Marseille,2572,285800,Nombre,Prix unitaire pour Mille,"-0,2","0,009"
429,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; De terre; Pipes,Corse,2543,"31,79",Quintal,Unité d'origine Livre,"-0,2",80
430,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; De terre; Pipes,Marseille,662,1103,Livre,,"0,2","0,6"
431,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; De terre; Thuiles,Corse,2616,65400,Nombre,Prix unitaire pour Mille en nombre,0,"0,04"
432,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Ouvrages; De terre; Thuilles,Marseille,1494,49800,Nombre,Prix unitaire pour mille en nombre,0,"0,03"
433,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Ouvrages; De terres divers,Marseille,937,,,,937,0
434,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Ouvrages; Divers,Corse,2638,,,,2638,0
435,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Ouvrages; Divers,Marseille,505,,,,505,0
436,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Ouvrages; Divers,Marseille,344,,,,344,0
437,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Papier blanc,Marseille,1390,2120,Livre,,-200,"0,75"
438,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Papiers; Blanc,Corse,4080,680,Rames,,0,6
439,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Papiers; Divers,Corse,1064,,,,1064,0
440,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Parapluie,Corse,900,180,Nombre,Unité d'origine Douzaine,0,5
441,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Parapluie,Gênes,108,18,Nombre,,0,6
442,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Parapluie,Gênes,144,36,Nombre,,0,4
443,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Parapluie,Gênes,1635,327,Nombre,Unité d'origine Douzaine,0,5
444,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Parapluie,Milanes Toscane,180,36,Nombre,Unité d'origine Douzaine,0,5
445,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Parapluie,Sardaigne,300,60,Nombre,Unité d'origine Douzaine,0,5
446,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Parapluie de toile,Sardaigne,850,170,Nombre,,0,5
447,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Parfumerie poudre,Marseille,102,"25,4",Quintal,Unité d'origine Livre,-914,40
448,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Parfumerie poudre,Marseille,570,"14,26",Quintal,Unité d'origine Livre,"-0,4",40
449,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Parfumerie; Pate,Marseille,187,"2,88",Quintal,Unité d'origine Livre,"-0,2",65
450,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Parfumerie; Pate d'amande,Marseille,660,440,Livre,,0,"1,5"
451,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Parfumerie; Pate d'amande,Sardaigne,1200,800,Livre,,0,"1,5"
452,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Parfumerie; Pommade,Marseille,8500,2125,Livre,,0,4
453,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Parfumerie; Pommade,Sardaigne,4524,1131,Livre,,0,4
454,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Parfumerie; Poudre,Marseille,10242,"341,4",Quintal,Unité d'origine Livre,0,30
455,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Parfumerie; Poudre,Marseille,9174,"305,8",Quintal,Unité d'origine Livre,0,30
456,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Pate vermicelle,Etats du roi de Sardaigne,2909,"161,64",Quintal,Unité d'origine Livre,"-0,52",18
457,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Pate vermicelle,Etats du roi de Sardaigne,129,"6,45",Quintal,Unité d'origine Livre,0,20
458,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Pate vermicelle,Etats du roi de Sardaigne,220,1102,Livre,,"-0,4","0,2"
459,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Pate vermicelle,Gênes,701,"38,95",Quintal,Unité d'origine Livre,"-0,1",18
460,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Pate vermicelle,Gênes,4168,"138,92",Quintal,Unité d'origine Livre,"0,4",30
461,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pate vermicelle,Gênes,14255,"407,3",Quintal,Unité d'origine Livre,"-0,5",35
462,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Pate vermicelle,Marseille,126,7,Quintal,Unité d'origine Livre,0,18
463,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Pate vermicelle,Marseille,600,20,Quintal,Unité d'origine Livre,0,30
464,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pate vermicelle,Marseille,3285,"93,88",Quintal,Unité d'origine Livre,"-0,8",35
465,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pate vermicelle,Milanes Toscane,140,4,Quintal,Unité d'origine Livre,0,35
466,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pate vermicelle,Naples Sicile Parmes,3713,"106,09",Quintal,Unité d'origine Livre,"-0,15",35
467,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Pate vermicelle,Sardaigne,3375,"187,5",Quintal,Unité d'origine Livre,0,18
468,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Pate vermicelle,Sardaigne,72456,"2415,2",Quintal,Unité d'origine Livre,0,30
469,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pate vermicelle,Sardaigne,2457,"70,2",Quintal,Unité d'origine Livre,0,35
470,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Peaux ; Diverses,Etats du roi de Sardaigne,367,,,,367,0
471,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Peaux de moutons,Etats du roi de Sardaigne,500,125,Nombre,,0,4
472,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chevreaux et d'agneaux en poil,Corse,375,25,Douzaine,,0,15
473,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chevreaux et d'agneaux en poil,Gênes,1305,87,Douzaine,,0,15
474,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chevreaux et d'agneaux en poil,Sardaigne,7110,474,Douzaine,,0,15
475,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Peaux; De chèvre,Marseille,593,593,Livre,,0,1
476,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Peaux; De chèvre en poil,Corse,1071,357,Nombre,,0,3
477,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chèvres et moutons,Sardaigne,378,252,Nombre,,0,"1,5"
478,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chèvres écrues,Corse,2460,82,Douzaine,,0,30
479,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chèvres écrues,Gênes,780,26,Douzaine,,0,30
480,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chèvres écrues,Marseille,200,80,Nombre,Prix unitaire en Douzaine,0,"2,5"
481,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De chèvres écrues,Sardaigne,19207,7683,Nombre,Prix unitaire en Douzaine,"-0,5","2,5"
482,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De lièvre,Sardaigne,7937,6350,Livre,,"-0,5","1,25"
483,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Peaux; De mouton en laine,Etats du roi de Sardaigne,430,430,Nombre,,0,1
484,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Peaux; De veau en poil,Sardaigne,1589,1059,Livre,,"0,5","1,5"
485,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Peaux; De veau poil,Marseille,17520,,,,17520,0
486,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Pierres de moulin,Marseille,320,4,Nombre,,320,0
487,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Pierres diverses,Marseille,264,,,,264,0
488,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Pierres à éguiser,Etats du roi de Sardaigne,190,"2,37",Quintal,Unité d'origine Livre,"0,4",80
489,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pierres; Diverses,Marseille,954,,,,954,0
490,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Pierres; Ponces,Gênes,1056,176,Quintal,Unité d'origine Livre,0,6
491,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Plants d'oignons,Etats du roi de Sardaigne,20470,20470,Livre,,0,1
492,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Platre,Etats du roi de Sardaigne,1268,2536,Quintal,Unité d'origine Livre,0,"0,5"
493,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Platre,Sardaigne,926,1850,Quintal,Unité d'origine Livre,1,"0,5"
494,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Platre gris,Sardaigne,1176,4705,Quintal,Unité d'origine Livre,"-0,25","0,25"
495,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,3,Plomb,Marseille,164,"6,55",Quintal,Unité d'origine Livre,"0,25",25
496,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Plomb,Marseille,4139,"165,56",Quintal,Unité d'origine Livre,0,25
497,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Plomb,Marseille,300,"8,32",Quintal,Unité d'origine Livre,"0,48",36
498,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Plomb,Marseille,197650,"6588,32",Quintal,Unité d'origine Livre,"0,4",30
499,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Plume; A écrire,Sardaigne,1480,4,Quintal,Unité d'origine Livre,0,370
500,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,20,Plume; De lit,Milanes Toscane,250,500,Livre,,0,"0,5"
501,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Plumes d'autruches bruttes,Etats Ecclésiastiques,720,36,Livre,,0,20
502,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Plumes d'autruches bruttes,Sardaigne,2305,"115,25",Livre,,0,20
503,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Poissons de mer; Divers,Etats du roi de Sardaigne,581,,,,581,0
504,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,6,Poissons de mer; Divers,Marseille,247,,,,247,0
505,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Poissons de mer; Divers,Marseille,547,,,,547,0
506,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Poissons de mer; Divers,Sardaigne,846,,,,846,0
507,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,11,Poissons de mer; Merluche,Marseille,30166,150828,Livre,,"0,4","0,2"
