numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
558,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cristaux,Iles françaises de l'Amérique,350,livres,,20,,1,,,,,350,,,
559,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuillères à sucre,Iles françaises de l'Amérique,140,livres,,30,,"1,5",,,,,210,,,
560,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuirs de Russie,Iles françaises de l'Amérique,33,livres,,40,,2,,,,,66,,,
561,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuirs de vache corroyés,Iles françaises de l'Amérique,98,cuirs,18,,,18,,,,,1764,,,
562,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuirs de vache lissés,Iles françaises de l'Amérique,32,cuirs,7,,,7,,,,,224,,,
563,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuirs de vache tannés,Iles françaises de l'Amérique,66,cuirs,15,,,15,,,,,990,,,
564,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuivre en chaudrons,Iles françaises de l'Amérique,940,livres,,32,,"1,6",,,,,1504,,,
565,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuivre en planches,Iles françaises de l'Amérique,3070,livres,,30,,"1,5",,,,,4605,,,
566,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuivre rouge,Iles françaises de l'Amérique,2832,livres,,30,,"1,5",,,,,4248,,,
567,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cuivrerie,Iles françaises de l'Amérique,5976,livres,,35,,"1,75",,,,,10458,,,
568,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Dame-jeannes,Iles françaises de l'Amérique,7427,en nombre,2,10,,"2,5",,,,,"18567,5",,,
569,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Dentelle de soie,Iles françaises de l'Amérique,5,en nombre,350,,,350,,,,,1750,,,
570,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Dorure fine,Iles françaises de l'Amérique,"8,25",livres,140,,,140,,,,,1155,,,
571,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Drap de Carcassonne,Iles françaises de l'Amérique,685,livres,5,,,5,,,,,3425,,,
572,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Drap de Carcassonne,Iles françaises de l'Amérique,50,aunes,10,,,10,,,,,500,,,
573,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Drap d'Elbeuf,Iles françaises de l'Amérique,55,aunes,15,,,15,,,,,825,,,
574,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Drap de Sedan,Iles françaises de l'Amérique,172,livres,20,,,20,,,,,3440,,,
575,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Drogueries,Iles françaises de l'Amérique,1360,livres,,40,,2,,,,,2720,,,
576,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Eau de rose,Iles françaises de l'Amérique,20,bouteilles,,15,,"0,75",,,,,15,,,
577,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Eau de senteur,Iles françaises de l'Amérique,230,livres,,25,,"1,25",,,,,"287,5",,,
578,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Eau de vie,Iles françaises de l'Amérique,"648,5",veltes,4,,,4,,,,,2594,,,
579,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Epicerie,Iles françaises de l'Amérique,58,livres,2,12,,"2,6",,,,,"150,8",,,
580,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Esprit de coclearia,Iles françaises de l'Amérique,2,bouteilles,4,,,4,,,,,8,,,
581,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Etain ouvré,Iles françaises de l'Amérique,460,livres,,20,,1,,,,,460,,,
582,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Etamine de laine,Iles françaises de l'Amérique,1697,livres,6,,,6,,,,,10182,,,
583,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Etoffe de soie,Iles françaises de l'Amérique,"581,0625",livres,40,,,40,,,,,"23242,5",,,
584,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Etoupes,Iles françaises de l'Amérique,2000,livres,,2,,"0,1",,,,,200,,,
585,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Eventails fins,Iles françaises de l'Amérique,1,douzaines,60,,,60,,,,,60,,,
586,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Farine,Iles françaises de l'Amérique,1818,barils,25,,,25,,,,,45450,,,
587,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Farine,Iles françaises de l'Amérique,76,quarts,25,,,25,,,,,1900,,,
588,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Farine,Iles françaises de l'Amérique,631950,livres,,2,6,125,,,,,"78993,75",,,
589,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Faïence,Iles françaises de l'Amérique,5984,douzaines,4,5,,"4,25",,,,,25432,,,
590,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Faïence,Iles françaises de l'Amérique,19950,livres,,6,,"0,3",,,,,5985,,,
591,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en balance ,Iles françaises de l'Amérique,1200,livres,,10,,"0,5",,,,,600,,,
592,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en barres,Iles françaises de l'Amérique,273260,livres,,3,,"0,15",,,,,40989,,,
593,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en bassin,Iles françaises de l'Amérique,4240,livres,,7,,"0,35",,,,,1484,,,
594,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer blanc,Iles françaises de l'Amérique,14,barils,140,,,140,,,,,1960,,,
595,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer blanc,Iles françaises de l'Amérique,830,livres,,10,,"0,5",,,,,415,,,
596,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en batterie,Iles françaises de l'Amérique,330,livres,,15,,"0,75",,,,,"247,5",,,
597,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en chaînes,Iles françaises de l'Amérique,80,livres,,6,,"0,3",,,,,24,,,
598,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en chaudières,Iles françaises de l'Amérique,76400,livres,"0,12","0,1",,125,,,,,9550,,,
599,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en chenêts,Iles françaises de l'Amérique,30,livres,,6,,"0,3",,,,,9,,,
600,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer coulé,Iles françaises de l'Amérique,1240,livres,,2,,"0,1",,,,,124,,,
601,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en enclumes,Iles françaises de l'Amérique,600,livres,,10,,"0,5",,,,,300,,,
602,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en essieux,Iles françaises de l'Amérique,23870,livres,,6,,"0,3",,,,,7161,,,
603,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en fléaux,Iles françaises de l'Amérique,5,en nombre,20,,,20,,,,,100,,,
604,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en grilles,Iles françaises de l'Amérique,26100,livres,,3,,"0,15",,,,,3915,,,
605,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en marmittes,Iles françaises de l'Amérique,600,en nombre,,24,,"1,2",,,,,720,,,
606,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en marmittes,Iles françaises de l'Amérique,44940,livres,,2,,"0,1",,,,,4494,,,
607,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer ouvré,Iles françaises de l'Amérique,4500,livres,,5,,"0,25",,,,,1125,,,
608,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en piques,Iles françaises de l'Amérique,840,livres,,5,,"0,25",,,,,210,,,
609,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en poids,Iles françaises de l'Amérique,11454,livres,,2,,"0,1",,,,,"1145,4",,,
610,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer en scies,Iles françaises de l'Amérique,24,en nombre,,12,,"0,6",,,,,"14,4",,,
611,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,19,Fer vieux,Iles françaises de l'Amérique,530,livres,,1,6,75,,,,,"39,75",,,
612,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Ferrements,Iles françaises de l'Amérique,37490,livres,,6,,"0,3",,,,,11247,,,
613,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Ficelle,Iles françaises de l'Amérique,236,livres,,18,,"0,9",,,,,"212,4",,,
614,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fil de Bretagne,Iles françaises de l'Amérique,2056,livres,,30,,"1,5",,,,,3084,,,
615,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fil à broder,Iles françaises de l'Amérique,10,livres,12,,,12,,,,,120,,,
616,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fil à voile,Iles françaises de l'Amérique,640,livres,,18,,"0,9",,,,,576,,,
617,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Flanelle,Iles françaises de l'Amérique,15,aunes,40,,,40,,,,,600,,,
618,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Formes et pots à sucre,Iles françaises de l'Amérique,69677,en nombre,,20,,1,,,,,69677,,,
619,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fromage de Comté,Iles françaises de l'Amérique,19720,livres,,8,,"0,4",,,,,7888,,,
620,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fromage de Gruyère,Iles françaises de l'Amérique,36324,livres,,9,,"0,45",,,,,"16345,8",,,
621,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fromage d'Hollande,Iles françaises de l'Amérique,4850,livres,,6,,"0,3",,,,,1455,,,
622,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fruits cuits,Iles françaises de l'Amérique,3843,livres,,6,,"0,3",,,,,"1152,9",,,
623,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Fruits cuits,Iles françaises de l'Amérique,,,,,,0,50,,,50,0,,Valeur totale,
624,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Galon d'or,Iles françaises de l'Amérique,"16,25",livres,144,,,144,,,,,2340,,,
625,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Gants communs,Iles françaises de l'Amérique,50,douzaines,8,,,8,,,,,400,,,
626,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Gants communs,Iles françaises de l'Amérique,2813,livres,16,,,16,,,,,45008,,,
627,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Goudron,Iles françaises de l'Amérique,10,barils,20,,,20,,,,,200,,,
628,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Gaze de soie,Iles françaises de l'Amérique,2,livres,50,,,50,,,,,100,,,
629,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Gilets de laine,Iles françaises de l'Amérique,200,livres,,50,,"2,5",,,,,500,,,
630,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Graines diverses,Iles françaises de l'Amérique,3943,livres,,20,,1,,,,,3943,,,
631,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Graines de jardin,Iles françaises de l'Amérique,638,livres,,20,,1,,,,,638,,,
632,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Grenas,Iles françaises de l'Amérique,12,masses,15,,,15,,,,,180,,,
633,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Habits de soie,Iles françaises de l'Amérique,,,,,,0,8160,,,8160,0,,Valeur totale,
634,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,"Hâches, houes et serpes",Iles françaises de l'Amérique,16313,en nombre,,20,,1,,,,,16313,,,
635,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Harnais,Iles françaises de l'Amérique,,,,,,0,1660,,,1660,0,,Valeur totale,
636,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Herbes vulnéraires,Iles françaises de l'Amérique,190,livres,,16,,"0,8",,,,,152,,,
637,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Housses de cheval,Iles françaises de l'Amérique,,,,,,0,300,,,300,0,,Valeur totale,
638,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Huile de graine,Iles françaises de l'Amérique,68445,livres,,7,,"0,35",,,,,"23955,75",,,
639,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Huile de noix,Iles françaises de l'Amérique,5460,livres,,9,,"0,45",,,,,2457,,,
640,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Huile d'olive,Iles françaises de l'Amérique,27696,livres,,12,,"0,6",,,,,"16617,6",,,
641,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Huile de poisson,Iles françaises de l'Amérique,4500,livres,,5,,"0,25",,,,,1125,,,
642,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Jambons,Iles françaises de l'Amérique,4633,livres,,12,,"0,6",,,,,"2779,8",,,
643,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Indienne,Iles françaises de l'Amérique,125,pièces,32,,,32,,,,,4000,,,
644,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Indienne,Iles françaises de l'Amérique,845,livres,4,,,4,,,,,3380,,,
645,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Langues salées,Iles françaises de l'Amérique,730,livres,,6,,"0,3",,,,,219,,,
646,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,20,Lard,Iles françaises de l'Amérique,21300,livres,,4,,"0,2",,,,,4260,,,
647,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Lattes,Iles françaises de l'Amérique,157720,en nombre,"0,02",,,24,,,,,"3785,28",,,
648,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Librairie,Iles françaises de l'Amérique,5460,livres,,40,,2,,,,,10920,,,
649,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Linge vieux,Iles françaises de l'Amérique,320,livres,,20,,1,,,,,320,,,
650,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Lingerie de lin,Iles françaises de l'Amérique,550,livres,3,,,3,,,,,1650,,,
651,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Liqueur,Iles françaises de l'Amérique,836,bouteilles,,35,,"1,75",,,,,1463,,,
652,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Manne,Iles françaises de l'Amérique,200,livres,,40,,2,,,,,400,,,
653,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Marbre à broyer,Iles françaises de l'Amérique,2,en nombre,10,,,10,,,,,20,,,
654,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Marchandises mêlées,Iles françaises de l'Amérique,,,,,,0,,,,,0,,Valeur inconnue,
655,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mêches à canon,Iles françaises de l'Amérique,1073,livres,,8,,"0,4",,,,,"429,2",,,
656,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mercerie,Iles françaises de l'Amérique,4968,livres,2,,,2,,,,,9936,,,
657,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Meules à aiguiser,Iles françaises de l'Amérique,1301,en nombre,,35,,"1,75",,,,,"2276,75",,,
658,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Modes,Iles françaises de l'Amérique,,,,,,0,49357,,,49357,0,,Valeur totale,
659,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mors de brides,Iles françaises de l'Amérique,244,en nombre,,50,,"2,5",,,,,610,,,
660,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Morue sèche,Iles françaises de l'Amérique,2960,livres,,5,,"0,25",,,,,740,,,
661,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mouchoirs de fil,Iles françaises de l'Amérique,3,douzaines,15,,,15,,,,,45,,,
662,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mouchoirs des Indes,Iles françaises de l'Amérique,30,pièces,13,,,13,,,,,390,,,
663,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mouchoirs peints,Iles françaises de l'Amérique,10,livres,11,,,11,,,,,110,,,
664,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Moulins à sucre,Iles françaises de l'Amérique,50600,livres,,12,,"0,6",,,,,30360,,,
665,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Mousseline,Iles françaises de l'Amérique,50,aunes,5,,,5,,,,,250,,,
666,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Noix,Iles françaises de l'Amérique,2,barriques,25,,,25,,,,,50,,,
667,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Ocre,Iles françaises de l'Amérique,59,barriques,15,,,15,,,,,885,,,
668,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Or battu,Iles françaises de l'Amérique,2500,feuilles,"0,07",,,"0,07",,,,,175,,,
669,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Ornements d'Eglise,Iles françaises de l'Amérique,,,,,,0,775,,,775,0,,Valeur totale,
670,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Osier,Iles françaises de l'Amérique,9640,,,5,,"0,25",,,,,2410,,Unité difficilement lisible,
671,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Papier blanc,Iles françaises de l'Amérique,2600,livres,,10,,"0,5",,,,,1300,,,
672,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Papier d'Hollande,Iles françaises de l'Amérique,1556,livres,,20,,1,,,,,1556,,,
673,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Parchemin,Iles françaises de l'Amérique,50,livres,,40,,2,,,,,100,,,
674,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Peaux de mouton en blanc,Iles françaises de l'Amérique,6,douzaines,6,12,,"6,6",,,,,"39,6",,,
675,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Peaux de veau corroyées,Iles françaises de l'Amérique,436,douzaines,28,,,28,,,,,12208,,,
676,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Peintures,Iles françaises de l'Amérique,3110,livres,,8,,"0,4",,,,,1244,,,
677,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Pierres de grison,Iles françaises de l'Amérique,1035,livres,,30,,"1,5",,,,,"1552,5",,,
678,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Pipes à fumer,Iles françaises de l'Amérique,125,grosses,3,10,,"3,5",,,,,"437,5",,,
679,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Planches de sapin,Iles françaises de l'Amérique,10800,en nombre,,20,,1,,,,,10800,,,
680,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Platines à cassave,Iles françaises de l'Amérique,1050,livres,,6,,"0,3",,,,,315,,,
681,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,21,Plâtre,Iles françaises de l'Amérique,2400,livres,,,2,"0,0083333",,,,,20,,,
682,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Plomb en grenaille,Iles françaises de l'Amérique,3180,livres,,6,,"0,3",,,,,954,,,
683,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Plomb en planches,Iles françaises de l'Amérique,18350,livres,,5,,"0,25",,,,,"4587,5",,,
684,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Plumes d'autruche aprêtées,Iles françaises de l'Amérique,11,livres,80,,,80,,,,,880,,,
685,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Poivre,Iles françaises de l'Amérique,220,livres,,35,,"1,75",,,,,385,,,
686,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Pomade,Iles françaises de l'Amérique,93,livres,,24,,"1,2",,,,,"111,6",,,
687,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Porcelaine,Iles françaises de l'Amérique,4895,livres,5,,,5,,,,,24475,,,
