numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
535,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Plomb en grenaille,Guinée,"250,00",Livre,"0,250","62,00","0,50",,
536,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Plomb en rouleau,Guinée,"50,00",Livre,"0,260","13,00","0,00",,
537,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Pipes a fumer,Guinée,"475,00",Grosse,"6,000","4 950,00","-2 100,00",erreur de calcul,
538,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Pierres a fusil,Guinée,"43,00",Millier,"4,000","172,00","0,00",,
539,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Quincaille,Guinée,"180,00",Livre,"1,000","180,00","0,00",,
540,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Salemporis,Guinée,"80,00",Pièce,"25,000","2 000,00","0,00",,
541,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Suif,Guinée,"100,00",Livre,"0,300","30,00","0,00",Erreur prix unitaire ,
542,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Toile de Bretagne,Guinée,"800,00",Livre,"4,000","3 200,00","0,00",,
543,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Toile peinte,Guinée,"34,00",Pièce,"30,000","1 020,00","0,00",,
544,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Tabac du Bresil,Guinée,"125,00",Livre,"0,600","75,00","0,00",,
545,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Vin de Bordeaux,Guinée,"9,00",Tonneau,"200,000","1 800,00","0,00",,
546,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Vin d'amont,Guinée,"3,00",Tonneau,"170,000","510,00","0,00",,
547,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Vin nantois,Guinée,"19,00",Tonneau,"60,000","1 140,00","0,00",,
548,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Amande en coques,Isles françoises de l'Amerique,"450,00",Livre,"0,300","135,00","0,00",,
549,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Ains a pescher,Isles françoises de l'Amerique,"40,00",Livre,"0,000","40,00","-40,00",3 livres la douzaine ,
550,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Acier,Isles françoises de l'Amerique,"15000,00",Livre,"0,250","3 750,00","0,00",Prix unitaire en pourcentage,
551,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Ancres de fer,Isles françoises de l'Amerique,"2200,00",Livre,"0,230","506,00","0,00",Prix unitaire en pourcentage,
552,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Anclumes de fer,Isles françoises de l'Amerique,"425,00",Livre,"0,200","85,00","0,00",,
553,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Ardoises,Isles françoises de l'Amerique,"299,00",Millier,"12,000","3 588,00","0,00",,
554,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Beuf salé d'Irlande,Isles françoises de l'Amerique,"20850,00",Baril,"22,000","459 250,00","-550,00",erreur de calcul,
555,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Beuf salé du païs,Isles françoises de l'Amerique,"300,00",Livre,"0,180","54,00","0,00",Prix unitaire en pourcentage,
556,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Beure salé,Isles françoises de l'Amerique,"151925,00",Livre,"0,240","36 462,00","0,00",Prix unitaire en pourcentage,
557,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Biscuit,Isles françoises de l'Amerique,"11500,00",Livre,"0,090","1 035,00","0,00",Prix unitaire en pourcentage,
558,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,?,Isles françoises de l'Amerique,"648,00",Barique,"20,000","12 960,00","0,00",marchandise illisible,
559,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bray sec,Isles françoises de l'Amerique,"5725,00",Livre,"0,100","572,00","0,50",,
560,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bray gras,Isles françoises de l'Amerique,"9,00",Barique,"30,000","270,00","0,00",,
561,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bray gras,Isles françoises de l'Amerique,"84,00",Baril,"16,000","1 344,00","0,00",,
562,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bougie de cire blanche,Isles françoises de l'Amerique,"3500,00",Livre,"1,400","4 900,00","0,00",,
563,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bas de laine,Isles françoises de l'Amerique,"108,00",Paire,"4,000","432,00","0,00",,
564,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bas de coton,Isles françoises de l'Amerique,"4,00",Paire,"5,000","20,00","0,00",,
565,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bas de fil,Isles françoises de l'Amerique,"500,00",Livre,"5,000","2 500,00","0,00",,
566,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bazin des Indes ,Isles françoises de l'Amerique,"385,00",Pièce,"18,000","6 930,00","0,00",,
567,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bottines,Isles françoises de l'Amerique,"190,00",Paire,"12,000","2 280,00","0,00",,
568,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bottes fortes,Isles françoises de l'Amerique,"24,00",Paire,"18,000","432,00","0,00",,
569,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bassins de cuivre,Isles françoises de l'Amerique,"100,00",Livre,"1,500","150,00","0,00",,
570,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Boulets de canon,Isles françoises de l'Amerique,"200,00",Nombre,"0,000","40,00","-40,00",Pas de prix unitaire indiqué,
571,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Boulets de canon,Isles françoises de l'Amerique,"2600,00",Livre,"0,120","312,00","0,00",Prix unitaire en pourcentage,
572,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Briques,Isles françoises de l'Amerique,"30,00",Millier,"15,000","450,00","0,00",,
573,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Bouchons de liege,Isles françoises de l'Amerique,"10,00",Millier,"1,500","15,00","0,00",,
574,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Confitures,Isles françoises de l'Amerique,"320,00",Livre,"1,000","320,00","0,00",,
575,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Camelot de laine,Isles françoises de l'Amerique,"1190,00",Livre,"5,000","5 950,00","0,00",,
576,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Camelot avec soye,Isles françoises de l'Amerique,"190,00",Aune,"6,000","1 140,00","0,00",,
577,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Cotonade,Isles françoises de l'Amerique,"800,00",Aune,"2,000","1 600,00","0,00",,
578,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Couty,Isles françoises de l'Amerique,"300,00",Livre,"1,750","520,00","5,00",erreur de calcul,
579,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chapeaux castor,Isles françoises de l'Amerique,"2594,00",Nombre,"18,000","46 692,00","0,00",,
580,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chapeaux castor bordés d'or,Isles françoises de l'Amerique,"19,00",Nombre,"30,000","570,00","0,00",,
581,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chapeaux mi-castor,Isles françoises de l'Amerique,"474,00",Nombre,"14,000","6 636,00","0,00",,
582,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chapeaux vigonnes,Isles françoises de l'Amerique,"278,00",Nombre,"8,000","2 204,00","20,00",erreur de calcul,
583,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chapeaux poil et laines,Isles françoises de l'Amerique,"18,00",Douzaine,"12,000","216,00","0,00",,
584,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chapeaux a negres,Isles françoises de l'Amerique,"45,00",Douzaine,"12,000","540,00","0,00",,
585,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Cuir tanné,Isles françoises de l'Amerique,"375,00",Livre,"3,000","1 125,00","0,00",,
586,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Cartes a jouer,Isles françoises de l'Amerique,"180,00",Livre,"1,000","180,00","0,00",,
587,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Cordage,Isles françoises de l'Amerique,"349900,00",Livre,"0,220","76 978,00","0,00",Prix unitaire en pourcentage,
588,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Crin,Isles françoises de l'Amerique,"450,00",Livre,"0,750","338,00","-0,50",,
589,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Cabarets des Indes vernis,Isles françoises de l'Amerique,"38,00",Nombre,"2,000","76,00","0,00",,
590,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Chaises de paille,Isles françoises de l'Amerique,"35,00",Douzaine,"8,000","280,00","0,00",,
591,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,17,Cercles a tonneaux,Isles françoises de l'Amerique,"1130,00",Fourniture,"14,000","16 820,00","-1 000,00",erreur de calcul,
592,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Cire jaune,Isles françoises de l'Amerique,"850,00",Livre,"1,250","1 062,00","0,50",,
593,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Chandelle,Isles françoises de l'Amerique,"61900,00",Livre,"0,400","24 760,00","0,00",,
594,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Cristaux,Isles françoises de l'Amerique,"650,00",Livre,"2,000","1 300,00","0,00",,
595,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Cuivre ouvré,Isles françoises de l'Amerique,"12000,00",Livre,"1,500","18 000,00","0,00",,
596,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Cuivre en planches,Isles françoises de l'Amerique,"900,00",Livre,"1,400","1 260,00","0,00",,
597,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Clouds de fer,Isles françoises de l'Amerique,"180850,00",Livre,"0,220","39 787,00","0,00",,
598,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Canons de fer,Isles françoises de l'Amerique,"8,00",Nombre,"100,000","800,00","0,00",,
599,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Canons de fer,Isles françoises de l'Amerique,"20000,00",Livre,"0,600","12 000,00","0,00",,
600,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Carreaux de terre,Isles françoises de l'Amerique,"208,00",Millier,"12,000","2 496,00","0,00",,
601,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Chaux ,Isles françoises de l'Amerique,"71,00",Barique,"4,000","284,00","0,00",,
602,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Charbon de terre,Isles françoises de l'Amerique,"90,00",Barique,"12,000","1 080,00","0,00",,
603,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Drap de castor,Isles françoises de l'Amerique,"160,00",Aune,"10,000","1 600,00","0,00",,
604,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Drap de laine fin,Isles françoises de l'Amerique,"1455,00",Aune,"20,000","29 100,00","0,00",,
605,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Drap de Languedoc,Isles françoises de l'Amerique,"1200,00",Aune,"16,000","19 200,00","0,00",,
606,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Draperie commune,Isles françoises de l'Amerique,"290,00",Aune,"9,000","2 610,00","0,00",,
607,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Daufine,Isles françoises de l'Amerique,"200,00",Aune,"2,500","500,00","0,00",,
608,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Eau de vie,Isles françoises de l'Amerique,"142,50",Barique,"60,000","8 520,00","30,00",erreur de calcul,
609,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Epicerie fine,Isles françoises de l'Amerique,"610,00",Livre,"5,000","3 050,00","0,00",,
610,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Etoffe de soye,Isles françoises de l'Amerique,"1576,00",Livre,"4,000","6 304,00","0,00",,
611,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Etamine de laine,Isles françoises de l'Amerique,"11377,00",Aune,"1,500","17 065,00","0,50",,
612,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Etain ouvré,Isles françoises de l'Amerique,"1575,00",Livre,"1,250","2 069,00","-100,25",erreur de calcul,
613,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Essieux de fer,Isles françoises de l'Amerique,"2050,00",Livre,"0,160","328,00","0,00",Prix unitaire en pourcentage,
614,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Farine,Isles françoises de l'Amerique,"2967,00",Baril,"17,000","50 439,00","0,00",Erreur prix total,
615,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Farine,Isles françoises de l'Amerique,"2290,00",Quart,"17,000","39 030,00","-100,00",erreur de calcul,
616,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Feves,Isles françoises de l'Amerique,"17,25",Tonneau,"68,000","1 173,00","0,00",Mesure d'origine 69 bariques,
617,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fromages de gruyere,Isles françoises de l'Amerique,"2300,00",Livre,"0,400","920,00","0,00",,
618,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fromages d'hollande,Isles françoises de l'Amerique,"2550,00",Livre,"0,200","510,00","0,00",,
619,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fil de Rennes,Isles françoises de l'Amerique,"9360,00",Livre,"0,500","4 680,00","0,00",,
620,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fil de laton,Isles françoises de l'Amerique,"200,00",Livre,"0,500","100,00","0,00",,
621,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Ferre en barres,Isles françoises de l'Amerique,"21800,00",Livre,"0,140","3 052,00","0,00",Prix unitaire en pourcentage,
622,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fer ouvré,Isles françoises de l'Amerique,"2725,00",Livre,"0,160","436,00","0,00",Prix unitaire en pourcentage,
623,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Ferremens,Isles françoises de l'Amerique,"28200,00",Livre,"0,160","4 512,00","0,00",Prix unitaire en pourcentage,
624,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fer de fonte ouvré,Isles françoises de l'Amerique,"31200,00",Livre,"0,180","5 616,00","0,00",Erreur prix total,
625,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fusils boucaniers,Isles françoises de l'Amerique,"40,00",Nombre,"8,000","320,00","0,00",,
626,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Fayance en vaisselle,Isles françoises de l'Amerique,"830,00",Douzaine,"3,000","2 490,00","0,00",,
627,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Formes de terre a sucre,Isles françoises de l'Amerique,"33380,00",Nombre,"0,250","8 345,00","0,00",,
628,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Futalles vuides,Isles françoises de l'Amerique,"100,00",Nombre,"1,000","100,00","0,00",,
629,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,18,Feuillards,Isles françoises de l'Amerique,"30,00",Fourniture,"14,000","420,00","0,00",,
630,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Gaudron,Isles françoises de l'Amerique,"126,00",Baril,"0,750","93,00","1,50",erreur de calcul,
631,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Grilles de fer,Isles françoises de l'Amerique,"3250,00",Livre,"1,400","4 550,00","0,00",Prix unitaire en pourcentage,
632,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Grapins de fer,Isles françoises de l'Amerique,"300,00",Livre,"0,260","78,00","0,00",,
633,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Harans blancs,Isles françoises de l'Amerique,"220,00",Baril,"20,000","4 400,00","0,00",,
634,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Huile d'olive,Isles françoises de l'Amerique,"2650,00",Livre,"0,800","2 120,00","0,00",,
635,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Huile de noix,Isles françoises de l'Amerique,"11750,00",Livre,"0,400","4 700,00","0,00",,
636,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Huile de navette,Isles françoises de l'Amerique,"1550,00",Livre,"0,260","403,00","0,00",Prix unitaire en pourcentage,
637,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Huile de poisson,Isles françoises de l'Amerique,"2275,00",Livre,"0,250","563,00","5,75",erreur de calcul,
638,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Jambon,Isles françoises de l'Amerique,"1425,00",Livre,"0,500","712,00","0,50",,
639,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Lard,Isles françoises de l'Amerique,"128250,00",Livre,"0,200","25 650,00","0,00",,
640,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Langues de bœuf,Isles françoises de l'Amerique,"400,00",Livre,"1,000","400,00","0,00",,
641,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Lattes,Isles françoises de l'Amerique,"16,00",Millier,"0,000","0,00","0,00",Pas de prix,
642,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Lignes a pescher,Isles françoises de l'Amerique,"2250,00",Livre,"0,000","0,00","0,00",Pas de prix,
643,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Mouchoirs des Indes,Isles françoises de l'Amerique,"305,00",Pièce,"20,000","7 100,00","-1 000,00",erreur de calcul,
644,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Mousseline,Isles françoises de l'Amerique,"8,00",Pièce,"50,000","400,00","0,00",,
645,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Mercerie fine,Isles françoises de l'Amerique,"28803,00",Livre,"6,000","172 818,00","0,00",,
646,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Meubles,Isles françoises de l'Amerique,,,"0,000","55 393,00","-55 393,00",,
647,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Marmites de fer,Isles françoises de l'Amerique,"265,00",Nombre,"1,500","397,00","0,50",,
648,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Meulles à eguiser,Isles françoises de l'Amerique,"228,00",Nombre,"3,000","684,00","0,00",,
649,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Mairain à pipes,Isles françoises de l'Amerique,"2000,00",Douelle,"0,230","465,00","-5,00",Prix unitaire d'origine : 300 livres les 1275 douelles / erreur de calcul,
650,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Mairain ganivelle,Isles françoises de l'Amerique,"15500,00",Douelle,"0,090","1 425,00","-30,00",Prix unitaire d'origine : 150 livres les 1632 douelles / erreur de calcul,
651,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Morüe seche,Isles françoises de l'Amerique,"11200,00",Livre,"0,180","2 016,00","0,00",Prix unitaire en pourcentage,
652,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Noix,Isles françoises de l'Amerique,"25,00",Millier,"1,500","37,00","0,50",,
653,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Ozier,Isles françoises de l'Amerique,"223,00",Barique,"6,000","1 338,00","0,00",,
654,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Ozier,Isles françoises de l'Amerique,"5,00",Fourniture,"9,000","45,00","0,00",,
655,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Ozier,Isles françoises de l'Amerique,"3750,00",Botte,"0,150","562,00","0,50",,
656,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Ozier,Isles françoises de l'Amerique,"1,00",Millier,"3,000","3,00","0,00",Erreur prix unitaire ,
657,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Pois et feves,Isles françoises de l'Amerique,"211,00",Barique,"12,000","2 532,00","0,00",,
658,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Pois et feves,Isles françoises de l'Amerique,"6,00",Quart,"6,000","36,00","0,00",,
659,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Poivre,Isles françoises de l'Amerique,"1300,00",Livre,"1,200","1 560,00","0,00",,
660,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Pruneaux d'amont,Isles françoises de l'Amerique,"600,00",Livre,"0,100","60,00","0,00",,
