numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,prix_unitaire
151,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Huille d'olive,Nord qui comprend les villes anseatiques et la moscovie,0,165,Livres,,"0,6"
152,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Jamavart,Nord qui comprend les villes anseatiques et la moscovie,"56,1",,,,
153,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Indigo,Nord qui comprend les villes anseatiques et la moscovie,0,90550,Livres,,"3,5"
154,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Jussienne,Nord qui comprend les villes anseatiques et la moscovie,0,47,PIèces,pas de prix unitaire,0
155,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Lampas,Nord qui comprend les villes anseatiques et la moscovie,0,31,Pièces,,76
156,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Legatine sur cotton,Nord qui comprend les villes anseatiques et la moscovie,0,35,Aunes,Pas de prix unitaire,0
157,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Legatine sur laine,Nord qui comprend les villes anseatiques et la moscovie,0,119,Aunes,Pas de prix unitaire,0
158,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Lines,Nord qui comprend les villes anseatiques et la moscovie,0,4,Pièces,Pas de prix unitaire,0
159,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Malmolle,Nord qui comprend les villes anseatiques et la moscovie,0,3,Pièces,,40
160,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,marchandises a l'estimation,Nord qui comprend les villes anseatiques et la moscovie,"104,5",,,,
161,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mercerie,Nord qui comprend les villes anseatiques et la moscovie,0,150,Livres,,"3,5"
162,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Merrein a barriques douelles,Nord qui comprend les villes anseatiques et la moscovie,0,8000,En nombre,80 Livres les 1200,"0,0666667"
163,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Miel,Nord qui comprend les villes anseatiques et la moscovie,0,22680,Livres,,"0,15"
164,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mine de cuivre,Nord qui comprend les villes anseatiques et la moscovie,0,10500,Livres,,"0,15"
165,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Moire blanche,Nord qui comprend les villes anseatiques et la moscovie,0,2,PIèces,pas de prix unitaire,0
166,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mortier de bronze,Nord qui comprend les villes anseatiques et la moscovie,1000,2,pièces,,500
167,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mouchoirs de bengalle,Nord qui comprend les villes anseatiques et la moscovie,0,80,PIèces,,10
168,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mouchoirs de fil,Nord qui comprend les villes anseatiques et la moscovie,0,300,En nombre,,15
169,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mouchoirs mazutipatan,Nord qui comprend les villes anseatiques et la moscovie,0,460,PIèces,,24
170,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mouchoirs de pitie,Nord qui comprend les villes anseatiques et la moscovie,0,60,PIèces,,13
171,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Mousseline,Nord qui comprend les villes anseatiques et la moscovie,0,15,Aunes,,56
172,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Nankin,Nord qui comprend les villes anseatiques et la moscovie,0,2,PIèces,,9
173,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Patissoye,Nord qui comprend les villes anseatiques et la moscovie,0,59,PIèces,,110
174,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Peaux de chat putois,Nord qui comprend les villes anseatiques et la moscovie,0,400,En nombre,,"0,5"
175,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,6,Peaux de dain aprestée,Nord qui comprend les villes anseatiques et la moscovie,0,4,Douzaines,Pas de prix unitaire,0
176,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Rhubarbe,Nord qui comprend les villes anseatiques et la moscovie,5688,,,,
177,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Ris,Nord qui comprend les villes anseatiques et la moscovie,0,94025,Livres,,"0,125"
178,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Rocou,Nord qui comprend les villes anseatiques et la moscovie,0,620,Livres,,"0,7"
179,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Romaine,Nord qui comprend les villes anseatiques et la moscovie,0,1,PIèces,,50
180,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,216,Charges,,32
181,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,436,Charges,,30
182,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,688,Charges,,"27,5"
183,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,233,Charges,,25
184,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,198,Charges,,23
185,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,539,Charges,,"22,5"
186,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,683,Charges,,22
187,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel du Croisic,Nord qui comprend les villes anseatiques et la moscovie,0,90,Muids,,20
188,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel du Croisic,Nord qui comprend les villes anseatiques et la moscovie,0,30,Muids,,14
189,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sel de Poulinguen,Nord qui comprend les villes anseatiques et la moscovie,0,135,Muids,,12
190,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Serges,Nord qui comprend les villes anseatiques et la moscovie,0,1,PIèces,,"2,25"
191,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Sirop de Sucre,Nord qui comprend les villes anseatiques et la moscovie,0,151050,Livres,,"0,075"
192,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Souliers,Nord qui comprend les villes anseatiques et la moscovie,0,88,Paires,,"3,5"
193,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Soye tanis,Nord qui comprend les villes anseatiques et la moscovie,0,122,,pas d'unité de mesure,"6,5"
194,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,7,Suc de Reglisse,Nord qui comprend les villes anseatiques et la moscovie,0,5350,Livres,Pas de prix unitaire,0
195,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Sucre brut,Nord qui comprend les villes anseatiques et la moscovie,0,1855000,Livres,,"0,3"
196,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Sucre terré,Nord qui comprend les villes anseatiques et la moscovie,0,1337603,Livres,,"0,4"
197,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Sucre teste,Nord qui comprend les villes anseatiques et la moscovie,0,5375,Livres,,"0,33"
198,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Tabac de Saint Domingue,Nord qui comprend les villes anseatiques et la moscovie,0,400,Livres,,"0,9"
199,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Tablettes d'ardoise,Nord qui comprend les villes anseatiques et la moscovie,0,5,En nombre,pas de prix unitaire,0
200,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Tafetas de florence,Nord qui comprend les villes anseatiques et la moscovie,0,4,PIèces,il est indiqué 5 Livres l'aune,0
201,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Tapis de billard,Nord qui comprend les villes anseatiques et la moscovie,0,1,En nombre,,12
202,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Terendine,Nord qui comprend les villes anseatiques et la moscovie,0,4,PIèces,,140
203,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Thé Bouy,Nord qui comprend les villes anseatiques et la moscovie,0,10460,Livres,,"3,25"
204,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Thé divers,Nord qui comprend les villes anseatiques et la moscovie,0,70333,Livres,,"3,3"
205,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Toile de Bretagne,Nord qui comprend les villes anseatiques et la moscovie,0,2540,Livres,22 sous l'aune,0
206,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,8,Toille de cotton bleu,Nord qui comprend les villes anseatiques et la moscovie,0,1,Pièces,,16
207,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Peaux de fouines,Nord qui comprend les villes anseatiques et la moscovie,0,600,En nombre,,"0,4"
208,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Peaux de mouton passées,Nord qui comprend les villes anseatiques et la moscovie,0,124,En nombre,,1
209,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Peaux de renard,Nord qui comprend les villes anseatiques et la moscovie,0,800,En nombre,,"0,5"
210,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Peaux de veau corroyées,Nord qui comprend les villes anseatiques et la moscovie,0,2052,En nombre,,"2,5"
211,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Pekin uni,Nord qui comprend les villes anseatiques et la moscovie,0,6,PIèces,,60
212,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Poil de chevre filé,Nord qui comprend les villes anseatiques et la moscovie,0,"5,88",Livres,5 Livres et 14 onces,7
213,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Porcellaine,Nord qui comprend les villes anseatiques et la moscovie,"1906,5",,,,
214,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Pruneaux de sainte catherine,Nord qui comprend les villes anseatiques et la moscovie,0,685,Livres,,"0,225"
215,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Quincaille de fer et d'acier,Nord qui comprend les villes anseatiques et la moscovie,0,315,Livres,,1
216,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Bas de laine,Nord qui comprend les villes anseatiques et la moscovie,0,20,PIèces,,"2,5"
217,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Razoir,Nord qui comprend les villes anseatiques et la moscovie,0,6,PIèces,,"1,5"
218,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Toille de cotton rayée,Nord qui comprend les villes anseatiques et la moscovie,0,25,PIèces,27 sous l'aune,0
219,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Toille de cotton rayée,Nord qui comprend les villes anseatiques et la moscovie,0,57,Aunes,,"1,35"
220,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Toille de Laval,Nord qui comprend les villes anseatiques et la moscovie,0,370,Livres,20 sous l'aune,0
221,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Toilles peintes diverses,Nord qui comprend les villes anseatiques et la moscovie,0,134,PIèces,,26
222,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Vin d'amon,Nord qui comprend les villes anseatiques et la moscovie,0,"10,5",Tonneaux,,110
223,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Vin de Champagne,Nord qui comprend les villes anseatiques et la moscovie,0,60,Bouteilles,,1
224,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Vin Nantois,Nord qui comprend les villes anseatiques et la moscovie,0,76,Tonneaux,,100
225,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Vin du Rhin,Nord qui comprend les villes anseatiques et la moscovie,0,212,Bouteilles,,"1,5"
226,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Vin aigre,Nord qui comprend les villes anseatiques et la moscovie,0,9,Bariques,,15
227,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Amandes en coques,Dannemark,0,600,Livres,,"0,24"
228,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Assiettes de fayance,Dannemark,0,18,Pièces,,"0,1875"
229,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Bas de soye pour femmes,Dannemark,0,2,Paires,,8
230,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Bled froment,Dannemark,0,69,Tonneaux,,100
231,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Caffé de bourbon,Dannemark,0,755,Livres,,"1,05"
232,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Caffé des Isles,Dannemark,0,929,Livres,,"0,75"
233,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Cottonade,Dannemark,0,10,pieces,"7/8 de large, 46 sous l'aune",0
234,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Damas,Dannemark,0,5,Aunes,,8
235,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,9,Eau de vie,Dannemark,0,18704,Veltes,80 livres les 27 veltes,"2,963"
236,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Epingles,Dannemark,10,,,,
237,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Noix,Dannemark,0,90000,En nombre,Pas de prix unitaire indiqué,0
238,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Pierres de meulles,Dannemark,0,3,En nombre,,2
239,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Poudre a poudrer,Dannemark,0,500,Livres,,"0,25"
240,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Raisin de Corinthe,Dannemark,0,1275,Livres,,"0,15"
241,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Ris,Dannemark,0,1700,Livres,,"0,125"
242,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Savon,Dannemark,0,230,Livres,,"0,44"
243,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sel de Bourgneuf,Dannemark,0,65,Charges,,33
244,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sel de Bourgneuf,Dannemark,0,25,Charges,,25
245,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sel du Croisic,Dannemark,0,20,Muids,,25
246,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sel du Croisic,Dannemark,0,30,Muids,,24
247,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sel du Croisic,Dannemark,0,60,Muids,,14
248,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sel du Poulinguen,Dannemark,0,35,Muids,,12
249,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Souliers de femme,Dannemark,0,5,Paires,,2
250,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sucre en pain,Dannemark,0,300,Livres,,"0,8"
251,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Sucre terré,Dannemark,0,600,Livres,,"0,4"
252,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Terrerie,Dannemark,90,,,,
253,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Thé,Dannemark,0,226,Livres,,"3,25"
254,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Toille de Bretagne,Dannemark,0,86,Aunes,,"1,1"
255,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Toille de menage,Dannemark,0,15,Pièces,il est indiqué 24 sous l'aune,0
256,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Toille a voille,Dannemark,0,15,Pièces,il est indiqué 15 sous l'aune,0
257,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Vin Nantois,Dannemark,0,"17,25",Tonneaux,,100
258,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Vinaigre,Dannemark,0,16,Tonneaux,"il est indiqué 6 tonneaux et 40 quarts; pb je ne sais pas à quoi correspond le quart pour le vinaigre. SI c'est un quart de tonneau, ça fait 10 tonneaux mais je ne sais pas pourquoi il ne fait pas la conversion.",60
259,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Bled froment,Suède,0,63,Tonneaux,,100
260,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Bled seigle,Suède,0,69,Tonneaux,,56
261,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Caffe des Isles,Suède,0,4205,Livres,,"0,75"
262,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Cottonade,Suède,0,46,Aunes,,"2,3"
263,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Damas,Suède,0,16,Aunes,,"0,4"
264,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Eau de vie,Suède,0,1606,veltes,,"2,963"
265,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Gomme du Senegal,Suède,0,600,Livres,,"0,1"
266,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,10,Indigo,Suède,0,2080,Livres,,3
267,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Marmittes de fer grandes,Suède,0,146,PIèces,,2
268,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Marmittes de fer moyennes,Suède,0,60,PIèces,,1
269,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Mercerie,Suède,0,40,Livres,,"3,5"
270,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Miroir d'un pie et demy,Suède,0,1,Nombre,,12
271,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Mouchoirs de Rouen,Suède,0,24,Douzaines,,"7,5"
272,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Pruneaux,Suède,0,1100,Livres,,"0,075"
273,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Croisic,Suède,0,45,Muids,,33
274,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Croisic,Suède,0,29,Muids,,25
275,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Croisic,Suède,0,37,Muids,,24
276,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Croisic,Suède,0,106,Muids,,20
277,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Croisic,Suède,0,108,Muids,,14
278,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Croisic,Suède,0,7,Pipes,Pas de rpix unitaire indiqué,0
279,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sel du Poulinguen,Suède,0,90,Muids,,12
280,Pascal Fontaine,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,1745,Exports,Nantes,11,Sirop de sucre,Suède,0,2800,Livres,,"0,075"
