numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
541,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Amidon,Isles françoises de l'Amérique,"900,00",Livre,"0,300","270,00","0,00",,
542,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Armoires de noyer,Isles françoises de l'Amérique,"1,00",Nombre,"80,000","80,00","0,00",,
543,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Armes,Isles françoises de l'Amérique,"480,00",Livre,"12,000","5 760,00","0,00",,
544,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Acier,Isles françoises de l'Amérique,"500,00",Livre,"0,250","125,00","0,00",Prix unitaire en pourcentage,
545,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Ancres de fer,Isles françoises de l'Amérique,"6,00",Nombre,"50,000","300,00","0,00",,
546,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Ardoises,Isles françoises de l'Amérique,"1017,00",Millier,"12,000","13 404,00","-1 200,00",erreur de calcul,
547,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Avirons,Isles françoises de l'Amérique,"33,00",Traque,"7,000","231,00","0,00",,
548,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bœuf salé,Isles françoises de l'Amérique,"17260,00",Baril,"24,000","414 240,00","0,00",,
549,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bœuf salé du païs,Isles françoises de l'Amérique,"7860,00",Livre,"0,200","157 200,00","-155 628,00",oubli de la division par 100,
550,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Biscuit,Isles françoises de l'Amérique,"14000,00",Livre,"0,080","1 120,00","0,00",Prix unitaire en pourcentage,
551,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Beurre salé,Isles françoises de l'Amérique,"261800,00",Livre,"0,350","91 630,00","0,00",oubli de la division par 100,
552,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bierre,Isles françoises de l'Amérique,"42,50",Barrique,"25,000","1 062,50","0,00",,
553,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bazin,Isles françoises de l'Amérique,"11,00",Pièce,"35,000","385,00","0,00",,
554,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bazin,Isles françoises de l'Amérique,"320,00",Livre,"3,000","960,00","0,00",,
555,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bas de soye,Isles françoises de l'Amérique,"572,00",Livre,"45,000","25 740,00","0,00",,
556,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bas de laine,Isles françoises de l'Amérique,"180,00",Livre,"10,000","1 800,00","0,00",,
557,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bas de poil,Isles françoises de l'Amérique,"30,00",Paire,"8,000","240,00","0,00",,
558,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bas de fil,Isles françoises de l'Amérique,"124,00",Douzaines de paires,"14,000","1 736,00","0,00",,
559,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Boutons de fil d'or,Isles françoises de l'Amérique,"34,00",Livre,"70,000","2 380,00","0,00",,
560,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Boutons de fil d'or,Isles françoises de l'Amérique,"12,00",Garniture,"15,000","180,00","0,00",,
561,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Boutons de soye,Isles françoises de l'Amérique,"138,00",Douzaine,"2,250","310,50","0,00",,
562,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Boutons de soye,Isles françoises de l'Amérique,"35,00",Garniture,"15,000","525,00","0,00",,
563,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Baudriers de cuirs,Isles françoises de l'Amérique,"6,00",Nombre,"3,000","18,00","0,00",,
564,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Bottes fortes,Isles françoises de l'Amérique,"42,00",Paire,"25,000","1 050,00","0,00",,
565,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Botiers,Isles françoises de l'Amérique,"18,00",Paire,"10,000","180,00","0,00",,
566,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bray gras,Isles françoises de l'Amérique,"60,00",Baril,"16,000","960,00","0,00",,
567,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bray sec,Isles françoises de l'Amérique,"15350,00",Livre,"0,070","1 084,50","-10,00",erreur de calcul,
568,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bougie de cire blanche,Isles françoises de l'Amérique,"7067,00",Livre,"1,800","12 720,00","0,60",,
569,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bureau,Isles françoises de l'Amérique,"1,00",Nombre,"0,000","60,00","-60,00",,
570,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Barriques a eau,Isles françoises de l'Amérique,"634,00",Nombre,"10,000","6 340,00","0,00",,
571,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bordages de chesne,Isles françoises de l'Amérique,"2500,00",Pied,"0,750","1 875,00","0,00",,
572,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bois a bruler,Isles françoises de l'Amérique,"9,00",Corde,"15,000","135,00","0,00",,
573,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bouchons de liège,Isles françoises de l'Amérique,"1100,00",Nombre,"0,160","176,00","0,00",Prix unitaire en pourcentage,
574,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bats de cheval,Isles françoises de l'Amérique,"30,00",Nombre,"12,000","360,00","0,00",,
575,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Bouteilles de verre,Isles françoises de l'Amérique,"3100,00",Nombre,"0,200","620,00","0,00",Prix unitaire en pourcentage,
576,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Briques,Isles françoises de l'Amérique,"203,00",Millier,"14,000","2 842,00","0,00",,
577,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Boulets de canon,Isles françoises de l'Amérique,"100,00",Nombre,"0,150","15,00","0,00",Prix unitaire en pourcentage,
578,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cuisses d'oye,Isles françoises de l'Amérique,"50,00",Baril,"25,000","1 250,00","0,00",,
579,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Confitures,Isles françoises de l'Amérique,"530,00",Livre,"1,500","795,00","0,00",,
580,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Camelot poil en laine,Isles françoises de l'Amérique,"1000,00",Aune,"5,000","5 000,00","0,00",,
581,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Camelot de laine,Isles françoises de l'Amérique,"915,00",Livre,"6,000","5 490,00","0,00",,
582,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Coutils,Isles françoises de l'Amérique,"42,00",Pièce,"22,000","924,00","0,00",,
583,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Coutils,Isles françoises de l'Amérique,"370,00",Livre,"0,000","814,00","-814,00",absence de prix,
584,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cottonades,Isles françoises de l'Amérique,"80,00",Livre,"2,500","200,00","0,00",,
585,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chapeaux bordés or et argent,Isles françoises de l'Amérique,"7,00",Pièce,"25,000","175,00","0,00",,
586,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chapeaux castors,Isles françoises de l'Amérique,"2500,00",Pièce,"20,000","50 000,00","0,00",,
587,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chapeaux de mi-castors,Isles françoises de l'Amérique,"345,00",Pièce,"10,000","3 450,00","0,00",,
588,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chapeaux communs,Isles françoises de l'Amérique,"72,00",Douzaine,"50,000","3 600,00","0,00",,
589,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chapeaux a negres,Isles françoises de l'Amérique,"170,00",Douzaine,"30,000","5 100,00","0,00",,
590,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cartes a jouer,Isles françoises de l'Amérique,"400,00",Livre,"1,000","400,00","0,00",Prix unitaire en pourcentage,
591,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Crin,Isles françoises de l'Amérique,"2330,00",Livre,"1,500","3 495,00","0,00",,
592,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chanvre cru,Isles françoises de l'Amérique,"5500,00",Livre,"0,200","1 100,00","0,00",Prix unitaire en pourcentage,
593,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chaises de poste et harnois,Isles françoises de l'Amérique,"2,00",Nombre,"300,000","600,00","0,00",,
594,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chaises et fauteuils de Cannes,Isles françoises de l'Amérique,"8,00",Douzaine,"50,000","400,00","0,00",,
595,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chaises de paille,Isles françoises de l'Amérique,"88,00",Douzaine,"20,000","1 760,00","0,00",,
596,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chaises de commodité,Isles françoises de l'Amérique,"12,00",Nombre,"3,000","36,00","0,00",,
597,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cannes a pomme d'or,Isles françoises de l'Amérique,"6,00",Nombre,"100,000","600,00","0,00",,
598,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chaloupes démontées,Isles françoises de l'Amérique,"1,00",Nombre,"0,000","600,00","-600,00",,
599,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cercles de bois,Isles françoises de l'Amérique,"2485,00",Fourniture,"14,000","34 790,00","0,00",,
600,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cercles de bois,Isles françoises de l'Amérique,"990,00",Pacquet,"0,000","2 310,00","-2 310,00",absence de prix,
601,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cierges de cire blanche,Isles françoises de l'Amérique,"930,00",Livre,"1,800","1 674,00","0,00",,
602,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cire d'Espagne,Isles françoises de l'Amérique,"15,00",Livre,"2,500","37,50","0,00",,
603,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Chandeles,Isles françoises de l'Amérique,"57330,00",Livre,"0,350","20 065,50","0,00",Prix unitaire en pourcentage,
604,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cordage,Isles françoises de l'Amérique,"241200,00",Livre,"0,250","60 300,00","0,00",Prix unitaire en pourcentage,
605,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Culotes de peau,Isles françoises de l'Amérique,"7,00",Nombre,"15,000","105,00","0,00",,
606,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Caves garnies de 6 flacons,Isles françoises de l'Amérique,"100,00",Pièce,"10,000","1 000,00","0,00",,
607,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cabarets vernis,Isles françoises de l'Amérique,"12,00",Pièce,"9,000","108,00","0,00",,
608,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Couteaux communs,Isles françoises de l'Amérique,"6,00",Douzaine,"4,000","24,00","0,00",,
609,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cuivre ouvré,Isles françoises de l'Amérique,"20630,00",Livre,"1,800","37 134,00","0,00",,
610,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,16,Cuivre en planches,Isles françoises de l'Amérique,"660,00",Livre,"1,500","990,00","0,00",,
611,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Chaudieres de patine,Isles françoises de l'Amérique,"26,00",Pièce,"8,000","208,00","0,00",,
612,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Chaudieres de fer,Isles françoises de l'Amérique,"28300,00",Livre,"4,000","113 200,00","0,00",,
613,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Cloches de fonte,Isles françoises de l'Amérique,"2380,00",Livre,"1,250","2 975,00","0,00",,
614,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Cloux de fer,Isles françoises de l'Amérique,"150000,00",Livre,"0,300","45 000,00","0,00",,
615,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Canons de fer,Isles françoises de l'Amérique,"14,00",Nombre,"120,000","1 680,00","0,00",Poids 4 livres l'unité,
616,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Canons de fer,Isles françoises de l'Amérique,"13,00",Nombre,"100,000","1 300,00","0,00",Poids 3 livres l'unité,
617,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Carreaux de marbre,Isles françoises de l'Amérique,"1026,00",Nombre,"0,250","254,00","2,50",erreur de calcul,
618,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Carreaux de terre,Isles françoises de l'Amérique,"303,00",Millier,"0,100","30,05","0,25",,
619,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Canettes de grez,Isles françoises de l'Amérique,"71,00",Douzaine,"1,000","71,00","0,00",,
620,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Charbon de terre,Isles françoises de l'Amérique,"253,00",Barrique,"15,000","3 795,00","0,00",,
621,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Craye,Isles françoises de l'Amérique,"100,00",Livre,"0,075","7,50","0,00",,
622,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Drap ecarlate,Isles françoises de l'Amérique,"110,00",Aune,"26,000","2 860,00","0,00",,
623,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Drap de laine fin,Isles françoises de l'Amérique,"2567,00",Aune,"18,000","46 206,00","0,00",,
624,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Drap de laine fin,Isles françoises de l'Amérique,"1375,00",Livre,"10,000","13 750,00","0,00",,
625,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Dentelles,Isles françoises de l'Amérique,"8,50",Livre,"360,000","3 060,00","0,00",,
626,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Drogues d'apoticaire,Isles françoises de l'Amérique,,,"0,000","1 300,00","-1 300,00",,
627,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Damejannes,Isles françoises de l'Amérique,"100,00",Nombre,"2,500","250,00","0,00",,
628,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Epicerie fine,Isles françoises de l'Amérique,"2370,00",Livre,"5,000","11 850,00","0,00",,
629,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Eau de vie,Isles françoises de l'Amérique,"456,00",Barrique,"60,000","27 360,00","0,00",,
630,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Eau de la reine de hongrie,Isles françoises de l'Amérique,"330,00",Livre,"3,000","990,00","0,00",,
631,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Etofes argent et soye,Isles françoises de l'Amérique,"2,00",Livre,"80,000","160,00","0,00",,
632,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Etofes de soye,Isles françoises de l'Amérique,"3523,00",Livre,"40,000","140 920,00","0,00",,
633,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Etamines de soye,Isles françoises de l'Amérique,"160,00",Livre,"30,000","4 800,00","0,00",,
634,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Etamines de laine,Isles françoises de l'Amérique,"3260,00",Aune,"2,000","6 520,00","0,00",,
635,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Etamines de laine,Isles françoises de l'Amérique,"2037,00",Livre,"5,000","10 185,00","0,00",,
636,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Etofes diverses des Indes,Isles françoises de l'Amérique,"183,00",Pièce,"70,000","12 810,00","0,00",,
637,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Estampes,Isles françoises de l'Amérique,"15,00",Livre,"10,000","150,00","0,00",,
638,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Empeignes brodées,Isles françoises de l'Amérique,,,"0,000","200,00","-200,00",,
639,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Epées a garde d'argent,Isles françoises de l'Amérique,"12,00",Nombre,"0,000","900,00","-900,00",,
640,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Epées de cuivre doré,Isles françoises de l'Amérique,"6,00",Nombre,"0,000","90,00","-90,00",,
641,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Estain ouvré,Isles françoises de l'Amérique,"1870,00",Livre,"1,250","2 337,50","0,00",,
642,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Estain en enclumes de fer,Isles françoises de l'Amérique,"1900,00",Livre,"0,250","475,00","0,00",Prix unitaire en pourcentage,
643,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Feves,Isles françoises de l'Amérique,"137,00",Barrique,"20,000","2 740,00","0,00",,
644,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Farines,Isles françoises de l'Amérique,"4062,00",Barrique,"0,000","64 492,00","-64 492,00",Prix unitaire de 16 livres le quart,
645,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Farines,Isles françoises de l'Amérique,"2173,00",Quart,"16,000","32 768,00","2 000,00",erreur de calcul,
646,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Fromages,Isles françoises de l'Amérique,"16175,00",Livre,"0,250","4 043,75","0,00",,
647,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Fromage de Roquefort,Isles françoises de l'Amérique,"180,00",Livre,"0,450","81,00","0,00",,
648,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Figure d'une vierge en bois,Isles françoises de l'Amérique,"1,00",Nombre,"0,000","100,00","-100,00",,
649,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Flanelle,Isles françoises de l'Amérique,"170,00",Aune,"1,100","187,00","0,00",,
650,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Fil de Bretagne,Isles françoises de l'Amérique,"18165,00",Livre,"1,500","27 247,50","0,00",,
651,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Fil a voile,Isles françoises de l'Amérique,"190,00",Livre,"0,750","142,50","0,00",,
652,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Fusils boucaniers,Isles françoises de l'Amérique,"72,00",Pièce,"20,000","1 440,00","0,00",,
653,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,17,Fleaux de fer,Isles françoises de l'Amérique,"3,00",Nombre,"100,000","425,00","-125,00",Chaque unité pesant 425 livres / erreur de calcul,
654,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Fer blanc,Isles françoises de l'Amérique,"8,00",Baril,"110,000","880,00","0,00",,
655,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Fer ouvré,Isles françoises de l'Amérique,"19600,00",Livre,"0,300","5 880,00","0,00",Prix unitaire en pourcentage,
656,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Fer de fonte ouvré,Isles françoises de l'Amérique,"38525,00",Livre,"0,250","9 631,25","0,00",Prix unitaire en pourcentage,
657,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Ferrement,Isles françoises de l'Amérique,"82650,00",Livre,"0,550","45 457,50","0,00",Prix unitaire en pourcentage,
658,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Fer en barres,Isles françoises de l'Amérique,"86350,00",Livre,"0,150","12 952,50","0,00",Prix unitaire en millier,
659,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Fayence,Isles françoises de l'Amérique,"1102,00",Douzaine,"4,000","4 408,00","0,00",,
660,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Fayence,Isles françoises de l'Amérique,"4400,00",Livre,"0,400","1 760,00","0,00",,
661,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Feuillard,Isles françoises de l'Amérique,"156,00",Pacquet,"0,000","364,00","-364,00",Prix unitaire de 14 livres la fourniture,
662,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Formes de terres a sucre,Isles françoises de l'Amérique,"27194,00",Pièce,"0,250","6 798,50","0,00",,
663,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Galon d'or,Isles françoises de l'Amérique,"70,00",Livre,"128,000","8 960,00","0,00",,
664,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Galon d'argent,Isles françoises de l'Amérique,"58,50",Livre,"104,000","6 084,00","0,00",,
665,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Galon de levrée,Isles françoises de l'Amérique,"300,00",Aune,"1,000","300,00","0,00",,
