numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme
153,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,5,Cabarets de sapin peints,Hollande,120,60,En nombre,2,0
154,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,5,Caves garnies de 15 flacons,Hollande,30,4,Pièces,7.5,0
155,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,5,Caves garnies de 12 flacons,Hollande,384,64,Pièces,6,0
156,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,5,Caves garnies de 9 flacons,Hollande,1147.5,255,Pièces,4.5,0
157,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,5,Caves garnies de 6 flacons,Hollande,2322,774,Pièces,3,0
158,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Chaises de commodité avec leurs pots de fayence,Hollande,910,260,En nombre,3.5,0
159,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Chauffe pieds,Hollande,277.5,370,En nombre,0.75,0
160,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Canettes d'Etain,Hollande,200,200,En nombre,1,0
161,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Canettes de gray,Hollande,1276.5,5106,En nombre,0.25,0
162,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Chandelle,Hollande,82,205,Livres,0.4,0
163,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Etoffes diverses des Indes,Hollande,156090,5203,Pièces,30,0
164,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Etain ouvré,Hollande,2134,2134,Livres,1,0
165,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Fusils,Hollande,4200,700,En nombre,6,0
166,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Fil de laton,Hollande,99,55,Livres,1.8,0
167,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Fil de fer assorti,Hollande,43837.5,25050,Livres,1.75,0
168,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Fil a voile,Hollande,600,800,Livres,0.75,0
169,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Flambeaux de mer,Hollande,400,10,En nombre,40,0
170,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Fleaux de fer,Hollande,390,650,Livres,0.6,0
171,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Ferrements a moulin a Sucre,Hollande,5448,68100,Livres,0.08,0
172,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Fayence,Hollande,5343.75,21375,Livres,0.25,0
173,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Formes de terre a Sucre,Hollande,562.5,2250,En nombre,0.25,0
174,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Guinée Bleüe,Hollande,9880,260,Pièces,38,0
175,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Goblets de cristal,Hollande,16,80,En nombre,0.2,0
176,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Limeneas,Hollande,29545,1555,Pièces,19,0
177,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Lanternes de verre,Hollande,12,3,En nombre,4,0
178,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Mercerie,Hollande,3434,1717,Livres,2,0
179,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Moulins a caffé,Hollande,620,124,En nombre,5,0
180,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Moulin a bras pour bled,Hollande,30,1,En nombre,30,0
181,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Moulin a poivre,Hollande,8,1,En nombre,8,0
182,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Moines garnis de fer blanc,Hollande,12,12,En nombre,1,0
183,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Nicanés,Hollande,1400,100,Pièces,14,0
184,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Nattes,Hollande,0,4,Paquets,0,0
185,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Platille,Hollande,73000,14600,Pièces,5,0
186,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Papier,Hollande,390,156,Rames,2.5,0
187,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Plumes a Ecrire,Hollande,33,11,Livres,3,0
188,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Plaques de fer,Hollande,1996,24950,Livres,0.08,0
189,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Poilles de fer,Hollande,30,250,Livres,0.12,0
190,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,6,Poterie de gray,Hollande,490,2450,Livres,0.2,0
191,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Pipes a fumer,Hollande,23490.25,13423,Grosses,1.75,0
192,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Pompes a eteindre le feu,Hollande,2000,2,En nombre,1000,0
193,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Quincaille,Hollande,2180,2180,Livres,1,0
194,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Ruban de fil,Hollande,0,580,Livres,0,0
195,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Roüets a filer,Hollande,4,1,En nombre,4,0
196,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Salempouris,Hollande,7290,405,Pièces,18,0
197,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Sabres,Hollande,344,172,En nombre,2,0
198,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Soufflets a feu,Hollande,5,4,En nombre,1.25,0
199,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Savon,Hollande,21,70,Livres,0.3,0
200,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Toille pintes,Hollande,105340,5267,Pièces,20,0
201,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Trompettes,Hollande,300,30,En nombre,10,0
202,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Tambours,Hollande,30,6,En nombre,5,0
203,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Tables pintes,Hollande,427,61,En nombre,7,0
204,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Tabac en manoque,Hollande,414,690,Livres,0.6,0
205,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Verres a boire,Hollande,667,667,Livres,1,0
206,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Verroterie,Hollande,41575.8,69293,Livres,0.6,0
207,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Avoine,Nord,5100,102,Thonneaux,50,0
208,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Azur commun,Nord,10802.5,21605,Livres,0.5,0
209,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Amidon,Nord,18098.2,106460,Livres,0.17,0
210,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Acier,Nord,23400,936,Barils,25,0
211,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Avirons,Nord,56,56,En nombre,1,0
212,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Anspects,Nord,75.6,378,En nombre,0.2,0
213,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bled froment,Nord,2145,16.5,Thonneaux,130,0
214,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bray gras,Nord,24206,1862,Barils,13,0
215,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bouchons de liege,Nord,2,400,En nombre,0.005,0
216,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bois de campesche,Nord,1510,15100,Livres,0.1,0
217,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bois a brusler,Nord,140,14,Cordes,10,0
218,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bourdilles,Nord,336,168,En nombre,2,0
219,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Bariques en bottes,Nord,20,20,En nombre,1,0
220,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Cuivre rouge,Nord,41025,27350,Livres,1.5,0
221,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Cuivre jaune,Nord,1034.1,766,Livres,1.35,0
222,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Caves garnies de 12 flacons,Nord,48,8,Pièces,6,0
223,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Caves garnies de 9 flacons,Nord,360,80,Pièces,4.5,0
224,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,7,Caves garnies de 6 flacons,Nord,978,326,Pièces,3,0
225,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Cercles de fer,Nord,202.5,1350,Livres,0.15,0
226,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Cuir de roussy,Nord,4725,3150,Livres,1.5,0
227,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Chanvre cru,Nord,24462,135900,Livres,0.18,0
228,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Cire jaune,Nord,38493,29610,Livres,1.3,0
229,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Chair salée,Nord,30,150,Livres,0.2,0
230,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Cabillau,Nord,2380,23800,Livres,0.1,0
231,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Drogues a teindre,Nord,0,13080,Livres,0,0
232,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Eturgeons,Nord,12,4,Barils,3,0
233,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Eparst de sapin,Nord,370,296,En nombre,1.25,0
234,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fromage,Nord,67.5,375,Livres,0.18,0
235,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fil de laton,Nord,14.4,8,Livres,1.8,0
236,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fil de fer assorty,Nord,1522.5,870,Livres,1.75,0
237,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fer blanc,Nord,13800,138,Barils,100,0
238,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fer noir,Nord,1760,22,Barils,80,0
239,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fer en taule,Nord,460,1150,Livres,0.4,0
240,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Fer en barres,Nord,23748,197900,Livres,0.12,0
241,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Gaudron,Nord,10902,908.5,Barils,12,0
242,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Gaffes de sapin,Nord,48,8,Douzaines,6,0
243,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Huile de lin,Nord,190,2,Bariques,95,0
244,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Jambon,Nord,124.8,312,Livres,0.4,0
245,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Lin cru,Nord,263.2,940,Livres,0.28,0
246,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Litarge,Nord,4.4,20,Livres,0.22,0
247,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Meubles,Nord,226,1,Valeur,226,0
248,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Mercerie grosse,Nord,28,1,Valeur,28,0
249,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Mine de plomb,Nord,202.8,1560,Livres,0.13,0
250,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Marmites de fer,Nord,50,20,En nombre,2.5,0
251,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Mats de navire de 50 pieds,Nord,1110,37,Pièces,30,0
252,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Mats de navire de 27 a 30 pieds,Nord,1650,165,Pièces,10,0
253,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Merain a pipes,Nord,2100,7000,Doüelles,0.3,0
254,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Merain a bariques,Nord,2790,18600,Douemmes,0.15,0
255,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Nates,Nord,0,230,Pièces,0,0
256,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Ocre rouge,Nord,30,1000,Livres,0.03,0
257,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,8,Piment,Nord,1120,1120,Livres,1,0
258,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Platille,Nord,125000,25000,Pièces,5,0
259,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Plomb en saumon,Nord,21873,95100,Livres,0.23,0
260,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Porcelaine,Nord,36,9,Livres,4,0
261,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Plats de sapin,Nord,20,40,En nombre,0.5,0
262,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de prusse de 22 pieds,Nord,3522,2348,Pièces,1.5,0
263,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de chesne de 40 pieds,Nord,360,30,Pièces,12,0
264,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de chesne de 13 pieds,Nord,165,110,Pièces,1.5,0
265,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de sapin ; de 38 pieds,Nord,600,60,Pièces,10,0
266,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de sapin ; de 26 pieds,Nord,7000,1400,Pièces,5,0
267,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de sapin ; de 16 pieds,Nord,2452.5,981,Pièces,2.5,0
268,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Planches de sapin ;,Nord,45569.6,56962,Pièces,0.8,0
269,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Poisson salé,Nord,117.6,980,Livres,0.12,0
270,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Chaire de morue,Nord,31150,1246,Barils,25,0
271,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Rouets a filer,Nord,20,10,En nombre,2,0
272,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Suif,Nord,5600,16000,Livres,0.35,0
273,Demba,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Soliveaux de sapin,Nord,30,5,nombre,6,0
274,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Verres a boire,Nord,0,205,Livres,0,0
275,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Anis vert,Espagne,5020.95,15215,Livres,0.33,0
276,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Ancres de fer,Espagne,9537,43350,Livres,0.22,0
277,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Avirons,Espagne,360,120,Traques,3,0
278,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Bariques vielles,Espagne,18,18,En nombre,1,0
279,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Cacao broyé,Espagne,40,20,Livres,2,0
280,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Citrons,Espagne,1142.5,45700,En nombre,0.025,0
281,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Cercles de fer,Espagne,4395,29300,Livres,0.15,0
282,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Fer en barres,Espagne,127923,1066025,Livres,0.12,0
283,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Feillard,Espagne,6639,44260,Livres,0.15,0
284,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Fayence,Espagne,0.6,12,Livres,0.05,0
285,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Huile d'olive,Espagne,2980,7450,Livres,0.4,0
286,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Jambons,Espagne,368,920,Livres,0.4,0
287,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,9,Laine,Espagne,108765,120850,Livres,0.9,0
288,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Liege,Espagne,75,500,Livres,0.15,0
289,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Mousserons,Espagne,12,6,Livres,2,0
290,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Meulles a Eguiser,Espagne,1840,920,En nombre,2,0
291,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Oranges douces,Espagne,140,5600,En nombre,0.025,0
292,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Oranges aigres,Espagne,1950,130000,En nombre,0.015,0
293,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Peaux de tigre,Espagne,50,2,En nombre,25,0
294,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Peaux de moutons en laine,Espagne,216,24,Douzaines,9,0
295,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Papier,Espagne,910,1820,Livres,0.5,0
296,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Planches de noyer,Espagne,90,18,En nombre,5,0
297,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Planches de sapin ;,Espagne,15,20,En nombre,0.75,0
298,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Raisin sec,Espagne,5270.25,35135,Livres,0.15,0
299,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Reglisse,Espagne,288,2400,Livres,0.12,0
300,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Sumac,Espagne,649.25,9275,Livres,0.07,0
301,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Vin d'Espagne,Espagne,450,1,Thonneaux,450,0
302,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Vin d'Espagne,Espagne,50,100,Bouteilles,0.5,0
303,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Citrons,Portugal,195,39,Caisses,5,0
304,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Cuivre tangou,Portugal,0,2100,Livres,0,0
305,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1730,Imports,Nantes,10,Cocos,Portugal,3600,100000,En nombre,0.036,0
