numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,Année,exportsimports,marchandises,Direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
429,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Cordages,Marseille,Pour les Isles françaises de l'Amerique,"8000,00",Livres,"0,250","2 000,00","0,00",
430,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Chandelle,Marseille,Pour les Isles françaises de l'Amerique,"40480,00",Livres,"0,350","14 168,00","0,00",
431,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Corail ouvré,Marseille,Pour les Isles françaises de l'Amerique,"93,00",Livres,"70,000","6 510,00","0,00",
432,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Cuivre ouvré,Marseille,Pour les Isles françaises de l'Amerique,"280,00",Livres,"1,000","280,00","0,00",
433,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Clouds de fer,Marseille,Pour les Isles françaises de l'Amerique,"15700,00",Livres,"0,200","3 140,00","0,00",
434,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Canevettes,Marseille,Pour les Isles françaises de l'Amerique,"25,00",Nombre,"1,500","37,50","0,00",
435,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Chaises de paille,Marseille,Pour les Isles françaises de l'Amerique,"16,00",Douzaines,"10,000","160,00","0,00",
436,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Cercle de bois,Marseille,Pour les Isles françaises de l'Amerique,"585,00",Faix,"1,500","877,50","0,00",
437,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Dattes,Marseille,Pour les Isles françaises de l'Amerique,"150,00",Livres,"0,150","22,50","0,00",
438,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Drogues d'apoticaire,Marseille,Pour les Isles françaises de l'Amerique,"680,00",Livres,"3,000","2 040,00","0,00",
439,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Damas de lyon,Marseille,Pour les Isles françaises de l'Amerique,"29,00",Pieces,"400,000","11 600,00","0,00",
440,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Drap de laine fin,Marseille,Pour les Isles françaises de l'Amerique,"21,00",Pieces,"200,000","4 200,00","0,00",
441,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Drap pour negres,Marseille,Pour les Isles françaises de l'Amerique,"222408,00",Livres,"5,000","1 112 040,00","0,00",Estimé
442,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Dame janes,Marseille,Pour les Isles françaises de l'Amerique,"1880,00",En nombre,"2,000","3 760,00","0,00",
443,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Eau de vie,Marseille,Pour les Isles françaises de l'Amerique,"456125,00",Livres,"0,200","91 225,00","0,00",
444,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Etoffe de soye,Marseille,Pour les Isles françaises de l'Amerique,"89,00",Pieces,"200,000","17 800,00","0,00",
445,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Etamine du mans,Marseille,Pour les Isles françaises de l'Amerique,"54,00",Pieces,"50,000","2 700,00","0,00",
446,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,25,1728,Exports,Farine,Marseille,Pour les Isles françaises de l'Amerique,"44500,00",Livres,"0,080","3 560,00","0,00",
447,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Fromage,Marseille,Pour les Isles françaises de l'Amerique,"27900,00",Livres,"0,200","5 580,00","0,00",
448,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Fruit a l'eau de vie,Marseille,Pour les Isles françaises de l'Amerique,"880,00",Livres,"1,000","880,00","0,00",
449,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Fayence,Marseille,Pour les Isles françaises de l'Amerique,"20,00",Services,"100,000","2 000,00","0,00",
450,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Fer en barres,Marseille,Pour les Isles françaises de l'Amerique,"5000,00",Livres,"0,210","1 050,00","0,00",
451,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Gans pour homme,Marseille,Pour les Isles françaises de l'Amerique,"204,00",Douzaines,"10,000","2 040,00","0,00",
452,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Gardes meuble,Marseille,Pour les Isles françaises de l'Amerique,"8,00",En nombre,"60,000","480,00","0,00",
453,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Gaudron,Marseille,Pour les Isles françaises de l'Amerique,"1200,00",Livres,"0,080","96,00","0,00",
454,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Huile d'olive,Marseille,Pour les Isles françaises de l'Amerique,"107450,00",Livres,"0,350","37 607,50","0,00",
455,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Huile de noix,Marseille,Pour les Isles françaises de l'Amerique,"800,00",Livres,"0,200","160,00","0,00",
456,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Habits pour homme,Marseille,Pour les Isles françaises de l'Amerique,"50,00",En nombre,"120,000","6 000,00","0,00",
457,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Lard,Marseille,Pour les Isles françaises de l'Amerique,"5500,00",Livres,"0,300","1 650,00","0,00",
458,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Legumes,Marseille,Pour les Isles françaises de l'Amerique,"5975,00",Livres,"0,060","358,50","0,00",
459,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Liqueurs a boire,Marseille,Pour les Isles françaises de l'Amerique,"168,00",Canevettes,"3,000","504,00","0,00",
460,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Lame d'epée,Marseille,Pour les Isles françaises de l'Amerique,"100,00",En nombre,"1,500","150,00","0,00",
461,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Malles de cuir,Marseille,Pour les Isles françaises de l'Amerique,"13,00",En nombre,"6,000","78,00","0,00",
462,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Meubles,Marseille,Pour les Isles françaises de l'Amerique,"1,00",Valeur,"1 100,000","1 100,00","0,00",
463,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Noisettes,Marseille,Pour les Isles françaises de l'Amerique,"330,00",Livres,"0,060","19,80","0,00",
464,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Olives,Marseille,Pour les Isles françaises de l'Amerique,"11350,00",Livres,"0,120","1 362,00","0,00",
465,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,"Ouvrage or, argent et Soye",Marseille,Pour les Isles françaises de l'Amerique,"13,00",Livres,"80,000","1 040,00","0,00",
466,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,26,1728,Exports,Prunes Brugnolles,Marseille,Pour les Isles françaises de l'Amerique,"3450,00",Livres,"0,280","966,00","0,00",
467,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Phaeton,Marseille,Pour les Isles françaises de l'Amerique,"2,00",Pieces,"200,000","400,00","0,00",
468,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Papier a ecrire,Marseille,Pour les Isles françaises de l'Amerique,"1102,00",Rames,"5,000","5 510,00","0,00",
469,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Poudre a poudrer,Marseille,Pour les Isles françaises de l'Amerique,"625,00",Livres,"0,160","100,00","0,00",
470,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Potterie de terre,Marseille,Pour les Isles françaises de l'Amerique,"170,00",Douzaines,"1,500","255,00","0,00",
471,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Plomb en grain,Marseille,Pour les Isles françaises de l'Amerique,"7475,00",Livres,"0,200","1 095,00","400,00",Erreur de calcul
472,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Pots de terre a sucre,Marseille,Pour les Isles françaises de l'Amerique,"1600,00",Livres,"0,200","320,00","0,00",
473,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Quincaille,Marseille,Pour les Isles françaises de l'Amerique,"300,00",Livres,"1,000","300,00","0,00",
474,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Ris,Marseille,Pour les Isles françaises de l'Amerique,"2000,00",Livres,"0,090","180,00","0,00",
475,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Raisin sec,Marseille,Pour les Isles françaises de l'Amerique,"20450,00",Livres,"0,150","3 067,50","0,00",
476,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Saucissons,Marseille,Pour les Isles françaises de l'Amerique,"376,00",Livres,"1,000","376,00","0,00",
477,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Serviettes,Marseille,Pour les Isles françaises de l'Amerique,"140,00",Douzaines,"20,000","2 800,00","0,00",
478,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Souliers pour homme,Marseille,Pour les Isles françaises de l'Amerique,"4870,00",Paires,"3,000","14 610,00","0,00",
479,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Souliers pour femme,Marseille,Pour les Isles françaises de l'Amerique,"115,00",Paires,"2,000","230,00","0,00",
480,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Serrures,Marseille,Pour les Isles françaises de l'Amerique,"350,00",Nombre,"3,000","1 050,00","0,00",
481,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Savon,Marseille,Pour les Isles françaises de l'Amerique,"361925,00",Livres,"0,180","65 146,50","0,00",
482,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Toile fine,Marseille,Pour les Isles françaises de l'Amerique,"340,00",Pieces,"120,000","40 800,00","0,00",
483,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Toile a faire chemises de negres,Marseille,Pour les Isles françaises de l'Amerique,"4546,00",Pieces,"5,000","22 730,00","0,00",
484,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Vin,Marseille,Pour les Isles françaises de l'Amerique,"45341,00",Millerolles,"6,000","272 046,00","0,00",
485,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Vin de liqueur,Marseille,Pour les Isles françaises de l'Amerique,"40,00",Canevettes,"3,000","120,00","0,00",
486,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,27,1728,Exports,Verres a boire,Marseille,Pour les Isles françaises de l'Amerique,"4280,00",Livres,"1,000","4 280,00","0,00",
