numrodeligne,dataentryby,source,sourcepath,sourcetype,year,sheet,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
115,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Carte a jouer,Marseille,Pour l'Angleterre,4,Grosses,18,72,0,
116,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Cassonade,Marseille,Pour l'Angleterre,844,Livres,"0,4",337,"0,6",
117,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Cercles de fer,Marseille,Pour l'Angleterre,400,Livres,"0,18",72,0,
118,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chair fraiche,Marseille,Pour l'Angleterre,1324,Livres,"0,2",264,"0,8",
119,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chair salée,Marseille,Pour l'Angleterre,26,Livres,"0,6",15,"0,6",
120,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chaises de bois,Marseille,Pour l'Angleterre,19,Douzaines,12,228,0,
121,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chaises de jongs ,Marseille,Pour l'Angleterre,3,Douzaines,18,54,0,
122,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chaises de paille,Marseille,Pour l'Angleterre,14,Douzaines,18,252,0,
123,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chandelle,Marseille,Pour l'Angleterre,15484,Livres,"0,45",6967,"0,8",
124,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chanvre peigné,Marseille,Pour l'Angleterre,850,Livres,"0,3",255,0,
125,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,6,Exports,Chapeaux poil et laine,Marseille,Pour l'Angleterre,619,Nombre,4,2476,0,
126,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Charbon de bois,Marseille,Pour l'Angleterre,33425,Livres,"0,015",501,"0,38",
127,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Chataignes,Marseille,Pour l'Angleterre,255,Livres,"0,05",12,"0,75",
128,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Chaux,Marseille,Pour l'Angleterre,10950,Livres,"0,018",197,"0,1",
129,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Chemises,Marseille,Pour l'Angleterre,9,en nombre,6,54,0,
130,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Chemises,Marseille,Pour l'Angleterre,72,en nombre,3,216,0,
131,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cheveux,Marseille,Pour l'Angleterre,7,Onces,"1,5",10,"0,5",
132,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Chevres,Marseille,Pour l'Angleterre,12,Nombre,7,84,0,
133,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Chcolat,Marseille,Pour l'Angleterre,260,Livres,3,780,0,
134,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Citrons,Marseille,Pour l'Angleterre,5446,Nombre,"0,008",43,"0,57",8£ les milles
135,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Citroüilles,Marseille,Pour l'Angleterre,230,Livres,"0,05",11,"0,5",
136,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Clouds de fer,Marseille,Pour l'Angleterre,1244,Livres,"0,2",248,"0,8",
137,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cochons,Marseille,Pour l'Angleterre,11,Nombre,20,220,0,
138,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cochons de lait,Marseille,Pour l'Angleterre,42,Nombre,2,84,0,
139,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Colle,Marseille,Pour l'Angleterre,20,Livres,"0,4",8,0,
140,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cotton filé,Marseille,Pour l'Angleterre,270,Livres,1,270,0,
141,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cotton en laine,Marseille,Pour l'Angleterre,142,Livres,"0,5",71,0,
142,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Couffins de palme,Marseille,Pour l'Angleterre,40,Douzaines,"2,5",100,0,
143,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Couperose verte,Marseille,Pour l'Angleterre,2800,Livres,"0,09",252,0,
144,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Couvertures de laine,Marseille,Pour l'Angleterre,480,en nombre,12,480,5280,"40 douzaines à 12lt pièce, n'a pas multiplié 40 par 12."
145,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cuirs de boeuf tannés,Marseille,Pour l'Angleterre,1,Nombre,36,36,0,Pas de prix à l'unité
146,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cuirs de boeuf tannés,Marseille,Pour l'Angleterre,2302,Livres,"0,3",690,"0,6",
147,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,7,Exports,Cuivre ouvré,Marseille,Pour l'Angleterre,299,Livres,2,598,0,
148,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Dindons ,Marseille,Pour l'Angleterre,407,Nombre,"1,5",610,"0,5",
149,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Dindonneaux,Marseille,Pour l'Angleterre,129,Nombre,"1,25",161,"0,25",
150,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Draperie ordinaire,Marseille,Pour l'Angleterre,154,Livres,4,616,0,
151,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Draperie petite,Marseille,Pour l'Angleterre,"4468,5",Livres,3,13405,"0,5",
152,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Drogueries,Marseille,Pour l'Angleterre,907,Livres,1,907,0,
153,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Eau de fleur d'orange,Marseille,Pour l'Angleterre,"180,75",Livres,"0,5",90,"0,38",180 livres et 12 onces
154,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Eau de la reyne d'Hongrie,Marseille,Pour l'Angleterre,400,Livres,"0,75",300,0,
155,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Eau de vie,Marseille,Pour l'Angleterre,297800,Livres,"0,2",59560,0,
156,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Epicerie,Marseille,Pour l'Angleterre,"251,5",Livres,5,1257,"0,5",
157,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Etoffe de soye,Marseille,Pour l'Angleterre,80,Livres,40,3200,0,
158,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Etuys de carton ,Marseille,Pour l'Angleterre,1,Douzaines,3,3,0,
159,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Farine,Marseille,Pour l'Angleterre,770,Livres,"0,15",115,"0,5",
160,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Fayance,Marseille,Pour l'Angleterre,2722,Livres,"0,5",1361,0,
161,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Fer en barres,Marseille,Pour l'Angleterre,5575,Livres,"0,18",1003,"0,5",
162,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports, fer blanc,Marseille,Pour l'Angleterre,1003,Livres,"0,6",601,"0,8",
163,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Fer ouvré,Marseille,Pour l'Angleterre,30,Livres,"0,2",6,0,
164,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Feves,Marseille,Pour l'Angleterre,6,Charges,12,72,0,
165,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Feves,Marseille,Pour l'Angleterre,25,Livres,"0,01",1,"-0,75",
166,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Figues,Marseille,Pour l'Angleterre,7596,Livres,"0,1",759,"0,6",
167,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Fil a coudre,Marseille,Pour l'Angleterre,"6,5",Livres,2,13,0,
168,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Foin,Marseille,Pour l'Angleterre,3,Charges,5,15,0,
169,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Foin,Marseille,Pour l'Angleterre,88850,Livres,"0,018",1599,"0,3",
170,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Fromage,Marseille,Pour l'Angleterre,319,Livres,"0,2",63,"0,8",
171,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,8,Exports,Fruits fraix,Marseille,Pour l'Angleterre,19675,Livres,"0,1",1967,"0,5",
172,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Grenades fruits ,Marseille,Pour l'Angleterre,2,Douzaines,"0,5",1,0,
173,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Grives,Marseille,Pour l'Angleterre,10,Nombre,"0,2",2,0,
174,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Herbages,Marseille,Pour l'Angleterre,5100,Livres,"0,05",255,0,
175,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Huile de noix,Marseille,Pour l'Angleterre,10,Livres,"0,3",3,0,
176,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Huile d'olive,Marseille,Pour l'Angleterre,1598,Milleroles,40,63920,0,
177,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Huile d'olive,Marseille,Pour l'Angleterre,101,Estimé,,25,,valeur
178,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Indienne,Marseille,Pour l'Angleterre,1189,Pieces,8,9512,0,
179,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Laine surge,Marseille,Pour l'Angleterre,1025,Livres,"0,35",358,"0,75",
180,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Lapins,Marseille,Pour l'Angleterre,6,Douzaines,3,18,0,
181,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Legumes,Marseille,Pour l'Angleterre,8975,Livres,"0,05",448,"0,75",
182,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Librairies,Marseille,Pour l'Angleterre,500,Livres,2,1000,0,
183,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Liege,Marseille,Pour l'Angleterre,400,Livres,"0,15",60,0,
184,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Lievres,Marseille,Pour l'Angleterre,14,Nombre,2,28,0,
185,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Liqueurs a boire,Marseille,Pour l'Angleterre,1600,Livres,"0,75",1200,0,
186,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Lustres de Venise,Marseille,Pour l'Angleterre,850,Livres,"1,5",1275,0,
187,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Marchandises a l'estimation,Marseille,Pour l'Angleterre,,,,7020,,
188,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Muscadade,Marseille,Pour l'Angleterre,"1204,5",Livres,"0,25",301,"0,13",
189,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Matelats,Marseille,Pour l'Angleterre,20,Livres,,5,,Pas de prix à l'unité
190,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Mercerie,Marseille,Pour l'Angleterre,"1335,5",Livres,"3,5",4673,"1,25",
191,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Miel,Marseille,Pour l'Angleterre,3425,Livres,"0,15",513,"0,75",
192,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Morüe seche,Marseille,Pour l'Angleterre,8009,Livres,"0,15",1201,"0,35",
193,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Mouchoirs de coton,Marseille,Pour l'Angleterre,25,Pieces,"0,75",18,"0,75",
194,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,9,Exports,Mousseline,Marseille,Pour l'Angleterre,12,Pieces,50,600,0,
195,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Moutarde,Marseille,Pour l'Angleterre,12,Livres,"0,2",2,"0,4",
196,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Moutons,Marseille,Pour l'Angleterre,861,Nombre,12,10332,0,
197,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Noir de fumée,Marseille,Pour l'Angleterre,650,Livres,"0,4",260,0,
198,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Noisettes,Marseille,Pour l'Angleterre,1042,Livres,"0,05",52,"0,1",
199,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Noix,Marseille,Pour l'Angleterre,575,Livres,"0,05",28,"0,75",
200,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Œufs,Marseille,Pour l'Angleterre,2452,Nombre,"0,038",91,"0,95",
201,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Oignons,Marseille,Pour l'Angleterre,350,Nombre,,1,,Pas de prix à l'unité
202,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Oignons,Marseille,Pour l'Angleterre,2900,Livres,"0,03",87,0,
203,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,10,Exports,Olives,Marseille,Pour l'Angleterre,6300,Livres,"0,15",945,0,
