numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
439,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Prunes brignolles,Marseille,Les Iles françaises de l'amerique,"5125,00",Livres,"0,250","1 281,25","0,00",
440,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Poivre,Marseille,Les Iles françaises de l'amerique,"100,00",Livres,"0,800","80,00","0,00",
441,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Papier,Marseille,Les Iles françaises de l'amerique,"245,00",Cannes,"4,000","980,00","0,00",
442,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Poudre a poudrer,Marseille,Les Iles françaises de l'amerique,"200,00",Livres,"0,180","36,00","0,00",
443,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Plomb,Marseille,Les Iles françaises de l'amerique,"10735,00",Livres,"0,170","1 824,95","0,00",
444,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Quincaille,Marseille,Les Iles françaises de l'amerique,"520,00",Livres,"1,000","520,00","0,00",
445,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Ris,Marseille,Les Iles françaises de l'amerique,"2700,00",Livres,"0,100","270,00","0,00",
446,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Raisins secs,Marseille,Les Iles françaises de l'amerique,"21210,00",Livres,"0,100","2 121,00","0,00",
447,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Saucissons,Marseille,Les Iles françaises de l'amerique,"794,00",Livres,"1,000","794,00","0,00",
448,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Soye a coudre,Marseille,Les Iles françaises de l'amerique,"25,00",Livres,"40,000","1 000,00","0,00",
449,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Servites,Marseille,Les Iles françaises de l'amerique,"9,00",Douzaines,"12,000","108,00","0,00","Lire ""serviettes"""
450,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Savon,Marseille,Les Iles françaises de l'amerique,"182000,00",Livres,"0,190","34 580,00","0,00",
451,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Souliers pour homme,Marseille,Les Iles françaises de l'amerique,"4754,00",Paires,"3,000","14 262,00","0,00",
452,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Souliers pour femme,Marseille,Les Iles françaises de l'amerique,"997,00",Paires,"2,000","1 994,00","0,00",
453,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Souliers pour enfant,Marseille,Les Iles françaises de l'amerique,"550,00",Paires,"1,500","825,00","0,00",
454,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Serrures,Marseille,Les Iles françaises de l'amerique,"24,00",Nombre,"1,500","36,00","0,00",
455,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Ton mariné,Marseille,Les Iles françaises de l'amerique,"132,00",Livres,"0,750","99,00","0,00",
456,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Tafetas,Marseille,Les Iles françaises de l'amerique,"48,00",Pieces,"200,000","9 600,00","0,00",
457,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Toille,Marseille,Les Iles françaises de l'amerique,"25,00",Pieces,"120,000","3 000,00","0,00",
458,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Toille pour chemise a negres,Marseille,Les Iles françaises de l'amerique,"250,00",Pieces,"6,000","1 500,00","0,00",
459,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Vin,Marseille,Les Iles françaises de l'amerique,"16606,00",Millerolles,"6,000","99 636,00","0,00",
460,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,17,1727,Exports,Verres a boire,Marseille,Les Iles françaises de l'amerique,"3054,00",Livres,"1,000","3 054,00","0,00",
