numrodeligne,dataentryby,source,sourcepath,sourectype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
117,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Colle forte,Marseille,Pour l'Angleterre,200,Livres,"0,4",80,0,
118,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Coton filé,Marseille,Pour l'Angleterre,364,Livres,"1,1",400,"0,4",
119,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Coton en laine,Marseille,Pour l'Angleterre,104,Livres,"0,45",46,"0,8",
120,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Chanvre cru,Marseille,Pour l'Angleterre,9750,Livres,"0,18",1755,0,
121,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Chapeaux poil et laine,Marseille,Pour l'Angleterre,8,Douzaines,36,288,0,
122,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Cartes a jouer,Marseille,Pour l'Angleterre,10,Grosses,18,180,0,
123,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Cardes a carder,Marseille,Pour l'Angleterre,20,Paires,3,60,0,
124,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Cardes a carder,Marseille,Pour l'Angleterre,400,Livres,"0,4",160,0,
125,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Couteaux,Marseille,Pour l'Angleterre,5,Grosses,30,150,0,
126,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Cloux de fer,Marseille,Pour l'Angleterre,3200,Livres,"0,2",640,0,
127,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Cuivre ouvré,Marseille,Pour l'Angleterre,162,Livres,"1,6",259,"0,2",
128,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Couffin de palme,Marseille,Pour l'Angleterre,"12,25",Douzaines,3,36,"0,75",
129,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Chaises de paille,Marseille,Pour l'Angleterre,2,Douzaines,18,36,0,
130,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Cercles de bois,Marseille,Pour l'Angleterre,7,Milliers,25,175,0,
131,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,5,1741,Exports,Drogueries,Marseille,Pour l'Angleterre,450,Livres,1,450,0,
132,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Drap londrin,Marseille,Pour l'Angleterre,700,Livres,7,4900,0,
133,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Draperie petite,Marseille,Pour l'Angleterre,1270,Livres,3,3810,0,
134,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Eau de vie,Marseille,Pour l'Angleterre,74200,Livres,"0,2",14840,0,
135,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Epicerie,Marseille,Pour l'Angleterre,300,Livres,6,1800,0,
136,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Etoffe de soye,Marseille,Pour l'Angleterre,500,Livres,40,20000,0,
137,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Etain ouvré,Marseille,Pour l'Angleterre,7761,Livres,"1,25",9701,"0,25",
138,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Epars,Marseille,Pour l'Angleterre,30,Milliers,45,1350,0,
139,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Fayence,Marseille,Pour l'Angleterre,1350,Livres,"0,5",675,0,
140,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Fer blanc,Marseille,Pour l'Angleterre,200,Livres,"0,6",120,0,
141,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Fer en barres,Marseille,Pour l'Angleterre,45550,Livres,"0,18",8199,0,
142,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Fer en plaques,Marseille,Pour l'Angleterre,8000,Livres,"0,15",1200,0,
143,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Graine de chanvre,Marseille,Pour l'Angleterre,300,Livres,"0,15",45,0,
144,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Huile d'olive,Marseille,Pour l'Angleterre,679,Milleroles,60,40740,0,
145,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Jambons,Marseille,Pour l'Angleterre,100,Livres,"0,6",60,0,
146,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Indigo,Marseille,Pour l'Angleterre,1810,Livres,"4,5",8145,0,
147,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Indienne ,Marseille,Pour l'Angleterre,193,pièces,20,3860,0,
148,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Legumes,Marseille,Pour l'Angleterre,10600,Livres,"0,075",795,0,
149,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Liqueur a boire,Marseille,Pour l'Angleterre,350,Livres,"0,75",262,"0,5",
150,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Lin peigné,Marseille,Pour l'Angleterre,495,Livres,1,495,0,
151,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Morue seche,Marseille,Pour l'Angleterre,233700,Livres,"0,15",35055,0,
152,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Miel,Marseille,Pour l'Angleterre,3225,Livres,"0,1",322,"0,5",
153,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Mouchoirs de soye,Marseille,Pour l'Angleterre,3,Douzaines,28,84,0,
154,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Mouchoirs de coton,Marseille,Pour l'Angleterre,2,Pieces,16,32,0,
155,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Mercerie,Marseille,Pour l'Angleterre,1067,Livres,"3,5",3733,"1,5",Arrondi
156,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Noix,Marseille,Pour l'Angleterre,300,Livres,"0,05",15,0,
157,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Noisettes,Marseille,Pour l'Angleterre,8000,Livres,"0,1",800,0,
158,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Ozier,Marseille,Pour l'Angleterre,275,Livres,"0,2",55,0,
159,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Pommes,Marseille,Pour l'Angleterre,7000,Livres,"0,1",700,0,
160,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Prunes,Marseille,Pour l'Angleterre,300,Livres,"0,2",60,0,
161,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Papier,Marseille,Pour l'Angleterre,12,Rames,6,72,0,
162,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Plomb en grenaille,Marseille,Pour l'Angleterre,750,Livres,"0,25",187,"0,5",
163,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Peignes de buys,Marseille,Pour l'Angleterre,15,Grosses,6,90,0,
164,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Pipes a fumer,Marseille,Pour l'Angleterre,130,Grosses,3,390,0,
165,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Planches,Marseille,Pour l'Angleterre,90,Livres,9,810,0,
166,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Raisin secs,Marseille,Pour l'Angleterre,24100,Livres,"0,2",4820,0,
167,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Ris,Marseille,Pour l'Angleterre,1300,Livres,"0,12",156,0,
168,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Sucre en pain,Marseille,Pour l'Angleterre,3050,Livres,"0,7",2135,0,
169,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Saffran,Marseille,Pour l'Angleterre,22,Livres,20,440,0,
170,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Sumac ,Marseille,Pour l'Angleterre,540,Livres,"0,2",108,0,
171,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,6,1741,Exports,Savon blanc,Marseille,Pour l'Angleterre,1200,Livres,"0,3",360,0,
172,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Thon mariné,Marseille,Pour l'Angleterre,100,Livres,"0,9",90,0,
173,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Tabac en feuilles,Marseille,Pour l'Angleterre,26025,Livres,"0,2",5205,0,
174,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Toile d'alemagne,Marseille,Pour l'Angleterre,440,Livres,6,2640,0,
175,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Toile blanche,Marseille,Pour l'Angleterre,1907,Livres,4,7628,0,
176,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Toile crue,Marseille,Pour l'Angleterre,289,Livres,"1,5",433,"0,5",
177,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Toille a voille,Marseille,Pour l'Angleterre,9,Pieces,26,234,0,
178,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Terraille,Marseille,Pour l'Angleterre,3700,Livres,"0,075",277,"0,5",
179,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Vermichel,Marseille,Pour l'Angleterre,158,Livres,"0,2",31,"0,6",
180,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Vitriol,Marseille,Pour l'Angleterre,1164,Livres,"0,55",640,"0,2",
181,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Anchoix,Marseille,Pour le Nord,2789,Livres,"0,5",1394,"0,5",
182,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Amandes,Marseille,Pour le Nord,466271,Livres,"0,2",93254,"0,2",
183,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Ajamis,Marseille,Pour le Nord,75,pièces,6,450,0,
184,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Acier,Marseille,Pour le Nord,7934,Livres,"0,35",2776,"0,9",
185,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Bas de soye,Marseille,Pour le Nord,100,Livres,40,4000,0,
186,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Bas d'estame,Marseille,Pour le Nord,120,Livres,10,1200,0,
187,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Bas de filozelle,Marseille,Pour le Nord,100,Livres,15,1500,0,
188,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Bas et bonnets de coton,Marseille,Pour le Nord,100,Livres,5,500,0,
189,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Confitures,Marseille,Pour le Nord,532,Livres,1,532,0,
190,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Capres,Marseille,Pour le Nord,160700,Livres,"0,22",35354,0,
191,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Cumin,Marseille,Pour le Nord,226825,Livres,"0,17",38560,"0,25",
192,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Caffé de l'amerique,Marseille,Pour le Nord,107711,Livres,"0,5",53855,"0,5",
193,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Caffé de Levant,Marseille,Pour le Nord,1208,Livres,"1,35",1630,"0,8",
194,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Creme de tartre,Marseille,Pour le Nord,12575,Livres,"0,35",4401,"0,25",
195,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Coton filé,Marseille,Pour le Nord,15835,Livres,"1,1",17418,"0,5",
196,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Coton en laine,Marseille,Pour le Nord,25057,Livres,"0,45",11272,"3,65",Erreur d'arrondie?
197,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Chapeaux poil et laine,Marseille,Pour le Nord,44,Douzaines,36,1584,0,
198,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Drogueries,Marseille,Pour le Nord,1946,Livres,1,1946,0,
199,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Demitte,Marseille,Pour le Nord,200,Pieces,"2,5",500,0,
200,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Ecorce d'orange,Marseille,Pour le Nord,2200,Livres,"0,6",1300,20,Erreur d'arrondie?
201,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Eau de vie,Marseille,Pour le Nord,45860,Livres,"0,2",9172,0,
202,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,7,1741,Exports,Eau de la Reyne d'Hongrie,Marseille,Pour le Nord,180,Livres,"0,75",135,0,
203,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,8,1741,Exports,Essence,Marseille,Pour le Nord,2565,Livres,1,2565,0,
204,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,8,1741,Exports,Encens,Marseille,Pour le Nord,5188,Livres,"0,45",2334,"0,6",
205,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,8,1741,Exports,Eponges,Marseille,Pour le Nord,210,Livres,1,210,0,
