numrodeligne,dataentryby,Source,,,Page,Année,Import/Import,Nom Marchandise,Direction,Pays/Région,Quantité,Unité de poids/quantité,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Prix unitaire en  Lt (décimale),Valeur / unité de compte Lt,Valeur / unité de compte Sous,Valeur/ unité de compte Deniers,"Valeur en livres, sous et deniers",Valeur en décimales de livres tournois,Différence,Remarques
630,Pascal Fontaine,Marseille,,,12,1750,Import,Scamonée,Marseille,Italie,"200,00",livres,"6,000",,,"6,00000",1200,,,"1200,00","1 200,00","0,00",
631,Pascal Fontaine,Marseille,,,12,1750,Import,Scies,Marseille,Italie,"261,00",douzaines,"24,000",,,"24,00000",6264,,,"6264,00","6 264,00","0,00",
632,Pascal Fontaine,Marseille,,,12,1750,Import,Sel artique,Marseille,Italie,"5 000,00",livres,,"30,00",,"1,50000",7500,,,"7500,00","7 500,00","0,00",
633,Pascal Fontaine,Marseille,,,12,1750,Import,Sené,Marseille,Italie,"35 589,00",livres,,"25,00",,"1,25000",44486,,,"44486,00","44 486,25","-0,25",
634,Pascal Fontaine,Marseille,,,12,1750,Import,Sirop de capillaire,Marseille,Italie,"200,00",livres,,"20,00",,"1,00000",200,,,"200,00","200,00","0,00",
635,Pascal Fontaine,Marseille,,,12,1750,Import,Sivadille,Marseille,Italie,"600,00",livres,,"25,00",,"1,25000",750,,,"750,00","750,00","0,00",
636,Pascal Fontaine,Marseille,,,12,1750,Import,Soude,Marseille,Italie,"461 200,00",livres,"0,090",,,"0,09000",41508,,,"41508,00","41 508,00","0,00",
637,Pascal Fontaine,Marseille,,,12,1750,Import,Souffre,Marseille,Italie,"835 650,00",livres,,"3,00",,"0,15000",125347,,,"125347,00","125 347,50","-0,50",
638,Pascal Fontaine,Marseille,,,12,1750,Import,Soye,Marseille,Italie,"266 288,00",livres,"12,000",,,"12,00000",3195456,,,"3195456,00","3 195 456,00","0,00",
639,Pascal Fontaine,Marseille,,,12,1750,Import,Sucre terré,Marseille,Italie,"1 460,00",livres,,"8,00",,"0,40000",584,,,"584,00","584,00","0,00",
640,Pascal Fontaine,Marseille,,,12,1750,Import,Sucriers de fayence,Marseille,Italie,"6,00",en nombre,,"40,00",,"2,00000",12,,,"12,00","12,00","0,00",
641,Pascal Fontaine,Marseille,,,12,1750,Import,Suif,Marseille,Italie,"204 926,00",livres,,"8,00",,"0,40000",81970,,,"81970,00","81 970,40","-0,40",
642,Pascal Fontaine,Marseille,,,12,1750,Import,Sumac,Marseille,Italie,"2 800,00",livres,,"5,00",,"0,25000",700,,,"700,00","700,00","0,00",
643,Pascal Fontaine,Marseille,,,12,1750,Import,Tabac,Marseille,Italie,"530,00",livres,,"40,00",,"2,00000",1060,,,"1060,00","1 060,00","0,00",
644,Pascal Fontaine,Marseille,,,12,1750,Import,Tabatieres d'olivier,Marseille,Italie,"1 261,00",livres,,"40,00",,"2,00000",2522,,,"2522,00","2 522,00","0,00",
645,Pascal Fontaine,Marseille,,,12,1750,Import,Tabatieres vernies,Marseille,Italie,"6,00",en nombre,"3,000",,,"3,00000",18,,,"18,00","18,00","0,00",
646,Pascal Fontaine,Marseille,,,12,1750,Import,Tables de marbre,Marseille,Italie,"803,00",pièces,"30,000",,,"30,00000",24090,,,"24090,00","24 090,00","0,00",
647,Pascal Fontaine,Marseille,,,12,1750,Import,Tables de marbre,Marseille,Italie,"150,00",livres,,"5,00",,"0,25000",37,,,"37,00","37,50","-0,50",
648,Pascal Fontaine,Marseille,,,12,1750,Import,Tableaux,Marseille,Italie,"1 338,00",en nombre,"3,000",,,"3,00000",4014,,,"4014,00","4 014,00","0,00",
649,Pascal Fontaine,Marseille,,,12,1750,Import,Talons de bois,Marseille,Italie,"61,00",douzaines,,"20,00",,"1,00000",61,,,"61,00","61,00","0,00",
650,Pascal Fontaine,Marseille,,,12,1750,Import,Tamarin,Marseille,Italie,"1 435,00",livres,,"12,00",,"0,60000",861,,,"861,00","861,00","0,00",
651,Pascal Fontaine,Marseille,,,12,1750,Import,Tapis de laine,Marseille,Italie,"30,00",en nombre,"60,000",,,"60,00000",1800,,,"1800,00","1 800,00","0,00",
652,Pascal Fontaine,Marseille,,,12,1750,Import,Tartre,Marseille,Italie,"147 700,00",livres,"0,240",,,"0,24000",35448,,,"35448,00","35 448,00","0,00",
653,Pascal Fontaine,Marseille,,,12,1750,Import,Tasses de fayence,Marseille,Italie,"3,00",douzaines,"3,000",,,"3,00000",9,,,"9,00","9,00","0,00",
654,Pascal Fontaine,Marseille,,,12,1750,Import,Tayolles,Marseille,Italie,"72,00",pièces,,"20,00",,"1,00000",72,,,"72,00","72,00","0,00",
655,Pascal Fontaine,Marseille,,,12,1750,Import,Terebentine,Marseille,Italie,"5 400,00",livres,,"6,00",,"0,30000",1620,,,"1620,00","1 620,00","0,00",
656,Pascal Fontaine,Marseille,,,12,1750,Import,Terraille,Marseille,Italie,"984 825,00",livres,,"2,00",,"0,10000",98482,,,"98482,00","98 482,50","-0,50",
657,Pascal Fontaine,Marseille,,,12,1750,Import,Terre de posselane,Marseille,Italie,"781 100,00",livres,"0,030",,,"0,03000",23433,,,"23433,00","23 433,00","0,00",
658,Pascal Fontaine,Marseille,,,12,1750,Import,Thé,Marseille,Italie,"665,00",livres,"3,000","10,00",,"3,50000",2327,,,"2327,00","2 327,50","-0,50",
659,Pascal Fontaine,Marseille,,,12,1750,Import,Theriaque,Marseille,Italie,"1 200,00",livres,,"40,00",,"2,00000",2400,,,"2400,00","2 400,00","0,00",
660,Pascal Fontaine,Marseille,,,12,1750,Import,Thon mariné,Marseille,Italie,"1 500,00",livres,,"30,00",,"1,50000",2250,,,"2250,00","2 250,00","0,00",
661,Pascal Fontaine,Marseille,,,12,1750,Import,Thonine,Marseille,Italie,"38 698,00",livres,,"10,00",,"0,50000",19349,,,"19349,00","19 349,00","0,00",
662,Pascal Fontaine,Marseille,,,12,1750,Import,Toille d'Allemagne,Marseille,Italie,"2 100,00",livres,"4,000",,,"4,00000",8400,,,"8400,00","8 400,00","0,00",
663,Pascal Fontaine,Marseille,,,12,1750,Import,Toile d'antioche,Marseille,Italie,"2 085,00",pièces,"12,000",,,"12,00000",25020,,,"25020,00","25 020,00","0,00",
664,Pascal Fontaine,Marseille,,,12,1750,Import,Toile blanche,Marseille,Italie,"5 905,00",livres,"4,000",,,"4,00000",23620,,,"23620,00","23 620,00","0,00",
665,Pascal Fontaine,Marseille,,,12,1750,Import,Toile de cambray,Marseille,Italie,"2 200,00",livres,"40,000",,,"40,00000",88000,,,"88000,00","88 000,00","0,00",
666,Pascal Fontaine,Marseille,,,12,1750,Import,Toile de coton diverses,Marseille,Italie,"44 780,00",livres,"3,000",,,"3,00000",134340,,,"134340,00","134 340,00","0,00",
667,Pascal Fontaine,Marseille,,,12,1750,Import,Toile de crin,Marseille,Italie,"25,00",livres,,"8,00",,"0,40000",10,,,"10,00","10,00","0,00",
668,Pascal Fontaine,Marseille,,,12,1750,Import,Toile d'embalage,Marseille,Italie,"12 550,00",livres,,"12,00",,"0,60000",7530,,,"7530,00","7 530,00","0,00",
669,Pascal Fontaine,Marseille,,,12,1750,Import,Toile de laval,Marseille,Italie,"120,00",livres,"4,000",,,"4,00000",480,,,"480,00","480,00","0,00",
670,Pascal Fontaine,Marseille,,,12,1750,Import,Toile de piemon,Marseille,Italie,"137,00",pièces,"20,000",,,"20,00000",2740,,,"2740,00","2 740,00","0,00",
671,Pascal Fontaine,Marseille,,,12,1750,Import,Tonneaux vuides,Marseille,Italie,"3,00",en nombre,"12,000",,,"12,00000",36,,,"36,00","36,00","0,00",
672,Pascal Fontaine,Marseille,,,12,1750,Import,Treilly,Marseille,Italie,"4 000,00",livres,,"25,00",,"1,25000",5000,,,"5000,00","5 000,00","0,00",
673,Pascal Fontaine,Marseille,,,12,1750,Import,Vacquette,Marseille,Italie,"2 098,00",livres,,"10,00",,"0,50000",1049,,,"1049,00","1 049,00","0,00",
674,Pascal Fontaine,Marseille,,,12,1750,Import,Vanille,Marseille,Italie,"850,00",livres,"20,000",,,"20,00000",17000,,,"17000,00","17 000,00","0,00",
675,Pascal Fontaine,Marseille,,,12,1750,Import,Vases de terre,Marseille,Italie,"2 150,00",livres,,"2,00",,"0,10000",215,,,"215,00","215,00","0,00",
676,Pascal Fontaine,Marseille,,,12,1750,Import,Velours,Marseille,Italie,"1 470,00",pièces,"400,000",,,"400,00000",588000,,,"588000,00","588 000,00","0,00",
677,Pascal Fontaine,Marseille,,,12,1750,Import,Velours,Marseille,Italie,"12,50",livres,"50,000",,,"50,00000",625,,,"625,00","625,00","0,00",
678,Pascal Fontaine,Marseille,,,12,1750,Import,Verdet,Marseille,Italie,"1 430,00",livres,,"16,00",,"0,80000",1144,,,"1144,00","1 144,00","0,00",
679,Pascal Fontaine,Marseille,,,12,1750,Import,Vermichel,Marseille,Italie,"359 289,00",livres,,"4,00",,"0,20000",71857,,,"71857,00","71 857,80","-0,80",
680,Pascal Fontaine,Marseille,,,12,1750,Import,Vermillon,Marseille,Italie,"150,00",livres,"5,000",,,"5,00000",750,,,"750,00","750,00","0,00",
681,Pascal Fontaine,Marseille,,,12,1750,Import,Verres de cristal,Marseille,Italie,"1 100,00",livres,,"40,00",,"2,00000",2200,,,"2200,00","2 200,00","0,00",
682,Pascal Fontaine,Marseille,,,12,1750,Import,Verrunes,Marseille,Italie,"48,00",douzaines,"3,000",,,"3,00000",144,,,"144,00","144,00","0,00",
683,Pascal Fontaine,Marseille,,,12,1750,Import,Vin blanc,Marseille,Italie,"9,00",milleroles,"20,000",,,"20,00000",180,,,"180,00","180,00","0,00",
684,Pascal Fontaine,Marseille,,,12,1750,Import,Vin de chipres,Marseille,Italie,"8,00",milleroles,"90,000",,,"90,00000",720,,,"720,00","720,00","0,00",
685,Pascal Fontaine,Marseille,,,12,1750,Import,Vin d'Espagne,Marseille,Italie,"39,00",milleroles,"9,000",,,"9,00000",351,,,"351,00","351,00","0,00",
686,Pascal Fontaine,Marseille,,,12,1750,Import,Vin Grec,Marseille,Italie,"17,00",milleroles,"50,000",,,"50,00000",850,,,"850,00","850,00","0,00",
687,Pascal Fontaine,Marseille,,,12,1750,Import,Vin muscat,Marseille,Italie,"208,00",milleroles,"50,000",,,"50,00000",10400,,,"10400,00","10 400,00","0,00",
688,Pascal Fontaine,Marseille,,,12,1750,Import,Vitriol de chipre,Marseille,Italie,"1 200,00",livres,,"12,00",,"0,60000",720,,,"720,00","720,00","0,00",
689,Pascal Fontaine,Marseille,,,12,1750,Import,Yeux d'ecrevisse,Marseille,Italie,"86,00",livres,,"25,00",,"1,25000",107,,,"107,00","107,50","-0,50",
690,Pascal Fontaine,Marseille,,,12,1750,Import,Acier,Marseille,Levant,"4 800,00",livres,,"7,00",,"0,35000",1680,,,"1680,00","1 680,00","0,00",
691,Pascal Fontaine,Marseille,,,12,1750,Import,Agaric,Marseille,Levant,"16 260,00",livres,,"20,00",,"1,00000",16260,,,"16260,00","16 260,00","0,00",
692,Pascal Fontaine,Marseille,,,12,1750,Import,Ajamis,Marseille,Levant,"80 860,00",pièces,"9,000",,,"9,00000",727740,,,"727740,00","727 740,00","0,00",
693,Pascal Fontaine,Marseille,,,13,1750,Import,Ajamis,Marseille,Levant,"19 180,00",livres,,"40,00",,"2,00000",38360,,,"38360,00","38 360,00","0,00",
694,Pascal Fontaine,Marseille,,,13,1750,Import,Alaya,Marseille,Levant,"3 697,00",pièces,"4,000",,,"4,00000",14788,,,"14788,00","14 788,00","0,00",
695,Pascal Fontaine,Marseille,,,13,1750,Import,Amandes cassées,Marseille,Levant,"247 997,00",livres,,"4,00",,"0,20000",49599,,,"49599,00","49 599,40","-0,40",
696,Pascal Fontaine,Marseille,,,13,1750,Import,Anis,Marseille,Levant,"1 030,00",livres,,"4,00",,"0,20000",206,,,"206,00","206,00","0,00",
697,Pascal Fontaine,Marseille,,,13,1750,Import,Bas de coton,Marseille,Levant,"15 490,00",livres,"6,000",,,"6,00000",92940,,,"92940,00","92 940,00","0,00",
698,Pascal Fontaine,Marseille,,,13,1750,Import,Batanonis,Marseille,Levant,"10 106,00",pièces,"4,000",,,"4,00000",40424,,,"40424,00","40 424,00","0,00",
699,Pascal Fontaine,Marseille,,,13,1750,Import,Baume de la mecque,Marseille,Levant,"150,00",livres,"6,000",,,"6,00000",900,,,"900,00","900,00","0,00",
700,Pascal Fontaine,Marseille,,,13,1750,Import,Benjoin,Marseille,Levant,"400,00",livres,"2,000","10,00",,"2,50000",1000,,,"1000,00","1 000,00","0,00",
701,Pascal Fontaine,Marseille,,,13,1750,Import,Bled froment,Marseille,Levant,"53 776,00",charges,"25,000",,,"25,00000",1344400,,,"1344400,00","1 344 400,00","0,00",
702,Pascal Fontaine,Marseille,,,13,1750,Import,Bois de campeche,Marseille,Levant,"12 500,00",livres,,"3,00",,"0,15000",1875,,,"1875,00","1 875,00","0,00",
703,Pascal Fontaine,Marseille,,,13,1750,Import,Bonnets de coton,Marseille,Levant,"120,00",douzaines,"5,000","10,00",,"5,50000",660,,,"660,00","660,00","0,00",
704,Pascal Fontaine,Marseille,,,13,1750,Import,Bonnets de laine,Marseille,Levant,"73,00",douzaines,"30,000",,,"30,00000",2190,,,"2190,00","2 190,00","0,00",
705,Pascal Fontaine,Marseille,,,13,1750,Import,Bours de coton,Marseille,Levant,"250,00",pièces,"6,000",,,"6,00000",1500,,,"1500,00","1 500,00","0,00",
706,Pascal Fontaine,Marseille,,,13,1750,Import,Bours de Damas,Marseille,Levant,"787,00",pièces,"35,000",,,"35,00000",27545,,,"27545,00","27 545,00","0,00",
707,Pascal Fontaine,Marseille,,,13,1750,Import,Bours fil et coton,Marseille,Levant,"5 315,00",pièces,"5,000",,,"5,00000",26575,,,"26575,00","26 575,00","0,00",
708,Pascal Fontaine,Marseille,,,13,1750,Import,Bours en soye,Marseille,Levant,"2 666,00",pièces,"20,000",,,"20,00000",53320,,,"53320,00","53 320,00","0,00",
709,Pascal Fontaine,Marseille,,,13,1750,Import,Boucassins,Marseille,Levant,"350,00",pièces,"5,000",,,"5,00000",1750,,,"1750,00","1 750,00","0,00",
710,Pascal Fontaine,Marseille,,,13,1750,Import,Bourdes,Marseille,Levant,"147 600,00",livres,"0,080",,,"0,08000",11808,,,"11808,00","11 808,00","0,00",
711,Pascal Fontaine,Marseille,,,13,1750,Import,Bouteilles de verre,Marseille,Levant,"14 000,00",livres,,"4,00",,"0,20000",2800,,,"2800,00","2 800,00","0,00",
712,Pascal Fontaine,Marseille,,,13,1750,Import,Brosses,Marseille,Levant,"5,00",douzaines,"3,000",,,"3,00000",15,,,"15,00","15,00","0,00",
713,Pascal Fontaine,Marseille,,,13,1750,Import,Cacao,Marseille,Levant,"100,00",livres,,"28,00",,"1,40000",140,,,"140,00","140,00","0,00",
714,Pascal Fontaine,Marseille,,,13,1750,Import,Caffé du levant,Marseille,Levant,"220 020,00",livres,,"30,00",,"1,50000",330030,,,"330030,00","330 030,00","0,00",
715,Pascal Fontaine,Marseille,,,13,1750,Import,Caffetieres,Marseille,Levant,"3 111,00",pièces,"3,000",,,"3,00000",9333,,,"9333,00","9 333,00","0,00",
716,Pascal Fontaine,Marseille,,,13,1750,Import,Canelle,Marseille,Levant,"2 500,00",livres,"6,000",,,"6,00000",15000,,,"15000,00","15 000,00","0,00",
717,Pascal Fontaine,Marseille,,,13,1750,Import,Capots,Marseille,Levant,"3 726,00",pièces,"9,000",,,"9,00000",33534,,,"33534,00","33 534,00","0,00",
718,Pascal Fontaine,Marseille,,,13,1750,Import,Capres,Marseille,Levant,"9 600,00",livres,"0,220",,,"0,22000",2112,,,"2112,00","2 112,00","0,00",
719,Pascal Fontaine,Marseille,,,13,1750,Import,Cardes vieilles,Marseille,Levant,"114,00",paires,"2,000","10,00",,"2,50000",285,,,"285,00","285,00","0,00",
720,Pascal Fontaine,Marseille,,,13,1750,Import,Cendres communes,Marseille,Levant,"3 173 200,00",livres,"0,080",,,"0,08000",253856,,,"253856,00","253 856,00","0,00",
721,Pascal Fontaine,Marseille,,,13,1750,Import,Chanvre cru,Marseille,Levant,"273 975,00",livres,"0,080",,,"0,08000",21918,,,"21918,00","21 918,00","0,00",
722,Pascal Fontaine,Marseille,,,13,1750,Import,Chevaux,Marseille,Levant,"3,00",en nombre,"300,000",,,"300,00000",900,,,"900,00","900,00","0,00",
723,Pascal Fontaine,Marseille,,,13,1750,Import,Cidre,Marseille,Levant,"2 500,00",livres,,"3,00",,"0,15000",375,,,"375,00","375,00","0,00",
724,Pascal Fontaine,Marseille,,,13,1750,Import,Cire blanche,Marseille,Levant,"1 800,00",livres,,"36,00",,"1,80000",3240,,,"3240,00","3 240,00","0,00",
725,Pascal Fontaine,Marseille,,,13,1750,Import,Cire jaune,Marseille,Levant,"839 486,00",livres,,"27,00",,"1,35000",1133306,,,"1133306,00","1 133 306,10","-0,10",
726,Pascal Fontaine,Marseille,,,13,1750,Import,Cocons de soye,Marseille,Levant,"6 294,00",livres,,"33,00",,"1,65000",10385,,,"10385,00","10 385,10","-0,10",
727,Pascal Fontaine,Marseille,,,13,1750,Import,Confitures,Marseille,Levant,"300,00",livres,,"20,00",,"1,00000",300,,,"300,00","300,00","0,00",
728,Pascal Fontaine,Marseille,,,13,1750,Import,Corail,Marseille,Levant,"14 849,00",livres,"4,000",,,"4,00000",59396,,,"59396,00","59 396,00","0,00",
729,Pascal Fontaine,Marseille,,,13,1750,Import,Cordages de chanvre,Marseille,Levant,"3 000,00",livres,,"6,00",,"0,30000",900,,,"900,00","900,00","0,00",
730,Pascal Fontaine,Marseille,,,13,1750,Import,Corde a boyaux,Marseille,Levant,"800,00",livres,"20,000",,,"20,00000",16000,,,"16000,00","16 000,00","0,00",
731,Pascal Fontaine,Marseille,,,13,1750,Import,Cornes de mouton,Marseille,Levant,"7 000,00",paires,,"1,00",,"0,05000",350,,,"350,00","350,00","0,00",
732,Pascal Fontaine,Marseille,,,13,1750,Import,Coton filé,Marseille,Levant,"2 253 920,00",livres,,"30,00",,"1,50000",3380880,,,"3380880,00","3 380 880,00","0,00",
733,Pascal Fontaine,Marseille,,,13,1750,Import,Coton en laine,Marseille,Levant,"2 320 061,00",livres,,"20,00",,"1,00000",2320061,,,"2320061,00","2 320 061,00","0,00",
734,Pascal Fontaine,Marseille,,,13,1750,Import,Courdouan,Marseille,Levant,"492,00",peaux,,"40,00",,"2,00000",984,,,"984,00","984,00","0,00",
735,Pascal Fontaine,Marseille,,,13,1750,Import,Courdouan,Marseille,Levant,"7 800,00",livres,,"25,00",,"1,25000",9750,,,"9750,00","9 750,00","0,00",
736,Pascal Fontaine,Marseille,,,13,1750,Import,Couvertures fil et coton,Marseille,Levant,"110,00",en nombre,"12,000",,,"12,00000",1320,,,"1320,00","1 320,00","0,00",
737,Pascal Fontaine,Marseille,,,13,1750,Import,Couvertures fil et coton,Marseille,Levant,"2 200,00",livres,,"40,00",,"2,00000",4400,,,"4400,00","4 400,00","0,00",
738,Pascal Fontaine,Marseille,,,13,1750,Import,Craye,Marseille,Levant,"600,00",livres,,"1,00",,"0,05000",30,,,"30,00","30,00","0,00",
739,Pascal Fontaine,Marseille,,,13,1750,Import,Crin de cheval,Marseille,Levant,"13 323,00",livres,,"12,00",,"0,60000",7993,,,"7993,00","7 993,80","-0,80",
740,Pascal Fontaine,Marseille,,,13,1750,Import,Cuirs de bœuf en poil,Marseille,Levant,"91 241,00",en nombre,"14,000",,,"14,00000",1277374,,,"1277374,00","1 277 374,00","0,00",
741,Pascal Fontaine,Marseille,,,13,1750,Import,Cuivre tangoul,Marseille,Levant,"438 237,00",livres,,"18,00",,"0,90000",394413,,,"394413,00","394 413,30","-0,30",
742,Pascal Fontaine,Marseille,,,13,1750,Import,Cuivre vieux,Marseille,Levant,"14 048,00",livres,,"20,00",,"1,00000",14048,,,"14048,00","14 048,00","0,00",
743,Pascal Fontaine,Marseille,,,13,1750,Import,Cumin,Marseille,Levant,"6 940,00",livres,"0,180",,,"0,18000",1249,,,"1249,00","1 249,20","-0,20",
744,Pascal Fontaine,Marseille,,,13,1750,Import,Dattes,Marseille,Levant,"36 645,00",livres,,"5,00",,"0,25000",9161,,,"9161,00","9 161,25","-0,25",
745,Pascal Fontaine,Marseille,,,13,1750,Import,Demittes,Marseille,Levant,"9 819,00",pièces,"3,000",,,"3,00000",29457,,,"29457,00","29 457,00","0,00",
746,Pascal Fontaine,Marseille,,,13,1750,Import,Eau de fleur d'orange,Marseille,Levant,"2 780,00",livres,,"10,00",,"0,50000",1390,,,"1390,00","1 390,00","0,00",
747,Pascal Fontaine,Marseille,,,13,1750,Import,Eau de Naples,Marseille,Levant,"1 650,00",livres,,"15,00",,"0,75000",1237,,,"1237,00","1 237,50","-0,50",
748,Pascal Fontaine,Marseille,,,13,1750,Import,Encens,Marseille,Levant,"95 742,00",livres,,"16,00",,"0,80000",76593,,,"76593,00","76 593,60","-0,60",
749,Pascal Fontaine,Marseille,,,13,1750,Import,Eponges,Marseille,Levant,"69 014,00",livres,,"20,00",,"1,00000",69014,,,"69014,00","69 014,00","0,00",
750,Pascal Fontaine,Marseille,,,13,1750,Import,Escamittes,Marseille,Levant,"2 134,00",pièces,"3,000",,,"3,00000",6402,,,"6402,00","6 402,00","0,00",
751,Pascal Fontaine,Marseille,,,13,1750,Import,Escayolle,Marseille,Levant,"372 883,00",livres,,"3,00",,"0,15000",55932,,,"55932,00","55 932,45","-0,45",
752,Pascal Fontaine,Marseille,,,13,1750,Import,Esprit de Bergamotte,Marseille,Levant,"600,00",livres,,"30,00",,"1,50000",900,,,"900,00","900,00","0,00",
753,Pascal Fontaine,Marseille,,,13,1750,Import,Estrasse de soye,Marseille,Levant,"1 093,00",livres,,"12,00",,"0,60000",655,,,"655,00","655,80","-0,80",
754,Pascal Fontaine,Marseille,,,13,1750,Import,Etoffes de soye,Marseille,Levant,"520,00",livres,"40,000",,,"40,00000",20800,,,"20800,00","20 800,00","0,00",
755,Pascal Fontaine,Marseille,,,14,1750,Import,Etoupes de chanvre,Marseille,Levant,"750,00",livres,"0,100",,,"0,10000",75,,,"75,00","75,00","0,00",
756,Pascal Fontaine,Marseille,,,14,1750,Import,Etoupes de soye,Marseille,Levant,"15 815,00",livres,,"20,00",,"1,00000",15815,,,"15815,00","15 815,00","0,00",
757,Pascal Fontaine,Marseille,,,14,1750,Import,Eventails,Marseille,Levant,"100,00",livres,"8,000",,,"8,00000",800,,,"800,00","800,00","0,00",
758,Pascal Fontaine,Marseille,,,14,1750,Import,Euphorbe,Marseille,Levant,"6 033,00",livres,"0,150",,,"0,15000",904,,,"904,00","904,95","-0,95",
759,Pascal Fontaine,Marseille,,,14,1750,Import,Feves,Marseille,Levant,"643,00",charges,"10,000",,,"10,00000",6430,,,"6430,00","6 430,00","0,00",
760,Pascal Fontaine,Marseille,,,14,1750,Import,Ficelle,Marseille,Levant,"3 800,00",livres,,"10,00",,"0,50000",1900,,,"1900,00","1 900,00","0,00",
761,Pascal Fontaine,Marseille,,,14,1750,Import,Fil de chevre,Marseille,Levant,"521 377,00",livres,"4,000",,,"4,00000",2085508,,,"2085508,00","2 085 508,00","0,00",
762,Pascal Fontaine,Marseille,,,14,1750,Import,Fleurs de Dictam,Marseille,Levant,"1 067,00",livres,,"6,00",,"0,30000",320,,,"320,00","320,10","-0,10",
763,Pascal Fontaine,Marseille,,,14,1750,Import,Fourneaux de briques,Marseille,Levant,"830,00",pièces,,"35,00",,"1,75000",1452,,,"1452,00","1 452,50","-0,50",
764,Pascal Fontaine,Marseille,,,14,1750,Import,Fourrures de soye,Marseille,Levant,"5 162,00",livres,,"30,00",,"1,50000",7743,,,"7743,00","7 743,00","0,00",
765,Pascal Fontaine,Marseille,,,14,1750,Import,Fromage,Marseille,Levant,"284 294,00",livres,,"6,00",,"0,30000",85288,,,"85288,00","85 288,20","-0,20",
766,Pascal Fontaine,Marseille,,,14,1750,Import,Galles du Levant,Marseille,Levant,"705 843,00",livres,,"10,00",,"0,50000",352921,,,"352921,00","352 921,50","-0,50",
767,Pascal Fontaine,Marseille,,,14,1750,Import,Gomme adragan,Marseille,Levant,"18 806,00",livres,,"20,00",,"1,00000",18806,,,"18806,00","18 806,00","0,00",
768,Pascal Fontaine,Marseille,,,14,1750,Import,Gomme arabique,Marseille,Levant,"33 443,00",livres,,"7,00",,"0,35000",11705,,,"11705,00","11 705,05","-0,05",
769,Pascal Fontaine,Marseille,,,14,1750,Import,Gomme sandarac,Marseille,Levant,"147 466,00",livres,,"20,00",,"1,00000",147466,,,"147466,00","147 466,00","0,00",
770,Pascal Fontaine,Marseille,,,14,1750,Import,Gomme senegal,Marseille,Levant,"1 937,00",livres,,"10,00",,"0,50000",968,,,"968,00","968,50","-0,50",
771,Pascal Fontaine,Marseille,,,14,1750,Import,Gomme thurique,Marseille,Levant,"20 340,00",livres,,"6,00",,"0,30000",6102,,,"6102,00","6 102,00","0,00",
772,Pascal Fontaine,Marseille,,,14,1750,Import,Garbeau de cire,Marseille,Levant,"250,00",livres,,"10,00",,"0,50000",125,,,"125,00","125,00","0,00",
773,Pascal Fontaine,Marseille,,,14,1750,Import,Garbeau de corail,Marseille,Levant,"866,00",livres,,"10,00",,"0,50000",433,,,"433,00","433,00","0,00",
774,Pascal Fontaine,Marseille,,,14,1750,Import,Grabeau d'encens,Marseille,Levant,"117 887,00",livres,,"3,00",,"0,15000",17683,,,"17683,00","17 683,05","-0,05",
775,Pascal Fontaine,Marseille,,,14,1750,Import,Grabeau de gomme,Marseille,Levant,"300,00",livres,,"2,00",,"0,10000",30,,,"30,00","30,00","0,00",
776,Pascal Fontaine,Marseille,,,14,1750,Import,Grabeau de sené,Marseille,Levant,"12 671,00",livres,,"13,00",,"0,65000",8236,,,"8236,00","8 236,15","-0,15",
777,Pascal Fontaine,Marseille,,,14,1750,Import,Graine pour teinture,Marseille,Levant,"200,00",livres,,"10,00",,"0,50000",100,,,"100,00","100,00","0,00",
778,Pascal Fontaine,Marseille,,,14,1750,Import,Hermodates,Marseille,Levant,"630,00",livres,,"6,00",,"0,30000",189,,,"189,00","189,00","0,00",
779,Pascal Fontaine,Marseille,,,14,1750,Import,Huile de lin,Marseille,Levant,"62 387,00",livres,,"6,00",,"0,30000",18716,,,"18716,00","18 716,10","-0,10",
780,Pascal Fontaine,Marseille,,,14,1750,Import,Huile d'olive,Marseille,Levant,"56 032,00",milleroles,"40,000",,,"40,00000",2241280,,,"2241280,00","2 241 280,00","0,00",
781,Pascal Fontaine,Marseille,,,14,1750,Import,Huile petrolle,Marseille,Levant,"500,00",livres,,"40,00",,"2,00000",1000,,,"1000,00","1 000,00","0,00",
782,Pascal Fontaine,Marseille,,,14,1750,Import,Indiennes,Marseille,Levant,"22 147,00",pièces,"12,000",,,"12,00000",265764,,,"265764,00","265 764,00","0,00",
783,Pascal Fontaine,Marseille,,,14,1750,Import,Iris,Marseille,Levant,"2 696,00",livres,,"15,00",,"0,75000",2022,,,"2022,00","2 022,00","0,00",
784,Pascal Fontaine,Marseille,,,14,1750,Import,Jus de reglisse,Marseille,Levant,"364,00",livres,,"7,00",,"0,35000",127,,,"127,00","127,40","-0,40",
785,Pascal Fontaine,Marseille,,,14,1750,Import,Laine de chevron,Marseille,Levant,"327 523,00",livres,,"30,00",,"1,50000",491284,,,"491284,00","491 284,50","-0,50",
786,Pascal Fontaine,Marseille,,,14,1750,Import,Laine lavée,Marseille,Levant,"437 958,00",livres,,"22,00",,"1,10000",481753,,,"481753,00","481 753,80","-0,80",
787,Pascal Fontaine,Marseille,,,14,1750,Import,Laine de Sigovie,Marseille,Levant,"82 140,00",livres,,"32,00",,"1,60000",131424,,,"131424,00","131 424,00","0,00",
