line_number,source_type,year,customs_region,customs_office,partner,exports_imports,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,customs_office,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
522,Local,1733,Nantes,,Guinée,Exports,Caffé  ,,,,,300,livres,0.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,"Le bon prix est 16 sous la livre, donc erreur de calcul : j’enlève la valeur 2400 . Le reste est raisonnable",,,,,,,,,,
523,Local,1733,Nantes,,Guinée,Exports,Corail ouvré,,,,,278.75,livres,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (2855),,,,,,,,,,
524,Local,1733,Nantes,,Guinée,Exports,Cauris,,,185920,,218730,livres,0.85,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
525,Local,1733,Nantes,,Guinée,Exports,Contrebrodé,,,902,,365,livres,2.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
526,Local,1733,Nantes,,Guinée,Exports,Couty,,,2374,,1187,livres,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
527,Local,1733,Nantes,,Guinée,Exports,Chapeaux de castor,,,108,,6,en nombre,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
528,Local,1733,Nantes,,Guinée,Exports,Chapeaux à negres,,,960,,48,douzaines,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
529,Local,1733,Nantes,,Guinée,Exports,Cordage,,,11546,,50200,livres,0.23,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
530,Local,1733,Nantes,,Guinée,Exports,Chandelle,,,79,,240,livres,0.33,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
531,Local,1733,Nantes,,Guinée,Exports,Cuivre rouge ouvré,,,896,,560,livres,1.6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
532,Local,1733,Nantes,,Guinée,Exports,Couteaux communs,,,1794,,1196,douzaines,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
533,Local,1733,Nantes,,Guinée,Exports,Cercles à tonneaux,,,240,,20,fournitures,12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
534,Local,1733,Nantes,,Guinée,Exports,Draps de lit vieux,,,130,,130,en nombre,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
535,Local,1733,Nantes,,Guinée,Exports,Eau de vie,,,106240,,1328,barriques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
536,Local,1733,Nantes,,Guinée,Exports,Etoffes diverses des Indes,,,218260,,10913,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
537,Local,1733,Nantes,,Guinée,Exports,Etain ouvré,,,,,350,livres,1.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (735),,,,,,,,,,
538,Local,1733,Nantes,,Guinée,Exports,Fèves,,,5120,,64,tonneaux,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
539,Local,1733,Nantes,,Guinée,Exports,Farine  ,,,13,,146,barils,0.09,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
540,Local,1733,Nantes,,Guinée,Exports,Fusil de maistre,,,300,,10,en nombre,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
541,Local,1733,Nantes,,Guinée,Exports,Fusils de boucaniers,,,23730,,3955,pièces,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
542,Local,1733,Nantes,,Guinée,Exports,Ferrements,,,1080,,1200,pièces,0.9,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
543,Local,1733,Nantes,,Guinée,Exports,Fer en barres,,,70650,,47100,livres,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
544,Local,1733,Nantes,,Guinée,Exports,Gruau,,,,,2,quarts ,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (18),,,,,,,,,,
545,Local,1733,Nantes,,Guinée,Exports,Guinée blanche,,,800,,20,pièces,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
546,Local,1733,Nantes,,Guinée,Exports,Gaudron,,,80,,5,barils,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
547,Local,1733,Nantes,,Guinée,Exports,Huile d'olive,,,35,,100,livres,0.35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
548,Local,1733,Nantes,,Guinée,Exports,Huile de poisson,,,37,,150,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
549,Local,1733,Nantes,,Guinée,Exports,Jambon,,,300,,600,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
550,Local,1733,Nantes,,Guinée,Exports,Lard,,,1088,,6800,livres,0.16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
551,Local,1733,Nantes,,Guinée,Exports,Liqueurs à boire,,,160,,40,veltes,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
552,Local,1733,Nantes,,Guinée,Exports,Meubles,,,8190,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
553,Local,1733,Nantes,,Guinée,Exports,Mercerie  ,,,300,,50,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
554,Local,1733,Nantes,,Guinée,Exports,Mouchoir des Indes,,,150,,3,pièces,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
555,Local,1733,Nantes,,Guinée,Exports,Mèches,,,21,,300,livres,0.07,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
556,Local,1733,Nantes,,Guinée,Exports,Marmites de fer,,,1940,,9700,livres,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
557,Local,1733,Nantes,,Guinée,Exports,Pois,,,20,,1,barriques,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
558,Local,1733,Nantes,,Guinée,Exports,Platille,,,55905,,11181,pièces,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
559,Local,1733,Nantes,,Guinée,Exports,Plomb en grenaille,,,104,,400,livres,0.26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
560,Local,1733,Nantes,,Guinée,Exports,Pipes à fumer,,,2804,,1402,grosses,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
561,Local,1733,Nantes,,Guinée,Exports,Pierres à fusils,,,1.5,,184,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
562,Local,1733,Nantes,,Guinée,Exports,Pipes vuides,,,19,,190,pièces,0.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
563,Local,1733,Nantes,,Guinée,Exports,Ozier,,,,,2,bariques,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (18),,,,,,,,,,
564,Local,1733,Nantes,,Guinée,Exports,Rassade,,,580,,290,livres,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
565,Local,1733,Nantes,,Guinée,Exports,Siamoise,,,400,,20,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
566,Local,1733,Nantes,,Guinée,Exports,Sabres,,,125,,50,pièces,2.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
567,Local,1733,Nantes,,Guinée,Exports,Suif,,,240,,800,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
568,Local,1733,Nantes,,Guinée,Exports,Thé,,,,,50,livres,3.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (210),,,,,,,,,,
569,Local,1733,Nantes,,Guinée,Exports,Tabac filé,,,225,,300,livres,0.75,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
570,Local,1733,Nantes,,Guinée,Exports,Toile de coton,,,1692,,94,pièces,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,15,,,,,Thasectra,,,,,,,,,,,,
571,Local,1733,Nantes,,Guinée,Exports,Toile de Bretagne,,,800,,200,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
572,Local,1733,Nantes,,Guinée,Exports,Vin de Bordeaux,,,12000,,40,tonneaux,300,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
573,Local,1733,Nantes,,Guinée,Exports,Vin d'amon,,,600,,3,tonneaux,200,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
574,Local,1733,Nantes,,Guinée,Exports,Vin nantois,,,5100,,51,tonneaux,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
575,Local,1733,Nantes,,Guinée,Exports,Vaisselle d'argent,,,,,49,marcs,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (4450),,,,,,,,,,
576,Local,1733,Nantes,,Guinée,Exports,Verres à boire,,,300,,300,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
577,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Anchois,,,312,,312,pots,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
578,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Avoine,,,250,,5,tonneaux,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
579,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Amandes cassées,,,840,,2400,livres,0.35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
580,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Armoires de noyer,,,50,,1,estimée,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
581,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Acier,,,168,,600,livres,0.28,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
582,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ancres de fer,,,288,,1200,livres,0.24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
583,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ardoises,,,,,774,milliers,14,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
584,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bœuf salé d'Irlande,,,451044,,20502,barils,22,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
585,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bœuf salé du pays,,,,,1500,livres,0.21,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (10),,,,,,,,,,
586,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Beurre salé,,,59175,,236700,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
587,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bierre,,,432,,18,bariques,24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
588,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bray gras,,,572,,26,barils,22,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
589,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bray sec,,,1816,,22700,livres,0.08,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
590,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bazin ,,,2100,,70,pièces,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
591,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bazin ,,,10860,,1810,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
592,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bas de soye ,,,38385,,853,livres,45,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
593,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bas de laine,,,1000,,100,livres,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
594,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bas de fil,,,500,,100,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
595,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Boutons de fil or et argent,,,1120,,16,livres,70,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
596,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Boutons d'argent sur bois,,,1590,,53,livres,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
597,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bottes de cuir,,,120,,6,paires,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
598,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bottines,,,196,,28,paires,7,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
599,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bougies de cire blanche,,,,,3430,livres,1.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (3868),,,,,,,,,,
600,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bouteilles de verre clissées de quatre pots chacune,,,,,100,pièces,0.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (4000),,,,,,,,,,
601,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Bouteilles de verre communes,,,,,500,en nombre,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (10000),,,,,,,,,,
602,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Boulets de canon,,,39,,300,en nombre,0.13,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
603,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Briques,,,,,116,milliers,13,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (14),,,,,,,,,,
604,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Barriques à eau,,,1336,,167,pièces,8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
605,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Confitures,,,304,,380,livres,0.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
606,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Camelos de laine,,,4032,,2310,aunes,1.75,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
607,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Camelos sur soie ,,,840,,240,aunes,3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
608,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Calamandre,,,,,180,aunes,1.75,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,Je suppose encore une erreur de calcul et j’enlève la valeur (6300),,,,,,,,,,
609,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cotonnade,,,1650,,600,aunes,2.75,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,16,,,,,Thasectra,,,,,,,,,,,,
610,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chapeaux de castor,,,61552,,3419,pièces,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
611,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chapeaux demy castor,,,4716,,524,pièces,9,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
612,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chapeaux de vigogne,,,120,,24,pièces,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
613,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chapeaux communs,,,216,,6,douzaines,36,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
614,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chapeaux à nègres,,,1980,,99,douzaines,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
615,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chapeaux castor bordés d'argent,,,1260,,42,pièces,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
616,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cuir tanné,,,120,,200,livres,0.6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
617,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cartes à jouer,,,3880,,3880,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
618,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cordages,,,66114,,275600,livres,0.24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
619,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cabrouëts monté,,,150,,1,en nombre,150,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
620,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Commeodes de noyer,,,60,,1,en nombre,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
621,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chaises de commodités,,,8,,6,en nombre,1.3333333,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
622,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Caves garnies de 9 flacons,,,756,,108,pièces,7,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
623,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chaises de paille,,,3780,,378,douzaines,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
624,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cercles à tonneaux,,,17810,,1781,fournitures,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
625,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cabarets vernis,,,130,,25,pièces,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
626,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cierges de cire blanche,,,,,700,livres,1.7,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (23800),,,,,,,,,,
627,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chandelles,,,,,85100,livres,0.36,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (20636),,,,,,,,,,
628,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cuivre ouvré,,,107610,,71740,livres,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
629,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cuivre en rosette,,,900,,600,livres,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
630,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Clouds dorés,,,24,,2,milliers,12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
631,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Clouds de fer,,,60243,,240975,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
632,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chaudières de fer,,,,,24,pièces,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (300),,,,,,,,,,
633,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Chaudières de fer,,,4125,,16500,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
634,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Canons de fer,,,900,,6,pièces,150,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
635,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Cristaux,,,600,,250,livres,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
636,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Carreaux de terre,,,,,721,milliers,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (4336),,,,,,,,,,
637,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Charbon de terre,,,750,,75,bariques,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
638,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Charbon de bois,,,6,,1,bariques,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
639,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Dorure fine,,,27552,,246,livres,112,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
640,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Drap écarlate,,,13000,,500,aunes,26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
641,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Drap de Sedan,,,6480,,324,aunes,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
642,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,"Drap de laine, fin",,,81936,,4552,aunes,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
643,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Drap commun de Lion,,,15760,,3940,aunes,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
644,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Dauphine ,,,80,,80,aunes,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
645,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Draperie petite,,,5100,,3400,aunes,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
646,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Dentelle du Havre,,,6000,,1000,aunes,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
647,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Dentelle du Havre,,,10800,,30,livres,360,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
