numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
65,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; divers,Empreur,6337,,5064776,,37598,,,,0
65,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Barbarie,32840,3284,140475879,livres,5807956,,,0,0
66,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; divers,Pologne,3754,,5064776,,37598,,,,0
66,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Levant,923270,91327,140475879,livres,5807956,,,0,0
67,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; divers,Suisse,3283,,5064776,,37598,,,,0
67,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Angleterre,132839,13754,140475879,livres,5807956,,,0,0
68,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; divers,Sardaigne,5472,,5064776,,37598,,,,0
68,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Hollande,96666,9917,140475879,livres,5807956,,,0,0
69,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; agneaux,?,5472,,5064776,,5472,,,,0
69,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Ville anslatique,1891542,198523,140475879,livres,5807956,,,0,0
70,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; bœufs,Espagne,271970,1986,5064776,en nombre,1391796,,,,0
70,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,emperend,80168,7263,140475879,livres,5807956,,,0,0
71,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; bœufs,Sardaigne,105140,1000,5064776,en nombre,1391796,,,,0
71,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Pologne,580838,60613,140475879,livres,5807956,,,0,0
72,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; bœufs,Angleterre,22250,125,5064776,en nombre,1391796,,,,0
72,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Suisse,1059657,110812,140475879,livres,5807956,,,0,0
73,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; bœufs,Empreur,10082,38,5064776,en nombre,1391796,,,,0
73,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Danemark,121540,12829,140475879,livres,5807956,,,0,0
74,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; bœufs,Suisse,436950,2117,5064776,en nombre,1391796,,,,0
74,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Suede,243952,25292,140475879,livres,5807956,,,0,0
75,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; bœufs,Pologne,545404,3430,5064776,en nombre,1391796,,,,0
75,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Prusse,131204,14556,140475879,livres,5807956,,,0,0
76,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; chevres et boucs,Espagne,24633,2581,5064776,en nombre,193664,,,,0
76,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Indigo,Russie,45690,4974,140475879,livres,5807956,,,0,0
77,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; chevres et boucs,Sardaigne,6892,802,5064776,en nombre,193664,,,,0
77,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Espagne,3114,3893,140475879,livres,180231,,,0,0
78,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; chevres et boucs,Pologne,4606,298,5064776,en nombre,193664,,,,0
78,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Sardaigne,4500,5626,140475879,livres,180231,,,0,0
79,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; chevres et boucs,Suisse,157533,4698,5064776,en nombre,193664,,,,0
79,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Genes,20426,25533,140475879,livres,180231,,,0,0
80,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; moutons et brebis,Espagne,1456375,164158,5064776,en nombre,1803478,,,,0
80,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Toseaux,33294,41617,140475879,livres,180231,,,0,0
81,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; moutons et brebis,Sardaigne,100352,11483,5064776,en nombre,1803478,,,,0
81,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Etat estésiatique,2054,2568,140475879,livres,180231,,,0,0
82,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; moutons et brebis,Angleterre,15715,1576,5064776,en nombre,1803478,,,,0
82,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Naples,1246,1558,140475879,livres,180231,,,0,0
83,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; moutons et brebis,Empreur,5255,354,5064776,en nombre,1803478,,,,0
83,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Venise,1869,2336,140475879,livres,180231,,,0,0
84,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; moutons et brebis,Pologne,38666,3751,5064776,en nombre,1803478,,,,0
84,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Angleterre,758,1011,140475879,livres,180231,,,0,0
85,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; moutons et brebis,Suisse,187115,20380,5064776,en nombre,1803478,,,,0
85,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Hollande,11487,15285,140475879,livres,180231,,,0,0
86,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; porcs et porcelets,Espagne,722778,23510,5064776,en nombre,1198461,,,,0
86,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,Ville anslatique,34490,45613,140475879,livres,180231,,,0,0
87,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; porcs et porcelets,Sardaigne,67254,2253,5064776,en nombre,1198461,,,,0
87,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,216,Marchandises de Colonies françaises de l'Amérique ; Rocou,emperend,16323,21540,140475879,livres,180231,,,0,0
88,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; porcs et porcelets,Angleterre,15000,296,5064776,en nombre,1198461,,,,0
88,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; Rocou,Pologne,258,344,140475879,livres,180231,,,0,0
89,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; porcs et porcelets,Empreur,56024,2290,5064776,en nombre,1198461,,,,0
89,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; Rocou,Suifre,28689,29710,140475879,livres,180231,,,0,0
90,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; porcs et porcelets,Pologne,69481,1873,5064776,en nombre,1198461,,,,0
90,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; Rocou,Danemark,633,812,140475879,livres,180231,,,0,0
91,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; porcs et porcelets,Suisse,267924,6805,5064776,en nombre,1198461,,,,0
91,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; Rocou,Suede,6599,8523,140475879,livres,180231,,,0,0
92,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; vaches,Espagne,29865,568,5064776,en nombre,261830,,,,0
92,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; Rocou,Suisse,3754,5005,140475879,livres,180231,,,0,0
93,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; vaches,Sardaigne,49220,910,5064776,en nombre,261830,,,,0
93,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; Rocou,Russie,10737,14316,140475879,livres,180231,,,0,0
94,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; vaches,Angleterre,22440,206,5064776,en nombre,261830,,,,0
94,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Espagne,1125,7500,140475879,livres,1463688,,,le total des qtités devrait être8325775,0
95,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; vaches,Empreur,20009,173,5064776,en nombre,261830,,,,0
95,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Sardaigne,8643,55620,140475879,livres,1463688,,,0,0
96,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; vaches,Pologne,74109,1096,5064776,en nombre,261830,,,,0
96,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Genes,22576,150504,140475879,livres,1463688,,,0,0
97,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,10,Bestiaux ; vaches,Suisse,66187,822,5064776,en nombre,261830,,,,0
97,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Toscane,40204,263030,140475879,livres,1463688,,,0,0
98,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; genisses,Sardaigne,11866,385,5064776,en nombre,42410,,,,0
98,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Etat eclesiatique,60151,401007,140475879,livres,1463688,,,0,0
99,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; genisses,Angleterre,3900,61,5064776,en nombre,42410,,,,0
99,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Naples,104356,695706,140475879,livres,1463688,,,0,0
100,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; genisses,Empreur,26644,242,5064776,en nombre,42410,,,,0
100,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Venise,17025,113501,140475879,livres,1463688,,,0,0
101,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; taureaux,Sardaigne,25516,426,5064776,en nombre,93362,,,,0
101,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Levant,13941,92943,140475879,livres,1463688,,,0,0
102,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; taureaux,Empreur,6420,49,5064776,en nombre,93362,,,,0
102,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Angleterre,3524,23495,140475879,livres,1463688,,,0,0
103,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; taureaux,Pologne,520,8,5064776,en nombre,93362,,,,0
103,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,villes ansiatiq,384552,2130606,140475879,livres,1463688,,,0,0
104,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; taureaux,Suisse,60906,648,5064776,en nombre,93362,,,,0
104,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,emperend,124206,824810,140475879,livres,1463688,,,0,0
105,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; veaux,Espagne,1029,49,5064776,en nombre,36705,,,,0
105,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Suisse,15184,64914,140475879,livres,1463688,,,0,0
106,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; veaux,Sardaigne,5355,357,5064776,en nombre,36705,,,,0
106,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Danemark,5979,51909,140475879,livres,1463688,,,0,0
107,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; veaux,Empreur,876,42,5064776,en nombre,36705,,,,0
107,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Furde,24163,95705,140475879,livres,1463688,,,0,0
108,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; veaux,Pologne,18253,1582,5064776,en nombre,36705,,,,0
108,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,218,Marchandises de Colonies françaises de l'Amérique ; sirop Melafre,Prusse,638059,3354525,140475879,livres,1463688,,,0,0
109,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,12,Bestiaux ; veaux,Suisse,11192,995,5064776,en nombre,36705,,,,0
