numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
123,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Graine d'avignon,Marseille,Espagne,1825,Livres,"0,25",456,"0,25",
124,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Graine de jardin,Marseille,Espagne,657,Livres,1,657,0,
125,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Graine jaune,Marseille,Espagne,453,Livres,1,453,0,
126,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Harangs fumés,Marseille,Espagne,119,Barrils,25,2975,0,
127,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Huile de lin,Marseille,Espagne,2700,Livres,"0,3",810,0,
128,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Huile de noix,Marseille,Espagne,95,Livres,"0,3",28,"0,5",
129,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Huile d'olive,Marseille,Espagne,24,Milleroles,38,912,0,
130,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Huile d'olive,Marseille,Espagne,610,Livres,"0,4",244,0,
131,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Huile de poisson,Marseille,Espagne,12200,Livres,"0,2",2440,0,
132,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Indienne,Marseille,Espagne,9572,Pieces,18,172296,0,
133,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Jongs,Marseille,Espagne,35,Douzaines,100,3500,0,
134,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,6,1747,Exports,Iris,Marseille,Espagne,805,Livres,"0,6",483,0,
135,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Jus de citron,Marseille,Espagne,13890,Livres,"0,06",833,"0,4",
136,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Laine de chevron,Marseille,Espagne,4823,Livres,"1,5",7234,"0,5",
137,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Laine lavée,Marseille,Espagne,725,Livres,"1,1",797,"0,5",
138,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Laine surge,Marseille,Espagne,23605,Livres,"0,4",9442,0,
139,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Legumes,Marseille,Espagne,1000,Livres,"0,15",150,0,
140,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Librairie,Marseille,Espagne,19083,Livres,2,38166,0,
141,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Limes d'acier,Marseille,Espagne,400,Livres,"0,3",120,0,
142,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Lin peigné,Marseille,Espagne,750,Livres,1,750,0,
143,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Liqueur a boire,Marseille,Espagne,7391,Livres,"0,75",5543,"0,25",
144,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Litarge,Marseille,Espagne,1242,Livres,"0,2",248,"0,4",
145,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Lustre de Venise,Marseille,Espagne,2400,Livres,"1,5",3600,0,
146,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Mane de calabre,Marseille,Espagne,10767,Livres,"1,5",16150,"0,5",
147,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Mercerie,Marseille,Espagne,64599,Livres,"3,5",226096,"0,5",
148,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Miel,Marseille,Espagne,28340,Livres,"0,15",4251,0,
149,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Millet,Marseille,Espagne,3132,Livres,"0,03",94,"-0,04",
150,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Miny,Marseille,Espagne,2460,Livres,"0,2",492,0,
151,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Morüe seche,Marseille,Espagne,9632,Livres,"0,15",1444,"0,8",
152,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Mouchoirs de coton,Marseille,Espagne,65,Pieces,16,1040,0,
153,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Mouchoirs coton et fil,Marseille,Espagne,75,Pieces,15,1125,0,
154,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Mouchoirs de soye,Marseille,Espagne,22,Douzaines,28,616,0,
155,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Mousseline,Marseille,Espagne,469,Pieces,75,35175,0,
156,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Nacre de perles,Marseille,Espagne,330,Livres,"0,6",198,0,
157,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Ocre,Marseille,Espagne,3550,Livres,"0,1",355,0,
158,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,7,1747,Exports,Olives,Marseille,Espagne,700,Livres,"0,15",105,0,
159,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Orge,Marseille,Espagne,860,Charges,18,15480,0,
160,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Orpiment,Marseille,Espagne,330,Livres,"0,3",99,0,
161,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Oüate,Marseille,Espagne,381,Livres,"1,5",571,"0,5",
162,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Ozier,Marseille,Espagne,1500,Livres,"0,1",150,0,
163,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Panine en soye,Marseille,Espagne,125,Livres,5,625,0,
164,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Papeline,Marseille,Espagne,150,Livres,7,1050,0,
165,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Papier a ecrire,Marseille,Espagne,963,Rames,6,5778,0,
166,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Paste d'amande,Marseille,Espagne,200,Livres,"0,6",120,0,
167,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pastel,Marseille,Espagne,9006,Livres,3,27018,0,
168,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peaux de chamois,Marseille,Espagne,3052,Livres,"1,25",3815,0,
169,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peaux de chevre aprestée,Marseille,Espagne,100,Livres,"0,4",40,0,
170,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peaux de lievre,Marseille,Espagne,180,Livres,"0,4",72,0,
171,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peaux de maroquin,Marseille,Espagne,2000,Livres,"1,5",3000,0,
172,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peaux de mouton aprestée,Marseille,Espagne,1218,Livres,1,1218,0,
173,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peaux de veau tannée,Marseille,Espagne,1219,Livres,"1,25",1523,"0,75",
174,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Peignes de buis,Marseille,Espagne,2820,Grosses,40,112800,0,
175,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pelleterie aprestée,Marseille,Espagne,1218,Livres,"2,5",3045,0,
176,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pierres a fusils,Marseille,Espagne,500,Livres,"0,1",50,0,
177,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pierres a huile,Marseille,Espagne,250,Livres,"0,3",75,0,
178,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pierres de marbre,Marseille,Espagne,3600,Livres,"0,2",720,0,
179,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pignons d'epine,Marseille,Espagne,3000,Livres,"0,2",600,0,
180,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Pistaches,Marseille,Espagne,406,Livres,"0,75",304,"0,5",
181,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,8,1747,Exports,Plomb en grenaille,Marseille,Espagne,2950,Livres,"0,25",737,"0,5",
182,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Plomb en saumon,Marseille,Espagne,4350,Livres,"0,225",978,"0,75",
183,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Plumes d'oye,Marseille,Espagne,100,Livres,"0,2",20,0,
184,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Poëles de fer,Marseille,Espagne,2350,Livres,1,2350,0,
185,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Poil de chevre,Marseille,Espagne,919,Livres,3,2757,0,
186,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Poil de lapin,Marseille,Espagne,100,Livres,"0,5",50,0,
187,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Poisson salé,Marseille,Espagne,10050,Livres,"0,2",2010,0,
188,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Poivre,Marseille,Espagne,38871,Livres,"1,6",62193,"0,6",
189,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Poix raisine,Marseille,Espagne,740,Livres,"0,09",66,"0,6",
190,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Pomades,Marseille,Espagne,100,Livres,"0,5",50,0,
191,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Prunes seches,Marseille,Espagne,10556,Livres,"0,2",2111,"0,2",
192,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Quincaille de fer et acier,Marseille,Espagne,47901,Livres,1,47901,0,
193,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Quinquina,Marseille,Espagne,2605,Livres,4,10420,0,
194,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Raisin sec,Marseille,Espagne,1123,Livres,"0,2",224,"0,6",
195,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Rubarbe,Marseille,Espagne,37,Livres,24,888,0,
196,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Ris,Marseille,Espagne,400,Livres,"0,12",48,0,
197,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Rocou,Marseille,Espagne,8360,Livres,1,8360,0,
198,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Ruban de soye,Marseille,Espagne,120,Livres,60,7200,0,
199,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Saffran,Marseille,Espagne,150,Livres,10,1500,0,
200,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Saffranon,Marseille,Espagne,820,Livres,"0,7",574,0,
201,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Saucissons,Marseille,Espagne,180,Livres,"0,9",162,0,
202,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Saumon salé,Marseille,Espagne,150,Livres,"0,25",37,"0,5",
203,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Savon blanc,Marseille,Espagne,1896,Livres,"0,35",663,"0,6",
204,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,9,1747,Exports,Savon madré ,Marseille,Espagne,9214,Livres,"0,4",3685,"0,6",
205,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Savonnettes,Marseille,Espagne,500,Livres,"0,6",300,0,
206,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Scies,Marseille,Espagne,10,Douzaines,12,120,0,
207,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Sel armoniac,Marseille,Espagne,625,Livres,1,625,0,
208,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Sel de saturne,Marseille,Espagne,4830,Livres,"1,6",7728,0,
209,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Sené,Marseille,Espagne,4460,Livres,"1,5",6690,0,
210,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Sirop d'alkerme,Marseille,Espagne,50,Livres,"1,75",87,"0,5",
211,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Sirop de capilaire,Marseille,Espagne,4131,Livres,1,4131,0,
212,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Sirop melasse,Marseille,Espagne,475,Livres,"0,08",38,0,
213,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Souffre,Marseille,Espagne,48902,Livres,"0,15",7335,"0,3",
214,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,10,1747,Exports,Souliers,Marseille,Espagne,1080,paires,"3,5",315,3465,"Erreur de calcul, le prix est à l'unité pas à la douzaine."
