numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,DoubleAccounts
158,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,8,Blonde ; de soye,Flandre,9144,117469,,,,,0
159,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,8,Blonde ; de soye,Hollande,23625,117469,,,,,0
160,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,8,Blonde ; de soye,Portugal,9450,117469,,,,,0
161,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,8,Bois ; d'acajou,Flandre,1110,357253,,14760,,,0
162,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,8,Bois ; d'acajou,Hollande,13650,357253,,14760,,,0
163,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de brezil,Italie,1066,357253,,36973,,,0
164,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de brezil,Naples,9467,357253,,36973,,,0
165,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de brezil,Levant,29240,357253,,36973,,,0
166,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de brezil,Savoye,9200,357253,,36973,,,0
167,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; à bruler,Allemagne,3172,357253,,19082,,,0
168,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; à bruler,Flandre,15910,357253,,19082,,,0
169,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Espagne,4804,357253,,172910,,,0
170,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Italie,81100,357253,,172910,,,0
171,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Naples,31921,357253,,172910,,,0
172,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Genes,1705,357253,,172910,,,0
173,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Venise,13491,357253,,172910,,,0
174,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Levant,13398,357253,,172910,,,0
175,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Savoye,24550,357253,,172910,,,0
176,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de campêche,Suisse,1941,357253,,172910,,,0
177,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de construction,Espagne,2500,357253,,2500,,,0
178,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; d'ebenne,Nord,9448,357253,,9448,,,0
179,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de gayac,Hollande,5604,357253,,5604,,,0
180,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; d'inde,Suisse,2680,357253,,2680,,,0
181,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de marqueterie,Allemagne,1713,357253,,5038,,,0
182,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,9,Bois ; de marqueterie,Hollande,3325,357253,,5038,,,0
183,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; merrain,Flandre,12072,357253,,27252,,,0
184,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; merrain,Isles,15180,357253,,27252,,,0
185,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; ouvré,Angleterre,12861,357253,,14393,,,0
186,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; ouvré,Flandre,1532,357253,,14393,,,0
187,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; roüage,Angleterre,15337,357253,,15337,,,0
188,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; rouge,Hollande,13522,357253,,13522,,,0
189,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; de St. Marthe,Levant,2086,357253,,2086,,,0
190,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; de sandal,Espagne,2237,357253,,4215,,,0
191,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; de sandal,Savoye,1978,357253,,4215,,,0
192,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; de sapin,Levant,5000,357253,,5000,,,0
193,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; sçié,Flandre,6333,357253,,6333,,,0
194,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; à teindre,Allemagne,2992,357253,,6120,,,0
195,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; à teindre,Hollande,1200,357253,,6120,,,0
196,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bois ; à teindre,Suisse,1928,357253,,6120,,,0
197,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de coton,Espagne,4750,190418,,8500,,,0
198,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de coton,Savoye,3750,190418,,8500,,,0
199,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de laine,Espagne,8428,190418,,181918,,,0
200,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de laine,Italie,2500,190418,,181918,,,0
201,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de laine,Genes,8950,190418,,181918,,,0
202,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de laine,Levant,153140,190418,,181918,,,0
203,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de laine,Portugal,3600,190418,,181918,,,0
204,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bonnets ; de laine,Savoye,5300,190418,,181918,,,0
205,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,10,Bottes ; fortes,Isles,9140,9140,,,,,0
206,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Boucs,Espagne,12588,12588,,,,,0
207,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Allemagne,1200,15733,,,,,0
208,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Danemark,3000,15733,,,,,0
209,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Hollande,1180,15733,,,,,0
210,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Genes,1650,15733,,,,,0
211,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Nord,1488,15733,,,,,0
212,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Savoye,5583,15733,,,,,0
213,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouchons ; de liege,Isles,1632,15733,,,,,0
214,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Allemagne,7037,219049,,,,,0
215,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Angleterre,1548,219049,,,,,0
216,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Espagne,3554,219049,,,,,0
217,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Flandre,3295,219049,,,,,0
218,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Hollande,3242,219049,,,,,0
219,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Portugal,1094,219049,,,,,0
220,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Suisse,21156,219049,,,,,0
221,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bougie,Isles,178123,219049,,,,,0
222,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Boulets ; de canon,Suisse,1376,7376,,,,,0
223,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Boulets ; de canon,Isles,6000,7376,,,,,0
224,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bourde,Italie,3546,7063,,,,,0
225,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bourde,Genes,1030,7063,,,,,0
226,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bourde,Savoye,2187,7063,,,,,0
227,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bourse ; à cheveux,Flandre,1720,5720,,,,,0
228,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bourse ; à cheveux,Genes,4000,5720,,,,,0
229,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouteilles ; de verre,Espagne,1045,96144,,,,,0
230,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouteilles ; de verre,Italie,1630,96144,,,,,0
231,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouteilles ; de verre,Levant,3380,96144,,,,,0
232,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouteilles ; de verre,Savoye,5688,96144,,,,,0
233,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouteilles ; de verre,Isles,17497,96144,,,,,0
234,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouteilles ; de verre,Guinée,6904,96144,,,,,0
235,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouton ; d'or,Allemagne,1135,26567,,7997,,,0
236,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouton ; d'or,Espagne,1155,26567,,7997,,,0
237,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouton ; d'or,Flandre,1120,26567,,7997,,,0
238,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,11,Bouton ; d'or,Hollande,4587,26567,,7997,,,0
239,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Boutons ; or et argent,Allemagne,2080,26567,,18570,,,0
240,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Boutons ; or et argent,Espagne,16490,26567,,18570,,,0
241,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Boyaux ; salés,Savoye,2474,2474,,,,,0
242,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Espagne,39921,255086,,,,,0
243,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Flandre,7000,255086,,,,,0
244,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Hollande,15650,255086,,,,,0
245,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Italie,15479,255086,,,,,0
246,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Naples,20502,255086,,,,,0
247,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Genes,12964,255086,,,,,0
248,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Levant,57334,255086,,,,,0
249,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Nord,1850,255086,,,,,0
250,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Portugal,58279,255086,,,,,0
251,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Isles,23223,255086,,,,,0
252,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Bray et goudron,Guinée,2887,255086,,,,,0
253,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Briques,Savoye,1444,48656,,,,,0
254,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Briques,Isles,47212,48656,,,,,0
255,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Brosserie,Isles,2173,2173,,,,,0
256,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Brun ; rouge,Italie,1558,3711,,,,,0
257,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Brun ; rouge,Levant,2153,3711,,,,,0
258,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cabriolets,Isles,9500,9500,,,,,0
259,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Espagne,249112,534694,,,,,0
260,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Flandre,3455,534694,,,,,0
261,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Hollande,2457,534694,,,,,0
262,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Italie,83280,534694,,,,,0
263,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Naples,30580,534694,,,,,0
264,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Genes,100387,534694,,,,,0
265,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Venise,1005,534694,,,,,0
266,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Levant,20568,534694,,,,,0
267,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Nord,12085,534694,,,,,0
268,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Savoye,30672,534694,,,,,0
269,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,12,Cacao,Suisse,1093,534694,,,,,0
270,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Angleterre,82706,21713368,,,,,0
271,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Danemark,428101,21713368,,,,,0
272,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Espagne,44103,21713368,,,,,0
273,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Flandre,1522217,21713368,,,,,0
274,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Geneve,16455,21713368,,,,,0
275,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Hollande,3272643,21713368,,,,,0
276,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Italie,528442,21713368,,,,,0
277,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Naples,151668,21713368,,,,,0
278,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Genes,144727,21713368,,,,,0
279,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Venise,138568,21713368,,,,,0
280,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Levant,1873606,21713368,,,,,0
281,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Nord,12587644,21713368,,,,,0
282,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Russie,192134,21713368,,,,,0
283,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Savoye,210451,21713368,,,,,0
284,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Suede,188092,21713368,,,,,0
285,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Suisse,329959,21713368,,,,,0
286,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Caffé ; des Isles,Guinée,1852,21713368,,,,,0
287,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Canefice,Italie,4479,29497,,,,,0
288,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,13,Canefice,Naples,3397,29497,,,,,0
