numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
158,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Biscuits,Isles,78888,366800,1075044,livres,,0
159,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bière,Isles,23087,912,23087,barriques,,0
160,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Espagne,444024,12334,2338352,charges,,0
161,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Flandre,1700,17000,2338352,livres,,0
162,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Gènes,316620,8795,2338352,charges,,0
163,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Hollande,79200,2200,2338352,charges,,0
164,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Italie,139968,3888,2338352,charges,,0
165,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Levant,807660,22435,2338352,charges,,0
166,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Naples,259560,7210,2338352,charges,,0
167,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; froment,Savoye,289620,8045,2338352,charges,,0
168,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; mahy,Espagne,3145,35944,3145,livres,,0
169,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bled ; méteil,Espagne,17385,139080,17385,livres,,0
170,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Bleu ; de Prusse,Gènes,4600,230,4600,livres,,0
171,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Blonde ; de soye,Allemagne,6299,18,77340,livres,,0
172,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Blonde ; de soye,Angleterre,19950,57,77340,livres,,0
173,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Blonde ; de soye,Espagne,40250,135,77340,livres,,0
174,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Blonde ; de soye,Flandre,7809,22.25,77340,livres,,0
175,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Blonde ; de soye,Hollande,1400,4,77340,livres,,0
176,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,8,Blonde ; de soye,Indes,1632,1088,77340,aunes,"(unité de longueur), moderniser l'orthographe.",0
177,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; d'Inde,Suisse,7568,43253,7568,livres,,0
178,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; d'acajou,Hollande,8820,294,8820,madriers,,0
179,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; d'aloës,Levant,1330,133,1330,livres,,0
180,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Espagne,3172,6344,167412,livres,,0
181,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Gènes,1890,3780,167412,livres,,0
182,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Italie,18587,37174,167412,livres,,0
183,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Levant,133451,266902,167412,livres,,0
184,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Naples,2640,5280,167412,livres,,0
185,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Savoye,5592,11184,167412,livres,,0
186,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de brezil,Venise,2080,4160,167412,livres,,0
187,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de buis,Hollande,1725,38500,1725,livres,,0
188,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de campêche,Italie,6578,65920,71013,livres,,0
189,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de campêche,Levant,18802,188020,71013,livres,,0
190,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de campêche,Naples,8200,82000,71013,livres,,0
191,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de campêche,Savoye,2138,21380,71013,livres,,0
192,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de campêche,Venise,35295,141180,71013,livres,,0
193,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de construction,Angleterre,3540,177,3540,pièces,,0
194,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; de fernambourg,Suisse,5608,11217,5608,livres,,0
195,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; à brûler,Allemagne,5125,29,8605,chars,"). A vérifier (Vérifié et validé, cf. ci-dessus, Loïc.)",0
196,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,9,Bois ; à brûler,Flandre,3480,,8605,,,0
197,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; de Sainte Marthe,Levant,5421,36140,5421,livres,,0
198,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; de noyer,Levant,2000,100,2000,pièces,,0
199,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; de sapin,Savoye,1584,66,1584,pièces,,0
200,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; de violette,Russie,1280,,1280,,,0
201,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; merrain,Flandre,15030,835,109817,patz,,0
202,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; merrain,Indes,4470,298,109817,milliers,,0
203,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; merrain,Isles,90317,903170,109817,pièces,,0
204,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; rouge,Hollande,3031,40420,3031,livres,,0
205,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; scié,Flandre,5047,33650,5047,pieds,,0
206,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bois ; à teindre,Suisse,3153,18020,3153,,Unité de compte non indiqué.,0
207,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bonnets ; de coton,Angleterre,2184,91,3576,douzaines,,0
208,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bonnets ; de coton,Isles,1392,116,3576,douzaines,,0
209,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bonnets ; de laine,Gènes,11910,1191,634218,douzaines,,0
210,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bonnets ; de laine,Hollande,16000,800,634218,douzaines,,0
211,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bonnets ; de laine,Levant,596390,59639,634218,douzaines,,0
212,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bonnets ; de laine,Savoye,9918,992,634218,douzaines,,0
213,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bottes ; fortes,Indes,2250,75,4618,paires,,0
214,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bottes ; fortes,Isles,2368,107,4618,paires,,0
215,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bouchons ; de liège,Angleterre,9090,3030,32905,livres,,0
216,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bouchons ; de liège,Hollande,5600,21200,32905,livres,,0
217,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bouchons ; de liège,Indes,1550,310,32905,livres,,0
218,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bouchons ; de liège,Nord,2250,750,32905,livres,,0
219,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bouchons ; de liège,Savoye,14415,4805,32905,livres,,0
220,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bougie,Allemagne,8147,3110,248944,livres,,0
221,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,10,Bougie,Espagne,3502,1499,248944,livres,,0
222,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bougie,Flandre,2150,1075,248944,livres,,0
223,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bougie,Hollande,1489,708,248944,livres,,0
224,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bougie,Indes,14075,3867,248944,livres,Unités de compte : équivalent à 61 caisses,0
225,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bougie,Isles,211607,98839,248944,livres,,0
226,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bougie,Portugal,2502,1167,248944,livres,,0
227,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bougie,Suisse,5472,2736,248944,livres,,0
228,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bourde,Italie,12964,129640,14130,livres,,0
229,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bourde,Suède,1166,11660,14130,livres,,0
230,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bourre ; de soye,Naples,6202,8270,6202,livres,,0
231,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bourre ; à battier,Isles,3075,20500,3075,livres,,0
232,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Espagne,3611,16754,37478,livres,,0
233,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Isles,22749,113746,37478,livres,,0
234,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Italie,1737,8685,37478,livres,,0
235,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Levant,2398,11990,37478,livres,,0
236,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Russie,1000,333,37478,douzaines,,0
237,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Savoye,4821,24105,37478,livres,,0
238,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bouteilles ; de verre,Suisse,1162,5812,37478,livres,,0
239,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boutons ; dorure ; d'or,Allemagne,5280,66,13640,livres,,0
240,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boutons ; dorure ; d'or,Espagne,2100,21,13640,livres,,0
241,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boutons ; dorure ; d'or,Flandre,3560,38.25,13640,livres,,0
242,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boutons ; dorure ; d'or,Hollande,1500,15,13640,livres,,0
243,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boutons ; dorure ; d'or,Russie,1200,12,13640,livres,,0
244,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boutons ; dorure ; or et argent,Espagne,65705,773,65705,livres,,0
245,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Boyaux ; salés,Savoye,1500,5700,1500,livres,,0
246,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Angleterre,1944,108,445043,barils,,0
247,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Espagne,127223,2387286,445043,livres,,0
248,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Gènes,1758,11725,445043,livres,,0
249,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Hollande,70854,1417,445043,milliers,,0
250,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Italie,6170,41135,445043,livres,,0
251,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Levant,30712,214900,445043,livres,,0
252,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Naples,24271,121350,445043,livres,,0
253,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Nord,2000,40,445043,milliers,,0
254,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,11,Bray et gaudron,Venise,4814,38140,445043,livres,,0
255,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Bray et gaudron,Guinée,30380,292293,445043,livres,Unités de compte : équivalent à 55 barrils,0
256,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Bray et gaudron,Indes,25596,1470.5,445043,barils,,0
257,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Bray et gaudron,Isles,47875,1915,445043,tonneaux,,0
258,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Bray et gaudron,Portugal,71446,1183,445043,barils,Unités de compte : équivalent à 1145 Mil,0
259,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Briques,Isles,9264,533700,9264,en nombre,,0
260,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Broderie,Angleterre,4812,19.25,4812,livres,,0
261,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Brun ; rouge,Isles,1936,24200,6468,livres,,0
262,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Brun ; rouge,Levant,4532,45325,6468,livres,,0
263,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Bureaux,Isles,1420,10,1420,en nombre,,0
264,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cabriolets,Isles,6300,18,6300,en nombre,,0
265,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Angleterre,1625,1250,1157051,livres,,0
266,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Danemark,3659,5630,1157051,livres,,0
267,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Espagne,442369,403383,1157051,livres,,0
268,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Genève,5918,7891,1157051,livres,,0
269,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Gènes,72001,55386,1157051,livres,,0
270,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Hollande,15676,20655,1157051,livres,,0
271,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Italie,261625,207367,1157051,livres,,0
272,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Levant,31032,23871,1157051,livres,,0
273,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Naples,78787,60606,1157051,livres,,0
274,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Nord,32398,53955,1157051,livres,,0
275,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,12,Cacao,Russie,1050,1616,1157051,livres,,0
