numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccount
150,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Eau de vie,Rennes,Angleterre,1,Tonneaux,0,0,0,,
151,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Etoupe,Rennes,Angleterre,2600,Livres,0,0,0,,
152,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Fromage,Rennes,Angleterre,200,Livres,0,0,0,,
153,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Gaudron,Rennes,Angleterre,12,Barils,0,0,0,,
154,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Grelin ,Rennes,Angleterre,1,Nombres,0,0,0,,
155,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Miel,Rennes,Angleterre,1300,Livres,0,0,0,,
156,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Peaux de veaux en poil,Rennes,Angleterre,1500,Nombres,0,0,0,,
157,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Plumes a lit,Rennes,Angleterre,100,Livres,0,0,0,,
158,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Poterie de terre,Rennes,Angleterre,150,Livres,0,0,0,,
159,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Souffre,Rennes,Angleterre,300,Livres,0,0,0,,
160,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Savon,Rennes,Angleterre,2345,Livres,0,0,0,,
161,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Sabots,Rennes,Angleterre,10,Douzaines de paires,0,0,0,,
162,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile d'olonne,Rennes,Angleterre,360,Aunes,0,0,0,,
163,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile de halle,Rennes,Angleterre,780,Aunes,0,0,0,,
164,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile de Morlaix,Rennes,Angleterre,100,Aunes,0,0,0,,
165,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile de bretagne,Rennes,Angleterre,100,Aunes,0,0,0,,
166,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile de pontivi,Rennes,Angleterre,155,Aunes,0,0,0,,
167,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile de quintin,Rennes,Angleterre,2500,Aunes,0,0,0,,
168,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Toile a serpilieres,Rennes,Angleterre,60,Aunes,0,0,0,,
169,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Vin d'Espagne,Rennes,Angleterre,1,Tonneaux,0,0,0,,
170,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Vin de Bordeaux,Rennes,Angleterre,7,Tonneaux,0,0,0,,
171,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Vinaigre,Rennes,Angleterre,"2,5",Bariques,0,0,0,,
172,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Biere,Rennes,Hollande,11,Barils,0,0,0,,
173,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Beure,Rennes,Hollande,20600,Livres,0,0,0,,
174,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Bezoar,Rennes,Hollande,10,Livres,0,0,0,,
175,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Bas de soie pour homme,Rennes,Hollande,140,Paires,0,0,0,,
176,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Bas de soie pour femme,Rennes,Hollande,100,Paires,0,0,0,,
177,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Cidre,Rennes,Hollande,4,Tonneaux,0,0,0,,
178,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Cacao,Rennes,Hollande,8101,Livres,0,0,0,,
179,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Chagrin de soie,Rennes,Hollande,4,Pièces,0,0,0,,
180,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Damas de Pekin,Rennes,Hollande,287,Pièces,0,0,0,,
181,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,6,Mars 1714,Grisette,Rennes,Hollande,2,Pièces,0,0,0,,
182,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Gorgoran,Rennes,Hollande,1,Pièces,0,0,0,,
183,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Graine de lin,Rennes,Hollande,10,Barils,0,0,0,,
184,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Huitres a la daube,Rennes,Hollande,519,Barils,0,0,0,,
185,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Indigo,Rennes,Hollande,400,Livres,0,0,0,,
186,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Librairie,Rennes,Hollande,175,Livres,0,0,0,,
187,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Laine lavée,Rennes,Hollande,3745,Livres,0,0,0,,
188,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Listounerie,Rennes,Hollande,10,Pièces,0,0,0,,
189,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Miel,Rennes,Hollande,354660,Livres,0,0,0,,
190,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Moire,Rennes,Hollande,1,Pièces,0,0,0,,
191,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Poire seche,Rennes,Hollande,420,Livres,0,0,0,,
192,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Peaux de veaux,Rennes,Hollande,200,Nombres,0,0,0,,
193,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Papier gris,Rennes,Hollande,1858,Rames,0,0,0,,
194,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Pieres de mole,Rennes,Hollande,16,Nombres,0,0,0,,
195,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Pieres de taille de 5 pieds de longueur sur 3 pieds de largeur,Rennes,Hollande,14,Nombres,0,0,0,,
196,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Peleterie commune,Rennes,Hollande,150,Livres,0,0,0,,
197,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Planche de sapin,Rennes,Hollande,50,Nombres,0,0,0,,
198,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Storax,Rennes,Hollande,440,Livres,0,0,0,,
199,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Savon,Rennes,Hollande,510,Livres,0,0,0,,
200,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Satin rayé,Rennes,Hollande,15,Pièces,0,0,0,,
201,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Soie a coudre,Rennes,Hollande,751,Livres,0,0,0,,
202,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Thé,Rennes,Hollande,2044,Livres,0,0,0,,
203,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Tafetas de pekin,Rennes,Hollande,350,Pièces,0,0,0,,
204,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Toile de bretagne,Rennes,Hollande,1000,Aunes,0,0,0,,
205,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Toile de Morlaix,Rennes,Hollande,2000,Aunes,0,0,0,,
206,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Vin,Rennes,Hollande,3,Tonneaux,0,0,0,,
207,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Anchois,Rennes,Nord,6,Pots,0,0,0,,
208,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Citron,Rennes,Nord,2,Caisses,0,0,0,,
209,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Huile d'olive,Rennes,Nord,61,Pots,0,0,0,,
210,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Ris,Rennes,Nord,322,Livres,0,0,0,,
211,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Raisin,Rennes,Nord,397,Livres,0,0,0,,
212,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Savon,Rennes,Nord,650,Livres,0,0,0,,
213,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Vin ,Rennes,Nord,1,Tonneaux,0,0,0,,
214,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Vinaigre,Rennes,Nord,"2,5",Bariques,0,0,0,,
215,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Dentelle de Caën,Rennes,Nord,3149,Aunes,1,3149,0,,
216,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,7,Mars 1714,Damas de la Chine,Rennes,Nord,200,Pièces,0,0,0,,
217,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Fil de Rennes,Rennes,Nord,1164,Livres,0,0,0,,
218,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Fil de forest,Rennes,Nord,250,Livres,3,750,0,,
219,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Rubans de soie,Rennes,Nord,53,Livres,0,2000,0,Rubans de soye + fil d'or = 2000,1
220,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Fil d'or,Rennes,Nord,"2,5",Livres,0,2000,0,Rubans de soye + fil d'or = 2000,2
221,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Sempiterne,Rennes,Nord,80,Pièces,30,2400,0,,
222,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile de bretagne large,Rennes,Nord,1200,Aunes,0,0,0,,
223,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile de bretagne étroite,Rennes,Nord,9000,Aunes,"1,4",12600,0,,
224,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile de Morlaix,Rennes,Nord,500,Aunes,0,0,0,,
225,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile crée large,Rennes,Nord,5000,Aunes,0,0,0,,
226,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile rosconne,Rennes,Nord,11000,Aunes,0,0,0,,
227,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile a voile,Rennes,Nord,500,Aunes,0,0,0,,
228,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Beure,Rennes,Portugal,10500,Livres,0,0,0,,
229,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Eau de vie,Rennes,Portugal,1,Tierçon,0,0,0,,
230,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Etoupe,Rennes,Portugal,500,Livres,0,0,0,,
231,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Fer en barres,Rennes,Portugal,10000,Livres,0,0,0,,
232,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Huitres a la daube,Rennes,Portugal,60,Barils,0,0,0,,
233,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Harans sorés,Rennes,Portugal,40,Barils,0,0,0,,
234,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Lard,Rennes,Portugal,1900,Livres,0,0,0,Pas la même quantité original/copie,
235,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Liqueur,Rennes,Portugal,240,Bouteilles,0,0,0,,
236,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Lattes,Rennes,Portugal,3000,Nombres,0,0,0,Pas le même prix original/copie,
237,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Moruë seche,Rennes,Portugal,8087,Nombres,0,0,0,,
238,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Pommes,Rennes,Portugal,5,Caisses,0,0,0,,
239,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Papier gris,Rennes,Portugal,1650,Rames,0,0,0,,
240,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Pieres de moulage,Rennes,Portugal,150,Nombres,0,0,0,,
241,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile d'olonne,Rennes,Portugal,3450,Aunes,0,0,0,,
242,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Toile de leon,Rennes,Portugal,1200,Aunes,0,0,0,,
243,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Beuf salé,Rennes,Isles françoises de l'Amerique,18590,Livres,0,0,0,,
244,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Camelot,Rennes,Isles françoises de l'Amerique,1455,Livres,0,0,0,,
245,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Dentelles de flandre,Rennes,Isles françoises de l'Amerique,1,Caisses,0,"2138,6","-2138,6",,
246,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Eau de vie,Rennes,Isles françoises de l'Amerique,"19,25",Tonneaux,0,0,0,,
247,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Etamine de laine,Rennes,Isles françoises de l'Amerique,180,Livres,0,0,0,,
248,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,8,Mars 1714,Lard,Rennes,Isles françoises de l'Amerique,4400,Livres,0,0,0,,
249,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Toile de rosconne,Rennes,Isles françoises de l'Amerique,46000,Aunes,0,0,0,,
250,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Toile de bretagne,Rennes,Isles françoises de l'Amerique,25000,Aunes,0,0,0,Pas le même prix original/copie,
251,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Toile de rouen,Rennes,Isles françoises de l'Amerique,2000,Aunes,0,0,0,,
252,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Chaussettes de fil,Rennes,Indes Orientales,50,Douzaines,0,0,0,,
253,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Drap fin manufacture de France,Rennes,Indes Orientales,32,Pièces,0,0,0,,
254,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Peluche,Rennes,Indes Orientales,128,Pièces,0,0,0,,
255,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Toile langenau,Rennes,Indes Orientales,1200,Aunes,0,0,0,,
256,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Mars 1714,Toile de Dinant,Rennes,Indes Orientales,2400,Aunes,0,0,0,,
257,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Amandes en coques,Rennes,Angleterre,300,Livres,0,0,0,,
258,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Cidre,Rennes,Angleterre,2,Tonneaux,0,0,0,,
259,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Caffé,Rennes,Angleterre,10351,Livres,0,0,0,,
260,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Chaise de paille,Rennes,Angleterre,27,Nombres,0,0,0,,
261,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Chaux,Rennes,Angleterre,1,Bariques,0,0,0,,
262,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Eau de vie,Rennes,Angleterre,"2,25",Tonneaux,0,0,0,,
263,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Etoupe,Rennes,Angleterre,2700,Livres,0,0,0,,
264,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Fer vieux,Rennes,Angleterre,41695,Livres,0,0,0,,
265,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Huitres a la daube,Rennes,Angleterre,12,Barils,0,0,0,,
266,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Liége,Rennes,Angleterre,1500,Livres,0,0,0,,
267,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Miel,Rennes,Angleterre,3730,Livres,0,0,0,,
268,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Merain,Rennes,Angleterre,3,Milliers,0,0,0,,
269,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Prunes de brignols,Rennes,Angleterre,30,Boëtes,0,0,0,Pas le même prix original/copie,
270,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Plumes a lit,Rennes,Angleterre,40,Livres,0,0,0,,
271,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Piere de moulage,Rennes,Angleterre,121,Nombres,0,0,0,,
272,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Raisin,Rennes,Angleterre,600,Livres,0,0,0,,
273,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Rubarbe,Rennes,Angleterre,12,Livres,0,0,0,,
274,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Savon,Rennes,Angleterre,2700,Livres,0,0,0,,
275,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Toile de Leon,Rennes,Angleterre,3050,Aunes,0,0,0,,
276,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Toile d'olonne,Rennes,Angleterre,1740,Aunes,0,0,0,,
277,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Toile de Morlaix,Rennes,Angleterre,60,Aunes,0,0,0,,
278,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,9,Avril 1714,Toile de halle,Rennes,Angleterre,1100,Aunes,0,0,0,,
279,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Toile de pontivi,Rennes,Angleterre,60,Aunes,0,0,0,,
280,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Toile de canevas,Rennes,Angleterre,410,Aunes,0,0,0,,
281,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Vin d'Espagne,Rennes,Angleterre,66,Pots,0,0,0,,
282,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Vin de grave,Rennes,Angleterre,10,Tonneaux,0,0,0,,
283,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Vin de Bordeaux,Rennes,Angleterre,3,Tonneaux,0,0,0,,
284,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Beure,Rennes,Hollande,9300,Livres,0,0,0,,
285,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Graine de lin,Rennes,Hollande,20,Tonneaux,0,0,0,,
286,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Huile d'olive,Rennes,Hollande,248,Bottes,0,0,0,,
287,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Miel,Rennes,Hollande,54750,Livres,0,0,0,,
288,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Papier blanc,Rennes,Hollande,2580,Rames,0,0,0,,
289,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Thé vert,Rennes,Hollande,162,Livres,0,0,0,,
290,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Toile de Morlaix,Rennes,Hollande,1000,Aunes,0,0,0,,
291,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,10,Avril 1714,Vieusoin,Rennes,Hollande,1200,Livres,0,0,0,Pas la même quantité original/copie,
