numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price
416,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pierres; De joyet,Espagne,"2 751,00","183,42",Quintal,Unité d'origine Livre,"-0,30","15,0000000"
417,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Plante d'arbres,Marseille,"150,00",,Valeur,,"150,00","0,0000000"
418,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Plante d'arbres,Sardaigne,"100,00",,Valeur,,"100,00","0,0000000"
419,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Plante d'arbres,Gênes,"200,00",,Valeur,,"200,00","0,0000000"
420,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Plomb en saumont,Marseille,"11 272,00","450,89",Quintal,Unité d'origine Livre,"-0,25","25,0000000"
421,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Plomb en saumont,Angleterre,"625,00","15,00",Quintal,Unité d'origine Livre,"250,00","25,0000000"
422,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Plumes à lit,Marseille,"1 869,00","12,46",Quintal,Unité d'origine Livre,"0,00","150,0000000"
423,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poil de chevres,Marseille,"210,00","42,00",Livre,,"0,00","5,0000000"
424,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poussière de pin,Marseille,"1 460,00","292,10",Quintal,Unité d'origine Livre,"-0,50","5,0000000"
425,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poissons; Divers,Marseille,"1 035,00",,Valeur,,"1 035,00","0,0000000"
426,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poissons; Anchoix,Espagne,"40 114,00","891,43",Quintal,Unité d'origine Livre,"-0,35","45,0000000"
427,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poissons; Harengs saurs,Marseille,"12 484,00","227,00",Barile,,"-1,00","55,0000000"
428,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poissons; Morue sèche,Marseille,"362 852,00","12 095,08",Quintal,Unité d'origine Livre,"-0,40","30,0000000"
429,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poissons; Saumon salé,Marseille,"74 200,00","74 200,00",Livre,,"0,00","1,0000000"
430,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Poissons; Thon mariné,Marseille,"1 811,00","1 811,00",Livre,,"0,00","1,0000000"
431,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Quincaillerie; De fer clous,Marseille,"2 507,00","71,60",Quintal,Unité d'origine Livre,"1,00","35,0000000"
432,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Quincaillerie; Faux,Marseille,"1 022,00","21,31",Quintal,Unité d'origine Livre,"-0,88","48,0000000"
433,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Quincaillerie; Moulins,Marseille,"1 120,00",,Valeur,,"1 120,00","0,0000000"
434,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Rognures de papier,Marseille,"504,00","42,00",Quintal,Unité d'origine Livre,"0,00","12,0000000"
435,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Sacs vides,Marseille,"409,00",,Valeur,,"409,00","0,0000000"
436,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Savon,Marseille,"506 819,00","12 067,13",Quintal,Unité d'origine Livre,"-0,46","42,0000000"
437,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Sirop de melasse,Marseille,"490,00","23,36",Quintal,Unité d'origine Livre,"-0,56","21,0000000"
438,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Souffre; En fleur,Marseille,"8 237,00","329,48",Quintal,Unité d'origine Livre,"0,00","25,0000000"
439,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Souffre; En fanon,Marseille,"14 630,00","1 828,74",Quintal,Unité d'origine Livre,"0,08","8,0000000"
440,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Sucre; Brut,Marseille,"2 518,00","62,96",Quintal,Unité d'origine Livre,"-0,40","40,0000000"
441,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Sucre; Rafiné,Marseille,"17 800,00","178,00",Quintal,Unité d'origine Livre,"0,00","100,0000000"
442,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Sucre; Terré,Marseille,"203 837,00","2 547,84",Quintal,Unité d'origine Livre,"9,80","80,0000000"
443,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Sucre; Vergeoise,Marseille,"6 864,00","190,67",Quintal,Unité d'origine Livre,"-0,12","36,0000000"
444,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Suif;,Marseille,"69 529,00","1 986,53",Quintal,Unité d'origine Livre,"0,45","35,0000000"
445,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Suif;,Amérique,"606,00","11,60",Quintal,Unité d'origine Livre,"200,00","35,0000000"
446,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Suif; Chandelles,Marseille,"1 997,00","39,85",Quintal,Unité d'origine Livre,"4,50","50,0000000"
447,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Suif; Chandelles,Russie,"1 040,00","20,80",Quintal,Unité d'origine Livre,"0,00","50,0000000"
448,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Terre; Pozolane,Milanes Toscane,"3 702,00","3 702,55",Quintal,Unité d'origine Livre,"-0,55","1,0000000"
449,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Terre; Blanche,Marseille,"364,00","92,84",Quintal,Unité d'origine Livre,"-100,20","5,0000000"
450,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Terraille; Noire,Marseille,"240,00","16,25",Quintal,Unité d'origine Livre,"-3,75","15,0000000"
451,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Terraille; Noire,Gênes,"20 716,00","1 514,40",Quintal,Unité d'origine Livre,"-2 000,00","15,0000000"
452,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Terraille; Grise,Gênes,"1 800,00","150,00",Quintal,Unité d'origine Livre,"0,00","12,0000000"
453,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Thé,Marseille,"384,00","96,00",Livre,,"0,00","4,0000000"
454,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Thé,Etats de l'empereur,"128,00","32,00",Livre,,"0,00","4,0000000"
455,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Toile à voile,Marseille,"4 574,00","2 787,00",Aune,,"-1 000,00","2,0000000"
456,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Toile à voile,Amérique,"393,00","262,00",Livre,,"0,00","1,5000000"
457,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Vin; Blanc,Milanes Toscane,"2 355,00","98,00",Muid,Plus 36 pintes,"2 355,00","0,0000000"
458,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Vin; Rouge,Marseille,"4 450,00","278,00",Muid,Plus 66 pintes,"4 450,00","0,0000000"
459,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Vin; Rouge,Espagne,"10 528,00","657,00",Muid,Plus 264 pintes,"10 528,00","0,0000000"
460,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Vin; De liqueurs,Marseille,"1 753,00","7 013,04",Pintes,Unité d'origine Muid et Pinte,"-0,26","0,2500000"
461,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Vin; De liqueurs,Espagne,"33 442,00","33 441,25",Pintes,,"25 081,69","0,2500000"
462,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Vin; Gaté,Gênes,"360,00","30,00",Muid,,"360,00","0,0000000"
463,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,14,Voilures,Marseille,"144,00",,Valeur,,"144,00","0,0000000"
