numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,probleme,remarks,prix_unitaire,doubleaccounts
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,23,Amandes ; en coques,Suède,8979,"183,24",,51865,quintal,"-1,5",erreur de calcul,49,
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,23,Amandes ; en coques,Venise,9352,"190,87",,51865,quintal,"-1,5",erreur de calcul,49,
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,17,Amandes ; en coques,marseilles,488,1221,,,livres,,,,0
6,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,3,Ambre ; jaune ; travaillé,sude,19000,191,,19000,livres,,,,0
5,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Amidon,4 villes anséatiques,1372,"30,49",,1372,quintal,"-0,05",erreur de calcul,45,
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Graveline,29,Amidon,dunkerque,175,256,Artois,,livres,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,5,Amidon,dunkerque,4620,15400,Flandre,,livres,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,23,Amidon,Angleterre,1284,"55,84",,3009,quintal,"0,37",erreur de calcul,23,
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,23,Amidon,Espagne et les Etats dépendants,1585,"68,9",,3009,quintal,"0,37",erreur de calcul,23,
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,23,Amidon,Etats du Roi de Sardaigne,140,"6,07",,3009,quintal,"0,37",erreur de calcul,23,
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Amidon,bayonne,852,2435,,,livres,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,17,Amidon,hollande,507,1450,,507,livres,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,36,Amidon,hollande,115,250,,125,livres,,,,0
5,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Amidon,dunkerque,146,265,,300,livres,,,,0
5,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Amidon,hollande,300,750,,300,livres,,,,0
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Anis ; vert,4 villes Anséatiques,9955,"181,1",Languedoc,31036,quintal,-6,erreur de calcul,55,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Anis ; vert,Angleterre,110,2,Languedoc,31036,quintal,-6,erreur de calcul,55,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Anis ; vert,Danemark et Norvège,132,"2,4",Languedoc,31036,quintal,-6,erreur de calcul,55,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Anis ; vert,Dunkerque et Petites Isles,566,"10,3",Languedoc,31036,quintal,-6,erreur de calcul,55,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Anis ; vert,Etats de l'Empereur en Allemagne et Flandre,495,9,Languedoc,31036,quintal,-6,erreur de calcul,55,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Anis ; vert,Hollande,20344,"369,9",Languedoc,31036,quintal,-6,erreur de calcul,55,
1,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Bailleul,48,Arbres ; en ?,etatsdelempereur,135,54000,,,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Baisieux,54,Arbres ; en plants,etatsdelempereur,585,2340,,585,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Steenfort,52,Arbres ; en plants,etatsdelempereur,1173,1955,,,en nombre,,,,0
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,36,Arbres ; en plants ; de bois ; d'auban,etatsdelempereur,113,75,,113,en nombre,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Steenfort,52,Arbres ; en plants ; de bois d',etatsdelempereur,5000,300000,,,en nombre,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,36,Arbres ; fruitiers,etatsdelempereur,199,246,,199,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,3,Arbres ; fruitiers,angleterre,117,,,225,,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,3,Arbres ; fruitiers,les4villesansatiques,108,,,225,,,,,0
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Givet,2,Arbres ; fruitiers,allemagne,144,,Isle de France,144,,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Maubeuge,4,Arbres ; plants de bois,etatsdelempereur,1175,1200000,,1173,en nombre,,,,0
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,5,Arbres et arbeissaux,etatsdelempereur,555,,,555,,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Arbres et arbustes,angleterre,340,,,682,,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Arbres et arbustes,espagne,156,,,682,,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Arbres et arbustes,les4villesansatiques,186,,,682,,,,,0
1,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,39,Arbres et arbustes,angleterre,16250,,,16250,,,,,0
7,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Arbres et arbustes ; divers,angleterre,862,,,1102,,,,,0
7,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,3,Arbres et arbustes ; divers,etatsunisdamrique,240,,,1102,,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Lille,41,Arbres et plants ; divers,etatsdelempereur,776,,,776,,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Calais,9,Arbustes,Angleterre,503,,Isle de France,,,,,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Arbustes,Angleterre,192,,Provence,192,,192,"pas de prix, ni de quantité",0,
5,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,17,Arbustes,angleterre,285,,,285,,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Turcoing,32,Ardoises,etatsdelempereur,180,6000,,,livres,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,2,Ardoises,angleterre,2800,80000,,,livres,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,2,Ardoises,etatsdelempereur,26700,890000,,,en nombre,,,,0
4,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,27,Ardoises,etatsdelempereur,10678,492500,,10678,en nombre,,,,0
4,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,36,Ardoises,etatsdelempereur,429,14300,,429,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Givet,2,Ardoises,allemagne,2184,273000,Hainaut,27488,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,13,Ardoises,etatsdelempereur,4528,283000,Hainault,,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Givet,2,Ardoises,etatsdelempereur,25304,3200000,Hainaut,27488,en nombre,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Givet,2,Ardoises,allemagne,1136,142000,Champagne,6392,en nombre,,,,0
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Givet,2,Ardoises,etatsdelempereur,5256,657000,Champagne,6392,en nombre,,,,0
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Graveline,57,Ardoises ; vertes,angleterre,3300,110000,,3300,en nombre,,,,0
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,2,Argenterie,hollande,250,,,,,,,,0
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; à feu,Angleterre,4020,230,,5835,en nombre,5835,pas de prix une colonne (Hollande) sans prix et les 2 autres avec des prix hétérogènes.,0,
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; à feu,Etats de l'Empereur,240,12,,5835,en nombre,5835,pas de prix une colonne (Hollande) sans prix et les 2 autres avec des prix hétérogènes.,0,
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; à feu,Hollande,1575,,,5835,en nombre,5835,pas de prix une colonne (Hollande) sans prix et les 2 autres avec des prix hétérogènes.,0,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Armes ; à feu,portugal,150,6,,150,en nombre,,,,0
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,36,Armes ; à feu,danemarketnorvge,30462,5077,,30462,en nombre,,,,0
7,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,17,Armes ; à feu ; en fusils,angleterre,352,,,352,,,,,0
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,5,Armes ; à feu ; en fusils ; de chasse,etatsdelempereur,240,2,Flandre,240,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,5,Armes ; à feu ; fusils,Angleterre,148,3,Isle de France,,en nombre,,,,
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Armes ; à feu ; fusils,Espagne,4020,203,Forêt,4020,en nombre,4020,"pas de prixprix implicite de 19 lt 18 sous, soit 19,8 lt pièce",0,
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Steenfort,52,Armes ; à feu ; fusils,etatsdelempereur,216,88,,,livres,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Poids et Casse,11,Armes ; à feu ; fusils,Marseille,19689,3226,Foret,,en nombre,19689,soit 29860 livres,0,
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Armes ; à feu ; fusils,angleterre,390,60,,58513,en nombre,,,,0
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Armes ; à feu ; fusils,etatsdelempereur,17355,2670,,58513,en nombre,,,,0
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Armes ; à feu ; fusils,hollande,26338,4052,,58513,en nombre,,,,0
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,3,Armes ; à feu ; fusils,les4villesansatiques,14430,2220,,58513,en nombre,,,,0
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Armes ; à feu ; fusils,allemagne,3144,180,,3144,en nombre,,,,0
4,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Armes ; à feu ; pistolets,allemagne,8110,811,,8110,en nombre,,,,0
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,2,Armes ; blanches,Angleterre,900,,Forêt,900,,900,"pas de prix, ni de quantité",0,
4,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,2,Armes ; blanches,etatsdelempereur,2587,1725,,,livres,,,,0
4,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,2,Armes ; blanches,hollande,1200,800,,,livres,,,,0
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,17,Armes ; blanches,Marseille,4980,830,Provence,,pièce,0,,6,
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Armes ; blanches,portugal,180,,,180,,,,,0
6,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,17,Armes ; blanches,angleterre,340,170,,340,livres,,,,0
5,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Armes ; blanches,allemagne,600,300,,600,en nombre,,,,0
6,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; blanches ; diverses,Hollande,2400,1200,,2400,livre,0,,2,
10,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,2,Armes ; blanches ; diverses,angleterre,1000,,,1000,,,,,0
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Givet,2,Armes ; blanches ; épées ; d'argent,etatsdelempereur,180,3,Isle de France,180,en nombre,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,5,Armes ; diverses,Marseille,390,,Lyonnais,,,390,,0,
9,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; fusils ; de traitte,Angleterre,6671,953,,94654,pièce,0,,7,
9,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; fusils ; de traitte,Etats de l'Empereur,43505,6215,,94654,pièce,0,,7,
9,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; fusils ; de traitte,Hollande,44478,6354,,94654,pièce,0,,7,
10,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; pistolets,Etats de l'Empereur,210,35,,210,paire,0,,6,
7,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,19,Armes ; sabres ; de traitte,Hollande,18240,6080,,18240,pièce,0,,3,
2,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Valenciennes,13,Armure ; vieilles,etatsdelempereur,200,,,200,,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Baisieux,15,Balais,etatsdelempereur,150,,,150,,,,,0
