goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
baguettes,6,,,non,0,386596
baguettes à chandelle,1,,,non,0,386596
baguettes à étoffe,2,,,non,0,386596
baguettes d'étain,2,,,non,0,386596
baguettes de bois,1,,,non,0,386596
baguettes de bois doré,1,,,non,0,386596
baguettes de cuivre,3,,,non,0,386596
baguettes de fer à fusil,1,,,non,0,386596
baguettes de fusil,47,,,non,0,386596
bahuts,24,,,non,0,386596
baie de laurier,28,,,non,0,386596
baies de buis,1,,,non,0,386596
baies de genévrier à distiller,2,,,non,0,386596
baies de genièvre,6,,,non,0,386596
baignes,3,,,non,0,386596
baignoires,2,Hors Canada,,non,1,154386
baignoires d'acajou,1,Hors Canada,tropiques,non,1,154386
baignoires de cuivre,4,,,non,0,386596
baignoires de sapin,1,,,non,0,386596
baignoires de tôle,2,,,non,0,386596
baigots,1,,,non,0,386596
baillarge,5,,,non,0,386596
bailles,1,,,non,0,386596
baïonnettes,14,,,non,0,386596
bais de bois de chêne,1,,,non,0,386596
bajutapau,230,,,non,0,386596
bajutapau commun,1,,,non,0,386596
bajutapau des Indes,1,,,non,0,386596
"bajutapau, canelis, etc.",3,,,non,,386596
bakeliau et stockfis,0,,,oui,0,386596
balais,123,,,non,0,386596
balais communs,5,,,non,0,386596
balais coupés,3,,,non,0,386596
balais de bois,39,,,non,0,386596
balais de brandes,1,,,non,0,386596
balais de bruyère,13,,,non,0,386596
balais de chanvre,1,,,non,0,386596
balais de crin,12,,,non,0,386596
balais de foyer,1,,,non,0,386596
balais de jonc,50,,,non,0,386596
balais de jonc petits,1,,,non,0,386596
balais de laine à laver les planchers,1,,,non,0,386596
balais de millet,2,,,non,0,386596
balais de paille,2,,,non,0,386596
balais de paille de riz,6,,,non,0,386596
balais de palme,295,,,non,0,386596
balais de palme petits,1,,,non,0,386596
balais de plumes,3,,,non,0,386596
balais de poil,2,,,non,0,386596
balais de riz,5,,,non,0,386596
balais de soie,7,,,non,0,386596
balais de soie de porcs,18,,,non,0,386596
balais de toile,1,,,non,0,386596
balais du roi,1,,,non,0,386596
balais fins,1,,,non,0,386596
balais grands de palme,2,,,non,0,386596
balais ou ramons,1,,,non,0,386596
balais petits,1,,,non,0,386596
balance,8,,,non,0,386596
balance à la romaine,1,,,non,0,386596
balance complète,1,,,non,0,386596
balance de bois,1,,,non,0,386596
balance de cuivre,8,,,non,0,386596
balance de cuivre jaune,1,,,non,0,386596
balance de fer,4,,,non,0,386596
balance et poids de cuivre,1,,,non,0,386596
balance et romaine,2,,,non,0,386596
balance et ses poids,1,,,non,0,386596
balance ou fléaux en fer,1,,,non,0,386596
balance petite,1,,,non,0,386596
balance romaine,3,,,non,0,386596
balauste,0,,,oui,0,386596
balcon de fer,1,,,non,0,386596
baleine,125,Hors Canada,,non,1,154386
baleine apprêtée,1,,,non,0,386596
baleine coupée,641,Hors Canada,,non,1,154386
baleine coupée en fanon,11,,,non,0,386596
baleine coupée et en fanon,12,,,non,0,386596
baleine de sarde,18,,,non,0,386596
baleine en fanon,278,Hors Canada,,non,1,154386
baleine en fanon et de sarde,1,,,non,0,386596
baleine non sciée,1,,,non,0,386596
baleine taillée,1,,,non,0,386596
balles,1,,,non,0,386596
balles à jouer,3,,,non,0,386596
balles d'osier,3,,,non,0,386596
balles de fer et canons de fer,2,,,non,0,386596
balles de fer uni,1,,,non,0,386596
balles de jonc,1,,,non,0,386596
balles de palme,1,,,non,0,386596
balles de plomb,8,,,non,0,386596
balles et dragées de plomb,1,,,non,0,386596
balles vides,1,,,non,0,386596
balustres,12,,,non,0,386596
bamboches,1,,,non,,386596
bambous,8,,,non,1,386596
banastron,1,,,non,0,386596
banc à couper la paille,1,,,non,0,386596
banc de sapin,1,,,non,0,386596
bandages,4,,,non,1,386596
bandages de peaux,5,,,non,0,386596
bandages pour soldats,1,,,non,0,386596
bandanas des Indes,1,,,non,0,386596
bandanas et mousseline et Nankin de soieries des Indes,0,,,oui,0,386596
bandeaux,4,,,non,0,386596
banderoles,1,,,non,0,386596
banderoles de cuir,2,,,non,0,386596
bandes de cabrouets de fer,3,,,non,0,386596
bandes de charrettes,1,,,non,,386596
bandes de fer,4,,,non,0,386596
bandes de fer à tombereaux,1,,,non,0,386596
bandes de roues de fer,1,,,non,0,386596
bandes de tulles brodées,1,,,non,0,386596
bandes et barres de fer,4,,,non,0,386596
bandoulières garnies d'argent,1,,,non,0,386596
banjoin,0,,,oui,0,386596
bannes et bannettes d'osier,1,,,non,0,386596
bannettes d'osier,1,,,non,0,386596
bannettes de cuir,1,,,non,1,386596
bannière de Damas,1,,,non,0,386596
banquette,4,,,non,0,386596
baquelets,1,,,non,0,386596
baquets,2,,,non,0,386596
baquets à jeter l'eau,1,,,non,0,386596
baquets de cuivre,5,,,non,0,386596
baquets de fer,1,,,non,0,386596
baquets de rechange,1,,,non,0,386596
baquets de sapin,2,,,non,0,386596
baracan,172,,,non,0,386596
baracan aune,1,,,non,0,386596
baracan d'Abbeville,1,,,non,,386596
baracan de laine,14,,,non,0,386596
baracan de laine et de poil,2,,,non,0,386596
baracan de Lille,1,,,non,0,386596
baracan de poil,64,,,non,0,386596
barail,0,,,oui,0,386596
baras,1,,,non,0,386596
barat de laine,1,,,non,0,386596
baratte,1,,,non,0,386596
barbançons,6,,,non,0,386596
barbançons de grès,12,,,non,0,386596
barbançons de terre,15,,,non,0,386596
barbançons de terre de grès,1,,,non,0,386596
barbançons de verre,1,,,non,0,386596
barbe de baleine,10,Hors Canada,,non,1,154386
barbotine,43,,,non,0,386596
barbotines,0,,,oui,0,386596
barbues,1,,,non,0,386596
barbues couvertes d'étamine,1,,,non,0,386596
barbues de grès,14,,,non,0,386596
barbues de terre,1,,,non,0,386596
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,,,non,0,386596
bardes,5,,,non,0,386596
barilleau,8,,,non,0,386596
barilleau de laine,2,,,non,0,386596
barils,9,,,non,0,386596
barils à poudre,5,,,non,0,386596
barils ancres,1,,,non,0,386596
barils de chêne,1,,,non,0,386596
barils de fer-blanc,1,,,non,0,386596
barils de fer-blanc simples,1,,,non,0,386596
barils de sapin,1,,,non,0,386596
barils de tonnelier,2,,,non,0,386596
barils de vin de ???,4,,,non,0,386596
barils doubles de fer-blanc,1,,,non,0,386596
barils neufs,1,,,non,0,386596
barils petits,2,,,non,0,386596
barils pour saler sardines,1,,,non,0,386596
barils vides,114,,,non,0,386596
barils vides de sardines,2,,,non,0,386596
barils vieux,1,,,non,0,386596
barois,8,,,non,0,386596
baromètre,6,,,non,0,386596
barques,2,,,non,0,386596
barques démontées,1,,,non,0,386596
barques en bottes,1,,,non,0,386596
barquettes,1,,,non,0,386596
barquettes et nacelles,1,,,non,0,386596
barquettes vieilles,1,,,non,0,386596
barreau de laine,2,,,non,0,386596
barreaux,3,,,non,0,386596
barreaux de bois,8,,,non,0,386596
barreaux de bois et planches de bois,6,,,non,0,386596
barreaux de sapin,2,,,non,0,386596
barreaux de sapin de 10 pieds,1,,,non,0,386596
barreaux neufs,2,,,non,0,386596
barres,4,,,non,0,386596
barres à nègre,1,,,non,0,386596
barres carrées de fer étiré,6,,,non,0,386596
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,,,non,0,386596
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,,,non,0,386596
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,,,non,0,386596
barres carrées de fer étiré de moins de 15 millimètres,1,,,non,0,386596
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,,,non,0,386596
barres d'acier,0,,,oui,0,386596
barres d'anspect en bois,1,,,non,0,386596
barres d'anspects,96,,,non,0,386596
barres d'anspects et barres de cabestan,1,,,non,0,386596
barres d'étain,3,,,non,0,386596
barres d'étain ou blocs d'étain,2,,,non,0,386596
barres de barrique,1,,,non,0,386596
barres de bois,37,,,non,0,386596
barres de cabestan,65,,,non,0,386596
barres de cabestan en bois,2,,,non,,386596
barres de chêne,1,,,non,0,386596
barres de chêne petites,1,,,non,0,386596
barres de cuivre,1,,,non,0,386596
barres de fer,2691,Hors Canada,,non,1,154386
barres de fer à frire,1,,,non,0,386596
barres de fer blanc,2,,,non,0,386596
barres de fer d'Espagne,3,,,non,0,386596
barres de fer de Suède,2,,,non,0,386596
barres de fer étiré,2,,,non,0,386596
barres de futel,1,,,non,0,386596
barres de guindeau,45,,,non,0,386596
barres de sapin,2,,,non,0,386596
barres de sapin de 3 à 4 pieds,1,,,non,0,386596
barres de sapin pour fonçaille,1,,,non,0,386596
barres et verges de fer,15,,,non,0,386596
barres fines de fer,1,,,non,0,386596
barres maître-fond,1,,,non,0,386596
barres plates de fer étiré,6,,,non,0,386596
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,,,non,0,386596
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,,,non,0,386596
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,,,non,0,386596
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,,,non,0,386596
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,,,non,0,386596
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,,,non,0,386596
barres pour édifices,1,,,non,0,386596
barres pour édifiées,1,,,non,0,386596
barres rondes de fer étiré,6,,,non,0,386596
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,,,non,0,386596
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,,,non,0,386596
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,,,non,0,386596
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,,,non,0,386596
barrettes,1,,,non,0,386596
barrettes de cuivre,3,,,non,0,386596
barrettes de fer,1,,,non,0,386596
barriques,53,,,non,0,386596
barriques à eau,2,,,non,0,386596
barriques cerclées de fer,1,,,non,0,386596
barriques cerclées de fer et vides,1,,,non,0,386596
barriques cerclées et fer,0,,,oui,0,386596
barriques en bœuf,1,,,non,,386596
barriques neuves,5,,,non,0,386596
barriques vides,93,,,non,0,386596
barriques vides vieilles,48,,,non,0,386596
barriques vieilles,19,,,non,0,386596
bas,11,,,non,0,386596
bas à crin d'or et de soie,1,,,non,0,386596
bas communs,2,,,non,0,386596
bas d'estam,1,,,non,0,386596
bas d'estame,68,,,non,0,386596
bas d'estame fins,2,,,non,0,386596
bas d'étoffe,1,,,non,0,386596
bas de bourre de soie,6,,,non,0,386596
bas de Carcassone,1,,,non,,386596
bas de castor,11,,,non,0,386596
bas de chamois,19,,,non,0,386596
bas de coton,566,,,non,0,386596
bas de coton 1300 lignes,1,,,non,0,386596
bas de coton de femme,1,,,non,,386596
bas de coton en paires,1,,,non,0,386596
bas de coton et bas de fil,324,,,non,0,386596
bas de coton et bas de fil et bas de soie,1,,,non,0,386596
bas de coton et bas de fil par paires,1,,,non,0,386596
bas de coton et bas de soie,1,,,non,0,386596
bas de coton et bonnets de coton,30,,,non,0,386596
bas de coton et laine,1,,,non,0,386596
bas de coton pour enfant,1,,,non,0,386596
bas de coton pour femme,1,,,non,0,386596
bas de coton pour homme,1,,,non,0,386596
bas de fil,707,,,non,1,386596
bas de fil commun,21,,,non,0,386596
bas de fil d'or,2,,,non,,386596
bas de fil divers,1,,,non,,386596
bas de fil et bas de laine,1,,,non,0,386596
bas de fil et bonnets,2,,,non,0,386596
bas de fil et pour femme,2,,,non,0,386596
bas de fil et pour homme,1,,,non,0,386596
bas de fil par paires,3,,,non,0,386596
bas de filoselle,258,,,non,0,386596
bas de Flandre d'homme,1,,,non,,386596
bas de Flandre de femme,1,,,non,,386596
bas de fleuret,83,,,non,0,386596
bas de laine,807,,,non,0,386596
bas de laine 40 lignes,1,,,non,0,386596
bas de laine communs,9,,,non,0,386596
bas de laine d'homme,1,,,non,,386596
bas de laine de Ségovie,3,,,non,,386596
bas de laine écarlate,2,,,non,0,386596
bas de laine et bas de soie,1,,,non,0,386596
bas de laine et bonnets de laine,7,,,non,0,386596
bas de laine et gants de laine et bonnets de laine,2,,,non,0,386596
bas de laine fin,17,,,non,0,386596
bas de laine grossière,21,,,non,0,386596
bas de laine par paires,2,,,non,0,386596
bas de mulet,1,,,non,0,386596
bas de peau,14,,,non,0,386596
bas de poil,8,,,non,0,386596
bas de poil et bas de soie,3,,,non,0,386596
bas de Saint-Mexant,7,,,non,0,386596
bas de Ségovie,2,,,non,0,386596
bas de soie,1413,,,non,0,386596
bas de soie à coins d'argent,1,,,non,0,386596
bas de soie à coins d'or,2,,,non,0,386596
bas de soie à coins d'or et bas de soie à coins d'argent,2,,,non,0,386596
bas de soie brodés,1,,,non,0,386596
bas de soie brodés d'or,1,,,non,0,386596
bas de soie brodés d'or et bas de soie brodés d'argent,1,,,non,0,386596
bas de soie de Chine,1,,,non,0,386596
bas de soie de Chine pour femme,1,,,non,0,386596
bas de soie de Chine pour homme,1,,,non,0,386596
bas de soie et gants de soie,1,,,non,0,386596
bas de soie pour femme,27,,,non,1,386596
bas de soie pour homme,28,,,non,1,386596
bas de soie pour teindre,1,,,non,,386596
bas de soie vieux,3,,,non,0,386596
bas de toile,1,,,non,0,386596
bas des îles et des Indes,0,,,oui,0,386596
bas des Îles et des Indes,1,,,non,,386596
bas des Indes de poil,1,,,non,0,386596
bas drapés,1,,,non,0,386596
bas écriers,1,,,non,0,386596
bas et bonnets de castor,1,,,non,0,386596
bas et bonnets de fil,4,,,non,0,386596
bas et gants de poil,1,,,non,0,386596
bas étrillés,1,,,non,0,386596
bas gants et bonnets de laine fil et coton,2,,,non,0,386596
bas grossiers,4,,,non,0,386596
bas pour femme,1,,,non,0,386596
bas pour homme,1,,,non,0,386596
bas-relief de marbre,1,,,non,0,386596
basanes,46,,,non,0,386596
basanes apprêtées,1,,,non,0,386596
basanes de mouton,9,,,non,0,386596
basanes de mouton tannées,2,,,non,0,386596
basanes de veau,4,,,non,0,386596
basanes tannées,292,,,non,0,386596
basanes tannées de veau,8,,,non,0,386596
basannes,0,,,oui,0,386596
basannes de mouton tannées,0,,,oui,0,386596
basannes de veau tannées,0,,,oui,0,386596
basannes tannées,0,,,oui,0,386596
basin,686,,,non,0,386596
basin argent et or,1,,,non,0,386596
basin blanc,4,,,non,0,386596
basin blanc de 10 aunes,1,,,non,0,386596
basin blanc de 11 aunes,1,,,non,0,386596
basin blanc de fil,1,,,non,0,386596
basin brodé,7,,,non,0,386596
basin brodé de soie,1,,,non,0,386596
basin brodé de soie et d'or,1,,,non,0,386596
basin clair mêlé de coton,1,,,non,0,386596
basin commun,16,,,non,0,386596
basin coton,1,,,non,,386596
"basin de Bruges écru en pièce de 11,5 aunes",1,,,non,0,386596
basin de coton et basin de fil,2,,,non,0,386596
basin de coton et Nankin de coton,0,,,oui,0,386596
basin de coton et Nankin de coton et toile de coton,0,,,oui,0,386596
basin de fil,4,,,non,0,386596
basin de fil et de coton,2,,,non,0,386596
basin de Godelour,1,,,non,0,386596
basin de lin,2,,,non,0,386596
basin de lin peint,1,,,non,0,386596
basin de Rouen,1,,,non,0,386596
basin de soie,1,,,non,0,386596
basin de Troyes,11,,,non,0,386596
basin des Indes,47,,,non,0,386596
basin en aunes,1,,,non,0,386596
basin et Nakin,0,,,oui,0,386596
basin et Nankin,99,,,non,0,386596
basin peint,1,,,non,0,386596
basin pièces de 11 aunes,1,,,non,0,386596
basin pièces de 15 aunes,1,,,non,0,386596
basin pièces de 40 aunes,1,,,non,0,386596
basin rayé,1,,,non,0,386596
basin sec fil,1,,,non,0,386596
basin tout coton,1,,,non,0,386596
basin uni et Nankin uni,38,,,non,0,386596
baspormettes,1,,,non,0,386596
basse,6,,,non,0,386596
basse de viole,12,,,non,0,386596
basse et bassons,1,,,non,0,386596
basse et chapeaux chinois,2,,,non,0,386596
bassin à barbe,1,,,non,0,386596
bassin à barbe de cuivre,1,,,non,0,386596
bassin à cassave,1,,,non,,386596
bassin d'étain,28,,,non,0,386596
bassin de barbe,1,,,non,0,386596
bassin de bois,1,,,non,0,386596
bassin de cuivre,122,Hors Canada,,non,1,154386
bassin de cuivre grand,1,,,non,0,386596
bassin de cuivre jaune,13,,,non,0,386596
bassin de cuivre jaune et chaudron de cuivre jaune,1,,,non,0,386596
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,,,non,0,386596
bassin de cuivre petit,1,,,non,0,386596
bassin de cuivre pour l'entrepôt pour Guinée,1,,,non,0,386596
bassin de fer,8,,,non,0,386596
bassin de marbre,1,,,non,0,386596
bassines de cuivre,6,,,non,0,386596
bassons,5,,,non,0,386596
bassons clarinettes,2,,,non,0,386596
bast et écorce d'arbre et foularde,4,,,non,0,386596
batanomes,146,,,non,0,386596
batanony,3,,,non,0,386596
bâtardes,1,,,non,0,386596
batavia,7,,,non,0,386596
bateaux,9,,,non,0,386596
bateaux à pêcher,3,,,non,0,386596
bateaux neufs,40,,,non,0,386596
bâtiments de mer,21,,,non,1,386596
bâtiments de mer et apparaux,0,,,oui,0,386596
bâtiments de mer vieux,1,,,non,0,386596
bâtiments naufragés,1,,,non,0,386596
batiste,559,,,non,0,386596
batiste blanche,1,,,non,0,386596
batiste brochée,1,,,non,0,386596
batiste de 12 aunes,1,,,non,0,386596
batiste de fil,12,,,non,0,386596
batiste de lin,15,,,non,0,386596
batiste de lin et linon de lin,14,,,non,0,386596
batiste écrue,2,,,non,0,386596
batiste et fine,0,,,oui,0,386596
batiste et linog,0,,,oui,0,386596
batiste et linon,135,,,non,0,386596
batiste et linon de chanvre,2,,,non,0,386596
batiste et linon de chanvre et de lin,7,,,non,0,386596
batiste fine,8,,,non,0,386596
batiste grise,1,,,non,0,386596
batiste Lorient,1,,,non,0,386596
batonge de bois,1,,,non,0,386596
bâtons,5,,,non,0,386596
bâtons à chandelle,2,,,non,1,386596
bâtons à étendre le linge,1,,,non,0,386596
bâtons à faire cercles,1,,,non,0,386596
bâtons à frottoir,1,,,non,0,386596
bâtons à gaffes,6,,,non,0,386596
bâtons à lave-place,18,,,non,0,386596
bâtons à œillets,1,,,non,0,386596
bâtons à pinceaux,1,,,non,0,386596
bâtons d'éventails d'ivoire,1,,,non,0,386596
bâtons de bois,2,,,non,0,386596
bâtons de bois peints,1,,,non,0,386596
bâtons de bois vernis,1,,,non,0,386596
bâtons de brosses à goudronner,1,,,non,0,386596
bâtons de cap,1,,,non,0,386596
bâtons de colliers,3,,,non,0,386596
bâtons de fer,2,,,non,0,386596
bâtons de gabares,1,,,non,0,386596
bâtons de gabares de 14 à 16 pieds,1,,,non,0,386596
bâtons de gaffe,1,,,non,0,386596
bâtons de pompes,1,,,non,0,386596
bâtons de saloups,1,,,non,0,386596
bâtons de sapin,36,,,non,0,386596
bâtons de sapin de 4 pieds de long,1,,,non,0,386596
bâtons de sapin peint,1,,,non,,386596
bâtons peints,2,,,non,0,386596
bâtons vernis,22,,,non,0,386596
bâts,2,,,non,0,386596
bâts à matelas,1,,,non,0,386596
bâts d'ânes,3,,,non,0,386596
bats de bois,0,,,oui,,386596
bâts de bois,1,,,non,,386596
bâts de chevaux,5,,,non,0,386596
bâts de mulets,7,,,non,0,386596
batterie d'airain,5,,,non,0,386596
batterie de cuisine,5,,,non,0,386596
batterie de cuisine en cuivre,5,,,non,,386596
batterie de cuivre,3,,,non,0,386596
batterie de cuivre à cuisine,0,,,oui,0,386596
batterie de cuivre de fuine,0,,,oui,0,386596
batterie de fer,12,,,non,0,386596
batterie de fer à cuisine,2,,,non,0,386596
batterie de fer coulé,2,,,non,0,386596
batterie de fer-blanc,1,,,non,0,386596
batterie en plaque,1,,,non,0,386596
battes à fer,1,,,non,0,386596
battoirs,1,,,non,0,386596
battoirs à lessive,1,,,non,0,386596
baudeaux,0,,,oui,0,386596
baudriers,30,,,non,0,386596
baudriers de cuir,3,,,non,0,386596
baule,1,,,non,0,386596
baumanes,1,Peut être Canada,,non,1,1289
baume,143,Hors Canada,,non,1,154386
baume de benjoin,44,,,non,1,386596
baume de Copahu,123,Hors Canada,amérique du sud,non,1,154386
