Inconnu,marchandises,definition,
0,beaume de copahu,"La résine de copaïba est un puissant cicatrisant à la fois antiseptique et anti-inflammatoire. Elle aide à la cicatrisation des plaies les plus difficiles et estompe visiblement les maladies de la peau comme l'eczéma, l'herpès et le psoriasis.  ",
0,beaume de sucrier,"Edouard Adolphe Duchesne, Répertoire des plantes utiles et des plantes vénéneuses du globe : « Il existe une deuxième écorce, une résine que l'on appelle baume du sucrier ou baume houmiri, encens du Brésil, que l'on dit vulnéraire et bonne contcoclearia. ",
0,becafique,"Becfigue, ""petit oiseau connu et fort estimé des Anciens"", article ""Becfigue ou Becafigue"", François-Alexandre Aubert de La Chesnaye des Bois, Dictionnaire raisonné et universel des animaux ou le règne animal, Paris, Chez Claude-Jean-Baptiste Bauche, 1759. ",
0,bedelin,Coton qui vient du Levant par Marseille ,
0,beige,"« qualifie la laine naturelle ou toute étoffe qui n'a reçu ni teinture, ni blanchiment (voir aussi écru). » (wikipédia)",
1,"bem, bem à voile, bem de Vimoutiers",,
1,benblanc,"Terme inconnu des dictionnaires et de l’encyclopédie, alors que la retranscription semble correcte (Source : Nantes -- 1762 -- Imports – AD44_C716.pdf, page 2) ",
0,benjoin,"savary, volume 1, 1748 : « Espèce de gomme que quelques-uns mettent au nombre des encens et des aromates » ",
0,benjoin,"Savary, volume 1, 1748 : « On tire du Benjoin des fleurs blanches propres pour les asthmatiques et une huile, qui est une espèce de baume pour les plaies. » + purgatif. Utilisé également en teinture ",
0,"benjoin, benjouin, bejouant, bonjoin","substance résineuse inflammable [...] fort employée dans les parfums. Elle vient des îles Philippines & de Sumatra, article ""Benjoin"", Encyclopédie. ",
0,"bergop, bergopsum, bergopzoom","Espèce de blonde que l'on fabrique à Berg-op-zoom et dans ses environs, article ""Blonde"", Pierre Jaubert, Dictionnaire raisoné universel des arts et métiers, Lyon, Leroy, 1801, p. 281. ",
0,"berne, bernus","Bernes ""Grande pièce d'étoffe et particulièrement de laine"", CNRTL. ",
0,berse,"verse, ""manne d'osier dans laquelle on met du charbon"", Dictionnaire de l'Académie Française, 1802, article ""Verse"". ",
0,bête de somme cheval,chevaux et mulets ,
0,"bétille, bétille orgadi, bétille tarnatane ","« Mousselines, ou toiles de coton blanches, qui se fabriquent aux Indes Orientales, particulièrement à Pondichéry. Savary, Dictionnaire 1, p. 929.Blanchon, 1799, p. 691. ",
1,beurreterie,Ecriture difficilement lisible sur le pdf   peut être « beurretière » ? (National par direction – 1789 – Lille – Imports),
1,beurreterie en bar de fil blanc,"L’écriture du copiste paraît lisible (Source : 1789 - Importations - Direction de Lille – AN_F12_1667.pdf), mais le terme est inconnu des différents dictionnaires ; une seule occurrence dans la BDD.  ",
0,bezoar,"remède connu dans la Pharmacie, article ""Bezoar"", Encyclopédie. ",
0,bézoard,"Savary, volume 1, 1748 : « Pierre médicinale qu'on estime un souverain contre poison & un cardiaque excellent. On le donne aussi contre les vertiges, l'épilepsie, le palpitation au coeur, la colique » ",
0,bidache (carreaux de ),"petite ville de France, dans la basse Navarre, article ""Bidache"", Encyclopédie. ",
0,bigarade,"orange aigre, article ""Oranger"", Encyclopédie. ",
0,bignon,« Terme de pêche. Filet nommé aussi truble. » (Littré),
0,bigues,"grosse et longue piece de bois, article ""Bigue"", Encyclopédie. ",
0,bilardeau,"Pièce de bois, Godefroi Eugène Brixhe, Essai d'un répertoire raisonné de législation et de jurisprudence, en matière de mines, minières, tourbières, carrières, etc., suivi d'un vocabulaire des termes d'un usage général en France et en Belgique, dans l'exploitation des mines, Liège ",
0,bilardeaux,"pluriel de « bilardeau », voir ci-dessus. ",
0,bimbeloterie,"Tarif général des douanes de France, 1844 : « La bimbeloterie se compose d'une foule de petits objets en matières diverses, uniquement propres à servir de jouets aux enfants. » ",
1,binages à pousser,"Selon le Littré, le binage est « (Terme d'agriculture). Action de biner. Donner un binage ; ainsi la marchandise ici étudiée correspond sûrement à un outil pour le binage. ",
0,birampeaux des Indes,Certainement une autre graphie de « birampot » (voir ci dessus). Ajouté à la normalisation orthographique. ,
0,birampots bleu,« Le birampot est un tissu très grossier » (Source : https://books.google.fr/books?id=d3IKWd7KQ_cC&pg=PT137&lpg=PT137&dq=birampot&source=bl&ots=-Nn2i65lj9&sig=7mXAxAOjRx_3Wxf7k2_7RTDxaxs&hl=fr&sa=X&ved=0ahUKEwinyPfaqanMAhVLAZoKHdxiDUcQ6AEIHTAA#v=onepage&q=birampot&f=false) ,
0,bitume de judée,Wallis List : in 1725 additional rate book: easily read as Indiacum ,
1,blallst,"Possible erreur du retranscripteur ; du point de vue de l’ordre alphabétique dans le registre du copiste, « blallst » ne fait pas sens étant placé après « blanc » par exemple. Voir Objet Général -- 1756 -- BMRouen_Ms_Montbret_155-1b.pdf 1",
0,blanc,Désigne dans l’Encyclopédie de Diderot et d’Alembert (http://artflsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1446.encyclopedie0513) divers colorants et autres matériaux de couleurs blanche. ,
0,blanc d'espagne,Craie réduite en molécules extrêmement fines ,
0,blanc de baleine,"Dapriez, Dictionnaire classique des sciences naturelles, volume 1, 1837 : « Matière grasse, solide […] Le Blanc de Baleine est employé en pharmacie dans la préparation de quelques topiques gras  on en fait usage dans les arts pour la confecti ",
0,blanchette,"D’après le Littré, c’est un des noms donnés à la mâche (la salade) ",
1,blanchissoire,"La retranscription semble correcte, mais le terme est inconnue des dictionnaires. Apparait une fois sous cette graphie, et une fois écrit « blanchisoire » ",
0,blanquette,Variété de bière avec un faible degré d'alcool ,
0,bled,"Savary, volume 1, 1748 : « Blé ou Bled» ",
0,blicourt,"serge de Blicourt, article ""Reglemens pour la Draperie"", Jacques Savary des Brûlons, Dictionnaire de commerce, vol. 3, Paris ",
0,blonde,"ouvrage de soie, Encyclopédie, article ""Blonde"". ",
0,blonde d'or,Dentelle de soie faite en auvergne ,
1,blonde visage,Une seule occurrence dans la BDD   fait peut être référence à une blonde de soie ? ,
0,bluteau,"instrument dont les Boulangers se servent pour séparer le son d'avec la farine, Encyclopédie, article ""Bluteau"". ",
0,bluteau,"Savary, volume 1, 1748 : Les instruments, ustencile, et machines, dont se servent les boulangers, sont, les moulins à bras, les bluteaux... » ",
0,bobillon,sorte de feuillard d’après le Traité élémentaire d’architecture navale de Joseph Adrien d’Etroyat (1845),
1,boëlans,"Exporté depuis Nantes vers la Guinée et la Hollande, 7 occurrences, semble bien transcrit (AD 44 C717 et Montbret 155-1 ; 1765, 1769, 1754, 1755, 1771, 1776)",
1,bois au daumes,Ecriture du copiste peu lisible… Source : National par direction – Rouen – 1789 3,
0,bois d'acajou,bois servant à tourner et embellir ,
,bois de cail-cédra,"cail-cédra \kaj.se.dʁa\ féminin
(Botanique) Arbre de la forêt équatoriale d’Afrique. 
De l’écorce du cail-cédra comme succédané de celle du quinquina. M. Servant lui envoya l’écorce du cail-cédra, comme étant le fébrifuge le plus estimé par la population indigène, à tel point que … 11 lui a donc donné le nom de cail-cédrin. — (Journal des connaissances médico-chirurgicales, 1850) 
Il y a, au nord de Mozambique, des forêts immenses de bois dur, ressemblant au teck de l’Inde et au cail cédrat de la côte occidentale. — (Revue de l’Orient et de L’Algérie, 1851) 
https://fr.wiktionary.org/wiki/cail-cédra
",
1,bois de magny,Magny est un village de l’Yonne ?,
1,bois de Pui,"5 occurrences dans la base, importé à Marseille depuis la Corse, Gênes, Venise, Portugal, Sardaigne uniquement en 1789, la transcription semble correcte (AN F12 1667 et 1667/1789)",
0,bois de rose,"Cf. P.H.Wallis  : An oil yielded by such plants, used in herbal medicine ",
0,bois de santal,"Sous la forme de poudre de santal citrin et de poudre de santal rouge en égales proportions, il était un des constituants du diaprun solutif de la pharmacopée maritime occidentale au xviiie siècle (wiki) ",
0,bois de santal moulu,"Sous la forme de poudre de santal citrin et de poudre de santal rouge en égales proportions, il était un des constituants du diaprun solutif de la pharmacopée maritime occidentale au xviiie siècle (wiki) ",
0,bois de saxafras,"Bois, écorce, essence de sassafras employé(e) notamment comme sudorifique. Une infusion d'écorce de sassafras (Geoffroy, Méd. prat., 1800, p. 501).Produit thérapeutique extrait du sassafras. Le sassafras est un stimulant diaphorétique recommand ",
0,bois néphrétique,") was a traditional diuretic derived from the wood of two tree species, the narra (Pterocarpus indicus) and the Mexican kidneywood (Eysenhardtia polystacha). ",
0,bol d'arménie,"Dapriez, Dictionnaire classique des sciences naturelles, volume 1, 1837 : Voir Ocreuse Rouge « Les bols d'Arménie et de Lemnos autrefois très employés dans la médecine, sont aussi des var. de cette substance. » ",
1,bolbet de coton,Probablement « bombes de coton » ,
0,boldavid,"Peut s’écrire boldavit en néerlandais, et correspond à un textile (vraisemblalement en lin) utlisé pour les voiles et les sacs (http://gtb.inl.nl/iWDB/search?actie=article&wdb=WNT&id=M009957) ",
1,boldes d'espagne,L’écriture est lisible (Source : National – Objet Général – 1761 – Rouen Imports – Page 15) 1,
0,bolsas,"coutils du Bengale, article ""Commerce"", Savary, Dictionnaire 1, p. 442. ",
0,bombarde,"Vraisemblablement l'instrument de musique, la pièce d'artillerie fut rendue obsolète par l'invention des canons à roue à la fin du 15ème siècle ",
1,bombarde de cuivre,Peut-être «Bombarde » ,
0,bombasin,"Étoffe de soie, article ""Bombasin"", Savary, Dictionnaire 1. ",
0,bombasin de Troyes,"Voir « bombasin », défini comme une étoffe de soie par le Savary. ",
1,bombets de demite,"Une seule occurrence, mais l’écriture semble lisible. Démitte désigne, selon l’Encyclopédie, « (Commerce.) toile de coton qui vient de Smyrne, & qui se fabrique à Menemen ». En revanche, éventuelle erreur du copiste pour « bombets » ? 2",
1,bombets de demitte et corsets de demitte,"Démitte désigne, selon l’Encyclopédie, « (Commerce.) toile de coton qui vient de Smyrne, & qui se fabrique à Menemen ». Aucune information concernant « bombets » ",
0,bon basin,"Savary, volume 1, 1748 : « Bombasin : Etoffe de soie » ",
1,bongra animal,Erreur (partielle?) de retranscription : « animal » est en fait « amoniac ». Difficile en revanche de lire et d’identifier le premier terme. ,
0,"bongran, bougrain, bougran","bougran, ""grosse toile de chanvre gommée"", article ""Bougran"", Encyclopédie. ",
0,bongras animal,"Voir « bongra animal » ci dessus, qui correspond en réalité à « xxxx amoniac ».  ",
0,borax,"Savary, volume 1, 1748 : « Minéral qui sert à souder et braser l'or et les autres métaux. » ",
0,borax,"Savary, volume 1, 1748 : « Sel minéraux qui sert à souder et braser l'or et les minéraux. […] Le Borax est de quelque usage dans la Médecine où il entre dans la composition de l'onguent citrin. » Il est de deux types naturel ou raffiné. ",
0,bordage,"Wikitionary : «Bordage : (Marine) Fer et acier revêtant le corps d'un bâtiment, tant ) l'extérieur qu'à l'intérieur. » ",
0,"bordilles, bourdilles","A donné ""mauvaise marchandise""François Caradec et Jean-Bernard Pouy, Dictionnaire du français argotique et populaire, article ""Bordille"", Paris ",
1,bordure dorée,Cadres ? ,
1,botiers,"peut-être souliers ""bottiers"", mais c'est un terme attesté au XXe s. seulement",
0,boucaniers,"D’après le Littré, un boucanier est un « gros et long fusil dont on se servait pur la chasse aux bœufs sauvages » ",
0,boucassin,"nom que l'on donnait autrefois à certaines toiles gommées, article ""Boucassin"", Encyclopédie. ",
0,boucassin,Toile de coton ,
1,bouchie,"La retranscription semble tout à fait correcte, mais le terme est incconu. Une seule occurrence dans la BDD (Source : Bayonne -- 1754 -- Exports – AD64_2_ETP_1_104.pdf, page 7).  ",
0,boudille,"R. Mineau et L. Racinoux, Glossaire des vieux parlers du département de la Vienne, 1975 : « Bédiche : Génisse. Syn : Boudille »Agriculture, vol. Fab-Hys, article ""Férole"", Paris ",
0,bouette de sapin,"J.B.P. Willaumez, Dictionnaire de marine, 1820 : « Bouette ou boîte : Nom que les pêcheurs donnent à toutes sorte d'appâts dont ils amorcent leurs hains pour la pêche à la ligne. » ",
0,bouge,"Espèce d'étamine fine OU ""grand sac"", Savary, Dictionnaire 1, article ""Bouge"". ",
0,bougran,"Savary, volume 1, 1748 : « Sorte de grosse toile de chanvre, gommée, calendrée et teinte en différentes couleurs. » ",
0,bouguette,"Petit bouge, ou sac, Savary, Dictionnaire 1, article ""Bougette"". ",
1,boulande,boutannes ? Source : La Rochelle – 41 ETP 270 – 1739 – Page 2) 1,
1,boulanes,boutannes ? Source : La Rochelle – 41 ETP 270 – 1738 – Page 2) 1,
0,boulange,"Wikitionary : «  Boulange : Produit de la mouture du blé transformé par la meule en son, gruau et farine. » ",
1,boulans,Semble correct… 1,
0,boule de mail,"Boule de buis, pour jouer au maillet (Savary) ",
1,boule de mais,,
0,boule vulneraire,"Wikipedia : « Ce remède est évoqué en 1725 dans la Pharmacopée de Strasbourg mais divers variantes et produits proches seront produis jusqu'en 1972 on en tirait une solution ferrugineuse à administrer au patient, qui était réputée soigner de  ",
0,boulle d'acier,"Wikipedia : « Ce remède est évoqué en 1725 dans la Pharmacopée de Strasbourg mais divers variantes et produits proches seront produis jusqu'en 1972 on en tirait une solution ferrugineuse à administrer au patient, qui était réputée soigner de  ",
0,boulons de gay,boutons de jais ,
0,bouracan,"Savary, volume 1, 1748 : « Bouracan : Etoffe non croisée qui est une espèce de camelot d'un grain beaucoup plus gros que l'ordinaire.»gaiac. ",
1,bouraline,,
1,bouralisse,"Terme présent à plusieurs reprises, dans différentes sources, mais dont la définition reste incconue (Littré, Encyclopédie, Savary). plusieurs occurrences, sources différentes",
0,bouras,wikitionary : « Bourras : Grosse toile faite d'étoupes de chanvre. » ,
0,"bouras, bours","Bouras, étoffe de Nîmes imitant celles du Levant. Article ""Bours"", Jacques Peuchet, Vocabulaire...Article ""Bouras"", Pierre-Augustin Boissier de Sauvages (abbé), Dictionnaire languedocien-français, Alais ",
0,bourde,"Sorte de soude, article ""Bourde"", Savary, Dictionnnaire 1.Karthala, 2001,p. 332. ",
1,bourdilles,"Selon ce dictionnaire argotique français (http://argotique.fracademic.com/712/bordille_%28bourdille%29), une bourdille (ou bordille) signifie une mauvaise marchandise, une ordure, un détritus.  ",
1,bourdilles à barriques,Voir la définition de « bourdilles » ci dessus.  ,
0,bourdillon,"« Bois de chêne refendu et propre à faire des futailles. » (Dictionnaire de l’Académie, 8ème édition)",
0,bourdillon,"bois de chêne débité, refendu, et propre à faire des douves de tonneau, article ""Bourdillon"", Encyclopédie. ",
