marchandises_simplification,provenance_nord_américaine,details_provenance,obsolete
baudriers,,,non
baudriers de cuir,,,non
baule,,,non
baumanes,Peut être Amérique du Nord,,non
baume,Hors Amérique du Nord,,non
baume de benjoin,,,non
baume de Copahu,Hors Amérique du Nord,amérique du sud,non
baume de Copahu et du Pérou,,,non
baume de l'Amérique,,,non
baume de la Mecque,,,non
baume de storax liquide et en pain,,,non
baume de storax naturel,,,non
baume de storax préparé,,,non
baume de storax préparé en grains,,,non
baume de storax préparé liquide,,,non
baume de sucre,,antilles,oui
baume de Sucre,Hors Amérique du Nord,,non
baume de Tolu,,,non
baume de vie,,,non
baume du Canada,,,non
baume du Levant,,,non
baume du Pérou,Hors Amérique du Nord,amérique du sud,non
baume et élixir,,,non
baume et sucs d'espèces particulières,,,non
baume laque,,,non
baume noir,,,non
baume rouge,,,non
bavette,,,non
bavoirs,,,non
bayette,,,non
bayette blanche,,,non
bayette blanche aune,,,non
bayette bleue,,,non
bayette bleue et rouge,,,non
bayette de Beauvais,,,non
bayette de prise,,,non
bayette des Indes,,,non
bayette grosse,,,non
bayette teinte,,,non
bayette teinte aune,,,non
bayoulen,,,non
bazzitte,,,non
bdellium,,,non
beau vert broyé,,,non
beaudeaux,,,non
beaupré,,,non
bécasses,,,non
bécassines,,,non
becfigues marinés,,,non
bêches,,,non
beige,,,non
béliers brebis et moutons communs,,,non
béliers mérinos,,,non
béliers mérinos et métis,,,non
belinge,,,non
bem ???,,,non
bem à voile,,,non
bem de Vimoutiers,,,non
benblanc,,,non
benfletins,,,non
bénitier de marbre,,,non
bénitier de marbre pesant 250 livres,,,non
benjoin,,,non
benjoin du Levant,,,non
bennes,,,non
bennes vides,,,non
berce de fer et lit de fer,,,non
berceau d'enfant,,,non
berceau d'osier,,,non
bergamote,,,non
bergamotes,,,non
bergamotes fraîches,,,non
bergamotes ouvrées,,,non
Bergopzoom,,,non
Bergopzoom aune,,,non
berline,,,non
berline et harnais,,,non
berline garnie de velours,,,non
berline garnie de velours et crêpine d'or et harnais riche,,,non
berline vieille,,,non
bernes,,,non
bernes de laine,,,non
bernes ou tapsel,,,non
besnes,,,non
bestiaux,,,non
bestiaux et bêtes de somme,,,non
bêtes de somme,Hors Amérique du Nord,,non
bêtes de somme et bœuf,,,non
bêtes de somme et poulains,,,non
bêtes principalement en mules et mulets,,,non
bétilles,,,non
bétilles des Indes,,,non
betteraves,,,non
beunne,,,non
beurre,,,non
beurre commun,,,non
beurre d'Angleterre,,,non
beurre d'Irlande,,,non
beurre d'Irlande non comestible,,,non
beurre d'Irlande salé,,,non
beurre de cacao,Hors Amérique du Nord,,non
beurre de Dixmude,,,non
beurre du pays,,,non
beurre du pays salé,,,non
beurre fondu,,,non
beurre frais,,,non
beurre frais ou fondu,,,non
beurre frais ou fondu ou salé,,,non
beurre salé,,,non
beurreterie en bar de fil blanc,,,non
beurrière,,,non
bezoar,,,non
bezoar du Ponent,,,non
bibelots et mercerie,,,non
bibliothèque,,,non
bidets,,,non
bidets de faïence,,,non
bidets de faïence avec leurs pieds de bois,,,non
bidets de faïence et leurs pièces,,,non
bière,,,non
bière aigre,,,non
bière blanche,,,non
bière cidre et vinaigre,,,non
bière commune du pays,,,non
bière d'Angleterre,,,non
bière d'Hoegaarden,,,non
bière de Hollande,,,non
bière de Hollande et d'Angleterre,,,non
bière de Liège,,,non
bière de Lübeck,,,non
bière de Lübeck pour médecine,,,non
bière dite juypenbier,,,non
bière dite lumay,,,non
bière en bouteille,,,non
bière en muid,,,non
bière et cidre,,,non
bière et cidre et vinaigre,,,non
bière forte,,,non
bière médicinale de Lübeck,,,non
bière vétérinaire,,,non
bigarade,,,non
bigarade fraîche,,,non
bignes,,,non
bigons,,,non
bigous,,,non
bigues,,,non
bijouterie,Hors Amérique du Nord,,non
bijouterie d'argent,,,non
bijouterie d'argent autre qu'ornée en perles fines ou pierres,,,non
bijouterie d'argent ornée en perles fines ou pierres,,,non
bijouterie d'or,,,non
bijouterie d'or autre qu'ornée en perles fines ou pierres,,,non
bijouterie d'or ornée en perles fines ou pierres,,,non
bijouterie en argent,,,non
bijouterie et mercerie,,,non
bijouterie et perles fines,,,non
bijouterie fine,,,non
bijouterie fine fausse en pierres faite métal,,,non
bijouterie pour montres d'argent,,,non
bijoux d'or,,,non
bilardeaux,,,non
billard,,,non
billard vieux,,,non
billes d'ivoire,,,non
billes de bois,Hors Amérique du Nord,,non
billes de bois de gaiac,Hors Amérique du Nord,,oui
billes de bois de gaïac,,tropiques,non
billes de bois marbré,Peut être Amérique du Nord,,non
billes de bois pour meuble,Hors Amérique du Nord,,non
billets de parchemin,,,non
billons,,,non
billons de bois,,,non
billons de bois blanc,,,non
billons de bois petits,,,non
billons de pin,,,non
billons de sapin,,,non
billons et bois blanc,,,non
billots,,,non
billots de chêne pour merrain,,,non
billots de pin,,,non
billots de sapin,,,non
billots de sapin de 20 pieds,,,non
billots de sapin de 30 à 35 pieds,,,non
billots pour merrain,,,non
bimbeloterie,,,non
binages à pousser,,,non
birampots,,,non
birampots bleu,,,non
birampots des Indes,,,non
biscuit,,,non
biscuit amer,,,non
biscuit de mer,,,non
biscuit de mer et pain,,,non
biscuit de mer et pâte d'Italie,,,non
biscuit de munition,,,non
biscuit et farine et gruau et pâte,Hors Amérique du Nord,,non
biscuit sucré,,,non
biscuits et farine et gruau et pâte,,,oui
biseaux,,,non
bismuth,,,non
bitume,,,non
bitume de Judée,,,non
bitume et ambre jaune,,,non
bitume et bitume de Judée,,,non
bitume et houille brute,,,non
bitume et houille coak,,,non
bitume et succin,,,oui
blagues,,,non
blagues de cuir,,,non
blallst,,,non
blanc,,,non
blanc d'écaille,,,non
blanc d'Espagne,,,non
blanc d'Espagne craie blanche et moulue,,,non
blanc de ???,,,non
blanc de baleine,Hors Amérique du Nord,,non
blanc de céruse,,,non
blanc de ferax,,,non
blanc de ferux,,,non
blanc de Herps,,,non
blanc de Hollande,,,non
blanc de Marne,,,non
blanc de Naples,,,non
blanc de plomb,,,non
blanc de plomb et térébenthine,,,non
blanc de Troyes,,,non
blanc de Troyes et craie,,,non
blanc en chevron,,,non
blanc simple,,,non
blanchette,,,non
blanchissoire,,,non
blanquette,,,non
blé,,,non
blé avarié,,,non
blé en gerbe,,,non
blé et autres grains,,,non
bleu,,,non
bleu calaminé,,,non
bleu commun,,,non
bleu d'Allemagne,,,non
bleu d'azur,,,non
bleu de Berlin,,,non
bleu de Berlin ou de Prusse,,,non
bleu de paille,,,non
bleu de Pierre,,,non
bleu de Prusse,,,non
bleu de Prusse boules et indique,,,non
bleu de Prusse et graine jaune,,,non
bleu de Prusse et lazulite,,,non
bleu de Saxe,,,non
bleu de smalt,,,non
bleu en encre,,,non
bleu en pierres,,,non
bleu et vert minéral ou de montagne,,,non
bleu fin,,,non
bleu foncé,,,non
bleu ordinaire,,,non
bleu ou tournesol,,,non
Blicourt écarlate,,,non
bloc de 30 pieds,,,non
blocs,,,non
blocs de cuivre jaune,,,non
blocs de jonc,,,oui
blonde,,,non
blonde d'argent,,,non
blonde d'or,,,non
blonde de fil,,,non
blonde de soie,,,non
blonde or et argent,,,non
blonde visage,,,non
blondine,,,non
blues d'étain,,,non
bluteau de laine,,,non
bluteaux,,,non
bobine de cuir,,,non
bocau soie,,,non
bodans,,,non
boëland,,,non
bœuf,,,non
bœuf à l'écarlate,,,non
bœuf à la mode,,,non
bœuf d'Irlande,,,non
bœuf du pays,,,non
bœuf en daube,,,non
bœuf et génisses et vaches,,,non
bœuf et langue salée,,,non
bœuf et moutons et porcs et vaches,,,non
bœuf et moutons et porcs et vaches et veaux,,,non
bœuf et moutons et porcs et vaches etc.,,,non
bœuf et moutons et vaches et veaux,,,non
bœuf et moutons et vaches etc.,,,non
bœuf et taureaux,,,non
bœuf et vaches,,,non
bœuf froment,,,non
bœuf fumé,,,non
bœuf fumé et salé,,,non
bœuf gras,,,non
bœuf gras et en chair,,,non
bœuf illinois,,Illinois,non
bœuf jeune,,,non
bœuf maigre,,,non
bœuf préparé,,,non
bœuf salé,,,non
bœuf salé d'Irlande,,,non
bœuf salé du pays,,,non
bœuf taureau,,,non
bœuftins et génisses,,,non
bois,Hors Amérique du Nord,,non
bois à brûler,,,non
bois à fusil,,,non
bois à quart,,,non
bois à teindre moulu,,,non
bois à tourner,,,non
bois à travailler,,,non
bois amer,Hors Amérique du Nord,,non
bois au daumes,,,non
bois barres de guindeau,,,non
bois billots,,,non
bois blanc,,,non
bois bordage,,,non
bois bourdilles,,,non
bois bourdillons,,,non
bois boway de chêne,,,non
bois boway de sapin,,,non
bois brai,,,non
bois brandilles,,,non
bois brun,,,non
bois commun de chêne et sans désignation d'espèce et scié,,,non
bois commun de pin et sapin brut ou équarri à la hache,,,non
bois commun de pin et sapin de cham et scié,,,non
bois commun de pin et sapin scié de 34 mm d'épaisseur,,,non
bois commun de pin et sapin scié de plus de 80 mm d'épaisseur,,,non
bois cordayer,,,non
bois courbé,,,non
bois d'acajou,Hors Amérique du Nord,tropiques,non
bois d'acajou brut,,,non
bois d'acajou des entrepôts,,,non
bois d'acajou divers,Hors Amérique du Nord,tropiques,non
bois d'acajou en bloc,,,non
bois d'acajou scié,,,non
bois d'acajou scié de 2 à 3 décimètres,,,non
bois d'aloès,,,non
bois d'amarante,,,non
bois d'Angeot,,,non
bois d'Angola,Hors Amérique du Nord,Afrique,non
bois d'ansprete,,,non
bois d'arc,,,non
bois d'arc et d'arbalètes,,,non
bois d'arc et de flèches,,,non
bois d'arc et de fusils,,,non
bois d'arc et de selles,,,non
bois d'aspatton,,,non
bois d'ébène,Hors Amérique du Nord,tropiques,non
bois d'ébénisterie,Hors Amérique du Nord,,non
bois d'ébénisterie des entrepôts,,,non
bois d'ébénisterie et des Indes,Hors Amérique du Nord,Indes,non
bois d'ébénisterie scié,,,non
bois d'écarage,,,non
bois d'érable,,,non
bois d'espars,,,non
bois d'esquine,,,non
bois d'olivier,,,non
bois d'olivier à brûler,,,non
bois d'olivier pelé,,,non
bois d'olivier pelé préceintes,,,non
bois d'orignal,,,non
bois d'orme,,,non
bois d'ormeau,,,non
bois d'osier,,,non
bois de ???,,,non
bois de bordage,,,non
bois de bordage de chêne,,,non
bois de bordage de sapin,,,non
bois de Brésil,Hors Amérique du Nord,amérique du sud,non
bois de Brésil en bûche,,,non
bois de Brésil menu,,,non
bois de Brésil moulu,,,non
bois de Brésil râpé,,,non
bois de Brésil Sainte-Marthe,,,non
bois de brésillet,Hors Amérique du Nord,Brésil,non
bois de brochialle,,,non
bois de bruyère,,,non
bois de buis,,,non
bois de buis boule,,,non
bois de buis ouvré,,,non
bois de cabestan,,,non
bois de cail-cédra,,,non
bois de Caliatour,,,non
bois de Caliatour en bûche,,,non
bois de Caliatour moulu,,,non
bois de Caliatour râpé,,,non
bois de Campêche,Hors Amérique du Nord,amérique du sud,non
bois de Campêche en bûches,Hors Amérique du Nord,amérique du sud,non
bois de Campêche en bûches pour teinture,,,non
bois de Campêche moulu,Hors Amérique du Nord,amérique du sud,non
bois de Campêche pour teinture,,,non
bois de Campêche râpé,Hors Amérique du Nord,amérique du sud,non
bois de camphre,Hors Amérique du Nord,,non
bois de canet,,,non
bois de cannelle,,,non
bois de Cayenne,Hors Amérique du Nord,amérique du sud,non
bois de cèdre,Hors Amérique du Nord,,non
bois de cerf,,,non
bois de cerisier,,,non
bois de chaises,,,non
bois de charbonnage,,,non
bois de charouage,,,non
bois de charpente,Hors Amérique du Nord,,non
bois de charpente couvertures de maisons,,,non
bois de charpente de sapin,,,non
bois de charronnage,,,non
bois de châtaignier,,,non
bois de châtaignier en planches,,,non
bois de chêne,Hors Amérique du Nord,,non
bois de chêne 30 pieds,,,non
bois de chêne à poutres,,,non
bois de chêne à sommiers,,,non
bois de chêne bourdilles,,,non
bois de chêne bouts de 6 pieds,,,non
bois de chêne carré,,,non
bois de chêne chevrons,,,non
bois de chêne courbé pour construction navale,,,non
bois de chêne d'équarrissage,,,non
bois de chêne de 30 à 40 pieds,,,non
bois de chêne de 30 pieds,,,non
bois de chêne de 40 pieds,,,non
bois de chêne de construction,Hors Amérique du Nord,,non
bois de chêne en lattes,,,non
bois de chêne en morceaux,,,non
bois de chêne en morceaux de 5 pieds,,,non
bois de chêne et sapin pour construction,,,non
bois de chêne pour bordage,Hors Amérique du Nord,,non
bois de chêne pour construction,,,non
bois de chêne pour construction courbe,,,non
bois de chêne rond,,,non
bois de chêne scié,,,non
bois de chevrons,,,non
bois de Chine,,,non
bois de Chypre,Hors Amérique du Nord,Chypre,non
bois de citrin et de quassie et de Rhodes et de santal blanc,,,non
bois de clafou,,,non
bois de cleippe,,,non
bois de coco,,,non
bois de Constantine,,,non
bois de coulette de hêtre,,,non
bois de couleur,Hors Amérique du Nord,,non
bois de courbant,,,non
bois de courbaril,Hors Amérique du Nord,amérique du sud,non
bois de coutelier,Hors Amérique du Nord,,non
bois de crabe,,,non
bois de crible,,,non
bois de faïence,,,non
bois de fauteuils,,,non
bois de fauteuils et canapé,,,non
bois de faux,,,non
bois de fayard,,,non
bois de fer,Hors Amérique du Nord,,non
bois de ferol,,,oui
bois de férole,Hors Amérique du Nord,,non
bois de flèches,,,non
bois de Fondal,,,non
bois de frêne,,,non
bois de fustel,,,non
bois de fustel haché,,,non
bois de fustel pour teinture,,,non
bois de fustet,,,non
bois de fustet moulu,,,non
bois de fustet pour teinture,,,non
bois de gabarit,,,non
bois de gaiac,Hors Amérique du Nord,tropiques,oui
bois de gaïac,,,non
bois de gaïac des entrepôts,,,non
bois de gaiac en bûches,,,oui
bois de gaïac en bûches,,,non
bois de gaïac râpé,,,non
bois de gays,Hors Amérique du Nord,,non
bois de genièvre,,,non
bois de girofle,,,non
bois de gitte,,,non
bois de grenadier,,,non
bois de grenadille,Hors Amérique du Nord,antilles,non
bois de Hambourg,Hors Amérique du Nord,Allemagne,non
bois de Honduras,,,non
bois de Honduras en bûches,,,non
bois de houx bûches,,,non
bois de jacaranda,,,non
bois de lettre,Hors Amérique du Nord,,non
bois de lin,,,non
bois de lit,Hors Amérique du Nord,,non
bois de machandises marbré,,,non
bois de machemillier,Peut être Amérique du Nord,,non
bois de Magny,,,non
bois de marbre,,,non
bois de marguerite,,,non
bois de marine,,,non
bois de marqueterie,Hors Amérique du Nord,,non
bois de mathe,,,non
bois de menuiserie,Hors Amérique du Nord,,non
bois de merrain,,,non
bois de merrain à fond,,,non
bois de Nantes,,,non
bois de Nicaragua,,,non
bois de noyer,Hors Amérique du Nord,,non
bois de palissandre,,,non
bois de Pernambouc,,,non
bois de Pernambouc à teindre,,,non
bois de Pernambouc arbustes,,,non
bois de Pernambouc en bûche,,,non
bois de Pernambouc moulu,,,non
bois de Pernambouc râpé,,,non
bois de pin,,,non
bois de pourpre,,,non
bois de Provence,,,non
bois de Provence Pernambouc et Campêche,,,non
bois de quassie,,,non
bois de raquette,,,non
bois de réglisse,,,non
bois de réglisse et jus de réglisse,,,non
bois de Rhodes,,,non
bois de Rhodes et sental-citrin etc.,,,non
bois de romarin,,,non
bois de rosat,,,non
bois de rose,Hors Amérique du Nord,,non
bois de roseau,,,non
bois de rouage,,,non
bois de rouage et ouvrages de charronnerie,,,non
bois de Sainte-Lucie,,,non
bois de Sainte-Marthe,Exclusivement Amérique du Nord,Québec,non
bois de Sainte-Marthe en bûches,,,non
bois de Sainte-Marthe moulu,,,non
bois de Sainte-Marthe pour teinture,,,non
bois de santal,Hors Amérique du Nord,Indes et îles du pacifiques,non
bois de santal ???,,,non
bois de santal blanc,,,non
bois de santal cetrin,,,non
bois de santal citrin,,,non
bois de santal en bûches,,,non
bois de santal moulu,,,non
bois de santal mouton,,,non
bois de santal pour teinture,,,non
bois de santal rouge,,,non
bois de sap,Peut être Amérique du Nord,,non
bois de sapin,,,non
bois de sapin de 2 à 3 pieds,,,non
bois de sapin de 20 à 30 pieds,,,non
bois de sapin de 20 pieds,,,non
bois de sapin de 22 pieds et 12 pouces,,,non
bois de sapin de 40 pieds,,,non
bois de sapin de 6 pieds,,,non
bois de sapin peint,,,non
bois de sappan,,,non
bois de sappan moulu à teindre,,,oui
bois de sappan moulu pour teindre,,,non
bois de sappan pour teindre,,,non
bois de sassafras,,,non
bois de sassafras moulu,,,non
bois de saule,,,non
bois de saune,,,non
bois de selles,,,non
bois de senteur,,,non
bois de serrure,,,non
bois de simarouba,Peut être Amérique du Nord,,non
bois de Siramonbas,,,oui
bois de sommiers,,,non
bois de tables doré,,,non
bois de tamis,,,non
bois de teinture,Hors Amérique du Nord,,non
bois de teinture autres que Pernambouc et moulu,,,non
bois de teinture des entrepôts,,,non
bois de teinture en bûches,,,non
bois de teinture en bûches ou morceaux et autres bois exotiques,,,non
bois de teinture en bûches ou morceaux et Pernambouc,,,non
bois de teinture et marqueterie,,,non
bois de teinture moulu,,,non
bois de teinture moulu Pernambouc,,,non
bois de teinture Nicaragua,,,non
bois de teinture Pernambouc,,,non
bois de teure,,,non
bois de tilleul,,,non
bois de violette,Hors Amérique du Nord,amérique du sud,non
bois des Îles et des Indes,,,non
bois des Îles et des Indes moulu,,,non
