exportsimports,pays_grouping,direction,marchandises_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Imports,Hollande,Bordeaux,cabillaud,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Exports,Nord,Nantes,café des Indes,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Hollande,La Rochelle,cannelle,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Colonies françaises,La Rochelle,cendre,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Nord,La Rochelle,cendre de plomb,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Hollande,Nantes,cendre à orfèvre,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Marseille,chair salée,barriques,,,,
Exports,Flandre et autres états de l'Empereur,,charbon de bois,barriques,,,,
Exports,Colonies françaises,Nantes,charbon de terre,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Afrique,Nantes,chaux,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Angleterre,Rouen,chaux vive,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Exports,Colonies françaises,Nantes,chaux éteinte,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,Nantes,châtaignes,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,La Rochelle,cidre,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,La Rochelle,ciment,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,États-Unis d'Amérique,Nantes,cin de ville,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,Nantes,cire blanche,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Colonies françaises,La Rochelle,contrahierba,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,Rennes,cornes à lanternes,barriques,,,,
Imports,Hollande,La Rochelle,couperose,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,La Rochelle,coutil,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,La Rochelle,craie,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,Nantes,craie blanche,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Espagne,Bayonne,crasse d'huile,barriques,barriques,litres,304.39,"Doursther page 60 : 1 barrique de Bayonne = 304,39 litres"
Imports,Nord,La Rochelle,creusets,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,La Rochelle,creusets de terre,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Angleterre,La Rochelle,cuivre,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,La Rochelle,cuivre en chaudron,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,Rennes,céruse,barriques,,,,
Imports,Colonies françaises,Nantes,de tafia,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Flandre et autres états de l'Empereur,Nantes,degras de peau,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Colonies françaises,Rennes,drache,barriques,,,,
Imports,Nord,Nantes,dégras,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Flandre et autres états de l'Empereur,Nantes,dégras d'huile,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,La Rochelle,eau de Charente,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Espagne,Bordeaux,eau-de-vie,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Exports,Colonies françaises,Nantes,eau-de-vie commune,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Hollande,La Rochelle,eau-de-vie d'oléron,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Nord,La Rochelle,eau-de-vie de Charente,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Hollande,La Rochelle,eau-de-vie de Cognac,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Hollande,La Rochelle,eau-de-vie de Marennes,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Nord,La Rochelle,eau-de-vie de Rez,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Angleterre,La Rochelle,eau-de-vie de Rochefort,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Afrique,Rouen,eau-de-vie de cidre,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Exports,Afrique,Rouen,eau-de-vie de vin,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Imports,Espagne,,esprit-de-vin,barriques,,,,
Exports,Colonies françaises,Nantes,farine,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,fayoles,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,Nantes,faïence,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,États-Unis d'Amérique,Nantes,fer-blanc,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Hollande,Rennes,feuilles de tabac,barriques,,,,
Exports,Colonies françaises,La Rochelle,forme à sucre de terre,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,,fromage commun,barriques,,,,
Exports,Nord,Nantes,fruits frais,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,,fruits rudes,barriques,,,,
Imports,Hollande,La Rochelle,futaille,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Nord,La Rochelle,futaille vieille,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Nord,La Rochelle,futailles vides,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,Nantes,fèves,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Nord,Bordeaux,galipot,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Imports,Colonies françaises,La Rochelle,goudron,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,Nantes,grain avoine,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,La Rochelle,grain d'Espagne,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Nord,,grain froment,barriques,,,,
Exports,Colonies françaises,La Rochelle,grain maïs,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,Nantes,grain riz,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,grain sarrasin,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Nord,,grain seigle,barriques,,,,
Exports,Hollande,La Rochelle,graine de genièvre,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Angleterre,La Rochelle,graine de lin,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Portugal,La Rochelle,graine à chapelier,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Angleterre,Caen,graisse de baleine,barriques,,,,
Exports,Hollande,La Rochelle,gravelle,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Afrique,Nantes,gruau,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,Nantes,guildive,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Espagne,Marseille,harancades,barriques,,,,
Exports,Portugal,Nantes,harengs blanc,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Italie,Montpellier,harengs cade,barriques,,,,
Exports,Espagne,Marseille,harengs fumé,barriques,,,,
Exports,Colonies françaises,La Rochelle,harengs saurs,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Colonies françaises,La Rochelle,herbes de capillaire,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Colonies françaises,La Rochelle,huile,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Angleterre,Rennes,huile d'olive,barriques,,,,
Imports,,,huile de baleine,barriques,,,,
Imports,Colonies françaises,Nantes,huile de cahouanne,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Hollande,La Rochelle,huile de cannelle,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Espagne,Bayonne,huile de chien de mer,barriques,barriques,litres,304.39,"Doursther page 60 : 1 barrique de Bayonne = 304,39 litres"
Imports,Hollande,Rennes,huile de graine,barriques,,,,
Imports,Hollande,La Rochelle,huile de lin,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Colonies françaises,Nantes,huile de morue,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Hollande,La Rochelle,huile de noix,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Espagne,Bayonne,huile de poisson,barriques,barriques,litres,304.39,"Doursther page 60 : 1 barrique de Bayonne = 304,39 litres"
Imports,Angleterre,Rouen,huile de poisson des Indes,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Imports,Angleterre,Nantes,huile de rabette,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Afrique,Rouen,jambon,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Imports,Colonies françaises,Rouen,langues de morue,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Imports,Colonies françaises,Nantes,langues et noix de morue,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Angleterre,Rennes,lard,barriques,,,,
Exports,Colonies françaises,La Rochelle,lie de vin,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Colonies françaises,La Rochelle,liqueurs,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,La Rochelle,liqueurs à boire,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,La Rochelle,légumes,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,La Rochelle,maquereaux,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Angleterre,La Rochelle,marrons,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Levant et Barbarie,,merrains,barriques,,,,
Imports,Hollande,La Rochelle,merrains à barriques,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Hollande,Rennes,miel,barriques,,,,
Imports,Colonies françaises,Rennes,morue en saumure,barriques,,,,
Imports,Colonies françaises,Rennes,morue verte,barriques,,,,
Exports,Colonies françaises,Bayonne,moutarde,barriques,barriques,litres,304.39,"Doursther page 60 : 1 barrique de Bayonne = 304,39 litres"
Exports,Colonies françaises,La Rochelle,médicament,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Nord,La Rochelle,noir,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Hollande,Rennes,noir de fumée,barriques,,,,
Exports,Colonies françaises,Nantes,noisette,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,Nantes,noix,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Angleterre,Rouen,nots et langues de morue des Îles,barriques,barriques,litres,197.57,"Doursther page 62 : 1 barrique de Rouen = 197,57 litres"
Exports,Colonies françaises,Nantes,ocre,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,ocre en pierre,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Hollande,La Rochelle,ocre jaune,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Hollande,Nantes,ocre rouge,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,oignons,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Portugal,Nantes,orange douce,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,os de sèche,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,outils d'imprimerie,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Angleterre,La Rochelle,pavés de morue,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Angleterre,La Rochelle,pierres à fusils,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Imports,Espagne,Narbonne,pignons d'épines,barriques,,,,
Imports,Hollande,Rennes,plumes,barriques,,,,
Exports,Colonies françaises,Nantes,plâtre,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Nord,La Rochelle,poires,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Colonies françaises,Nantes,pois,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Colonies françaises,Nantes,pois blancs,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Hollande,Nantes,pois secs,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Hollande,Bordeaux,pois vert,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Imports,France,,poisson de mer salé sardine,barriques,,,,
Exports,Colonies françaises,Bordeaux,poisson de mersalé sardine,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Exports,Afrique,Bordeaux,poisson salé sardine,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Imports,France,Marseille,poisson sardine,barriques,,,,
Exports,Nord,Nantes,pommes,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Imports,Hollande,Nantes,pommes de terre,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Flandre et autres états de l'Empereur,La Rochelle,poudre à fusil,barriques,barriques,litres,228.29,"Doursther page 62 : 1 barrique de La Rochelle = 228,29 litres"
Exports,Nord,Bordeaux,pruneaux,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Exports,Hollande,Bordeaux,prunes,barriques,barriques,litres,227.5,"Doursther page 60 : 1 barrique de Bordeaux = 225 à 230 litres (on va prendre 227,5 litres)"
Imports,Hollande,Rennes,quincaillerie de fer,barriques,,,,
Exports,Colonies françaises,Nantes,rassades,barriques,barriques,litres,240,Doursther page 62 : 1 barrique de Nantes = 240 litres
Exports,Espagne,,rave,barriques,,,,
Exports,Espagne,Bayonne,rave de morue,barriques,barriques,litres,304.39,"Doursther page 60 : 1 barrique de Bayonne = 304,39 litres"
Exports,Espagne,,rogues,barriques,,,,
