simplification,product_simplification,product_revolutionempire,export_import,customs_region,partner_grouping,metric,conv_simplification_to_metric,remarks_unit
barils double,anchois,Poissons et fruits de mer,Imports,Narbonne,Espagne,,,
barils double,sardines,Poissons et fruits de mer,Imports,Narbonne,Espagne,,,
barils feuiller,fer-blanc,Fer-blanc,Imports,La Rochelle,Hollande,,,
barils grand modèle,fer-blanc,Fer-blanc,Imports,Bordeaux,Hollande,,,
barils gros,olives,Fruits frais,Exports,Rennes,Asie,,,
barils gros,noir de fumée,Matières brutes et transformées pour teinture,Imports,Nantes,Nord,,,
barils gros,anchois,Poissons et fruits de mer,Imports,Marseille,Italie,,,
barils ordinaires,cabillaud,Poissons et fruits de mer,Imports,Bordeaux,Hollande,,,
barils petit modèle,fer-blanc,Fer-blanc,Imports,Bordeaux,Hollande,,,
barils,acier,Acier,Exports,,Asie,,,
barils,acier,Acier,Exports,,États-Unis d'Amérique,,,
barils,acier,Acier,Exports,Nantes,Amériques,kg,195.8,Voir fichier Métrologie
barils,acier,Acier,Exports,Rennes,Amériques,,,
barils,acier,Acier,Exports,Rennes,Angleterre,,,
barils,acier,Acier,Exports,Rennes,Asie,,,
barils,acier,Acier,Exports,Rennes,États-Unis d'Amérique,,,
barils,acier,Acier,Exports,Rennes,Hollande,,,
barils,acier,Acier,Imports,La Rochelle,Nord,,,
barils,acier,Acier,Imports,Nantes,Hollande,kg,195.8,Voir fichier Métrologie
barils,acier,Acier,Imports,Nantes,Nord,kg,195.8,Voir fichier Métrologie
barils,acier,Acier,Imports,Rennes,Espagne,,,
barils,acier,Acier,Imports,Rennes,Hollande,,,
barils,acier,Acier,Imports,Rennes,Nord,,,
barils,soudes,Alcalis,Imports,Rennes,Nord,,,
barils,mine de plomb,"Alquifoux, mine de plomb et graphite",Imports,La Rochelle,Hollande,,,
barils,mine de plomb,"Alquifoux, mine de plomb et graphite",Imports,Rennes,Hollande,,,
barils,alun,Alun,Exports,Rennes,États-Unis d'Amérique,,,
barils,alun,Alun,Imports,La Rochelle,Hollande,,,
barils,alun,Alun,Imports,Rouen,Nord,,,
barils,bœuf d'Irlande,Animaux,Exports,La Rochelle,Amériques,,,
barils,bœuf,Animaux,Exports,Bayonne,Espagne,,,
barils,bœuf,Animaux,Exports,La Rochelle,Afrique,,,
barils,bœuf,Animaux,Imports,Saint-Domingue,[vide],,,
barils,armes à feu,"Armes, munitions, poudre et pierres à fusil",Exports,,Afrique,,,
barils,pierres à fusils,"Armes, munitions, poudre et pierres à fusil",Exports,La Rochelle,Angleterre,,,
barils,pierres à fusils,"Armes, munitions, poudre et pierres à fusil",Exports,La Rochelle,Hollande,,,
barils,pierres à fusils,"Armes, munitions, poudre et pierres à fusil",Exports,Rennes,Asie,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Exports,,Asie,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Exports,Bordeaux,Afrique,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Exports,Marseille,Espagne,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Exports,Nantes,Afrique,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Exports,Rennes,Afrique,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Exports,Rennes,Asie,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Imports,,Italie,,,
barils,poudre à canons,"Armes, munitions, poudre et pierres à fusil",Imports,Marseille,Hollande,,,
barils,poudre à feu,"Armes, munitions, poudre et pierres à fusil",Exports,Rennes,Afrique,,,
barils,poudre à feu,"Armes, munitions, poudre et pierres à fusil",Exports,Rennes,Asie,,,
barils,poudre à feu,"Armes, munitions, poudre et pierres à fusil",Imports,Marseille,Italie,,,
barils,poudre à feu,"Armes, munitions, poudre et pierres à fusil",Imports,Nantes,Espagne,,,
barils,poudre à feu,"Armes, munitions, poudre et pierres à fusil",Imports,Nantes,Hollande,,,
barils,poudre à feu,"Armes, munitions, poudre et pierres à fusil",Imports,Rouen,Hollande,,,
barils,poudre à tirer d'après les états fournis par le directeur des poudres et salpêtre,"Armes, munitions, poudre et pierres à fusil",Exports,,Afrique,,,
barils,poudre à tirer,"Armes, munitions, poudre et pierres à fusil",Exports,France,Afrique,,,
barils,poudre à tirer,"Armes, munitions, poudre et pierres à fusil",Exports,La Rochelle,Amériques,,,
barils,poudre à tirer,"Armes, munitions, poudre et pierres à fusil",Exports,Rouen,Afrique,,,
barils,poudre à tirer,"Armes, munitions, poudre et pierres à fusil",Imports,Nantes,Hollande,,,
barils,poudre à tirer,"Armes, munitions, poudre et pierres à fusil",Imports,Rennes,Hollande,,,
barils,azur,Azur et cobalt,Exports,,Asie,,,
barils,azur,Azur et cobalt,Exports,Rennes,Asie,,,
barils,azur,Azur et cobalt,Imports,La Rochelle,Hollande,,,
barils,azur,Azur et cobalt,Imports,Rennes,Hollande,,,
barils,anspects,Bâtiments de mer et apparaux,Imports,Nantes,Hollande,,,
barils,beurre d'Irlande,Beurre,Exports,Nantes,Amériques,,,
barils,beurre d'Irlande,Beurre,Exports,Nantes,Espagne,,,
barils,beurre d'Irlande,Beurre,Exports,Rennes,Amériques,,,
barils,beurre salé,Beurre,Imports,La Rochelle,Angleterre,,,
barils,beurre salé,Beurre,Imports,La Rochelle,Nord,,,
barils,beurre salé,Beurre,Imports,Nantes,Angleterre,,,
barils,beurre salé,Beurre,Imports,Rouen,Angleterre,,,
barils,beurre,Beurre,Exports,,Asie,,,
barils,beurre,Beurre,Exports,La Rochelle,Asie,,,
barils,beurre,Beurre,Exports,Nantes,Amériques,,,
barils,beurre,Beurre,Exports,Rennes,Afrique,,,
barils,beurre,Beurre,Exports,Rennes,Amériques,,,
barils,beurre,Beurre,Exports,Rennes,Asie,,,
barils,beurre,Beurre,Exports,Rennes,Hollande,,,
barils,beurre,Beurre,Exports,Rouen,Afrique,,,
barils,beurre,Beurre,Exports,Rouen,Amériques,,,
barils,beurre,Beurre,Imports,Bordeaux,Hollande,,,
barils,beurre,Beurre,Imports,La Rochelle,Angleterre,,,
barils,beurre,Beurre,Imports,La Rochelle,Espagne,,,
barils,beurre,Beurre,Imports,La Rochelle,Hollande,,,
barils,beurre,Beurre,Imports,La Rochelle,Nord,,,
barils,beurre,Beurre,Imports,Marseille,Hollande,,,
barils,beurre,Beurre,Imports,Nantes,Angleterre,,,
barils,beurre,Beurre,Imports,,Nord,,,
barils,beurre,Beurre,Imports,Rennes,Angleterre,,,
barils,beurre,Beurre,Imports,Rennes,Italie,,,
barils,beurre,Beurre,Imports,Rennes,Nord,,,
barils,beurre,Beurre,Imports,Rouen,Angleterre,,,
barils,beurre,Beurre,Imports,Saint-Domingue,[vide],,,
barils,bière médicinale de Lübeck,"Bière, cidre et vinaigre",Imports,Rouen,Nord,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Amiens,Espagne,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Bordeaux,Amériques,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Flandre,Amériques,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Lyon,Italie,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Lyon,Suisse,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Marseille,Italie,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Rennes,Amériques,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Rennes,Hollande,,,
barils,bière,"Bière, cidre et vinaigre",Exports,Rouen,Amériques,,,
barils,bière,"Bière, cidre et vinaigre",Imports,Bordeaux,Hollande,,,
barils,bière,"Bière, cidre et vinaigre",Imports,La Rochelle,Hollande,,,
barils,bière,"Bière, cidre et vinaigre",Imports,Marseille,Hollande,,,
barils,bière,"Bière, cidre et vinaigre",Imports,Nantes,Hollande,,,
barils,bière,"Bière, cidre et vinaigre",Imports,Nantes,Nord,,,
barils,bière,"Bière, cidre et vinaigre",Imports,Rennes,Hollande,,,
barils,bière,"Bière, cidre et vinaigre",Imports,Rouen,Nord,,,
barils,bière,"Bière, cidre et vinaigre",Imports,,Suisse,,,
barils,cidre,"Bière, cidre et vinaigre",Exports,,Amériques,,,
barils,cidre,"Bière, cidre et vinaigre",Exports,Rennes,Amériques,,,
barils,drêche de bière,"Bière, cidre et vinaigre",Imports,Rennes,Angleterre,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Bayonne,Amériques,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Bourgogne,Flandre et autres états de l'Empereur,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,,Espagne,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,La Rochelle,Amériques,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Nantes,Amériques,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Nantes,Espagne,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Nantes,Nord,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Nantes,Portugal,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rennes,Afrique,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rennes,Angleterre,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rennes,Asie,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rennes,États-Unis d'Amérique,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rennes,Nord,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rennes,Portugal,,,
barils,vinaigre,"Bière, cidre et vinaigre",Exports,Rouen,Amériques,,,
barils,vinaigre,"Bière, cidre et vinaigre",Imports,Nantes,Espagne,,,
barils,avoine,Blé et autres grains comestibles,Exports,Bayonne,Amériques,,,
barils,avoine,Blé et autres grains comestibles,Imports,Bordeaux,Hollande,,,
barils,baillarge,Blé et autres grains comestibles,Imports,La Rochelle,Angleterre,,,
barils,grains de Riga,Blé et autres grains comestibles,Imports,Rennes,Hollande,,,
barils,grains de Riga,Blé et autres grains comestibles,Imports,Rennes,Nord,,,
barils,grains divers,Blé et autres grains comestibles,Imports,La Rochelle,Hollande,,,
barils,grains froment,Blé et autres grains comestibles,Imports,,Hollande,,,
barils,grains froment,Blé et autres grains comestibles,Imports,La Rochelle,Angleterre,,,
barils,grains froment,Blé et autres grains comestibles,Imports,La Rochelle,Nord,,,
barils,grains seigle,Blé et autres grains comestibles,Imports,Bordeaux,Hollande,,,
barils,grains seigle,Blé et autres grains comestibles,Imports,La Rochelle,Nord,,,
barils,orge,Blé et autres grains comestibles,Exports,Rouen,Afrique,,,
barils,orge,Blé et autres grains comestibles,Imports,La Rochelle,Angleterre,,,
barils,bœuf et lard,,Imports,Saint-Domingue,[vide],,,
barils,aigre de cèdre,Boissons diverses et mélangées,Imports,Caen,Hollande,,,
barils,liège en bouchons,Bouchons principalement en liège,Exports,Rennes,États-Unis d'Amérique,,,
barils,brai de goudron,"Brai, goudron et résines",Exports,La Rochelle,Afrique,,,
barils,brai de goudron,"Brai, goudron et résines",Exports,La Rochelle,Amériques,,,
barils,brai de goudron,"Brai, goudron et résines",Imports,La Rochelle,Nord,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Afrique,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Allemagne,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Amériques,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Angleterre,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Asie,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Bayonne,Amériques,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Bayonne,Angleterre,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Bayonne,Espagne,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Bayonne,Portugal,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Espagne,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,La Rochelle,Amériques,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Nantes,Amériques,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Nantes,Angleterre,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,,Portugal,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Rennes,Amériques,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Rennes,Angleterre,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Rennes,Asie,,,
barils,brai et goudron,"Brai, goudron et résines",Exports,Rennes,Espagne,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,,Angleterre,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Bordeaux,Angleterre,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Bordeaux,Nord,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,,Flandre et autres états de l'Empereur,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,,Hollande,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,La Rochelle,France,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,La Rochelle,Hollande,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,La Rochelle,Nord,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Nantes,Hollande,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Nantes,Nord,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,,Nord,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Rennes,Espagne,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Rennes,Flandre et autres états de l'Empereur,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Rennes,Hollande,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Rennes,Nord,,,
barils,brai et goudron,"Brai, goudron et résines",Imports,Saint-Domingue,[vide],,,
barils,brai gras et goudron,"Brai, goudron et résines",Imports,Rennes,Nord,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bayonne,Allemagne,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bayonne,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bayonne,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bayonne,Espagne,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bayonne,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bayonne,Portugal,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bordeaux,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bordeaux,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Exports,Bordeaux,Portugal,,,
barils,brai gras,"Brai, goudron et résines",Exports,La Rochelle,Afrique,,,
barils,brai gras,"Brai, goudron et résines",Exports,La Rochelle,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Exports,La Rochelle,Asie,,,
barils,brai gras,"Brai, goudron et résines",Exports,Nantes,Afrique,,,
barils,brai gras,"Brai, goudron et résines",Exports,Nantes,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Exports,Nantes,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Exports,Nantes,Asie,,,
barils,brai gras,"Brai, goudron et résines",Exports,Nantes,Espagne,,,
barils,brai gras,"Brai, goudron et résines",Exports,Rennes,Afrique,,,
barils,brai gras,"Brai, goudron et résines",Exports,Rennes,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Exports,Rennes,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Exports,Rennes,Asie,,,
barils,brai gras,"Brai, goudron et résines",Exports,Rouen,Afrique,,,
barils,brai gras,"Brai, goudron et résines",Exports,Rouen,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Imports,Amiens,Nord,,,
barils,brai gras,"Brai, goudron et résines",Imports,Bayonne,Nord,,,
barils,brai gras,"Brai, goudron et résines",Imports,Bordeaux,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Imports,Bordeaux,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Imports,Bordeaux,Nord,,,
barils,brai gras,"Brai, goudron et résines",Imports,Caen,Flandre et autres états de l'Empereur,,,
barils,brai gras,"Brai, goudron et résines",Imports,Caen,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Imports,La Rochelle,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Imports,La Rochelle,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Imports,La Rochelle,Espagne,,,
barils,brai gras,"Brai, goudron et résines",Imports,La Rochelle,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Imports,La Rochelle,Nord,,,
barils,brai gras,"Brai, goudron et résines",Imports,La Rochelle,Portugal,,,
barils,brai gras,"Brai, goudron et résines",Imports,Nantes,Amériques,,,
barils,brai gras,"Brai, goudron et résines",Imports,Nantes,Espagne,,,
barils,brai gras,"Brai, goudron et résines",Imports,Nantes,Flandre et autres états de l'Empereur,,,
barils,brai gras,"Brai, goudron et résines",Imports,Nantes,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Imports,Nantes,Nord,,,
barils,brai gras,"Brai, goudron et résines",Imports,Rennes,Angleterre,,,
barils,brai gras,"Brai, goudron et résines",Imports,Rennes,Espagne,,,
barils,brai gras,"Brai, goudron et résines",Imports,Rennes,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Imports,Rennes,Nord,,,
barils,brai gras,"Brai, goudron et résines",Imports,Rouen,Hollande,,,
barils,brai gras,"Brai, goudron et résines",Imports,Rouen,Nord,,,
barils,brai gros,"Brai, goudron et résines",Imports,La Rochelle,Angleterre,,,
barils,brai gros,"Brai, goudron et résines",Imports,La Rochelle,Hollande,,,
barils,brai gros,"Brai, goudron et résines",Imports,La Rochelle,Nord,,,
barils,brai sec,"Brai, goudron et résines",Exports,Bayonne,Portugal,,,
barils,brai sec,"Brai, goudron et résines",Exports,La Rochelle,Amériques,,,
barils,brai sec,"Brai, goudron et résines",Exports,Nantes,Afrique,,,
barils,brai sec,"Brai, goudron et résines",Exports,Nantes,Amériques,,,
barils,brai sec,"Brai, goudron et résines",Exports,Nantes,Angleterre,,,
barils,brai sec,"Brai, goudron et résines",Exports,Nantes,Portugal,,,
barils,brai sec,"Brai, goudron et résines",Exports,Rouen,Afrique,,,
barils,brai sec,"Brai, goudron et résines",Exports,Rouen,Amériques,,,
barils,brai sec,"Brai, goudron et résines",Imports,La Rochelle,Nord,,,
barils,brai sec,"Brai, goudron et résines",Imports,Nantes,Hollande,,,
barils,brai sec,"Brai, goudron et résines",Imports,Nantes,Nord,,,
barils,brai sec,"Brai, goudron et résines",Imports,Rennes,Nord,,,
barils,brai sec,"Brai, goudron et résines",Imports,Rouen,Hollande,,,
barils,brai sec,"Brai, goudron et résines",Imports,Rouen,Nord,,,
barils,brai,"Brai, goudron et résines",Exports,La Rochelle,Amériques,,,
barils,brai,"Brai, goudron et résines",Exports,Rennes,Amériques,,,
barils,brai,"Brai, goudron et résines",Exports,Rennes,Angleterre,,,
barils,brai,"Brai, goudron et résines",Exports,Rennes,Espagne,,,
barils,brai,"Brai, goudron et résines",Exports,Rennes,Hollande,,,
barils,brai,"Brai, goudron et résines",Imports,,[vide],,,
barils,brai,"Brai, goudron et résines",Imports,Amiens,Hollande,,,
barils,brai,"Brai, goudron et résines",Imports,Amiens,Nord,,,
