numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,Quantité,Unité de poids/quantité,Prix unitaire en  Lt (décimale),Valeur en décimales de livres tournois,Différence,Remarques,Droits totaux indiqués,Droits unitaires,remarks pour les droits
655,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Terebentine,Hollande,"3 400,00",Livres,"0,2000000","680,00","0,00",,,,
656,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Verdet,Hollande,"4 800,00",Livres,"2,0000000","9600,00","0,00",,,,
657,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Amandes Cassé,Nord,"2 500,00",Livres,"0,6500000","1625,00","0,00",,,,
658,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Pruneaux,Nord,"208 500,00",Livres,"0,1000000","20850,00","0,00",,,,
659,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Sucre blanc,Nord,"52 300,00",Livres,"0,5000000","26150,00","0,00",,,,
660,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Sucre brut,Nord,"99 100,00",Livres,"0,2500000","24775,00","0,00",,,,
661,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Sirop de sucre,Nord,"50 550,00",Livres,"0,1200000","6066,00","0,00",,,,
662,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Eau de vie,Nord,"4 269,00",Barriques,"100,0000000","426900,00","0,00",,,,
663,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Biere,Nord,"4,00",Barriques,"30,0000000","120,00","0,00",,,,
664,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Vin de ville,Nord,"8 857,00",Tonneaux,"100,0000000","885700,00","0,00",,,,
665,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Vin de haut,Nord,"878,00",Tonneaux,"90,0000000","79020,00","0,00",,,,
666,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,3,Vinaigre,Nord,"110,00",Tonneaux,"100,0000000","11000,00","0,00",,,,
667,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Indigo,Nord,"6 260,00",Livres,"4,7500000","29735,00","0,00",,,,
668,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Papier,Nord,"2 750,00",Rames,"3,5000000","9625,00","0,00",,,,
669,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Rafine,Nord,"14 000,00",Livres,"0,1200000","1680,00","0,00",,,,
670,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Terebentine,Nord,"1 200,00",Livres,"0,2000000","240,00","0,00",,,,
671,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Verdet,Nord,"2 700,00",Livres,"2,0000000","5400,00","0,00",,,,
672,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Anchois,Isles françoises de l'amérique,"52,00",Barils,"2,5000000","130,00","0,00",,,,
673,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Anchois,Isles françoises de l'amérique,"750,00",Livres,"1,0000000","750,00","0,00",,,,
674,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Articheaux Confites,Isles françoises de l'amérique,"404,00",Barils,"12,0000000","4848,00","0,00",,,,
675,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Articheaux Confites,Isles françoises de l'amérique,"1 550,00",Livres,"0,1000000","155,00","0,00",,,,
676,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Amandes Cassé,Isles françoises de l'amérique,"11 900,00",Livres,"0,6500000","7735,00","0,00",,,,
677,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Ble d'Espagne,Isles françoises de l'amérique,"19,00",Boisseaux,"4,5000000","85,50","0,00",,,,
678,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Buiscuit,Isles françoises de l'amérique,"78 200,00",Livres,"0,1200000","9384,00","0,00",,,,
679,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Bœuf salle,Isles françoises de l'amérique,"8 588,00",Barils,"30,0000000","257640,00","0,00",,,,
680,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Beurre,Isles françoises de l'amérique,"195 150,00",Livres,"0,3500000","67302,50","-1 000,00",ERREUR CALCUL,,,
681,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,4,Craffe doyer,Isles françoises de l'amérique,"12,00",Pots,"5,0000000","60,00","0,00",,,,
682,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Cevuelasse,Isles françoises de l'amérique,"500,00",Nombre,"1,0000000","500,00","0,00",,,,
683,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Confitures,Isles françoises de l'amérique,"700,00",Livres,"1,0000000","700,00","0,00",,,,
684,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Caffé,Isles françoises de l'amérique,"6 392,00",Livres,"4,5000000","28764,00","0,00",,,,
685,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Champignon confit,Isles françoises de l'amérique,,VALEURS,"0,0000000","775,00","775,00",,,,
686,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Capes,Isles françoises de l'amérique,"1 900,00",Livres,"0,4000000","760,00","0,00",,,,
687,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Drogue d'appoticaire,Isles françoises de l'amérique,"700,00",Livres,"3,5000000","2450,00","0,00",,,,
688,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Epicerie fine,Isles françoises de l'amérique,"2 155,00",Livres,"10,0000000","21550,00","0,00",,,,
689,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Farine,Isles françoises de l'amérique,"22 264,00",Boisseaux,"10,0000000","222640,00","0,00",,,,
690,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Fromage,Isles françoises de l'amérique,"56 700,00",Livres,"0,3000000","17010,00","0,00",,,,
691,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Fruit secs,Isles françoises de l'amérique,"200,00",Livres,"0,2000000","40,00","0,00",,,,
692,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Fruit à l'Eau de vie,Isles françoises de l'amérique,"114,00",Caisses,"100,0000000","11400,00","0,00",,,,
693,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Fruit à l'Eau de vie,Isles françoises de l'amérique,"700,00",Pots,"3,0000000","2100,00","0,00",,,,
694,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Fruit à l'Eau de vie,Isles françoises de l'amérique,"9 300,00",Livres,"2,0000000","18600,00","0,00",,,,
695,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Gruau,Isles françoises de l'amérique,"6,00",Barils,"10,0000000","60,00","0,00",,,,
696,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Harans blanc,Isles françoises de l'amérique,"15,00",Barils,"35,0000000","525,00","0,00",,,,
697,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Huitre a la Daube,Isles françoises de l'amérique,"220,00",Barils,"25,0000000","5500,00","0,00",,,,
698,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Huile d'olive,Isles françoises de l'amérique,"90 854,00",Livres,"0,6500000","59055,00","-0,10",,,,
699,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Jambon,Isles françoises de l'amérique,"52 825,00",Livres,"0,5000000","26412,50","0,00",,,,
700,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Lard,Isles françoises de l'amérique,"183 800,00",Livres,"0,3500000","64330,00","0,00",,,,
701,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Langue fourée,Isles françoises de l'amérique,"10,00",Nombre,"20,0000000","200,00","0,00",,,,
702,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Langue fourée,Isles françoises de l'amérique,"640,00",Livres,"1,0000000","640,00","0,00",,,,
703,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Legumes,Isles françoises de l'amérique,"7,00",Barriques,"30,0000000","210,00","0,00",,,,
704,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Legumes,Isles françoises de l'amérique,"222,00",Boisseaux,"8,0000000","1776,00","0,00",,,,
705,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Morue séche,Isles françoises de l'amérique,"13 100,00",Livres,"0,4000000","5240,00","0,00",,,,
706,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Muscade,Isles françoises de l'amérique,"10,00",Livres,"12,0000000","120,00","0,00",,,,
707,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Olive,Isles françoises de l'amérique,"20,00",Barils,"2,0000000","40,00","0,00",,,,
708,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Olive,Isles françoises de l'amérique,"550,00",Livres,"0,6500000","362,50","5,00",ERREUR CALCUL,,,
709,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Ognons,Isles françoises de l'amérique,"2,00",Barriques,"55,0000000","110,00","0,00",,,,
710,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Poivre,Isles françoises de l'amérique,"3 450,00",Livres,"2,0000000","6900,00","0,00",,,,
711,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,5,Pruneaux,Isles françoises de l'amérique,"2 670,00",Livres,"0,5000000","1335,00","0,00",,,,
712,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Quinquina,Isles françoises de l'amérique,"12,00",Livres,"20,0000000","240,00","0,00",,,,
713,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Riz,Isles françoises de l'amérique,"50,00",Livres,"0,4000000","20,00","0,00",,,,
714,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Raisin secs,Isles françoises de l'amérique,"8700,00",Livres,"0,2500000","2175,00","0,00",,,,
715,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Saucisse,Isles françoises de l'amérique,"13,00",Caisses,"100,0000000","1300,00","0,00",,,,
716,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Saumon salée,Isles françoises de l'amérique,"19,00",Barils,"45,0000000","855,00","0,00",,,,
717,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Sardine,Isles françoises de l'amérique,"16,00",Barriques,"35,0000000","560,00","0,00",,,,
718,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Sel,Isles françoises de l'amérique,"218,00",Pipes,"36,0000000","7748,00","-100,00",,,,
719,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Sel,Isles françoises de l'amérique,"23,00",Mines,"6,0000000","138,00","0,00",,,,
720,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Salepareille,Isles françoises de l'amérique,"950,00",Livres,"1,7500000","1662,50","0,00",,,,
721,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Tonge,Isles françoises de l'amérique,"10,00",Livres,"15,0000000","150,00","0,00",,,,
722,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Truffe seches,Isles françoises de l'amérique,"50,00",Livres,"3,0000000","150,00","0,00",,,,
723,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,The,Isles françoises de l'amérique,"170,00",Livres,"10,0000000","1700,00","0,00",,,,
724,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Anizette,Isles françoises de l'amérique,"2 175,00",Pots,"2,0000000","4350,00","0,00",,,,
725,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Eau de vie,Isles françoises de l'amérique,"4 436,00",Barriques,"100,0000000","443600,00","0,00",,,,
726,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Eau de la Reyne d'hongrie,Isles françoises de l'amérique,"150,00",Livres,"0,8000000","120,00","0,00",,,,
727,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Liqueurs de ville,Isles françoises de l'amérique,"44,00",Caisses,"100,0000000","4400,00","0,00",,,,
728,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Liqueurs de ville,Isles françoises de l'amérique,"17 741,00",Livres,"2,2500000","39917,00","-0,25",,,,
729,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Vin de Frontignon,Isles françoises de l'amérique,"244,00",Barriques,"40,0000000","29280,00","19 520,00",ERREUR CALCUL,,,
730,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Vin Mufeat,Isles françoises de l'amérique,"368,00",Pots,"1,2500000","460,00","0,00",,,,
731,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Vin de champagne,Isles françoises de l'amérique,"450,00",Bouteilles,"2,0000000","900,00","0,00",,,,
732,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Vin de ville,Isles françoises de l'amérique,"7 630,00",Tonneaux,"2,5000000","1144500,00","1 125 425,00",ERREUR PRIX UNITAIRE,,,
733,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Vin de haut,Isles françoises de l'amérique,"227,00",Tonneaux,"90,0000000","20430,00","0,00",,,,
734,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Vinaigre,Isles françoises de l'amérique,"2,00",Tonneaux,"100,0000000","200,00","0,00",,,,
735,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Acier,Isles françoises de l'amérique,"3 500,00",Livres,"0,3000000","1050,00","0,00",,,,
736,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Amidon,Isles françoises de l'amérique,"2 400,00",Livres,"0,2000000","480,00","0,00",,,,
737,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,6,Bray sec,Isles françoises de l'amérique,"3 200,00",Livres,"0,1000000","320,00","0,00",,,,
738,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Bray gras,Isles françoises de l'amérique,"226,0000000",Livres,"6,0000000","1356,00","0,00",,,,
739,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Barriques en bœuf,Isles françoises de l'amérique,"2 062,0000000",Nombre,"2,5000000","5155,00","0,00",,,,
740,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Barils vuides,Isles françoises de l'amérique,"56,0000000",Nombre,"3,0000000","156,80","-11,20",ERREUR CALCUL,,,
741,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Cire jaune,Isles françoises de l'amérique,"300,0000000",Livres,"2,2500000","675,00","0,00",,,,
742,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Charbon de terre,Isles françoises de l'amérique,"1,0000000",Tonneaux,"250,0000000","250,00","0,00",,,,
743,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Etampes,Isles françoises de l'amérique,"5 800,0000000",Livres,"0,1200000","696,00","0,00",,,,
744,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Feuillard,Isles françoises de l'amérique,"4 292,0000000",Paires,"2,2000000","9442,00","-0,40",,,,
745,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Fer en barres,Isles françoises de l'amérique,"20 000,0000000",Livres,"0,1300000","2600,00","0,00",,,,
746,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Gaudron,Isles françoises de l'amérique,"133,0000000",Barils,"18,0000000","2394,00","0,00",,,,
747,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Graine de Jardin,Isles françoises de l'amérique,"20,00",Boisseaux,"50,0000000","1000,00","0,00",,,,
748,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Huille de poisson,Isles françoises de l'amérique,"5 910,00",Livres,"0,3500000","2068,50","0,00",,,,
749,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Huille de lin,Isles françoises de l'amérique,"200,00",Livres,"0,1500000","30,00","0,00",,,,
750,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Liege,Isles françoises de l'amérique,"1 400,00",Livres,"0,4000000","560,00","0,00",,,,
751,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Meche,Isles françoises de l'amérique,"200,00",Livres,"0,1000000","20,00","0,00",,,,
752,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Noir de fumé,Isles françoises de l'amérique,"18,00",Barils,"5,0000000","90,00","0,00",,,,
753,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Ozier,Isles françoises de l'amérique,"155,00",Milliers,"10,0000000","1550,00","0,00",,,,
754,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Peinture,Isles françoises de l'amérique,,VALEURS,"0,0000000","1200,00","1 200,00",,,,
755,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Plomb en saumon,Isles françoises de l'amérique,"2 050,00",Livres,"0,3250000","666,25","0,00",,,,
756,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Planches de Sapin,Isles françoises de l'amérique,"810,00",Nombre,"1,5000000","975,00","-240,00",ERREUR CALCUL,,,
757,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Suif,Isles françoises de l'amérique,"5 290,00",Livres,"0,5000000","2645,00","0,00",,,,
758,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Souffre,Isles françoises de l'amérique,"10 740,00",Livres,"0,2800000","3000,00","-7,20",ERREUR CALCUL,,,
759,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Armes à feu,Isles françoises de l'amérique,"200,00",Livres,"2,0000000","400,00","0,00",,,,
760,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Billard Gaongs,Isles françoises de l'amérique,"1,00",Livres,"140,0000000","140,00","0,00",,,,
761,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Bonnets de layne,Isles françoises de l'amérique,"144,00",Nombre,"4,0000000","576,00","0,00",,,,
762,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Bonnets de cotton,Isles françoises de l'amérique,"100,00",Nombre,"3,0000000","300,00","0,00",,,,
763,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1721,Exports,Bordeaux,7,Bas de soye,Isles françoises de l'amérique,"429,00",Paires,"15,0000000","6435,00","0,00",,,,
