numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportimport,direction,sheet,marchandises,pays,value,quantit,quantity_unit,,Remarques
136,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Drogué de soye,Nord qui comprend les villes anseatiques et la moscovie,0,"2,00",PIèces,"200,0000000",
137,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Eau de la Reine d'ongrie,Nord qui comprend les villes anseatiques et la moscovie,0,"4 104,00",fioles,"0,1500000",
138,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Eau de vie,Nord qui comprend les villes anseatiques et la moscovie,0,"9 269,00",Livres,"70,0000000",
139,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Eguieres d'etain,Nord qui comprend les villes anseatiques et la moscovie,0,"20,00",Livres,"1,5000000",
140,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Eperon,Nord qui comprend les villes anseatiques et la moscovie,0,"10,00",Livres,"0,5000000",
141,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Etuy de mathematiques,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",PIèces,"20,0000000",
142,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,5,Flanelle,Nord qui comprend les villes anseatiques et la moscovie,0,"30,00",Livres,"0,6000000","il est indiqué 2lt l'aune, sur l'autre manuscrit, il semble qu'on a le prix à la livre: 12s mais à vérifier sous Stata."
143,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Fourchettes d'acier,Nord qui comprend les villes anseatiques et la moscovie,0,"5,00",Douzaines,"2,0000000",
144,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Fromage,Nord qui comprend les villes anseatiques et la moscovie,0,"25,00",Livres,"0,3500000",
145,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Garas blanc,Nord qui comprend les villes anseatiques et la moscovie,0,"7 964,00",PIèces,"14,0000000",
146,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Gomme du Senegal,Nord qui comprend les villes anseatiques et la moscovie,0,"48 075,00",Livres,"0,4000000",il est indiqué et valent 5800 Livres
147,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Gomme du Senegal,Nord qui comprend les villes anseatiques et la moscovie,5800,"1,00",Valeur ,"5 800,0000000",
148,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Gourgouran,Nord qui comprend les villes anseatiques et la moscovie,0,"159,00",PIèces,"80,0000000",
149,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Guinée  blanche,Nord qui comprend les villes anseatiques et la moscovie,0,"275,00",Pièces,"44,0000000",
150,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Guingans de Bingalle,Nord qui comprend les villes anseatiques et la moscovie,0,"25,00",PIèces,"10,0000000",
151,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Huille d'olive,Nord qui comprend les villes anseatiques et la moscovie,0,"165,00",Livres,"0,6000000",
152,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Jamavart,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",Valeur ,"56,1000000",
153,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Indigo,Nord qui comprend les villes anseatiques et la moscovie,0,"90 550,00",Livres,"3,5000000",
154,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Jussienne,Nord qui comprend les villes anseatiques et la moscovie,0,"47,00",PIèces,"0,0000000",pas de prix unitaire
155,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Lampas,Nord qui comprend les villes anseatiques et la moscovie,0,"31,00",Pièces,"76,0000000",
156,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Legatine sur cotton,Nord qui comprend les villes anseatiques et la moscovie,0,"35,00",Aunes,"0,0000000",Pas de prix unitaire
157,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Legatine sur laine,Nord qui comprend les villes anseatiques et la moscovie,0,"119,00",Aunes,"0,0000000",Pas de prix unitaire
158,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Lines,Nord qui comprend les villes anseatiques et la moscovie,0,"4,00",Pièces,"0,0000000",Pas de prix unitaire
159,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Malmolle,Nord qui comprend les villes anseatiques et la moscovie,0,"3,00",Pièces,"40,0000000",
160,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,marchandises a l'estimation,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",Valeur ,"104,5000000",
161,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mercerie,Nord qui comprend les villes anseatiques et la moscovie,0,"150,00",Livres,"3,5000000",
162,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Merrein a barriques douelles,Nord qui comprend les villes anseatiques et la moscovie,0,"8 000,00",En nombre,"0,0666667",80 Livres les 1200
163,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Miel,Nord qui comprend les villes anseatiques et la moscovie,0,"22 680,00",Livres,"0,1500000",
164,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mine de cuivre,Nord qui comprend les villes anseatiques et la moscovie,0,"10 500,00",Livres,"0,1500000",
165,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Moire blanche,Nord qui comprend les villes anseatiques et la moscovie,0,"2,00",PIèces,"0,0000000",pas de prix unitaire
166,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mortier de bronze,Nord qui comprend les villes anseatiques et la moscovie,1000,"2,00",pièces,"500,0000000",
167,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mouchoirs de bengalle,Nord qui comprend les villes anseatiques et la moscovie,0,"80,00",PIèces,"10,0000000",
168,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mouchoirs de fil,Nord qui comprend les villes anseatiques et la moscovie,0,"300,00",En nombre,"15,0000000",
169,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mouchoirs mazutipatan,Nord qui comprend les villes anseatiques et la moscovie,0,"460,00",PIèces,"24,0000000",
170,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mouchoirs de pitie,Nord qui comprend les villes anseatiques et la moscovie,0,"60,00",PIèces,"13,0000000",
171,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Mousseline,Nord qui comprend les villes anseatiques et la moscovie,0,"15,00",Aunes,"56,0000000",
172,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Nankin,Nord qui comprend les villes anseatiques et la moscovie,0,"2,00",PIèces,"9,0000000",
173,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Patissoye,Nord qui comprend les villes anseatiques et la moscovie,0,"59,00",PIèces,"110,0000000",
174,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Peaux de chat putois,Nord qui comprend les villes anseatiques et la moscovie,0,"400,00",En nombre,"0,5000000",
175,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,6,Peaux de dain aprestée,Nord qui comprend les villes anseatiques et la moscovie,0,"4,00",Douzaines,"0,0000000",Pas de prix unitaire
176,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Rhubarbe,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",Valeur ,"5 688,0000000",
177,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Ris,Nord qui comprend les villes anseatiques et la moscovie,0,"94 025,00",Livres,"0,1250000",
178,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Rocou,Nord qui comprend les villes anseatiques et la moscovie,0,"620,00",Livres,"0,7000000",
179,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Romaine,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",PIèces,"50,0000000",
180,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"216,00",Charges,"32,0000000",
181,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"436,00",Charges,"30,0000000",
182,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"688,00",Charges,"27,5000000",
183,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"233,00",Charges,"25,0000000",
184,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"198,00",Charges,"23,0000000",
185,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"539,00",Charges,"22,5000000",
186,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Bourgneuf,Nord qui comprend les villes anseatiques et la moscovie,0,"683,00",Charges,"22,0000000",
187,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel du Croisic,Nord qui comprend les villes anseatiques et la moscovie,0,"90,00",Muids,"20,0000000",
188,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel du Croisic,Nord qui comprend les villes anseatiques et la moscovie,0,"30,00",Muids,"14,0000000",
189,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sel de Poulinguen,Nord qui comprend les villes anseatiques et la moscovie,0,"135,00",Muids,"12,0000000",
190,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Serges,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",PIèces,"2,2500000",
191,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Sirop de Sucre,Nord qui comprend les villes anseatiques et la moscovie,0,"151 050,00",Livres,"0,0750000",
192,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Souliers,Nord qui comprend les villes anseatiques et la moscovie,0,"88,00",Paires,"3,5000000",
193,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Soye tanis,Nord qui comprend les villes anseatiques et la moscovie,0,"122,00",,"6,5000000",pas d'unité de mesure
194,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,7,Suc de Reglisse,Nord qui comprend les villes anseatiques et la moscovie,0,"5 350,00",Livres,"0,0000000",Pas de prix unitaire
195,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Sucre brut,Nord qui comprend les villes anseatiques et la moscovie,0,"1 855 000,00",Livres,"0,3000000",
196,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Sucre terré,Nord qui comprend les villes anseatiques et la moscovie,0,"1 337 603,00",Livres,"0,4000000",
197,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Sucre teste,Nord qui comprend les villes anseatiques et la moscovie,0,"5 375,00",Livres,"0,3300000",
198,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Tabac de Saint Domingue,Nord qui comprend les villes anseatiques et la moscovie,0,"400,00",Livres,"0,9000000",
199,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Tablettes d'ardoise,Nord qui comprend les villes anseatiques et la moscovie,0,"5,00",En nombre,"0,0000000",pas de prix unitaire
200,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Tafetas de florence,Nord qui comprend les villes anseatiques et la moscovie,0,"4,00",PIèces,"0,0000000",il est indiqué 5 Livres l'aune
201,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Tapis de billard,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",En nombre,"12,0000000",
202,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Terendine,Nord qui comprend les villes anseatiques et la moscovie,0,"4,00",PIèces,"140,0000000",
203,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Thé Bouy,Nord qui comprend les villes anseatiques et la moscovie,0,"10 460,00",Livres,"3,2500000",
204,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Thé divers,Nord qui comprend les villes anseatiques et la moscovie,0,"70 333,00",Livres,"3,3000000",
205,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Toile de Bretagne,Nord qui comprend les villes anseatiques et la moscovie,0,"2 540,00",Livres,"0,0000000",22 sous l'aune
206,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,8,Toille de cotton bleu,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",Pièces,"16,0000000",
207,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Peaux de fouines,Nord qui comprend les villes anseatiques et la moscovie,0,"600,00",En nombre,"0,4000000",
208,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Peaux de mouton passées,Nord qui comprend les villes anseatiques et la moscovie,0,"124,00",En nombre,"1,0000000",
209,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Peaux de renard,Nord qui comprend les villes anseatiques et la moscovie,0,"800,00",En nombre,"0,5000000",
210,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Peaux de veau corroyées,Nord qui comprend les villes anseatiques et la moscovie,0,"2 052,00",En nombre,"2,5000000",
211,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Pekin uni,Nord qui comprend les villes anseatiques et la moscovie,0,"6,00",PIèces,"60,0000000",
212,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Poil de chevre filé,Nord qui comprend les villes anseatiques et la moscovie,0,"5,88",Livres,"7,0000000",5 Livres et 14 onces
213,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Porcellaine,Nord qui comprend les villes anseatiques et la moscovie,0,"1,00",Valeur ,"1 906,5000000",
214,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Pruneaux de sainte catherine,Nord qui comprend les villes anseatiques et la moscovie,0,"685,00",Livres,"0,2250000",
215,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Quincaille de fer et d'acier,Nord qui comprend les villes anseatiques et la moscovie,0,"315,00",Livres,"1,0000000",
216,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Bas de laine,Nord qui comprend les villes anseatiques et la moscovie,0,"20,00",PIèces,"2,5000000",
217,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Razoir,Nord qui comprend les villes anseatiques et la moscovie,0,"6,00",PIèces,"1,5000000",
218,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Toille de cotton rayée,Nord qui comprend les villes anseatiques et la moscovie,0,"25,00",PIèces,"0,0000000",27 sous l'aune
219,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Toille de cotton rayée,Nord qui comprend les villes anseatiques et la moscovie,0,"57,00",Aunes,"1,3500000",
220,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Toille de Laval,Nord qui comprend les villes anseatiques et la moscovie,0,"370,00",Livres,"0,0000000",20 sous l'aune
221,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Toilles peintes diverses,Nord qui comprend les villes anseatiques et la moscovie,0,"134,00",PIèces,"26,0000000",
222,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Vin d'amon,Nord qui comprend les villes anseatiques et la moscovie,0,"10,50",Tonneaux,"140,0000000",
223,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Vin de Champagne,Nord qui comprend les villes anseatiques et la moscovie,0,"60,00",Bouteilles,"1,0000000",
224,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Vin Nantois,Nord qui comprend les villes anseatiques et la moscovie,0,"76,00",Tonneaux,"100,0000000",
225,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Vin du Rhin,Nord qui comprend les villes anseatiques et la moscovie,0,"212,00",Bouteilles,"1,5000000",
226,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Vin aigre,Nord qui comprend les villes anseatiques et la moscovie,0,"9,00",Bariques,"15,0000000",
227,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Amandes en coques,Dannemark,0,"600,00",Livres,"0,2400000",
228,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Assiettes de fayance,Dannemark,0,"18,00",Pièces,"0,1875000",
229,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Bas de soye pour femmes,Dannemark,0,"2,00",Paires,"8,0000000",
230,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Bled froment,Dannemark,0,"69,00",Tonneaux,"100,0000000",
231,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Caffé de bourbon,Dannemark,0,"755,00",Livres,"1,0500000",
232,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Caffé des Isles,Dannemark,0,"929,00",Livres,"0,7500000",
233,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Cottonade,Dannemark,0,"10,00",pieces,"0,0000000","7/8 de large, 46 sous l'aune"
234,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Damas ,Dannemark,0,"5,00",Aunes,"8,0000000",
235,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,9,Eau de vie,Dannemark,0,"18 704,00",Veltes,"70,0000000",
236,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Epingles,Dannemark,0,"1,00",Valeur ,"10,0000000",
237,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Noix,Dannemark,0,"90 000,00",En nombre,"0,0000000",Pas de prix unitaire indiqué
238,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Pierres de meulles,Dannemark,0,"3,00",En nombre,"2,0000000",
239,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Poudre a poudrer,Dannemark,0,"500,00",Livres,"0,2500000",
240,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Raisin de Corinthe,Dannemark,0,"1 275,00",Livres,"0,1500000",
241,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Ris,Dannemark,0,"1 700,00",Livres,"0,1250000",
242,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Savon,Dannemark,0,"230,00",Livres,"0,4400000",
243,Pascal Fontaine,AD 44 C706,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1745,Export,Nantes,10,Sel de Bourgneuf,Dannemark,0,"65,00",Charges,"33,0000000",
