marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	nbr_lignes_fr
1///Subsistances///Eaux de vie	Eau ; de vie	Eau ; de vie						0	0	1	0					28
1///Subsistances///Eaux-de-vie	Eau ; de vie	Eau ; de vie						0	0	1	0					60
1///Subsistances///Farine	Farine	Farine						0	0	1	0					9
1///Subsistances///Farine et biscuit de mer	Farine et biscuits de mer	Farine et biscuits de mer						0	0	1	0					10
1///Subsistances///Farine et biscuits de mer et pâtes d'Italie	Farine, biscuits de mer et pâtes d'Italie	Farine, biscuits de mer et pâtes d'Italie						0	0	1	0					14
1///Subsistances///Farine et pâtes d'Italie	Farine et pâtes d'Italie	Farine et pâtes d'Italie						0	0	1	0					7
1///Subsistances///Fromage	Fromage	Fromage						0	0	1	0					6
1///Subsistances///Fromages	Fromage	Fromage						0	0	1	0					7
1///Subsistances///Fruits divers	Fruits ; divers	Fruits						0	0	1	0					24
1///Subsistances///Fruits secs en amandes, figues et ...	Fruits ; secs ; amandes, figues et raisins	Fruits secs ; amandes, figues et raisins						0	0	1	0					47
1///Subsistances///Fruits secs, en amandes ,figues et raisins	Fruits ; secs ; amandes, figues et raisins	Fruits secs ; amandes, figues et raisins						0	0	1	0					62
1///Subsistances///Fruits secs, en amandes, figues et raisins	Fruits ; secs ; amandes, figues et raisins	Fruits secs ; amandes, figues et raisins						0	0	1	0					22
1///Subsistances///Fruits verts en Oranges et citrons	Fruits ; verts ; oranges et citrons	Fruits ; oranges et citrons						0	0	1	0					59
1///Subsistances///Fruits verts, en oranges et citrons	Fruits ; verts ; oranges et citrons	Fruits ; oranges et citrons						0	0	1	0					10
1///Subsistances///Fruits verts, en oranges et citrons.	Fruits ; verts ; oranges et citrons	Fruits ; oranges et citrons						0	0	1	0					41
1///Subsistances///Huile d'Olive	Huile ; d'olive	Huile ; d'olive						0	0	1	0					25
1///Subsistances///Huile d'olive	Huile ; d'olive	Huile ; d'olive						0	0	1	0					12
1///Subsistances///Légumes	Légumes	Légume						0	0	1	0					33
1///Subsistances///Miel	Miel	Miel						0	0	1	0					40
1///Subsistances///Poissons de toute sorte	Poisson ; de toute sorte	Poisson						0	0	1	0					14
1///Subsistances///Poissons de toutes sortes	Poisson ; de toute sorte	Poisson						0	0	1	0					21
1///Subsistances///Provisions de bouche réunies	Provisions ; de bouche ; réunies	Provisions ; de bouche						0	0	1	0					25
1///Subsistances///Provisions diverses	Provisions ; diverses	Provisions						0	0	1	0					20
1///Subsistances///Provisions diverses,principalement en beurre	Provisions ; diverses	Provisions						0	0	1	0					6
1///Subsistances///Riz	Riz	Riz						0	0	1	0					3
1///Subsistances///Sel	Sel	Sel						0	0	1	0					58
1///Subsistances///Vin de liqueurs	Vin ; de liqueurs	Vin ; liqueur						0	0	1	0					19
1///Subsistances///Vins	Vin	Vin						0	0	1	0					17
1///Subsistances///Vins de Bordeaux	Vin ; de Bordeaux	Vin ; de Bordeaux						0	0	1	0					16
1///Subsistances///Vins de bordeaux	Vin ; de Bordeaux	Vin ; de Bordeaux						0	0	1	0					5
1///Subsistances///Vins de liqueur	Vin ; de liqueurs	Vin ; liqueur						0	0	1	0					13
1///Subsistances///Vins de liqueurs	Vin ; de liqueurs	Vin ; liqueur						0	0	1	0					16
1///Subsistances///Vins divers	Vin ; divers	Vin ; divers						0	0	1	0					7
2///Matières première///Articles réunis	Articles ; réunis	Matières premières						0	0	1	0					8
2///Matières première///Bois divers	Bois ; divers	Bois						0	0	1	0					11
2///Matières première///Brai, goudron et résine	Brai, goudron et résine	Brai, goudron et résine						0	0	1	0					8
2///Matières première///Charbons	Charbon	Charbon						0	0	1	0					1
2///Matières première///Cires jaune et blanche	Cire ; blanche et jaune	Cire ; blanche et jaune						0	0	1	0					1
2///Matières première///Cuirs appretés	Cuirs ; apprêtés	Cuirs ; apprêtés						0	0	1	0					19
2///Matières première///Graines de jardin	Graine ; de jardin	Graine ; de jardin						0	0	1	0					75
2///Matières première///Graines de trèfle	Graine ; de trèfle	Graine ; de trèfle						0	0	1	0					8
2///Matières première///Graines diverses	Graine ; diverse	Graine ; diverse						0	0	1	0					17
2///Matières première///Huile de graine	Huile ; de graine	Huile ; de graine						0	0	1	0					77
2///Matières première///Pain de navette	Pains ; de navette	Pain ; de navette						0	0	1	0					8
2///Matières première///Suif	Suif	Suif						0	0	1	0					9
2///Matières première///Tabacs	Tabac	Tabac						0	0	1	0					12
2///Matières premières///Articles réunis	Articles ; réunis	Matières premières						0	0	1	0					11
2///Matières premières///Bois de Iles	Bois ; des Iles	Bois ; des Iles						0	0	1	0					20
2///Matières premières///Bois des iles	Bois ; des Iles	Bois ; des Iles						0	0	1	0					2
2///Matières premières///Bois divers	Bois ; divers	Bois ; divers						0	0	1	0					20
2///Matières premières///Brai, Goudron, Résine	Brai, goudron et résine	Brai, goudron et résine						0	0	1	0					9
2///Matières premières///Brai, goudron et résine	Brai, goudron et résine	Brai, goudron et résine						0	0	1	0					6
2///Matières premières///Brai,goudron et résine	Brai, goudron et résine	Brai, goudron et résine						0	0	1	0					5
2///Matières premières///Bray, goudron, poix et résine	Brai, goudron, poix et résine	Brai, goudron, poix et résine						0	0	1	0					9
2///Matières premières///Cendres diverses	Cendre ; diverses	Cendre						0	0	1	0					7
2///Matières premières///Charbon	Charbon	Charbon						0	0	1	0					14
2///Matières premières///Charbons	Charbon	Charbon						0	0	1	0					44
2///Matières premières///Circes blanche et jaune	Cire ; blanche et jaune	Cire ; blanche et jaune						0	0	1	0					1
2///Matières premières///Cires blanche et jaune	Cire ; blanche et jaune	Cire ; blanche et jaune						0	0	1	0					6
2///Matières premières///Cires blanches et jaunes	Cire ; blanche et jaune	Cire ; blanche et jaune						0	0	1	0					5
2///Matières premières///Cires jaune et blanche	Cire ; blanche et jaune	Cire ; blanche et jaune						0	0	1	0					7
2///Matières premières///Cires jaune et blanche fondue et en bougies	Cire ; blanche et jaune ; fondue et en bougie	Cire ; blanche et jaune ; fondue et en bougie						0	0	1	0					4
2///Matières premières///Cuirs appretés	Cuirs ; apprêtés	Cuirs ; apprêtés						0	0	1	0					8
2///Matières premières///Cuirs apprétés	Cuirs ; apprêtés	Cuirs ; apprêtés						0	0	1	0					3
2///Matières premières///Cuirs en poil	Cuirs ; en poil	Cuirs ; en poil						0	0	1	0					7
2///Matières premières///Dents d'éléphant	Dents ; d'éléphant	Dents ; d'éléphant						0	0	1	0					10
2///Matières premières///Goudron ,poix et résine	Goudron, poix et résine	Goudron, poix et résine						0	0	1	0					2
2///Matières premières///Graine de Lin	Graine ; de lin	Graine ; de lin						0	0	1	0					16
2///Matières premières///Graine de lin	Graine ; de lin	Graine ; de lin						0	0	1	0					6
2///Matières premières///Graines de diverses	Graine ; diverse	Graine						0	0	1	0					4
2///Matières premières///Graines de jardin	Graine ; de jardin	Graine ; de jardin						0	0	1	0					22
2///Matières premières///Graines de trèfle	Graine ; de trèfle	Graine ; de trèfle						0	0	1	0					6
2///Matières premières///Graines diverses	Graine ; diverse	Graine ; diverse						0	0	1	0					4
2///Matières premières///Graines diverses et de lin	Graine ; diverse	Graine ; diverse						0	0	1	0					1
2///Matières premières///Houblon	Houblon	Houblon						0	0	1	0					12
2///Matières premières///Huile d'olive pour fabriques	Huile ; d'olive ; pour fabriques	Huile ; d'olive ; pour fabriques						0	0	1	0					8
2///Matières premières///Huile de graine	Huile ; de graine	Huile ; de graine						0	0	1	0					12
2///Matières premières///Huile de grains	Huile ; de graine	Huile ; de graine						0	0	1	0					5
2///Matières premières///Huile de poisson	Huile ; de poisson	Huile ; de poisson						0	0	1	0					20
2///Matières premières///Huile de poissons	Huile ; de poisson	Huile ; de poisson						0	0	1	0					5
2///Matières premières///Huiles d'Olive pour fabriques	Huile ; d'olive ; pour fabriques	Huile ; d'olive ; pour fabriques						0	0	1	0					2
2///Matières premières///Pain de navette	Pains ; de navette	Pain ; de navette						0	0	1	0					6
2///Matières premières///Petasse, vedasses et gravelées	Potasses, vedasses et gravelées	Potasses, vedasses et gravelées						0	0	1	0					44
2///Matières premières///Potasse, vedasse et gravelées	Potasses, vedasses et gravelées	Potasses, vedasses et gravelées						0	0	1	0					1
2///Matières premières///Potasses, vedasses et gravelées	Potasses, vedasses et gravelées	Potasses, vedasses et gravelées						0	0	1	0					47
2///Matières premières///Soie de porc et sanglier	Soie ; de porc et sanglier	Soie ; de porc et sanglier						0	0	1	0					7
2///Matières premières///Soude	Soude	Soude						0	0	1	0					7
2///Matières premières///Souffre et salpetre	Souffre et salpêtre	Souffre et salpêtre						0	0	1	0					56
2///Matières premières///Soufre et Salpetre	Souffre et salpêtre	Souffre et salpêtre						0	0	1	0					71
2///Matières premières///Soufre et salpetre	Souffre et salpêtre	Souffre et salpêtre						0	0	1	0					8
2///Matières premières///Suif	Suif	Suif						0	0	1	0					36
2///Matières premières///Suif fondu et en chandelles	Suif ; fondu et en chandelles	Suif ; fondu et en Chandelle						0	0	1	0					3
2///Matières premières///Tabacs	Tabac	Tabac						0	0	1	0					12
2///Matières premières///cendres Diverses	Cendre ; diverses	Cendre						0	0	1	0					11
2///Subsistances///Articles réunis	Subsistances ; Articles ; réunis	Subsistance						0	0	1	0					1
2///Subsistances///Cacao	Cacao	Cacao						0	0	1	0					45
2///Subsistances///Café	Café	Café						0	0	1	0					72
2///Subsistances///Chocolat	Chocolat	Chocolat						0	0	1	0					47
2///Subsistances///Liqueurs	Liqueurs	Liqueur						0	0	1	0					1
2///Subsistances///Liqueurs et Sirops	Liqueurs ; Sirops	Liqueur ; Sirops						0	0	1	0					11
2///Subsistances///Liqueurs et sirops	Liqueurs ; Sirops	Liqueur ; Sirops						0	0	1	0					12
2///Subsistances///Provisions diverses,principalement en beurre	Subsistances ; Provisions ; diverses	Subsistance						0	0	1	0					20
2///Subsistances///Sirops	Sirop	Sirop						0	0	1	0					6
2///Subsistances///Sucre	Sucre	Sucre						0	0	1	0					18
2///Subsistances///Thé	Thé	Thé						0	0	1	0					15
2///Suite des matières premières///Articles réunis	Articles ; réunis	Matières premières						0	0	1	0					18
3///Matières première///Alun	Alun	Drogue ; pour la peinture et la teinture ; alun						0	0	1	0					4
3///Matières première///Cochenille	Cochenille	Drogue ; pour la peinture et la teinture ; Cochenille						0	0	1	0					23
3///Matières première///Drogues réunies	Drogues ; Réunies	Drogue ; Réunies						0	0	1	0					10
3///Matières première///Garance	Garance	Drogue ; pour la peinture et la teinture						0	0	1	0					19
3///Matières première///Indigo	Indigo	Drogue ; pour la peinture et la teinture ; indigo						0	0	1	0					6
3///Matières première///Rocou	Rocou	Drogue ; pour la peinture et la teinture ; Rocou						0	0	1	0					31
3///Matières première///Verdet	Verdet	Drogue ; pour la peinture et la teinture ; Verdet						0	0	1	0					35
3///Matières premières///Alquifoux ou mine de plomb	Alquifoux ou mine de plomb	Drogue ; pour la peinture et la teinture ; Alquifou						0	0	1	0					20
3///Matières premières///Alun	Alun	Drogue ; pour la peinture et la teinture ; alun						0	0	1	0					52
3///Matières premières///Azur	Azur	Drogue ; pour la peinture et la teinture ; azur						0	0	1	0					6
3///Matières premières///Cochenille	Cochenille	Drogue ; pour la peinture et la teinture ; Cochenille						0	0	1	0					24
3///Matières premières///Céruse	Céruse	Drogue ; pour la peinture et la teinture ; Blanc de céruse						0	0	1	0					7
3///Matières premières///Drogues diverses réunies	Drogues ; Réunies ; Diverses	Drogue ; Réunies ; Diverses						0	0	1	0					1
3///Matières premières///Drogues réunies	Drogues ; Réunies	Drogue ; Réunies						0	0	1	0					22
3///Matières premières///Garance	Garance	Drogue ; pour la peinture et la teinture						0	0	1	0					1
3///Matières premières///Indigo	Indigo	Drogue ; pour la peinture et la teinture ; indigo						0	0	1	0					45
3///Matières premières///Noix de Galle	Noix ; de Galle	Drogue ; pour la peinture et la teinture ; noix ; de galles						0	0	1	0					7
3///Matières premières///Noix de galle	Noix ; de Galle	Drogue ; pour la peinture et la teinture ; noix ; de galles						0	0	1	0					29
3///Matières premières///Rocou	Rocou	Drogue ; pour la peinture et la teinture ; Rocou						0	0	1	0					5
3///Matières premières///Saffranum	Safran	Drogue ; safran						0	0	1	0					5
3///Matières premières///Verdet	Verdet	Drogue ; pour la peinture et la teinture ; Verdet						0	0	1	0					2
3///Subsistances///Articles réunis	Articles ; réunis	Articles ; réunis						0	0	1	0					19
3///Subsistances///Canelle	Cannelle	Épicerie ; cannelle						0	0	1	0					4
3///Subsistances///Eiceries diverses	Epicerie ; diverse	Épicerie						0	0	1	0					40
3///Subsistances///Epiceries	Epicerie	Épicerie						0	0	1	0					6
3///Subsistances///Epiceries Diverses	Epicerie ; diverse	Épicerie						0	0	1	0					4
3///Subsistances///Epiceries diverses	Epicerie ; diverse	Épicerie						0	0	1	0					4
3///Subsistances///Giroffle	Girofle	Épicerie ; girofle						0	0	1	0					2
3///Subsistances///Girofle	Girofle	Épicerie ; girofle						0	0	1	0					15
3///Subsistances///Muscade	Muscade	Épicerie ; muscade						0	0	1	0					3
3///Subsistances///Poivre	Poivre	Épicerie ; poivre						0	0	1	0					6
3///Suite des matières premières///Alun	Alun	Drogue ; pour la peinture et la teinture ; alun						0	0	1	0					3
3///Suite des matières premières///Azur	Azur	Drogue ; pour la peinture et la teinture ; azur						0	0	1	0					1
3///Suite des matières premières///Cochenille	Cochenille	Drogue ; pour la peinture et la teinture ; Cochenille						0	0	1	0					2
3///Suite des matières premières///Céruse	Céruse	Drogue ; pour la peinture et la teinture ; Blanc de céruse						0	0	1	0					2
3///Suite des matières premières///Drogues diverses réunies	Drogues ; Réunies ; Diverses	Droguerie						0	0	1	0					2
3///Suite des matières premières///Garance	Garance	Drogue ; pour la peinture et la teinture						0	0	1	0					4
3///Suite des matières premières///Indigo	Indigo	Drogue ; pour la peinture et la teinture ; indigo						0	0	1	0					
3///Suite des matières premières///Noix de galle	Noix ; de Galle	Drogue ; pour la peinture et la teinture ; noix ; de galles						0	0	1	0					
3///Suite des matières premières///Rocou	Rocou	Drogue ; pour la peinture et la teinture ; Rocou						0	0	1	0					
?	???	???										1				5
? ; blanc	???	???														5
? ; brun	???	???														6
? ; diverses	???	???									1					1
? et lances/piquets	???	???										1				63
??	???	???										1				
?? (le douzaine)	???	???										1				42
???	???	???										1				1
Abacir	Abacir	Abaci						0	0	1	0					1
Acacia	Ouvrages ; de bois	Ouvrage ; de bois						0	0	1	0					2
Achia	Achia	Achia						0	0	1	0					4
Acier	Acier	Acier						0	0	1	1	1				293
Acier ; brut	Ouvrages ; de corail	Acier ; brut						0	0	1	0					3
Acier ; en barres	Acier ; en barres	Acier ; en barres									1					4
Acier ; ouvré	Ouvrages ; d'acier	Acier ; ouvré						0	0	1	0					3
Acons demontés	Acons démonté	Drogue ; Gommes ; Sénégal						0	0	1	0					
Acons démonté	Acons démonté	Acons démonté						0	0	1	0					1
Acore (herbe)	Acorus	Acorus										1				1
Acors demontés	Acons démonté	Acons démonté						0	0	1	0					1
Acorus	Acorus	Acorus						0	0	1	0					1
Affuts de canon	Affût de canon	Affût de canon						0	0	1	0					19
Affût de canon	Affût de canon	Affût de canon										1				
Agaric	Agaric	Drogue ; Médicinale ; agaric						0	0	1	0					9
Agarie	Agaric	Agaric						0	0	1	0					30
Agathe	Agathe	Pierre ; d'agathe						0	0	1	0					1
Agneaux	Agneaux	Agneaux						0	0	1	0					1
Agremens	Agréments	Agrément						0	0	1	0					1
Agremens ; de soye	Agréments ; de soie	Agrément ; de soie						0	0	1	0					2
Agremens ; or et argent	Agréments ; d'or et d'argent	Agrément ; d'or et d'argent						0	0	1	0					1
Agrements ; d'or	Ouvrages ; d'étain	Agrément ; d'or						0	0	1	0					1
Agrements ; de fil	Agréments ; de fil	Agrément ; de fil						0	0	1	0					2
Agrements ; de soye	Agréments ; de soie	Agrément ; de soie						0	0	1	0					1
Agrements ; or et argent	Agréments ; d'or et d'argent	Agrément ; d'or et d'argent						0	0	1	0					3
Agrets	Agrès	Agrès						0	0	1	0					4
Agrémens	Agréments	Agrément						0	0	1	0					1
Agrémens ; au quart	Ouvrages ; d'étain	Agrément ; au quart						0	0	1	0					3
Agrémens ; de fil	Agréments ; de fil	Agrément ; de fil						0	0	1	0					1
Agrémens ; de soye	Agréments ; de soie	Agrément ; de soie						0	0	1	0					5
