Numéro de ligne,Data entry by,Source,exportimports,Year,Sheet,Marchandises,Pays,Quantité,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
238,Saadia Mai,Montbret 155236,Exports,1754,10,Bas ; de soye,Danemark,,615.00,2669946.50,0.00,3045057.25,
239,Saadia Mai,Montbret 155237,Exports,1754,10,Bas ; de soye,Espagne,,796920.50,2669946.50,0.00,3045057.25,
240,Saadia Mai,Montbret 155238,Exports,1754,10,Bas ; de soye,Flandre,,58370.00,2669946.50,0.00,3045057.25,
241,Saadia Mai,Montbret 155239,Exports,1754,10,Bas ; de soye,Hollande,,10070.00,2669946.50,0.00,3045057.25,
242,Saadia Mai,Montbret 155240,Exports,1754,10,Bas ; de soye,Isles,,520644.00,2669946.50,0.00,3045057.25,
243,Saadia Mai,Montbret 155241,Exports,1754,10,Bas ; de soye,Italie,,156380.00,2669946.50,0.00,3045057.25,
244,Saadia Mai,Montbret 155242,Exports,1754,10,Bas ; de soye,Levant,,7160.00,2669946.50,0.00,3045057.25,
245,Saadia Mai,Montbret 155243,Exports,1754,10,Bas ; de soye,Nord,,165.00,2669946.50,0.00,3045057.25,
246,Saadia Mai,Montbret 155244,Exports,1754,10,Bas ; de soye,Portugal,,264200.00,2669946.50,0.00,3045057.25,
247,Saadia Mai,Montbret 155245,Exports,1754,10,Bas ; de soye,Russie,,2250.00,2669946.50,0.00,3045057.25,
248,Saadia Mai,Montbret 155246,Exports,1754,10,Bas ; de soye,Savoye,,70040.00,2669946.50,0.00,3045057.25,
249,Saadia Mai,Montbret 155247,Exports,1754,10,Bas ; de soye,Suede,,48.00,2669946.50,0.00,3045057.25,
250,Saadia Mai,Montbret 155248,Exports,1754,10,Bas ; de soye,Suisse,,38160.00,2669946.50,0.00,3045057.25,
251,Saadia Mai,Montbret 155249,Exports,1754,10,Batanonis,Angleterre,,7188.00,0.00,0.00,10096.00,
252,Saadia Mai,Montbret 155250,Exports,1754,10,Batanonis,Espagne,,2508.00,0.00,0.00,10096.00,
253,Saadia Mai,Montbret 155251,Exports,1754,10,Batanonis,Levant,,400.00,0.00,0.00,10096.00,
254,Saadia Mai,Montbret 155252,Exports,1754,10,Batteaux ; neufs,Flandre,,5100.00,0.00,0.00,0.00,
255,Saadia Mai,Montbret 155253,Exports,1754,11,Bayette,Guinee,,6400.00,0.00,0.00,0.00,
256,Saadia Mai,Montbret 155254,Exports,1754,11,Bazannes tannées,Allemagne,,270.00,0.00,0.00,82379.30,
257,Saadia Mai,Montbret 155255,Exports,1754,11,Bazannes tannées,Angleterre,,186.00,0.00,0.00,82379.30,
258,Saadia Mai,Montbret 155256,Exports,1754,11,Bazannes tannées,Espagne,,69962.50,0.00,0.00,82379.30,
259,Saadia Mai,Montbret 155257,Exports,1754,11,Bazannes tannées,Flandre,,351.00,0.00,0.00,82379.30,
260,Saadia Mai,Montbret 155258,Exports,1754,11,Bazannes tannées,Italie,,9391.00,0.00,0.00,82379.30,
261,Saadia Mai,Montbret 155259,Exports,1754,11,Bazannes tannées,Portugal,,30.00,0.00,0.00,82379.30,
262,Saadia Mai,Montbret 155260,Exports,1754,11,Bazannes tannées,Savoye,,2044.80,0.00,0.00,82379.30,
263,Saadia Mai,Montbret 155261,Exports,1754,11,Bazannes tannées,Suisse,,144.00,0.00,0.00,82379.30,
264,Saadia Mai,Montbret 155262,Exports,1754,11,Bazin,Angleterre,,50.00,0.00,0.00,102547.00,
265,Saadia Mai,Montbret 155263,Exports,1754,11,Bazin,Espagne,,51000.00,0.00,0.00,102547.00,
266,Saadia Mai,Montbret 155264,Exports,1754,11,Bazin,Guinee,,21147.00,0.00,0.00,102547.00,
267,Saadia Mai,Montbret 155265,Exports,1754,11,Bazin,Hollande,,22500.00,0.00,0.00,102547.00,
268,Saadia Mai,Montbret 155266,Exports,1754,11,Bazin,Isles,,6650.00,0.00,0.00,102547.00,
269,Saadia Mai,Montbret 155267,Exports,1754,11,Bazin,Portugal,,1200.00,0.00,0.00,102547.00,
270,Saadia Mai,Montbret 155268,Exports,1754,11,Bergamotte,Suisse,,159.00,0.00,0.00,0.00,
271,Saadia Mai,Montbret 155269,Exports,1754,11,Betittes,Guinee,,3080.00,0.00,0.00,0.00,
272,Saadia Mai,Montbret 155270,Exports,1754,11,Boeuf ; a la mode,Isles,,316.00,0.00,0.00,2697834.20,
273,Saadia Mai,Montbret 155271,Exports,1754,11,Boeuf ; salé,Espagne,,45.00,2488738.20,0.00,2697834.20,
274,Saadia Mai,Montbret 155272,Exports,1754,11,Boeuf ; salé,Guinee,,43575.80,2488738.20,0.00,2697834.20,
275,Saadia Mai,Montbret 155273,Exports,1754,11,Boeuf ; salé,Isles,,2445117.40,2488738.20,0.00,2697834.20,
276,Saadia Mai,Montbret 155274,Exports,1754,11,Boeuf ; en vie,Allemagne,,4700.00,208530.00,208780.00,2697834.20,
277,Saadia Mai,Montbret 155275,Exports,1754,11,Boeuf ; en vie,Espagne,,186670.00,208530.00,208780.00,2697834.20,
278,Saadia Mai,Montbret 155276,Exports,1754,11,Boeuf ; en vie,Savoye,,12360.00,208530.00,208780.00,2697834.20,
279,Saadia Mai,Montbret 155277,Exports,1754,11,Boeuf ; en vie,Suisse,,4800.00,208530.00,208780.00,2697834.20,
280,Saadia Mai,Montbret 155278,Exports,1754,11,Boeuf ; Taureaux,Allemagne,,40.00,250.00,208780.00,2697834.20,
281,Saadia Mai,Montbret 155279,Exports,1754,11,Boeuf ; Taureaux,Savoye,,210.00,250.00,208780.00,2697834.20,
282,Saadia Mai,Montbret 155280,Exports,1754,12,Beurre,Allemagne,,24893.05,0.00,0.00,725942.60,
283,Saadia Mai,Montbret 155281,Exports,1754,12,Beurre,Angleterre,,5462.25,0.00,0.00,725942.60,
284,Saadia Mai,Montbret 155282,Exports,1754,12,Beurre,Danemark,,24.00,0.00,0.00,725942.60,
285,Saadia Mai,Montbret 155283,Exports,1754,12,Beurre,Espagne,,9184.55,0.00,0.00,725942.60,
286,Saadia Mai,Montbret 155284,Exports,1754,12,Beurre,Flandre,,518.00,0.00,0.00,725942.60,
287,Saadia Mai,Montbret 155285,Exports,1754,12,Beurre,Guinee,,13113.90,0.00,0.00,725942.60,
288,Saadia Mai,Montbret 155286,Exports,1754,12,Beurre,Hollande,,1667.20,0.00,0.00,725942.60,
289,Saadia Mai,Montbret 155287,Exports,1754,12,Beurre,Isles,,654423.55,0.00,0.00,725942.60,
290,Saadia Mai,Montbret 155288,Exports,1754,12,Beurre,Italie,,3240.40,0.00,0.00,725942.60,
291,Saadia Mai,Montbret 155289,Exports,1754,12,Beurre,Nord,,582.00,0.00,0.00,725942.60,
292,Saadia Mai,Montbret 155290,Exports,1754,12,Beurre,Portugal,,39.00,0.00,0.00,725942.60,
293,Saadia Mai,Montbret 155291,Exports,1754,12,Beurre,Savoye,,4070.80,0.00,0.00,725942.60,
294,Saadia Mai,Montbret 155292,Exports,1754,12,Beurre,Suede,,78.00,0.00,0.00,725942.60,
295,Saadia Mai,Montbret 155293,Exports,1754,12,Beurre,Suisse,,8645.90,0.00,0.00,725942.60,
296,Saadia Mai,Montbret 155294,Exports,1754,12,Bierre,Allemagne,,18.75,0.00,0.00,41805.25,
297,Saadia Mai,Montbret 155295,Exports,1754,12,Bierre,Angleterre,,601.50,0.00,0.00,41805.25,
298,Saadia Mai,Montbret 155296,Exports,1754,12,Bierre,Espagne,,447.30,0.00,0.00,41805.25,
299,Saadia Mai,Montbret 155297,Exports,1754,12,Bierre,Hollande,,447.30,0.00,0.00,41805.25,
300,Saadia Mai,Montbret 155298,Exports,1754,12,Bierre,Isles,,39551.10,0.00,0.00,41805.25,
301,Saadia Mai,Montbret 155299,Exports,1754,12,Bierre,Italie,,462.90,0.00,0.00,41805.25,
302,Saadia Mai,Montbret 155300,Exports,1754,12,Bierre,Levant,,80.00,0.00,0.00,41805.25,
303,Saadia Mai,Montbret 155301,Exports,1754,12,Bierre,Nord,,107.10,0.00,0.00,41805.25,
304,Saadia Mai,Montbret 155302,Exports,1754,12,Bierre,Portugal,,69.30,0.00,0.00,41805.25,
305,Saadia Mai,Montbret 155303,Exports,1754,12,Bierre,Savoye,,20.00,0.00,0.00,41805.25,
306,Saadia Mai,Montbret 155304,Exports,1754,12,Bijouterie,Allemagne,,560.00,0.00,0.00,63280.00,
307,Saadia Mai,Montbret 155305,Exports,1754,12,Bijouterie,Isles,,62220.00,0.00,0.00,63280.00,
308,Saadia Mai,Montbret 155306,Exports,1754,12,Bijouterie,Portugal,,400.00,0.00,0.00,63280.00,
309,Saadia Mai,Montbret 155307,Exports,1754,12,Bijouterie,Russie,,40.00,0.00,0.00,63280.00,
310,Saadia Mai,Montbret 155308,Exports,1754,12,Bijouterie,Suisse,,60.00,0.00,0.00,63280.00,
311,Saadia Mai,Montbret 155309,Exports,1754,12,Biscuits,Hollande,,20.00,0.00,0.00,73934.00,
312,Saadia Mai,Montbret 155310,Exports,1754,12,Biscuits,Isles,,65865.00,0.00,0.00,73934.00,
313,Saadia Mai,Montbret 155311,Exports,1754,12,Biscuits,Italie,,7854.00,0.00,0.00,73934.00,
314,Saadia Mai,Montbret 155312,Exports,1754,12,Biscuits,Savoye,,195.00,0.00,0.00,73934.00,
315,Saadia Mai,Montbret 155313,Exports,1754,12,Blanc ; de baleine,Espagne,,285.00,0.00,0.00,2015.00,
316,Saadia Mai,Montbret 155314,Exports,1754,12,Blanc ; d'Espagne,Isles,,90.00,1730.00,0.00,2015.00,
317,Saadia Mai,Montbret 155315,Exports,1754,12,Blanc ; d'Espagne,Suisse,,1640.00,1730.00,0.00,2015.00,
318,Saadia Mai,Montbret 155316,Exports,1754,13,Bled ; froment,Allemagne,,13640.75,3884152.30,0.00,4064585.30,
319,Saadia Mai,Montbret 155317,Exports,1754,13,Bled ; froment,Espagne,,2542240.80,3884152.30,0.00,4064585.30,
320,Saadia Mai,Montbret 155318,Exports,1754,13,Bled ; froment,Flandre,,6698.75,3884152.30,0.00,4064585.30,
321,Saadia Mai,Montbret 155319,Exports,1754,13,Bled ; froment,Hollande,,31292.00,3884152.30,0.00,4064585.30,
322,Saadia Mai,Montbret 155320,Exports,1754,13,Bled ; froment,Italie,,1241280.00,3884152.30,0.00,4064585.30,
323,Saadia Mai,Montbret 155321,Exports,1754,13,Bled ; froment,Levant,,35940.00,3884152.30,0.00,4064585.30,
324,Saadia Mai,Montbret 155322,Exports,1754,13,Bled ; froment,Portugal,,3060.00,3884152.30,0.00,4064585.30,
325,Saadia Mai,Montbret 155323,Exports,1754,13,Bled ; froment,Suisse,,10000.00,3884152.30,0.00,4064585.30,
326,Saadia Mai,Montbret 155324,Exports,1754,13,Bled ; d'inde,Espagne,,51641.00,86421.00,0.00,4064585.30,
327,Saadia Mai,Montbret 155325,Exports,1754,13,Bled ; d'inde,Portugal,,34780.00,86421.00,0.00,4064585.30,
328,Saadia Mai,Montbret 155326,Exports,1754,13,Bled ; mahy,Espagne,,2400.00,0.00,0.00,4064585.30,
329,Saadia Mai,Montbret 155327,Exports,1754,13,Bled ; de seigle,Allemagne,,6126.75,91612.00,0.00,4064585.30,
330,Saadia Mai,Montbret 155328,Exports,1754,13,Bled ; de seigle,Espagne,,64694.25,91612.00,0.00,4064585.30,
331,Saadia Mai,Montbret 155329,Exports,1754,13,Bled ; de seigle,Hollande,,6955.00,91612.00,0.00,4064585.30,
332,Saadia Mai,Montbret 155330,Exports,1754,13,Bled ; de seigle,Portugal,,13836.00,91612.00,0.00,4064585.30,
333,Saadia Mai,Montbret 155331,Exports,1754,13,Blonde ; d'argent,Italie,,720.00,0.00,0.00,14188.20,
334,Saadia Mai,Montbret 155332,Exports,1754,13,Blonde ; de soye,Allemagne,,9776.20,13468.20,0.00,14188.20,
335,Saadia Mai,Montbret 155333,Exports,1754,13,Blonde ; de soye,Angleterre,,700.00,13468.20,0.00,14188.20,
336,Saadia Mai,Montbret 155334,Exports,1754,13,Blonde ; de soye,Flandre,,2832.00,13468.20,0.00,14188.20,
337,Saadia Mai,Montbret 155335,Exports,1754,13,Blonde ; de soye,Hollande,,160.00,13468.20,0.00,14188.20,
338,Saadia Mai,Montbret 155336,Exports,1754,13,Bodans,Guinee,,3950.00,0.00,0.00,27700.00,
339,Saadia Mai,Montbret 155337,Exports,1754,13,Bodans,Hollande,,23750.00,0.00,0.00,27700.00,
340,Saadia Mai,Montbret 155338,Exports,1754,13,Boëtes,Guinee,,24.00,0.00,0.00,1157.00,
341,Saadia Mai,Montbret 155339,Exports,1754,13,Boëtes,Italie,,864.00,0.00,0.00,1157.00,
342,Saadia Mai,Montbret 155340,Exports,1754,13,Boëtes,Nord,,45.00,0.00,0.00,1157.00,
343,Saadia Mai,Montbret 155341,Exports,1754,13,Boëtes,Suisse,,224.00,0.00,0.00,1157.00,
344,Saadia Mai,Montbret 155342,Exports,1754,13,Bois ; d'acajou,Angleterre,,360.00,0.00,0.00,395484.95,le total devrait être 389004-19
345,Saadia Mai,Montbret 155343,Exports,1754,13,Bois ; de Brezil,Espagne,,5703.25,18701.50,0.00,395484.95,
346,Saadia Mai,Montbret 155344,Exports,1754,13,Bois ; de Brezil,Italie,,6665.25,18701.50,0.00,395484.95,
347,Saadia Mai,Montbret 155345,Exports,1754,13,Bois ; de Brezil,Levant,,6333.00,18701.50,0.00,395484.95,
348,Saadia Mai,Montbret 155346,Exports,1754,14,Bois ; a bruler,Allemagne,,255.00,564.00,0.00,395484.95,
349,Saadia Mai,Montbret 155347,Exports,1754,14,Bois ; a bruler,Espagne,,309.00,564.00,0.00,395484.95,
350,Saadia Mai,Montbret 155348,Exports,1754,14,Bois ; de Buis,Espagne,,122.45,5827.30,0.00,395484.95,
351,Saadia Mai,Montbret 155349,Exports,1754,14,Bois ; de Buis,Hollande,,5656.00,5827.30,0.00,395484.95,
352,Saadia Mai,Montbret 155350,Exports,1754,14,Bois ; de Buis,Italie,,48.85,5827.30,0.00,395484.95,
353,Saadia Mai,Montbret 155351,Exports,1754,14,Bois ; de campeche,Angleterre,,654.70,51376.50,0.00,395484.95,
354,Saadia Mai,Montbret 155352,Exports,1754,14,Bois ; de campeche,Espagne,,3604.25,51376.50,0.00,395484.95,
355,Saadia Mai,Montbret 155353,Exports,1754,14,Bois ; de campeche,Italie,,35444.85,51376.50,0.00,395484.95,
356,Saadia Mai,Montbret 155354,Exports,1754,14,Bois ; de campeche,Levant,,4273.20,51376.50,0.00,395484.95,
357,Saadia Mai,Montbret 155355,Exports,1754,14,Bois ; de campeche,Portugal,,199.50,51376.50,0.00,395484.95,
358,Saadia Mai,Montbret 155356,Exports,1754,14,Bois ; de campeche,Russie,,7200.00,51376.50,0.00,395484.95,
359,Saadia Mai,Montbret 155357,Exports,1754,14,Bois ; de construction,Levant,,1500.00,0.00,0.00,395484.95,
360,Saadia Mai,Montbret 155358,Exports,1754,14,Bois ; d'Ebennes,Allemagne,,569.10,0.00,0.00,395484.95,
361,Saadia Mai,Montbret 155359,Exports,1754,14,Bois ; de fernambourg,Hollande,,24250.00,25050.00,0.00,395484.95,
362,Saadia Mai,Montbret 155360,Exports,1754,14,Bois ; de fernambourg,Nord,,800.00,25050.00,0.00,395484.95,
363,Saadia Mai,Montbret 155361,Exports,1754,14,Bois ; Sustek,Espagne,,1440.60,3533.10,0.00,395484.95,
364,Saadia Mai,Montbret 155362,Exports,1754,14,Bois ; Sustek,Hollande,,34.00,3533.10,0.00,395484.95,
365,Saadia Mai,Montbret 155363,Exports,1754,14,Bois ; Sustek,Levant,,60.00,3533.10,0.00,395484.95,
366,Saadia Mai,Montbret 155364,Exports,1754,14,Bois ; Sustek,Nord,,695.90,3533.10,0.00,395484.95,
367,Saadia Mai,Montbret 155365,Exports,1754,14,Bois ; Sustek,Portugal,,622.30,3533.10,0.00,395484.95,
368,Saadia Mai,Montbret 155366,Exports,1754,14,Bois ; Sustek,Savoye,,680.30,3533.10,0.00,395484.95,
369,Saadia Mai,Montbret 155367,Exports,1754,14,Bois ; de gayac,Angleterre,,900.00,15347.85,0.00,395484.95,
370,Saadia Mai,Montbret 155368,Exports,1754,14,Bois ; de gayac,Espagne,,1500.00,15347.85,0.00,395484.95,
371,Saadia Mai,Montbret 155369,Exports,1754,14,Bois ; de gayac,Hollande,,7931.60,15347.85,0.00,395484.95,
372,Saadia Mai,Montbret 155370,Exports,1754,14,Bois ; de gayac,Italie,,630.00,15347.85,0.00,395484.95,
373,Saadia Mai,Montbret 155371,Exports,1754,14,Bois ; de gayac,Nord,,4280.00,15347.85,0.00,395484.95,
374,Saadia Mai,Montbret 155372,Exports,1754,14,Bois ; de gayac,Suisse,,106.25,15347.85,0.00,395484.95,
375,Saadia Mai,Montbret 155373,Exports,1754,15,Bois ; de grenade,Hollande,,0.00,0.00,0.00,395484.95,No number so I put a zero here
376,Saadia Mai,Montbret 155374,Exports,1754,15,Bois ; Jaune,Italie,,70.00,0.00,0.00,395484.95,
377,Saadia Mai,Montbret 155375,Exports,1754,15,Bois ; d'Inde,Hollande,,670.00,26909.40,0.00,395484.95,
378,Saadia Mai,Montbret 155376,Exports,1754,15,Bois ; d'Inde,Savoye,,142.60,26909.40,0.00,395484.95,
379,Saadia Mai,Montbret 155377,Exports,1754,15,Bois ; d'Inde,Suisse,,26096.80,26909.40,0.00,395484.95,
380,Saadia Mai,Montbret 155378,Exports,1754,15,Bois ; de lit,Espagne,,82.00,0.00,0.00,395484.95,
381,Saadia Mai,Montbret 155379,Exports,1754,15,Bois ; de menuiserie,Flandre,,312.50,0.00,0.00,395484.95,
382,Saadia Mai,Montbret 155380,Exports,1754,15,Bois ; merrain ; a bariques,Isles,,7430.00,25095.00,0.00,395484.95,
383,Saadia Mai,Montbret 155381,Exports,1754,15,Bois ; merrain ; a busses,Isles,,13600.00,25095.00,0.00,395484.95,
384,Saadia Mai,Montbret 155382,Exports,1754,15,Bois ; merrain ; a pipes,Angleterre,,60.00,2460.00,25095.00,395484.95,
385,Saadia Mai,Montbret 155383,Exports,1754,15,Bois ; merrain ; a pipes,Isles,,2400.00,2460.00,25095.00,395484.95,
386,Saadia Mai,Montbret 155384,Exports,1754,15,Bois ; merrain ; a tonneaux,Espagne,,750.00,1605.00,25095.00,395484.95,
387,Saadia Mai,Montbret 155385,Exports,1754,15,Bois ; merrain ; a tonneaux,Italie,,855.00,1605.00,25095.00,395484.95,
388,Saadia Mai,Montbret 155386,Exports,1754,16,Bois ; de noyer,Italie,,70.00,0.00,0.00,395484.95,
389,Saadia Mai,Montbret 155387,Exports,1754,16,Bois ; d'olivier,Hollande,,440.10,0.00,0.00,395484.95,
390,Saadia Mai,Montbret 155388,Exports,1754,16,Bois ; ouvré,Allemagne,,434.50,1012.50,0.00,395484.95,
391,Saadia Mai,Montbret 155389,Exports,1754,16,Bois ; ouvré,Flandre,,478.00,1012.50,0.00,395484.95,
392,Saadia Mai,Montbret 155390,Exports,1754,16,Bois ; ouvré,Savoye,,100.00,1012.50,0.00,395484.95,
393,Saadia Mai,Montbret 155391,Exports,1754,16,Bois ; de Palissandre,Allemagne,,13.75,0.00,0.00,395484.95,
394,Saadia Mai,Montbret 155392,Exports,1754,16,Bois ; rouge,Flandre,,2300.00,145360.00,0.00,395484.95,
395,Saadia Mai,Montbret 155393,Exports,1754,16,Bois ; rouge,Hollande,,133860.00,145360.00,0.00,395484.95,
396,Saadia Mai,Montbret 155394,Exports,1754,16,Bois ; rouge,Nord,,9200.00,145360.00,0.00,395484.95,
397,Saadia Mai,Montbret 155395,Exports,1754,16,Bois ; de Ste. Marthe,Hollande,,23535.00,0.00,0.00,395484.95,
398,Saadia Mai,Montbret 155396,Exports,1754,16,Bois ; de sandal,Espagne,,1432.80,4388.00,0.00,395484.95,
399,Saadia Mai,Montbret 155397,Exports,1754,16,Bois ; de sandal,Italie,,2565.20,4388.00,0.00,395484.95,
400,Saadia Mai,Montbret 155398,Exports,1754,16,Bois ; de sandal,Suisse,,390.00,4388.00,0.00,395484.95,
401,Saadia Mai,Montbret 155399,Exports,1754,16,Bois ; de sapan,Hollande,,16200.00,28725.00,0.00,395484.95,
402,Saadia Mai,Montbret 155400,Exports,1754,16,Bois ; de sapan,Nord,,12525.00,28725.00,0.00,395484.95,
403,Saadia Mai,Montbret 155401,Exports,1754,16,Bois ; Scié,Flandre,,862.95,0.00,0.00,395484.95,
404,Saadia Mai,Montbret 155402,Exports,1754,16,Bois ; de diramonbas,Hollande,,156.00,0.00,0.00,395484.95,
405,Saadia Mai,Montbret 155403,Exports,1754,16,Bois ; a teindre,Allemagne,,3387.50,9143.40,0.00,395484.95,Pas de sub-total inscrit
406,Saadia Mai,Montbret 155404,Exports,1754,16,Bois ; a teindre,Espagne,,25.00,9143.40,0.00,395484.95,Pas de sub-total inscrit
407,Saadia Mai,Montbret 155405,Exports,1754,16,Bois ; a teindre,Flandre,,892.50,9143.40,0.00,395484.95,Pas de sub-total inscrit
408,Saadia Mai,Montbret 155406,Exports,1754,16,Bois ; a teindre,Suisse,,4838.40,9143.40,0.00,395484.95,Pas de sub-total inscrit
409,Saadia Mai,Montbret 155407,Exports,1754,16,Bol d'armenie,Italie,,12.50,0.00,0.00,0.00,
410,Saadia Mai,Montbret 155408,Exports,1754,17,Bombazin,Allemagne,,1050.00,0.00,0.00,0.00,
411,Saadia Mai,Montbret 155409,Exports,1754,17,Bonnet ; de blonde,Flandre,,128.00,0.00,0.00,814362.90,
412,Saadia Mai,Montbret 155410,Exports,1754,17,Bonnet ; de coton,Espagne,,1912.00,13332.00,0.00,814362.90,
413,Saadia Mai,Montbret 155411,Exports,1754,17,Bonnet ; de coton,Flandre,,14.00,13332.00,0.00,814362.90,
414,Saadia Mai,Montbret 155412,Exports,1754,17,Bonnet ; de coton,Isles,,6558.00,13332.00,0.00,814362.90,
415,Saadia Mai,Montbret 155413,Exports,1754,17,Bonnet ; de coton,Italie,,4840.00,13332.00,0.00,814362.90,
416,Saadia Mai,Montbret 155414,Exports,1754,17,Bonnet ; de coton,Savoye,,8.00,13332.00,0.00,814362.90,
417,Saadia Mai,Montbret 155415,Exports,1754,17,Bonnet ; de fil,Espagne,,2580.50,6516.50,0.00,814362.90,
418,Saadia Mai,Montbret 155416,Exports,1754,17,Bonnet ; de fil,Isles,,2736.00,6516.50,0.00,814362.90,
419,Saadia Mai,Montbret 155417,Exports,1754,17,Bonnet ; de fil,Portugal,,1200.00,6516.50,0.00,814362.90,
420,Saadia Mai,Montbret 155418,Exports,1754,17,Bonnet ; de laine,Angleterre,,318.00,692580.00,0.00,814362.90,
421,Saadia Mai,Montbret 155419,Exports,1754,17,Bonnet ; de laine,Espagne,,14664.00,692580.00,0.00,814362.90,
422,Saadia Mai,Montbret 155420,Exports,1754,17,Bonnet ; de laine,Flandre,,208.00,692580.00,0.00,814362.90,
423,Saadia Mai,Montbret 155421,Exports,1754,17,Bonnet ; de laine,Hollande,,130.00,692580.00,0.00,814362.90,
424,Saadia Mai,Montbret 155422,Exports,1754,17,Bonnet ; de laine,Italie,,75000.00,692580.00,0.00,814362.90,
425,Saadia Mai,Montbret 155423,Exports,1754,17,Bonnet ; de laine,Levant,,600690.00,692580.00,0.00,814362.90,
426,Saadia Mai,Montbret 155424,Exports,1754,17,Bonnet ; de laine,Portugal,,450.00,692580.00,0.00,814362.90,
427,Saadia Mai,Montbret 155425,Exports,1754,17,Bonnet ; de laine,Savoye,,1120.00,692580.00,0.00,814362.90,
428,Saadia Mai,Montbret 155426,Exports,1754,17,Bonnet ; de soye,Levant,,101720.00,0.00,0.00,814362.90,
429,Saadia Mai,Montbret 155427,Exports,1754,17,Bonnet ; de toile,Espagne,,86.40,0.00,0.00,814362.90,
430,Saadia Mai,Montbret 155428,Exports,1754,17,Bonneterie ,Allemagne,,2400.00,0.00,0.00,120322.00,moitie a cotonnade ou lainage?
431,Saadia Mai,Montbret 155429,Exports,1754,17,Bonneterie ,Espagne,,12320.00,0.00,0.00,120322.00,
432,Saadia Mai,Montbret 155430,Exports,1754,17,Bonneterie ,Flandre,,1368.00,0.00,0.00,120322.00,
433,Saadia Mai,Montbret 155431,Exports,1754,17,Bonneterie ,Isles,,18850.00,0.00,0.00,120322.00,
434,Saadia Mai,Montbret 155432,Exports,1754,17,Bonneterie ,Italie,,3172.00,0.00,0.00,120322.00,
435,Saadia Mai,Montbret 155433,Exports,1754,17,Bonneterie ,Portugal,,74880.00,0.00,0.00,120322.00,
436,Saadia Mai,Montbret 155434,Exports,1754,17,Bonneterie ,Savoye,,6432.00,0.00,0.00,120322.00,
437,Saadia Mai,Montbret 155435,Exports,1754,17,Bonneterie ,Suisse,,900.00,0.00,0.00,120322.00,
438,Saadia Mai,Montbret 155436,Exports,1754,17,Borax,Flandre,,217.00,0.00,0.00,34482.00,
439,Saadia Mai,Montbret 155437,Exports,1754,17,Borax,Hollande,,34265.00,0.00,0.00,34482.00,
440,Saadia Mai,Montbret 155438,Exports,1754,17,Bottes fortes,Allemagne,,150.00,0.00,0.00,1668.00,
441,Saadia Mai,Montbret 155439,Exports,1754,17,Bottes fortes,Espagne,,12.00,0.00,0.00,1668.00,
442,Saadia Mai,Montbret 155440,Exports,1754,17,Bottes fortes,Flandre,,216.00,0.00,0.00,1668.00,
443,Saadia Mai,Montbret 155441,Exports,1754,17,Bottes fortes,Isles,,1290.00,0.00,0.00,1668.00,
444,Milewski,Montbret 155442,Exports,1754,18,Bouchons de liege,Allemagne,,300.00,0.00,0.00,11446.50,
445,Milewski,Montbret 155443,Exports,1754,18,Bouchons de liege,Angleterre,,18.00,0.00,0.00,11446.50,
446,Milewski,Montbret 155444,Exports,1754,18,Bouchons de liege,Espagne,,2495.00,0.00,0.00,11446.50,
447,Milewski,Montbret 155445,Exports,1754,18,Bouchons de liege,Flandre,,228.00,0.00,0.00,11446.50,
448,Milewski,Montbret 155446,Exports,1754,18,Bouchons de liege,Hollande,,280.00,0.00,0.00,11446.50,
449,Milewski,Montbret 155447,Exports,1754,18,Bouchons de liege,Isles,,502.00,0.00,0.00,11446.50,
450,Milewski,Montbret 155448,Exports,1754,18,Bouchons de liege,Italie,,3720.00,0.00,0.00,11446.50,
451,Milewski,Montbret 155449,Exports,1754,18,Bouchons de liege,Nord,,192.50,0.00,0.00,11446.50,
452,Milewski,Montbret 155450,Exports,1754,18,Bouchons de liege,Savoye,,1167.00,0.00,0.00,11446.50,
453,Milewski,Montbret 155451,Exports,1754,18,Bouchons de liege,Suisse,,2544.00,0.00,0.00,11446.50,
454,Milewski,Montbret 155452,Exports,1754,18,Bougie,Allemagne,,15202.50,0.00,0.00,424189.60,
455,Milewski,Montbret 155453,Exports,1754,18,Bougie,Angleterre,,2763.20,0.00,0.00,424189.60,
456,Milewski,Montbret 155454,Exports,1754,18,Bougie,Danemark,,84.00,0.00,0.00,424189.60,
457,Milewski,Montbret 155455,Exports,1754,18,Bougie,Espagne,,17878.95,0.00,0.00,424189.60,
458,Milewski,Montbret 155456,Exports,1754,18,Bougie,Flandre,,14578.00,0.00,0.00,424189.60,
459,Milewski,Montbret 155457,Exports,1754,18,Bougie,Guinée,,2074.60,0.00,0.00,424189.60,
460,Milewski,Montbret 155458,Exports,1754,18,Bougie,Hollande,,3565.80,0.00,0.00,424189.60,
461,Milewski,Montbret 155459,Exports,1754,18,Bougie,Isles,,347603.05,0.00,0.00,424189.60,
