numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
91,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,2,Capres,Dannemarck,"5,850.00",livres,,10,,0.5000000,2925,,,2925.00,"2,925.00",0.00,,
92,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,2,Citrons,Dannemarck,"20,000.00",en nombre,,,6,0.0250000,500,,,500.00,500.00,0.00,,
93,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,2,Drogueries,Dannemarck,"1,300.00",livres,6.0,,,6.0000000,7800,,,7800.00,"7,800.00",0.00,,
94,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,2,Ecorce ; d'orange,Dannemarck,"1,500.00",livres,,1,,0.0500000,75,,,75.00,75.00,0.00,,
95,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,2,Encens,Dannemarck,"3,748.00",livres,0.6,,,0.6000000,2220,,,2220.00,"2,248.80",-28.80,,
96,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Clous de fer,???,"61,050.00",livres,,5,,0.2500000,15262,,,15262.00,"15,262.50",-0.50,,
97,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cochon ; salé,???,"65,069.00",livres,,7,,0.3500000,22774,,,22774.00,"22,774.15",-0.15,,
98,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Colle ; forte,???,"14,076.00",livres,,8,,0.4000000,5630,,,5630.00,"5,630.40",-0.40,,
99,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Confitures,???,"28,045.00",livres,,16,,0.8000000,22426,,,22426.00,"22,436.00",-10.00,,
100,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Corail ; ouvré,???,120.00,livres,160.0,,,160.0000000,19200,,,19200.00,"19,200.00",0.00,,
101,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cordages ; d'espars,???,36.00,douzaines,7.0,,,7.0000000,252,,,252.00,252.00,0.00,,
102,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Coton ; filé,???,"79,297.00",livres,,22,,1.1000000,87226,,,87226.00,"87,226.70",-0.70,,
103,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Coton ; en laine,???,"6,830.00",livres,,20,,1.0000000,6830,,,6830.00,"6,830.00",0.00,,
104,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Coton ; souffré,???,800.00,livres,,10,,0.5000000,400,,,400.00,400.00,0.00,,
105,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cotonne,???,"1,340.00",pièces,80.0,,,80.0000000,107200,,,107200.00,"107,200.00",0.00,,
106,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cotonne,???,"3,379.00",livres,,20,,1.0000000,3379,,,3379.00,"3,379.00",0.00,,
107,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Couperose,???,"7,003.00",livres,,5,,0.2500000,1750,,,1750.00,"1,750.75",-0.75,,
108,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Couvertures ; de laine,???,595.00,livres,,40,,2.0000000,1190,,,1190.00,"1,190.00",0.00,,
109,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Craye,???,"1,500.00",livres,,2,,0.1000000,150,,,150.00,150.00,0.00,,
110,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Crin,???,"2,950.00",livres,,20,,1.0000000,2950,,,2950.00,"2,950.00",0.00,,
111,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cuirs ; de bœuf ; en poil,???,305.00,pièces,18.0,,,18.0000000,5490,,,5490.00,"5,490.00",0.00,,
112,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cuirs ; tannés,???,"5,195.00",livres,,12,,0.6000000,3117,,,3117.00,"3,117.00",0.00,,
113,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cuisses ; d'oyes,???,100.00,livres,,20,,1.0000000,100,,,100.00,100.00,0.00,,
114,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cuivre ; tangoul,???,"3,300.00",livres,,18,,0.9000000,2970,,,2970.00,"2,970.00",0.00,,
115,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Cuivre ; vieux,???,"2,620.00",livres,,20,,1.0000000,2620,,,2620.00,"2,620.00",0.00,,
116,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Dattes,???,"5,756.00",livres,,6,,0.3000000,1726,,,1726.00,"1,726.80",-0.80,,
117,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Demittes,???,150.00,pièces,4.0,,,4.0000000,600,,,600.00,600.00,0.00,,
118,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Dentelle,???,"1,033.00",livres,50.0,,,50.0000000,51650,,,51650.00,"51,650.00",0.00,,
119,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Dentelle ; du Puy,???,"1,135.00",pièces,50.0,,,50.0000000,56750,,,56750.00,"56,750.00",0.00,,
120,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Dorure ; fine,???,"7,992.00",livres,100.0,,,100.0000000,799200,,,799200.00,"799,200.00",0.00,,
121,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Drap ; londrin,???,"8,651.00",livres,6.0,,,6.0000000,51906,,,51906.00,"51,906.00",0.00,,
122,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Draperie ; ordinaire,???,"61,584.00",livres,5.0,,,5.0000000,307920,,,307920.00,"307,920.00",0.00,,
123,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Draperie ; petite,???,"85,847.00",livres,3.0,,,3.0000000,257541,,,257541.00,"257,541.00",0.00,,
124,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Drogueries,???,"98,484.00",livres,,20,,1.0000000,98484,,,98484.00,"98,484.00",0.00,,
125,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Eau ; forte,???,650.00,livres,,20,,1.0000000,650,,,650.00,650.00,0.00,,
126,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Eau ; de melice,???,100.00,livres,,20,,1.0000000,100,,,100.00,100.00,0.00,,
127,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Eau ; de raisine,???,395.00,livres,,10,,0.5000000,197,,,197.00,197.50,-0.50,,
128,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Eau ; de la Reine d'hongrie,???,"2,768.00",livres,,20,,1.0000000,2768,,,2768.00,"2,768.00",0.00,,
129,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Eau de vie,???,"1,200.00",livres,,5,,0.2500000,300,,,300.00,300.00,0.00,,
130,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Encens,???,"2,396.00",livres,,10,,0.5000000,1198,,,1198.00,"1,198.00",0.00,,
131,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Eponges,???,250.00,livres,,20,,1.0000000,250,,,250.00,250.00,0.00,,
132,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Etoffe ; de soye,???,"23,455.00",livres,40.0,,,40.0000000,938200,,,938200.00,"938,200.00",0.00,,
133,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Evantails,???,250.00,livres,10.0,,,10.0000000,2500,,,2500.00,"2,500.00",0.00,,
134,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Farine,???,"25,000.00",livres,,5,,0.2500000,6250,,,6250.00,"6,250.00",0.00,,
135,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fayance,???,"30,197.00",livres,,10,,0.5000000,15098,,,15098.00,"15,098.50",-0.50,,
136,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fer ; blanc,???,"1,610.00",livres,,12,,0.6000000,966,,,966.00,966.00,0.00,,
137,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fer ; en barres,???,"199,390.00",livres,,3,,0.1500000,29908,,,29908.00,"29,908.50",-0.50,,
138,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fer ; ouvré,???,300.00,livres,,5,,0.2500000,75,,,75.00,75.00,0.00,,
139,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fer ; vieux,???,"2,000.00",livres,,1,,0.0500000,100,,,100.00,100.00,0.00,,
140,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Feves,???,200.00,charges,15.0,,,15.0000000,3000,,,3000.00,"3,000.00",0.00,,
141,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Ficelle,???,374.00,livres,,16,,0.8000000,299,,,299.00,299.20,-0.20,,
142,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Figues,???,359.00,livres,,5,,0.2500000,89,,,89.00,89.75,-0.75,,
143,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fil ; blanc,???,"2,335.00",livres,,40,,2.0000000,4670,,,4670.00,"4,670.00",0.00,,
144,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fil ; de chevre,???,461.00,livres,3.0,,,3.0000000,1383,,,1383.00,"1,383.00",0.00,,
145,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fil ; de fer,???,400.00,livres,,10,,0.5000000,200,,,200.00,200.00,0.00,,
146,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Figues,???,100.00,livres,,5,,0.2500000,25,,,25.00,25.00,0.00,,
147,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Filoselle,???,410.00,livres,5.0,,,5.0000000,2050,,,2050.00,"2,050.00",0.00,,
148,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fleurs ; artificielles,???,587.00,livres,20.0,,,20.0000000,11740,,,11740.00,"11,740.00",0.00,,
149,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fleurs ; de violette,???,270.00,livres,,30,,1.5000000,405,,,405.00,405.00,0.00,,
150,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fromage,???,"4,333.00",livres,,6,,0.3000000,1299,,,1299.00,"1,299.90",-0.90,,
151,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fruits ; crus,???,200.00,livres,,2,,0.1000000,20,,,20.00,20.00,0.00,,
152,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Fruits ; a l'eau de vie,???,600.00,livres,,20,,1.0000000,600,,,600.00,600.00,0.00,,
153,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Galles,???,"9,858.00",livres,0.6,,,0.5500000,5421,,,5421.00,"5,421.90",-0.90,,
154,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Gans ; de soye,???,100.00,livres,40.0,,,40.0000000,4000,,,4000.00,"4,000.00",0.00,,
155,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Garance,???,"3,600.00",livres,,10,,0.5000000,1800,,,1800.00,"1,800.00",0.00,,
156,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Gerofle,???,885.00,livres,10.0,,,10.0000000,8850,,,8850.00,"8,850.00",0.00,,
157,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Gomme ; adragant,???,"2,360.00",livres,1.3,,,1.3000000,3068,,,3068.00,"3,068.00",0.00,,
158,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Grabeau ; de sené,???,"1,598.00",livres,0.3,,,0.3000000,479,,,479.00,479.40,-0.40,,
159,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Graine ; de millet,???,608.00,livres,,1,,0.0500000,30,,,30.00,30.40,-0.40,,
160,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Harangs ; blancs,???,31.00,barils,40.0,,,40.0000000,1240,,,1240.00,"1,240.00",0.00,,
161,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Huile ; de lin,???,"1,980.00",livres,,10,,0.5000000,990,,,990.00,990.00,0.00,,
162,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Huile ; d'olive,???,"25,070.00",livres,,8,,0.4000000,10028,,,10028.00,"10,028.00",0.00,,
163,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Jais,???,846.00,livres,5.0,,,5.0000000,4230,,,4230.00,"4,230.00",0.00,,
164,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Jambons,???,200.00,livres,,10,,0.5000000,100,,,100.00,100.00,0.00,,
165,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Indienne,???,"1,224.00",pièces,12.0,,,12.0000000,14688,,,14688.00,"14,688.00",0.00,,
166,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Indigo,???,"3,850.00",livres,5.0,,,5.0000000,19250,,,19250.00,"19,250.00",0.00,,
167,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Laine ; de chevron,???,"9,483.00",livres,,30,,1.5000000,14224,,,14224.00,"14,224.50",-0.50,,
168,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Laine ; lavée,???,"9,530.00",livres,0.8,,,0.8000000,7624,,,7624.00,"7,624.00",0.00,,
169,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,3,Laine ; surge,???,"30,540.00",livres,0.6,,,0.6000000,18324,,,18324.00,"18,324.00",0.00,,
