numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
153,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bijouterie,Hollande,2787,,267217,,,,
154,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bijouterie,Russie,6590,,267217,,,,
155,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bijouterie,Isles,169317,,267217,,,,
156,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bijouterie,Guinée,59253,,267217,,,,
157,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bijouterie,Indes,29270,,267217,,,,
158,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Biscuits de mer,Isles,303420,1586400.0,508058,livres,,,
159,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Biscuits de mer,Guinée,201886,1009430.0,508058,livres,,,
160,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Biscuits de mer,Indes,2752,17200.0,508058,livres,,,
161,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blanc ; de baleine,Flandre,1800,1800.0,3618,livres,,,
162,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blanc ; de Troyes,Suisse,1818,6061.0,3618,livres,,,
163,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Espagne,1554070,15540700.0,1812923,livres,1770040,,
164,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Flandre,6080,60806.0,1812923,livres,1770040,,
165,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Naples,15000,155000.0,1812923,livres,1770040,,
166,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Genes,81550,815500.0,1812923,livres,1770040,,
167,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Portugal,40500,405000.0,1812923,livres,1770040,,
168,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Savoye,65640,656400.0,1812923,livres,1770040,,
169,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; froment,Indes,7200,240.0,1812923,minots,1770040,,
170,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; mahi,Espagne,8621,114956.0,1812923,livres,23621,,
171,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; mahi,Portugal,15000,200000.0,1812923,livres,23621,,
172,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; méteil,Espagne,9662,125024.0,1812923,livres,,,
173,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; seigle,Espagne,1875,37500.0,1812923,livres,9600,,
174,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bled ; seigle,Savoye,7725,154500.0,1812923,livres,9600,,
175,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blonde de soye,Angleterre,2250,6.0,94450,paquets,,,
176,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blonde de soye,Espagne,46000,180.0,94450,livres,,,
177,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blonde de soye,Flandre,2450,7.0,94450,livres,,,
178,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blonde de soye,Portugal,8750,25.0,94450,livres,,,
179,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Blonde de soye,Isles,35000,100.0,94450,livres,,,
180,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,14,Bois ; d'acajou,Flandre,1700,85.0,384092,madriers,,,
181,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; bordages,Isles,1405,2810.0,384092,pièces,,,
182,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; à bruler,Allemagne,21805,1090.0,384092,charretées,23446,,
183,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; à bruler,Savoye,1641,218800.0,384092,livres,23446,,
184,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de buis,Hollande,5370,71600.0,384092,livres,,,
185,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de campêche,Italie,19000,190000.0,384092,livres,31809,,
186,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de campêche,Naples,2535,25350.0,384092,livres,31809,,
187,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de campêche,Genes,1932,19322.0,384092,livres,31809,,
188,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de campêche,Levant,7262,72620.0,384092,livres,31809,,
189,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de campêche,Savoye,1080,10800.0,384092,livres,31809,,
190,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; d'ébenne,Allemagne,1245,3370.0,384092,livres,,,
191,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de fernambourg,Espagne,1500,3000.0,384092,livres,126867,,
192,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de fernambourg,Italie,13861,27722.0,384092,livres,126867,,
193,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de fernambourg,Naples,3980,7960.0,384092,livres,126867,,
194,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de fernambourg,Levant,94635,189270.0,384092,livres,126867,,
195,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de fernambourg,Savoye,1310,2620.0,384092,livres,126867,,
196,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de fernambourg,Suisse,11581,23162.0,384092,livres,126867,,
197,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de gayac,Levant,1760,7050.0,384092,livres,,,
198,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; d'inde,Suisse,2119,13142.0,384092,livres,,,
199,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; des Isles,Espagne,1220,122.0,384092,bûches,,,
200,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; de marquetterie,Allemagne,1259,4199.0,384092,livres,,,
201,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; merrain,Espagne,1100,11000.0,384092,livres,96511,,
202,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; merrain,Isles,77861,778610.0,384092,livres,96511,,
203,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; merrain,Indes,17550,117000.0,384092,livres,96511,,
204,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,16,Bois ; d'olivier,Hollande,1938,38770.0,384092,livres,,,
205,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bois ; rouge,Hollande,64708,323544.0,384092,livres,75728,,
206,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bois ; rouge,Nord,11020,55100.0,384092,livres,75728,,
207,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bois ; scié,Flandre,7965,53100.0,384092,pieds,,,
208,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bois ; à teindre,Allemagne,2724,10486.0,384092,livres,3750,,
209,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bois ; à teindre,Flandre,1026,5132.0,384092,livres,3750,,
210,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de coton,Angleterre,10488,437.0,268281,douzaines,36481,,
211,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de coton,Italie,1375,275.0,268281,livres,36481,,
212,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de coton,isles,22086,1227.0,268281,livres,36481,,
213,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de coton,Indes,2532,211.0,268281,douzaines,36481,,
214,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de laine,Espagne,37734,5949.0,268281,livres,231800,,
215,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de laine,Levant,186270,18627.0,268281,douzaines,231800,,
216,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de laine,Savoye,1320,132.0,268281,douzaines,231800,,
217,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de laine,Guinée,5376,1344.0,268281,livres,231800,,
218,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bonnets ; de laine,Indes,1100,4.0,38886,balles,231800,,
219,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,borax,Hollande,36186,12062.0,38886,livres,,,
220,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,borax,Suisse,2700,9.0,,barils,,,
221,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bouchons de liège,Espagne,1115,223.0,61720,milliers,,,
222,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bouchons de liège,Flandre,1036,345.0,61720,livres,,,
223,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bouchons de liège,Italie,18270,6090.0,61720,livres,,,
224,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bouchons de liège,Nord,1095,219.0,61720,milliers,,,
225,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bouchons de liège,Savoye,5229,1743.0,61720,livres,,,
226,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bouchons de liège,Indes,34975,139900.0,61720,livres,,,
227,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Allemagne,9422,3707.0,320023,livres,,,
228,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Angleterre,2480,1310.0,320023,livres,,,
229,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Espagne,8251,3429.0,320023,livres,,,
230,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Flandre,8627,3498.0,320023,livres,,,
231,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,geneve,1050,420.0,320023,livres,,,
232,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Hollande,1806,832.0,320023,livres,,,
233,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Naples,4692,2346.0,320023,livres,,,
234,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Suisse,6512,2643.0,320023,livres,,,
235,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,isles,254624,110321.0,320023,livres,,,
236,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bougie,Indes,22559,9024.0,320023,livres,,,
237,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,boulets de canon,Indes,1200,9000.0,,livres,,,
238,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,18,bourre ; à bourrer,isles,2223,22230.0,2223,livres,,,
239,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bouteilles de verre,Espagne,2116,10580.0,66944,livres,,,
240,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bouteilles de verre,Italie,3196,15980.0,66944,livres,,,
241,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bouteilles de verre,Savoye,2258,11290.0,66944,livres,,,
242,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bouteilles de verre,Suisse,2330,11650.0,66944,livres,,,
243,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bouteilles de verre,Isles,28815,137340.0,66944,livres,,,
244,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bouteilles de verre,Indes,28229,121695.0,66944,en nombre,,,
245,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Boutons ; dorure ; d'argent,Hollande,1160,14.5,59708,livres,,,
246,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Boutons ; dorure ; d'or,Allemagne,1660,19.0,59708,livres,58548,,
247,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Boutons ; dorure ; d'or,Angleterre,1125,25.0,59708,garnitures,58548,,
248,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Boutons ; dorure ; d'or,Espagne,55763,655.0,59708,livres,58548,,
249,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Angleterre,34208,342080.0,613734,livres,,,
250,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Espagne,152590,762950.0,613734,livres,,,
251,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Flandre,1080,18.0,613734,milliers,,,
252,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Hollande,42255,698.0,613734,milliers,,,
253,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Italie,4824,32160.0,613734,livres,,,
254,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Naples,1020,6800.0,613734,livres,,,
255,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Genes,2886,19240.0,613734,livres,,,
256,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Levant,5124,25620.0,613734,livres,,,
257,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Nord,8460,141.0,613734,milliers,,,
258,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Portugal,117852,1964.0,613734,milliers,,,
259,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Isles,62053,2482.0,613734,barils,,,
260,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Guinée,69996,2698.0,613734,barils,,,
261,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Bray et gaudron,Indes,111386,1113860.0,613734,livres,,,
262,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Briquets,Flandre,1060,53.0,10742,milliers,,,
263,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Briquets,Savoye,4236,169450.0,10742,livres,,,
264,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Briquets,Isles,5446,300.0,10742,milliers,,,
265,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Brosserie,Isles,8184,8184.0,,livres,,,
266,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Brun rouge,Levant,4075,40750.0,,livres,,,
267,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Cabriolets,Isles,1050,3.0,,en nombre,,,
268,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Cacao,Angleterre,1007,2238.0,843078,livres,,,
269,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Cacao,Espagne,202458,275639.0,843078,livres,,,
270,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,20,Cacao,Flandre,1281,2389.0,843078,livres,,,
