"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","value","quantit","quantity_unit","prix_unitaire","probleme","remarks","Droits totaux indiqués","doubleaccounts"
132,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Crins ; frisés","Monde",24240,11543,"kg","2,1",,,28,
133,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Cheveux","Monde",41184,5148,"kg",8,,,113,
134,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Poils ; de chameaux","Monde",43172,6492,"kg","6,65",,,143,
135,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Poils ; de porcs et sangliers","Monde",9280,1856,"kg",5,,,41,
136,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Poils ; de vaches et autres plocs","Monde",2131,4262,"kg","0,5",,,191,
139,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; de parure ; grandes et blanches ; brutes","Monde",41850,558,"kg",75,,,12,
140,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; de parure ; grandes et blanches ; apprêtées","Monde",2423000,19384,"kg",125,,,53,
141,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; de parure ; noires et autres ; brutes","Monde",7008,149,"kg",48,,,3,
142,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; de parure ; noires et autres ; apprêtées","Monde",56015,659,"kg",85,,,2,
143,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; à écrire ; brutes","Monde",2165,228,"kg","9,5",,,5,
144,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; à écrire ; apprêtées","Monde",254220,16948,"kg",15,,,44,
145,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; à lit ; Duvet","Monde",25388,2987,"kg","7,5",,,8,
146,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; à lit ; Edredon","Monde",76552,1367,"kg",56,,,4,
147,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Plumes ; à lit ; autres plumes","Monde",53592,17864,"kg",3,,,48,
153,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Soies ; teintes","Monde",445060,8082,"kg",55,,,966,
158,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Cire ; crasse (de)","Monde",7142,1742,"kg","4,1",,,217,
159,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Cire ; non ouvrée ; jaune","Monde",65612,16003,"kg","4,1",,,1792,
160,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,4,"Cire ; non ouvrée ; blanche","Monde",97626,21223,"kg","4,6",,,238,
161,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Graisse ; de toute sorte, sauf suif brut, graisse de cheval, d'ours, de pied de bœuf et dégras de peaux","Monde",103974,103974,"kg",1,,,4830,
162,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Graisse ; suif brut","Monde",2073454,2841818,"kg","0,8",,,167801,
163,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Graisse ; de cheval, d'ours et de pied de bœuf","Monde",8262,7511,"kg","1,1",,,1570,
164,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Graisse ; dégras de peaux","Monde",3713,4642,"kg","0,8",,,2517,
165,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Colle ; de poisson","Monde",343142,19063,"kg",18,,,35083,
166,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Colle ; forte","Monde",516311,322695,"kg","1,6",,,133270,
167,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Fromages","Monde",3747466,3747466,"kg",1,,,660201,
168,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Beurre ; frais ou fondu","Monde",563478,402486,"kg","1,4",,,14610,
169,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Beurre ; salé","Monde",167265,408815,"kg","1,4",,,7193,
170,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Oeufs (15 ou 16 au kilogramme)","Monde",60389,120778,"kg","0,5",,,664,
171,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Miel","Monde",1717,2154,"kg","0,8",,,996,
172,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Présure","Monde",18643,15536,"kg","1,2",,,85,
173,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Engrais","Monde",3563,118760,"kg","0,03",,,131,
174,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Oreillons","Monde",80986,404934,"kg","0,2",,,4660,
175,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Boyaux frais ou salés et nerfs","Monde",3976,7654,"kg","0,5",,,92,
176,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Sang de bétail et pieds de bœufs","Monde",7366,24553,"kg","0,3",,,297,
177,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Poissons d'eau douce","Monde",33395,55376,"kg","0,6",,,490,
178,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Poissons de mer ; morue","de pêche française",5142915,16904447,"kg","0,4",,,0,
179,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Poissons de mer ; sans désignation","de pêche étrangère",135309,272453,"kg","0,4",,,121900,
180,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Poissons de mer ; marinés ou à l'huile","Monde",654,302,"kg","2,5",,,343,
181,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Rogues de morue","Monde",772744,965930,"kg","0,8",,,5305,
182,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Huîtres","Monde",9321,621400,"en nombre","1,5",,"1,5 franc « le cent »",3418,
183,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Homards, moules et autres coquillages","Monde",76915,189944,"en nombre","0,8",,"1 franc le kilo de homards, 2 franc le kilo de moules et 0,40 francs le kilo d'autres coquillages ",2300,
184,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Graisses de poisson","de pêche française",2107625,2634532,"en nombre","0,8",,,16715,
185,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Graisses de poisson","Monde (hors Europe)",139245,174057,"en nombre",4,,,48444,
186,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Blanc de baleine","Monde",78764,16691,"en nombre",2,,,13299,
187,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Fanons de baleine","de pêche française",39110,18555,"en nombre",2,,,129,
188,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Fanons de baleine","de pêche étrangère",319782,159891,"en nombre",20,,,52819,
189,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Corail brut","de pêche française",7000,350,"en nombre",20,,,4,
190,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Corail brut","de pêche étrangère",174726,8736,"en nombre",20,,,1947,
191,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Perles fines de toute pêche","Monde",862200,43110,"gramme",20,,,237,
192,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Peaux brutes ; de phoques","de pêche française",10930,1093,"gramme",10,,,13,
193,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Peaux brutes ; de phoques","de pêche étrangère",48400,4840,"gramme",10,,,1065,
194,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Peaux brutes ; de loups marins","Monde",27376,3422,"gramme",8,,,753,
195,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Sangsues","Monde",451,15050,"gramme",3,,"3 francs « le cent »",17,
196,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Vipères","Monde",50,50,"gramme",1,,,6,
197,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Cantharides","Monde",79730,5695,"kg",14,,,4184,
198,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Musc","Monde",38225,79,"kg",500,,,10092,
199,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Castoreum","Monde",4448,67,"kg",66,,,137,
200,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Civette","Monde",2790,3,"kg",900,,,49,
201,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Antale","Monde",0,0,"kg",0,,,0,
202,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,5,"Coris","Monde",0,0,"kg",0,,,0,
203,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Graisse ; de toute sorte, sauf suif brut, graisse de cheval, d'ours, de pied de bœuf et dégras de peaux","Monde",89870,74892,"kg","1,2",,,1734,
204,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Graisse ; suif brut","Monde",75980,75980,"kg",1,,,2945,
205,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Graisse ; de cheval, d'ours et de pied de bœuf","Monde",332,277,"kg","1,2",,,30,
206,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Graisse ; dégras de peaux","Monde",3987,4984,"kg","0,8",,,48,
207,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Colle ; de poisson","Monde",4532,206,"kg",22,,,1,
208,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Colle ; forte","Monde",37403,24935,"kg","1,5",,,67,
209,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Fromages","Monde",436462,484958,"kg","0,9",,,3603,
210,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Beurre ; frais ou fondu","Monde",77345,51564,"kg","1,5",,,2836,
211,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Beurre ; salé","Monde",2089480,1392991,"kg","1,5",,,26761,
212,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Oeufs (15 ou 16 au kilogramme)","Monde",1747420,3494841,"kg","0,5",,,76887,
213,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Miel","Monde",405607,507009,"kg","0,8",,,5577,
214,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Présure","Monde",3161,534,"kg","1,25",,,7,
215,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Engrais","Monde",12714,423770,"kg","0,03",,,1165,
216,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Oreillons","Monde",0,0,"kg",0,,,0,
217,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Boyaux frais ou salés et nerfs","Monde",4865,8109,"kg","0,6",,,447,
218,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Sang de bétail et pieds de bœufs","Monde",47543,95086,"kg",,,,832,
219,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Poissons d'eau douce","Monde",266,443,"kg",,,,0,
220,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Poissons de mer ; sans désignation","Monde",1119663,2753615,"kg",,,,0,
221,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Poissons de mer ; marinés ou à l'huile","Monde",75174,59657,"kg",,,,0,
222,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Rogues de morue","Monde",0,0,"kg",,,,0,
223,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Huîtres","Monde",27619,1841300,"en nombre",,,,0,
224,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Homards, moules et autres coquillages","Monde",1875,750,"kg",,,,0,
225,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Graisses de poisson","Monde",33146,36829,"kg",,,,566,
226,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Blanc de baleine","Monde",391,85,"kg","4,6",,,1,
227,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Fanons de baleine","Monde",332,134,"kg","2,4",,,0,
228,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Corail brut","Monde",40710,1770,"kg",23,,,32,
229,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Perles fines de toute pêche","Monde",439340,19970,"gramme",22,,,2,
230,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Peaux brutes ; de phoques","de pêche française",0,0,"gramme",,,,0,
231,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Peaux brutes ; de phoques","de pêche étrangère",0,0,"gramme",,,,0,
232,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,5,"Peaux brutes ; de loups marins","Monde",0,0,"gramme",,,,0,
