numerodeligne,dataentryby,source,SourceType,year,exports/imports,sheet,marchandises,Pays,value,Sous-total,Sous-tota 2l,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
186,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Balais ; de palmes,Suisse,1.5,151.5,180.8000030517578,,,,,,,,,,,,,,,,,
187,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Allemagne,594,le total devrait être 17916,16624,17916,,,,,,,,,,,,,,,,
188,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Espagne,2775,16624,17916,,,,,,,,,,,,,,,,,
189,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Flandre,75,16624,17916,,,,,,,,,,,,,,,,,
190,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Hollande,200,16624,17916,,,,,,,,,,,,,,,,,
191,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Italie,12710,16624,17916,,,,,,,,,,,,,,,,,
192,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Portugal,12,16624,17916,,,,,,,,,,,,,,,,,
193,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Savoye,28,16624,17916,,,,,,,,,,,,,,,,,
194,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; coupée,Suisse,30,16624,17916,,,,,,,,,,,,,,,,,
195,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; en fanon,Espagne,972,17916,,,,,,,,,,,,,,,,,,
196,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baleine ; de Sardes,Suisse,320,17916,,,,,,,,,,,,,,,,,,
197,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Allemagne,3360.25,92709,,,,,,,,,,,,,,,,,,
198,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Espagne,31726.25,92709,,,,,,,,,,,,,,,,,,
199,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Flandre,16159,92709,,,,,,,,,,,,,,,,,,
200,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Hollande,1218.75,92709,,,,,,,,,,,,,,,,,,
201,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Italie,32045,92709,,,,,,,,,,,,,,,,,,
202,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Portugal,893.75,92709,,,,,,,,,,,,,,,,,,
203,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Savoye,5037.5,92709,,,,,,,,,,,,,,,,,,
204,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,8,Baracan,Suisse,2268.5,92709,,,,,,,,,,,,,,,,,,
205,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Barois,Flandre,168,,,,,,,,,,,,,,,,,,,
206,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Allemagne,152,36164,2386589.25,,,,,,,,,,,,,,,,,
207,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Angleterre,3600,36164,2386589.25,,,,,,,,,,,,,,,,,
208,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Espagne,2586,36164,2386589.25,,,,,,,,,,,,,,,,,
209,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Isles,5320,36164,2386589.25,,,,,,,,,,,,,,,,,
210,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Italie,20835,36164,2386589.25,,,,,,,,,,,,,,,,,
211,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Savoye,140,36164,2386589.25,,,,,,,,,,,,,,,,,
212,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de coton,Suisse,3531,36164,2386589.25,,,,,,,,,,,,,,,,,
213,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; d'estames,Espagne,45,69,2386589.25,,,,,,,,,,,,,,,,,
214,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; d'estames,Savoye,24,69,2386589.25,,,,,,,,,,,,,,,,,
215,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil,Espagne,3624,149313.5,2386589.25,,,,,,,,,,,,,,,,,
216,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil,Flandre,60,149313.5,2386589.25,,,,,,,,,,,,,,,,,
217,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil,Isles,142850.5,149313.5,2386589.25,,,,,,,,,,,,,,,,,
218,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil,Italie,1525,149313.5,2386589.25,,,,,,,,,,,,,,,,,
219,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil,Portugal,1200,149313.5,2386589.25,,,,,,,,,,,,,,,,,
220,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil,Savoye,54,149313.5,2386589.25,,,,,,,,,,,,,,,,,
221,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fil et laine,Isles,1622.5,2386589.25,,,,,,,,,,,,,,,,,,
222,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de filozelle,Allemagne,72,13685.5,2386589.25,,,,,,,,,,,,,,,,,
223,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de filozelle,Espagne,13025.5,13685.5,2386589.25,,,,,,,,,,,,,,,,,
224,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de filozelle,Flandre,48,13685.5,2386589.25,,,,,,,,,,,,,,,,,
225,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de filozelle,Suisse,540,13685.5,2386589.25,,,,,,,,,,,,,,,,,
226,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fleuret,Allemagne,608,995.5,2386589.25,,,,,,,,,,,,,,,,,
227,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fleuret,Espagne,115.5,995.5,2386589.25,,,,,,,,,,,,,,,,,
228,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de fleuret,Suisse,272,995.5,2386589.25,,,,,,,,,,,,,,,,,
229,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Allemagne,1518,318535.5,2386589.25,,,,,,,,,,,,,,,,,
230,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Espagne,81705,318535.5,2386589.25,,,,,,,,,,,,,,,,,
231,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Flandre,1328.5,318535.5,2386589.25,,,,,,,,,,,,,,,,,
232,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Isles,160684,318535.5,2386589.25,,,,,,,,,,,,,,,,,
233,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Italie,50154,318535.5,2386589.25,,,,,,,,,,,,,,,,,
234,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Levant,2880,318535.5,2386589.25,,,,,,,,,,,,,,,,,
235,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Portugal,11160,318535.5,2386589.25,,,,,,,,,,,,,,,,,
236,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Savoye,8430,318535.5,2386589.25,,,,,,,,,,,,,,,,,
237,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de laine,Suisse,676,318535.5,2386589.25,,,,,,,,,,,,,,,,,
238,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de peau,Allemagne,17.5,35.5,2386589.25,,,,,,,,,,,,,,,,,
239,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,9,Bas ; de peau,Savoye,18,35.5,2386589.25,,,,,,,,,,,,,,,,,
240,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de poil,Flandre,60,2386589.25,,,,,,,,,,,,,,,,,,
241,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Allemagne,463076.5,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
242,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Angleterre,505,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
243,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Danemark,4455,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
244,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Espagne,428753,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
245,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Flandre,79290,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
246,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Hollande,17010,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
247,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Isles,441265,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
248,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Italie,204720,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
249,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Portugal,156840,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
250,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Russie,9180,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
251,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Savoye,13500,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
252,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Suede,13080,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
253,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bas ; de soye,Suisse,34433.75,1866108.25,2386589.25,,,,,,,,,,,,,,,,,
254,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Batanonis,Angleterre,948,11812,,,,,,,,,,,,,,,,,,
255,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Batanonis,Espagne,1360,11812,,,,,,,,,,,,,,,,,,
256,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Batanonis,Italie,3436,11812,,,,,,,,,,,,,,,,,,
257,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Batanonis,Levant,6068,11812,,,,,,,,,,,,,,,,,,
258,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Batteaux neufs,Flandre,3600,,,,,,,,,,,,,,,,,,,
259,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Baume,Hollande,2700,,,,,,,,,,,,,,,,,,,
260,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bayette,Guinée,23800,,,,,,,,,,,,,,,,,,,
261,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Allemagne,50.40000152587891,21509.05078125,,,,,,,,,,,,,,,,,,
262,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Angleterre,21,21509.05078125,,,,,,,,,,,,,,,,,,
263,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Espagne,3575.39990234375,21509.05078125,,,,,,,,,,,,,,,,,,
264,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Flandre,2172.25,21509.05078125,,,,,,,,,,,,,,,,,,
265,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Italie,12697,21509.05078125,,,,,,,,,,,,,,,,,,
266,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Portugal,540,21509.05078125,,,,,,,,,,,,,,,,,,
267,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Savoye,2301,21509.05078125,,,,,,,,,,,,,,,,,,
268,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazannes tannées,Suisse,152,21509.05078125,,,,,,,,,,,,,,,,,,
269,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazin,Angleterre,21,170193,,,,,,,,,,,,,,,,,,
270,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazin,Espagne,131887,170193,,,,,,,,,,,,,,,,,,
271,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazin,Flandre,960,170193,,,,,,,,,,,,,,,,,,
272,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,10,Bazin,Guinée,14091,170193,,,,,,,,,,,,,,,,,,
273,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Bazin,Isles,19594,170193,,,,,,,,,,,,,,,,,,
274,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Bazin,Italie,1080,170193,,,,,,,,,,,,,,,,,,
275,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Bazin,Levant,1200,170193,,,,,,,,,,,,,,,,,,
276,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Bazin,Nord,1360,170193,,,,,,,,,,,,,,,,,,
277,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Bergamottes,Flandre,21.60000038146973,,,,,,,,,,,,,,,,,,,
278,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Berlines,Danemark,1500,4300,,,,,,,,,,,,,,,,,,
279,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Berlines,Russie,2800,4300,,,,,,,,,,,,,,,,,,
280,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Bettilles,Guinée,8932,,,,,,,,,,,,,,,,,,,
281,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; à la daube,Isles,4420.89990234375,2357363,,,,,,,,,,,,,,,,,,
282,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; salé,Guinée,37154,2158892,2357363,,,,,,,,,,,,,,,,,
283,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; salé,Isles,2121738,2158892,2357363,,,,,,,,,,,,,,,,,
284,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; en vie,Allemagne,2100,193650,2357363,,,,,,,,,,,,,,,,,
285,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; en vie,Espagne,179190,193650,2357363,,,,,,,,,,,,,,,,,
286,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; en vie,Savoye,7680,193650,2357363,,,,,,,,,,,,,,,,,
287,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; en vie,Suisse,4680,193650,2357363,,,,,,,,,,,,,,,,,
288,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; taureaux,Allemagne,120,400,2357363,,,,,,,,,,,,,,,,,
289,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beuf ; taureaux,Savoye,280,400,2357363,,,,,,,,,,,,,,,,,
290,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Allemagne,12632.7998046875,862908.875,,,,,,,,,,,,,,,,,,
291,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Angleterre,3847.699951171875,862908.875,,,,,,,,,,,,,,,,,,
292,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Danemark,498.8999938964844,862908.875,,,,,,,,,,,,,,,,,,
293,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Espagne,3812.699951171875,862908.875,,,,,,,,,,,,,,,,,,
294,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Flandre,306,862908.875,,,,,,,,,,,,,,,,,,
295,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Guinée,19874.55078125,862908.875,,,,,,,,,,,,,,,,,,
296,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Hollande,157715.203125,862908.875,,,,,,,,,,,,,,,,,,
297,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Isles,630145.75,862908.875,,,,,,,,,,,,,,,,,,
298,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Levant,1618,862908.875,,,,,,,,,,,,,,,,,,
299,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Nord,25785,862908.875,,,,,,,,,,,,,,,,,,
300,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Savoye,263.2000122070313,862908.875,,,,,,,,,,,,,,,,,,
301,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Suede,15,862908.875,,,,,,,,,,,,,,,,,,
302,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,11,Beure,Suisse,6394.0498046875,862908.875,,,,,,,,,,,,,,,,,,
303,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Allemagne,61,17865.30078125,,,,,,,,,,,,,,,,,,
304,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Angleterre,482.75,17865.30078125,,,,,,,,,,,,,,,,,,
305,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Danemark,171,17865.30078125,,,,,,,,,,,,,,,,,,
306,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Espagne,367.6499938964844,17865.30078125,,,,,,,,,,,,,,,,,,
307,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Guinée,144,17865.30078125,,,,,,,,,,,,,,,,,,
308,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Hollande,10.89999961853027,17865.30078125,,,,,,,,,,,,,,,,,,
309,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Isles,15534,17865.30078125,,,,,,,,,,,,,,,,,,
310,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Italie,700,17865.30078125,,,,,,,,,,,,,,,,,,
311,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Nord,162,17865.30078125,,,,,,,,,,,,,,,,,,
312,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Portugal,135,17865.30078125,,,,,,,,,,,,,,,,,,
313,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Savoye,20,17865.30078125,,,,,,,,,,,,,,,,,,
314,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Suede,27,17865.30078125,,,,,,,,,,,,,,,,,,
315,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bierre,Suisse,50,17865.30078125,,,,,,,,,,,,,,,,,,
316,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bijouterie,Espagne,7200,110341.5,,,,,,,,,,,,,,,,,,
317,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bijouterie,Flandre,1076.5,110341.5,,,,,,,,,,,,,,,,,,
318,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bijouterie,Isles,87600,110341.5,,,,,,,,,,,,,,,,,,
319,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bijouterie,Italie,10000,110341.5,,,,,,,,,,,,,,,,,,
320,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bijouterie,Suisse,4465,110341.5,,,,,,,,,,,,,,,,,,
321,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Biscuits de mer,Guinée,7500,80787,,,,,,,,,,,,,,,,,,
322,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Biscuits de mer,Isles,58940,80787,,,,,,,,,,,,,,,,,,
323,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Biscuits de mer,Italie,14112,80787,,,,,,,,,,,,,,,,,,
324,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Biscuits de mer,Savoye,235,80787,,,,,,,,,,,,,,,,,,
325,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Blanc ; d'espagne,Isles,48,2528.75,,,,,,,,,,,,,,,,,,
326,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Blanc ; de Troyes,Allemagne,.75,2480.75,2528.75,,,,,,,,,,,,,,,,,
327,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Blanc ; de Troyes,Savoye,25,2480.75,2528.75,,,,,,,,,,,,,,,,,
328,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Blanc ; de Troyes,Suisse,2455,2528.75,,,,,,,,,,,,,,,,,,
329,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Allemagne,57178.6484375,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
330,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Angleterre,3000,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
331,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Espagne,373065.84375,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
332,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Flandre,13481.2001953125,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
333,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Italie,1362790,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
334,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Levant,4532,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
335,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,12,Bled ; froment,Portugal,234.5,1814282.25,2098118.5,,,,,,,,,,,,,,,,,
336,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; d'inde,Espagne,192609,211561,2098118.5,,,,,,,,,,,,,,,,,
337,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; d'inde,Portugal,18952,211561,2098118.5,,,,,,,,,,,,,,,,,
338,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; meteil,Allemagne,421.2000122070313,2098118.5,,,,,,,,,,,,,,,,,,
339,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; sarazin,Isles,55,2098118.5,,,,,,,,,,,,,,,,,,
340,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; seigle,Allemagne,206,71799,2098118.5,,,,,,,,,,,,,,,,,
341,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; seigle,Espagne,38573,71799,2098118.5,,,,,,,,,,,,,,,,,
342,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; seigle,Hollande,14852,71799,2098118.5,,,,,,,,,,,,,,,,,
343,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bled ; seigle,Portugal,18168,71799,2098118.5,,,,,,,,,,,,,,,,,
344,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Blonde de soye,Allemagne,1225,9989.099609375,,,,,,,,,,,,,,,,,,
345,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Blonde de soye,Flandre,6336,9989.099609375,,,,,,,,,,,,,,,,,,
346,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Blonde de soye,Suisse,2428.10009765625,9989.099609375,,,,,,,,,,,,,,,,,,
347,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bodans,Hollande,2500,,,,,,,,,,,,,,,,,,,
348,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Boëtes ; de bergamotte,Italie,84,332,392,,,,,,,,,,,,,,,,,
349,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Boëtes ; de bergamotte,Suede,48,332,392,,,,,,,,,,,,,,,,,
350,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Boëtes ; de bergamotte,Suisse,200,332,392,,,,,,,,,,,,,,,,,
351,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Boëtes ; de bois,Angleterre,16,60,392,,,,,,,,,,,,,,,,,
352,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Boëtes ; de bois,Savoye,44,60,392,,,,,,,,,,,,,,,,,
353,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; à bâtir,Allemagne,140,282029.34375,,,,,,,,,,,,,,,,,,
354,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; de brezil,Angleterre,57.5,65226.75,282029.34375,,,,,,,,,,,,,,,,,
355,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; de brezil,Espagne,5488.5,65226.75,282029.34375,,,,,,,,,,,,,,,,,
356,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; de brezil,Hollande,7514.25,65226.75,282029.34375,,,,,,,,,,,,,,,,,
357,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; de brezil,Italie,11326.75,65226.75,282029.34375,,,,,,,,,,,,,,,,,
358,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; de brezil,Levant,40739.75,65226.75,282029.34375,,,,,,,,,,,,,,,,,
359,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,13,Bois ; de brezil,Nord,100,65226.75,282029.34375,,,,,,,,,,,,,,,,,
360,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; à bruler,Allemagne,630,1245,282029.34375,,,,,,,,,,,,,,,,,
361,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; à bruler,Espagne,615,1245,282029.34375,,,,,,,,,,,,,,,,,
362,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de buis,Flandre,100,2106.5,282029.34375,,,,,,,,,,,,,,,,,
363,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de buis,Hollande,1528,2106.5,282029.34375,,,,,,,,,,,,,,,,,
364,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de buis,Italie,161.5,2106.5,282029.34375,,,,,,,,,,,,,,,,,
365,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de buis,Nord,80,2106.5,282029.34375,,,,,,,,,,,,,,,,,
366,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de buis,Suisse,237,2106.5,282029.34375,,,,,,,,,,,,,,,,,
367,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de campesche,Espagne,1540,17033.5,282029.34375,,,,,,,,,,,,,,,,,
368,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,14,Bois ; de campesche,Italie,5760,17033.5,282029.34375,,,,,,,,,,,,,,,,,
