numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks
200,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armes ; à feu ; fusils,Espagne,150.0,150.0,150.0,
201,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armes ; à feu ; fusils,Hollande,60.0,60.0,60.0,
202,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armes ; à feu ; fusils,Isles,98060.0,98060.0,98060.0,
203,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armes ; à feu ; fusils,Nord,440.0,440.0,440.0,
204,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armes ; à feu ; fusils,Portugal,40.0,40.0,40.0,
205,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armes ; à feu ; pistolets,Russie,36.0,36.0,36.0,
206,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armoires,Espagne,50.0,202.0,50.0,
207,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armoires,Hollande,72.0,202.0,72.0,
208,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Armoires,Portugal,80.0,202.0,80.0,
209,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Arquifou,Italie,1453.0,1580.0,1453.0,
210,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Arquifou,Savoye,127.0,1580.0,127.0,
211,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Artichaux,Genève,9.0,1934.0,9.0,
212,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Artichaux,Isles,1925.0,1934.0,1925.0,
213,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Asnes,Allemagne,24.0,3994.0,24.0,
214,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Asnes,Espagne,2200.0,3994.0,2200.0,
215,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Asnes,Genève,120.0,3994.0,120.0,
216,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Asnes,Savoye,1650.0,3994.0,1650.0,
217,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Assafetida,Savoye,600.0,600.0,600.0,
218,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Auf,Savoye,14.0,14.0,14.0,
219,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Avirons,Hollande,2476.0,5198.0,2476.0,
220,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Avirons,Levant,496.0,5198.0,496.0,
221,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Avirons,Naples,54.0,5198.0,54.0,
222,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,6,Avirons,Portugal,2172.0,5198.0,2172.0,
246,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Avoine,Espagne,906.0,1206.0,906.0,
247,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Avoine,Italie,300.0,1206.0,300.0,
248,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Azur,Flandre,282.0,1840.8,282.0,
249,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Azur,Levant,1539.0,1840.8,1539.0,
250,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Azur,Savoye,19.8,1840.8,20.3333333333,
251,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Babouches,Levant,2160.0,2160.0,2160.0,
252,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baffetas,Nord,5930.0,5930.0,5930.0,
253,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Bahus,Espagne,120.0,120.0,120.0,
254,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Balais ; de bois,Allemagne,54.0,54.0,54.0,
255,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Balais ; de palmes,Savoye,32.5,32.5,32.8333333333,
256,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baleine ; coupée,Allemagne,1089.0,2821.0,1089.0,
257,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baleine ; coupée,Espagne,8.0,2821.0,8.0,
258,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baleine ; coupée,Savoye,1724.0,2821.0,1724.0,
259,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baracan,Allemagne,4210.0,64233.0,4210.0,
260,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baracan,Espagne,4880.0,64233.0,4880.0,
261,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,7,Baracan,Flandre,5970.0,64233.0,5970.0,
293,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Genève,1020.0,64233.0,1020.0,
294,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Hollande,120.0,64233.0,120.0,
295,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Italie,11681.0,64233.0,11681.0,
296,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Naples,18840.0,64233.0,18840.0,
297,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Portugal,7956.0,64233.0,7956.0,
298,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Savoye,8181.0,64233.0,8181.0,
299,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Baracan,Suisse,1375.0,64233.0,1375.0,
300,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; d'estame,Espagne,10.0,88.0,10.0,
301,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; d'estame,Savoye,78.0,88.0,78.0,
302,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de castor,Flandre,24.0,24.0,24.0,
303,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Allemagne,7450.0,34216.0,7450.0,
304,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Espagne,3460.0,34216.0,3460.0,
305,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Flandre,10.0,34216.0,10.0,
306,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Genève,2436.0,34216.0,2436.0,
307,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Hollande,490.0,34216.0,490.0,
308,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Isles,18392.0,34216.0,18392.0,
309,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Italie,1298.0,34216.0,1298.0,
310,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Levant,600.0,34216.0,600.0,
311,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de coton,Savoye,80.0,34216.0,80.0,
312,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de fil,Espagne,7790.0,22451.0,7790.0,
313,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de fil,Genève,400.0,22451.0,400.0,
314,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de fil,Hollande,3974.0,22451.0,3974.0,
315,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de fil,Isles,10287.0,22451.0,10287.0,
316,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de fil et coton,Espagne,625.0,625.0,625.0,
317,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de filozelle,Allemagne,372.0,7945.0,372.0,
318,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de filozelle,Espagne,3999.0,7945.0,3999.0,
319,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de filozelle,Genève,1144.0,7945.0,1144.0,
320,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de filozelle,Isles,10.0,7945.0,10.0,
321,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de filozelle,Italie,2400.0,7945.0,2400.0,
322,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bas ; de filozelle,Portugal,20.0,7945.0,20.0,
323,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,8,Bavoirs,Flandre,72.0,72.0,72.0,
347,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de bourre de soye,Allemagne,300.0,300.0,300.0,
348,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Allemagne,1704.0,9399.0,1704.0,
349,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Flandre,100.0,9399.0,100.0,
350,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Genève,112.0,9399.0,112.0,
351,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Hollande,3232.0,9399.0,3232.0,
352,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Portugal,3200.0,9399.0,3200.0,
353,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Savoye,896.0,9399.0,896.0,
354,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de fleuret,Suisse,155.0,9399.0,155.0,
355,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Allemagne,22320.0,378787.5,22320.0,
356,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Espagne,155905.5,378787.5,155905.833333,
357,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Flandre,7536.0,378787.5,7536.0,
358,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Genève,4254.0,378787.5,4254.0,
359,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Gènes,1470.0,378787.5,1470.0,
360,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Hollande,16.0,378787.5,16.0,
361,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Isles,148506.0,378787.5,148506.0,
362,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Italie,11684.0,378787.5,11684.0,
363,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Portugal,13326.0,378787.5,13326.0,
364,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Savoye,13620.0,378787.5,13620.0,
365,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de laine,Suisse,150.0,378787.5,150.0,
366,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de peaux,Flandre,36.0,36.0,36.0,
367,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de soye,Allemagne,633102.5,2065214.5,633102.833333,
368,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de soye,Angleterre,140.0,2065214.5,140.0,
369,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de soye,Danemark,5310.0,2065214.5,5310.0,
370,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de soye,Espagne,868390.0,2065214.5,868390.0,
371,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,9,Bas ; de soye,Flandre,74545.0,2065214.5,74545.0,
