numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,Double compte
348,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sacs de toile,St Domingue,1137,632,Bretagne,en nombres,,0
349,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sel,Sénégal et Guinée,480,2016,Isle de Rhé,livres,,0
350,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sel,St Domingue,180,12,Croisie,barriques,,0
351,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sel,Sénégal et Guinée,18,880,Honfleur,livres,,0
352,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sel,St Domingue,216,3,Brouage,muids,Unité illisible,1
353,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sel,St Domingue,216,1,Brouage,???,Unité illisible,2
354,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sel,St Domingue,216,2,Brouage,???,Unité illisible,2
355,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sucre,Sénégal et Guinée,1785,2489,St Domingue,livres,,1
356,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Sucre,Sénégal et Guinée,1785,292,St Domingue,en valeur,,2
357,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Suif fondu,Sénégal et Guinée,3900,4606,Angleterre,livres,,0
358,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Suif fondu,St Domingue,5690,9483,Russie,livres,,0
359,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Suif en chandelles,La Martinique,50,100,Rochefort,livres,,0
360,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Suif en chandelles,St Domingue,30,400,Honfleur,livres,,0
361,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Suif en chandelles,Sénégal et Guinée,586,735,Honfleur,livres,,0
362,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Suif en chandelles,St Domingue,424,520,Bretagne,livres,,0
363,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Tabac,Sénégal et Guinée,1304,4059,Le Havre,livres,,0
364,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Tabac,Sénégal et Guinée,4180,3850,Virginie,livres,,0
365,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Tableaux,La Guadeloupe,165,,Paris,,,0
366,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Tapis,Sénégal et Guinée,300,120,Abbeville,livres,,0
367,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,83,Thé,St Domingue,1350,270,Lorient,livres,,0
368,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile batiste,Sénégal et Guinée,240,40,Beauvais,aunes,,0
369,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile batiste,St Domingue,1008,168,St Quentin,aunes,,0
370,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile batiste,La Guadeloupe,300,50,St Quentin,aunes,,0
371,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,La Martinique,1920,800,Rochefort,aunes,,0
372,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,St Domingue,2409,803,Quintin,aunes,,0
373,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,La Guadeloupe,4200,2000,Bretagne,aunes,,0
374,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,St Domingue,5800,4900,Mortagne,aunes,,0
375,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,La Guadeloupe,7350,5380,Mortagne,aunes,,0
376,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,St Domingue,900,800,Dinan,aunes,,0
377,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,St Domingue,13920,13920,Pays de Caux,aunes,,0
378,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de chanvre,St Domingue,4323,1441,Laval,aunes,,0
379,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile coutil,St Domingue,706,366,Rouen,aunes,,0
380,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile coutil,La Guadeloupe,2700,1330,Rouen,aunes,,0
381,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile coutil,La Guadeloupe,1100,545,Lille,aunes,,0
382,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile coutil,St Domingue,1400,650,St Lo,aunes,,0
383,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile à matelas,St Domingue,958,639,Abbeville,aunes,,0
384,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile gingas,St Domingue,23561,16897,Rouen,aunes,,0
385,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile gingas,St Domingue,5400,4840,Lille,aunes,,0
386,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile gingas,Sénégal et Guinée,324,280,Dinan,aunes,,0
387,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de balle,St Domingue,3500,2800,Dinan,aunes,Doute sur la marchandise,0
388,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,St Domingue,29308,14654,Abbeville,aunes,,0
389,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,La Guadeloupe,1800,1138,Abbeville,aunes,,0
390,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,St Domingue,3000,750,Lille,aunes,,0
391,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,La Guadeloupe,13950,7307,Lille,aunes,,0
392,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,St Domingue,13650,8772,Rouen,aunes,,0
393,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,La Guadeloupe,1350,371,Rouen,aunes,,0
394,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,St Domingue,3197,1200,Senlis,aunes,,0
395,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,La Guadeloupe,1000,350,Senlis,aunes,,0
396,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,St Domingue,1000,578,Beauvais,aunes,,0
397,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin blanche,La Guadeloupe,2600,744,Beauvais,aunes,,0
398,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,4978,3319,Lisieux,aunes,,0
399,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,2800,1750,St Malo,aunes,,0
400,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,600,200,Picardie,aunes,,0
401,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,5400,2800,Morlaix,aunes,,0
402,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,1650,1100,Vimoutiers,aunes,,0
403,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,7904,4940,Laval,aunes,,0
404,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,900,700,Ponteau de mer,aunes,,0
405,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,520,260,Le Havre,aunes,,0
406,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,47520,37400,Mortagne,aunes,,0
407,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,7750,6260,Fougères,aunes,,0
408,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de lin écrue,St Domingue,20920,12905,Bretagne,aunes,,0
409,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de coton étrangère,Sénégal et Guinée,36469,12390,,aunes,,0
410,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de coton de France,St Domingue,4000,800,,aunes,,0
411,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de coton de France,Sénégal et Guinée,99780,33260,,aunes,,0
412,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de coton à carreaux,Sénégal et Guinée,360,187,Rochefort,livres,,0
413,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile de coton à carreaux,Sénégal et Guinée,9746,443,L'Orient,pièces,,0
414,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Siamoises fil et coton,Sénégal et Guinée,1320,880,La Rochelle,aunes,,0
415,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Siamoise,La Martinique,400,100,Cherbourg,aunes,,0
416,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Siamoise,St Domingue,5192,3245,Rouen,aunes,,0
417,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Siamoise,Sénégal et Guinée,17100,5700,Rouen,aunes,,0
418,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile platille,Sénégal et Guinée,8763,1003,Hambourg,pièces,,1
419,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile platille,Sénégal et Guinée,8763,536,Hambourg,en valeur,,2
420,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toiles divers de l'Inde,Sénégal et Guinée,105014,59442,L'Orient,aunes,,0
421,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile baffetas,Sénégal et Guinée,1600,80,Nantes,pièces,,0
422,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile chasselas,Sénégal et Guinée,10000,400,Lisbonne,pièces,,0
423,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile chasselas,Sénégal et Guinée,252,120,Rouen,aunes,,0
424,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile guinée,Sénégal et Guinée,57760,2748,L'Orient,pièces,,1
425,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile guinée,Sénégal et Guinée,57760,1400,L'Orient,aunes,,2
426,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile guinée,Sénégal et Guinée,6331,242,Indes,pièces,,1
427,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile guinée,Sénégal et Guinée,6331,710,Indes,aunes,Doute sur la marchandise,2
428,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile guinée,Sénégal et Guinée,7994,13761,Rouen,aunes,,0
429,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile corols,Sénégal et Guinée,1171,695,Rouen,aunes,,0
430,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile miennels,Sénégal et Guinée,9900,550,L'Orient,pièces,,0
