numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
495,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de L'Inde,St Domingue,430920,7182,douzaines,,Le pdf donne aussi la quantité en livres,0,488040
496,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de L'Inde,La Martinique,25740,429,douzaines,,Le pdf donne aussi la quantité en livres,0,488040
497,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de L'Inde,La Guadeloupe,28860,481,douzaines,,Le pdf donne aussi la quantité en livres,0,488040
498,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de L'Inde,Cayenne et Guyanne,2520,42,douzaines,,Le pdf donne aussi la quantité en livres,0,488040
499,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de L'Inde,Sénégal et Guinée,32040,324,douzaines,,Le pdf donne aussi la quantité en livres,0,488040
500,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de France,St Domingue,10980,332,douzaines,,Le pdf donne aussi la quantité en livres,0,1164
501,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de France,La Martinique,390,13,douzaines,,Le pdf donne aussi la quantité en livres,0,1164
502,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de France,Cayenne et Guyanne,270,9,douzaines,,Le pdf donne aussi la quantité en livres,0,1164
503,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de l'Etranger,St Domingue,5400,150,douzaines,,Le pdf donne aussi la quantité en livres,0,5400
504,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de coton de l'Etranger,Sénégal et Guinée,1320,150,douzaines,,Le pdf donne aussi la quantité en livres,0,5400
505,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de fil de coton de France,St Domingue,280952,11703,douzaines,,,0,311192
506,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de fil de coton de France,La Martinique,17136,714,douzaines,,,0,311192
507,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de fil de coton de France,La Guadeloupe,9192,383,douzaines,,,0,311192
508,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de fil de coton de France,Cayenne et Guyanne,3912,163,douzaines,,,0,311192
509,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; de fil de coton de France,Sénégal et Guinée,2208,92,douzaines,,,0,311192
510,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; ??? de fil de France,St Domingue,732024,40668,douzaines,,,0,861759
511,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; ??? de fil de France,La Martinique,85968,4776,douzaines,,,0,861759
512,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; ??? de fil de France,La Guadeloupe,36873,2048,douzaines,,,0,861759
513,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; ??? de fil de France,Cayenne et Guyanne,6594,383,douzaines,,,0,861759
514,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; ??? de fil de France,Sénégal et Guinée,65448,3636,douzaines,,,0,861759
515,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; batiste de st Quentin,St Domingue,3600,50,douzaines,,,0,4824
516,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; batiste de st Quentin,La Guadeloupe,1224,17,douzaines,,,0,4824
517,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mouchoirs ; peints de France,Sénégal et Guinée,80170,2280,douzaines,,,0,
518,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Moulins à vanner le café,St Domingue,7782,,,,,0,9532
519,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Moulins à vanner le café,La Guadeloupe,1850,,,,,0,9532
520,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de l'Inde,St Domingue,586278,32571,aunes,,,0,612702
521,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de l'Inde,La Martinique,17604,978,aunes,,,0,612702
522,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de l'Inde,La Guadeloupe,6300,350,aunes,,,0,612702
523,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de l'Inde,Cayenne et Guyanne,2520,140,aunes,,,0,612702
524,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de l'étranger,Sénégal et Guinée,17280,960,aunes,,,0,612702
525,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de l'Inde,St Domingue,10400,520,aunes,,,0,10400
526,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de France,St Domingue,159896,11658,aunes,,,0,193280
527,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de France,La Martinique,10512,776,aunes,,,0,193280
528,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mousselines ; de France,La Guadeloupe,22872,1906,aunes,,,0,193280
529,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Necessaires garnis en argent,St Domingue,2000,,,,,0,2000
530,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Oing vieux,St Domingue,5538,18460,livres,,,0,8278
531,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Oing vieux,La Martinique,1732,5775,livres,,,0,8278
532,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Oing vieux,La Guadeloupe,864,2880,livres,,,0,8278
533,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Oing vieux,Cayenne et Guyanne,144,480,livres,,,0,8278
534,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Oing vieux,Sénégal et Guinée,5540,1800,livres,,,0,8278
535,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ornements d'église,La Guadeloupe,200,,,,,0,1700
536,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ornements d'église,Cayenne et Guyanne,1500,,,,,0,1700
537,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Outils divers,St Domingue,3384,,,,,0,5966
538,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Outils divers,La Martinique,1318,,,,,0,5966
539,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Outils divers,La Guadeloupe,1300,,,,,0,5966
540,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Outils divers,Sénégal et Guinée,250,,,,,0,5966
541,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuivre argenté,St Domingue,1530,,,,,0,1578
542,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuivre argenté,La Martinique,48,,,,,0,1578
543,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuivre argenté,Sénégal et Guinée,48,,,,,0,1578
544,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; bottes,St Domingue,18405,767,paires,,,0,24288
545,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; bottes,La Martinique,3576,149,paires,,,0,24288
546,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; bottes,La Guadeloupe,2280,95,paires,,,0,24288
547,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; bottes,Cayenne et Guyanne,24,1,paires,,,0,24288
548,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; bottes,Sénégal et Guinée,192,8,paires,,,0,24288
549,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers d'homme et des femmes,St Domingue,308526,62722,paires,,,0,362906
550,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers d'homme et des femmes,La Martinique,17160,3468,paires,,,0,362906
551,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers d'homme et des femmes,La Guadeloupe,33590,6751,paires,,,0,362906
552,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers d'homme et des femmes,Cayenne et Guyanne,3630,768,paires,,,0,362906
553,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers d'homme et des femmes,Sénégal et Guinée,1950,390,paires,,,0,362906
554,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers couverts en soye pour femme,St Domingue,90445,,,,,0,104499
555,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers couverts en soye pour femme,La Martinique,5729,,,,,0,
556,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers couverts en soye pour femme,La Guadeloupe,6915,,,,,0,
557,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers couverts en soye pour femme,Cayenne et Guyanne,1410,,,,,0,7289
558,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; souliers couverts en soye pour femme,Sénégal et Guinée,2187,,,,,0,7289
559,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; harnais en cuir pour chevaux,St Domingue,3840,,,,,0,4675
560,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; harnais en cuir pour chevaux,La Martinique,296,,,,,0,4675
561,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; harnais en cuir pour chevaux,La Guadeloupe,539,,,,,0,4675
562,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; sellerie,St Domingue,35218,,,,,0,43458
563,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; sellerie,La Martinique,3512,,,,,0,43458
564,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages en cuire ; sellerie,La Guadeloupe,4728,,,,,0,43458
565,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages d'horlogerie,St Domingue,4792,,,,,0,5162
566,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages d'horlogerie,La Martinique,370,,,,,0,5162
567,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages de modes,St Domingue,30592,,,,,0,42416
568,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages de modes,La Martinique,6016,,,,,0,42416
569,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages de modes,La Guadeloupe,2498,,,,,0,42416
570,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages de modes,Cayenne et Guyanne,3310,,,,,0,42416
571,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Ouvrages de modes,Sénégal et Guinée,1560,,,,,0,42416
572,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Ouvrages en terre cuite,St Domingue,24255,,,25811,,0,25811
573,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Ouvrages en terre cuite,La Martinique,628,,,,,0,25811
574,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Ouvrages en terre cuite,La Guadeloupe,928,,,,,0,25811
575,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Ouvrages en terre cuite,Sénégal et Guinée,13695,,,,,0,25811
576,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; papier à écrire,St Domingue,87058,8999,rames,128738,,0,128738
577,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; papier à écrire,La Martinique,25332,2231,rames,,,0,128738
578,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; papier à écrire,La Guadeloupe,15132,1251,rames,,,0,128738
579,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; papier à écrire,Cayenne et Guyanne,1216,138,rames,,,0,128738
580,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; papier à écrire,Sénégal et Guinée,31,44,rames,,,0,128738
581,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; peint et a doublage,St Domingue,4331,21655,livres,4549,,0,4549
582,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; peint et a doublage,La Martinique,150,750,livres,,,0,4549
583,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; peint et a doublage,La Guadeloupe,68,340,livres,,,0,4549
584,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; registres en blanc,St Domingue,8850,1631,nombre,11629,,0,11629
585,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; registres en blanc,La Martinique,2659,926,nombre,,,0,11629
586,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; registres en blanc,La Guadeloupe,120,10,nombre,,,0,11629
587,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; cire à cacheter,St Domingue,846,282,livres,1845,,0,1845
588,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; cire à cacheter,La Martinique,945,315,livres,,,0,1845
589,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; cire à cacheter,La Guadeloupe,54,18,livres,,,0,1845
590,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Papeterie ; cire à cacheter,Sénégal et Guinée,30,10,livres,,,0,1845
591,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parasols de soye,St Domingue,83772,4654,nombre,92610,,0,92610
592,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parasols de soye,La Martinique,3888,216,nombre,,,0,92610
593,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parasols de soye,La Guadeloupe,4572,254,nombre,,,0,92610
594,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parasols de soye,Cayenne et Guyanne,378,21,nombre,,,0,92610
595,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parasols de soye,Sénégal et Guinée,11178,621,nombre,,,0,92610
596,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; eau et essence diverses,St Domingue,22867,2450,livres,31959,,0,31959
597,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; eau et essence diverses,La Martinique,8210,410,livres,,,0,31959
598,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; eau et essence diverses,La Guadeloupe,760,304,livres,,,0,31959
599,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; eau et essence diverses,Cayenne et Guyanne,122,49,livres,,,0,31959
600,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; eau et essence diverses,Sénégal et Guinée,312,125,livres,,,0,31959
601,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; pommades,St Domingue,3860,2419,livres,4759,,0,4759
602,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; pommades,La Martinique,636,898,livres,,,0,4759
603,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; pommades,La Guadeloupe,140,88,livres,,,0,4759
604,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; pommades,Cayenne et Guyanne,123,80,livres,,,0,4759
605,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; pommades,Sénégal et Guinée,80,50,livres,,,0,4759
606,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; poudre à poudrer,St Domingue,48188,120471,livres,57924,,0,57924
607,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; poudre à poudrer,La Martinique,3272,8181,livres,,,0,57924
608,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; poudre à poudrer,La Guadeloupe,5876,14691,livres,,,0,57924
609,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; poudre à poudrer,Cayenne et Guyanne,588,1470,livres,,,0,57924
610,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,6,Parfumerie ; poudre à poudrer,Sénégal et Guinée,252,630,livres,,,0,57924
