numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts,leurvaleursubtotal_1
127,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cordage de chanvre,La Martinique,23670,59174,Marseille,livres,,0,33583
128,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cordage de chanvre,La Guadeloupe,3946,9864,Marseille,livres,,0,33583
129,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Coton filé,St Domingue,1764,294,Levant,livres,,0,
130,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures diverses,St Domingue,2400,1200,Languedoc,livres,,0,
131,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures de coton,St Domingue,264,12,Languedoc,en nombre,,0,464
132,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures de coton,La Martinique,200,4,Languedoc,en nombre,,0,464
133,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures de fil et coton,St Domingue,936,78,Étranger,en nombre,,0,3741
134,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures de fil et coton,La Martinique,2160,144,Étranger,en nombre,,0,3741
135,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures de fil et coton,La Guadeloupe,645,43,Étranger,en nombre,,0,3741
136,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Couvertures de laine,St Domingue,75410,7406,Languedoc,en nombre,,0,
137,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Crin,St Domingue,39144,39144,Levant,livres,,0,40169
138,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Crin,La Martinique,325,325,Levant,livres,,0,40169
139,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Crin,La Guadeloupe,100,100,Levant,livres,,0,40169
140,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Crin,Cayenne et Guyanne,600,600,Levant,livres,,0,40169
141,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuirs tannés de vaches,St Domingue,1050,600,Marseille,livres,,0,34004
142,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuirs tannés de vaches,La Martinique,22732,34,Marseille,en nombre,,0,34004
143,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuirs tannés de vaches,La Martinique,22732,12601,Marseille,livres,,0,34004
144,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuirs tannés de vaches,La Guadeloupe,10222,78,Marseille,en nombre,,0,34004
145,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuirs tannés de vaches,La Guadeloupe,10222,4950,Marseille,livres,,0,34004
146,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuivre ouvré,St Domingue,10117,5785,Marseille,livres,,0,12962
147,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuivre ouvré,La Martinique,1195,620,Marseille,livres,,0,12962
148,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuivre ouvré,La Guadeloupe,1650,900,Marseille,livres,,0,12962
149,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Cuivre ouvré,Sénégal et Guinée,13292,7670,Marseille,livres,,0,
150,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Dentelle de fil,La Martinique,900,6,Flandres,livres,,0,
151,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Dentelle de soye,St Domingue,900,300,Lyonnais,aunes,,0,
152,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draperie,St Domingue,21810,2181,Isle de France,livres,,0,30290
153,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draperie,La Martinique,8480,848,Isle de France,livres,,0,30290
154,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps divers,St Domingue,73550,7355,France,livres,,0,109470
155,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps divers,La Martinique,23270,2327,France,livres,,0,109470
156,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps divers,La Guadeloupe,12350,1235,France,livres,,0,109470
157,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps divers,Cayenne et Guyanne,300,30,France,livres,,0,109470
158,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps divers,Sénégal et Guinée,20520,2052,France,livres,,0,
159,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps de louvier,???,360,30,Louviers,livres,Pas de direction,0,
160,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps de sedan,St Domingue,12276,1023,Sedan,livres,,0,17796
161,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps de sedan,La Guadeloupe,5520,460,Sedan,livres,,0,17796
162,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps d'elbeuf,St Domingue,1650,165,Elbeuf,livres,,0,
163,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Draps du languedoc,St Domingue,2400,300,Languedoc,livres,,0,
164,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries diverses,St Domingue,1338,1338,Étranger,livres,,0,3517
165,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries diverses,La Martinique,903,903,Étranger,livres,,0,3517
166,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries diverses,La Guadeloupe,1128,1128,Étranger,livres,,0,3517
167,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries diverses,Cayenne et Guyanne,148,148,Étranger,livres,,0,3517
168,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme arabique,St Domingue,651,434,Indes commerce français,livres,,0,1432
169,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme arabique,La Martinique,331,221,Indes commerce français,livres,,0,1432
170,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme arabique,La Guadeloupe,450,300,Indes commerce français,livres,,0,1432
171,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme gutte,St Domingue,200,50,Indes commerce français,livres,,0,780
172,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme gutte,La Martinique,312,78,Indes commerce français,livres,,0,780
173,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme gutte,Cayenne et Guyanne,268,67,Indes commerce français,livres,,0,780
174,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries gomme lacque,St Domingue,108,60,Indes commerce français,livres,,0,
175,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales cantharides,St Domingue,183,51,Étranger,livres,,0,435
176,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales cantharides,La Martinique,108,30,Étranger,livres,,0,435
177,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales cantharides,La Guadeloupe,144,40,Étranger,livres,,0,435
178,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales camphre,St Domingue,145,178,Indes commerce français,livres,,0,1043
179,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales camphre,La Martinique,613,129,Indes commerce français,livres,,0,1043
180,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales camphre,La Guadeloupe,285,60,Indes commerce français,livres,,0,1043
181,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales cassia lignea,St Domingue,674,321,Indes commerce français,livres,,0,1356
182,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales cassia lignea,La Martinique,682,315,Indes commerce français,livres,,0,1356
183,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales coriandre,St Domingue,219,365,Languedoc,livres,,0,381
184,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales coriandre,La Martinique,162,270,Languedoc,livres,,0,381
185,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales crème de tartre,St Domingue,2249,3748,Marseille,livres,,0,2703
186,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales crème de tartre,La Martinique,341,568,Marseille,livres,,0,2703
187,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales crème de tartre,La Guadeloupe,113,188,Marseille,livres,,0,2703
188,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales cumin,St Domingue,180,500,Levant,livres,,0,
189,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales fleurs,St Domingue,1010,10110,Marseille,livres,,0,1410
190,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales fleurs,La Guadeloupe,400,400,Marseille,livres,,0,1410
191,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales herbes et racines,St Domingue,485,808,Auvergne,livres,,0,
192,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales jalap,St Domingue,4836,2418,Indes étrangères,livres,,0,6790
193,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales jalap,La Martinique,938,469,Indes étrangères,livres,,0,6790
194,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales jalap,La Guadeloupe,506,253,Indes étrangères,livres,,0,6790
195,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales jalap,Cayenne et Guyanne,510,255,Indes étrangères,livres,,0,6790
196,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales ipécacuanha,St Domingue,769,81,Étranger,livres,,0,1585
197,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales ipécacuanha,La Martinique,332,35,Étranger,livres,,0,1585
198,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales ipécacuanha,La Guadeloupe,484,51,Étranger,livres,,0,1585
199,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales mâne,St Domingue,27794,13897,Étranger,livres,,0,40574
200,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales mâne,La Martinique,6228,3114,Étranger,livres,,0,40574
201,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales mâne,La Guadeloupe,5704,2852,Étranger,livres,,0,40574
202,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales mâne,Cayenne et Guyanne,848,424,Étranger,livres,,0,40574
203,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales oignons de squille,St Domingue,110,110,Étranger,livres,,0,
204,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales poudre d'ailhaud,St Domingue,17100,17100,Provence,livres,,0,18300
205,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,41,Drogueries médicinales poudre d'ailhaud,Cayenne et Guyanne,1200,120,Provence,paquets,,0,18300
206,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales quinquina,St Domingue,15225,2030,Indes étrangères,livres,,0,38332
207,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales quinquina,La Martinique,12997,1733,Indes étrangères,livres,,0,38332
208,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales quinquina,La Guadeloupe,10110,1348,Indes étrangères,livres,,0,38332
209,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales remèdes composés,St Domingue,13803,,,,Pas de quantité indiquée,0,20433
210,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales remèdes composés,La Martinique,3604,,,,Pas de quantité indiquée,0,20433
211,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales remèdes composés,La Guadeloupe,2691,,,,Pas de quantité indiquée,0,20433
212,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales remèdes composés,Cayenne et Guyanne,335,,,,Pas de quantité indiquée,0,20433
213,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales rhubarbe,St Domingue,4752,594,Étranger,livres,,0,8616
214,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales rhubarbe,La Martinique,2720,340,Étranger,livres,,0,8616
215,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales rhubarbe,La Guadeloupe,904,113,Étranger,livres,,0,8616
216,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales rhubarbe,Cayenne et Guyanne,240,30,Étranger,livres,,0,8616
217,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales safran,St Domingue,1392,58,Dauphiné,livres,,0,
218,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales salsepareille,St Domingue,42748,10687,Indes commerce français,livres,,0,57848
219,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales salsepareille,La Martinique,4556,1139,Indes commerce français,livres,,0,57848
220,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales salsepareille,La Guadeloupe,4608,1152,Indes commerce français,livres,,0,57848
221,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales salsepareille,Sénégal et Guinée,5936,1484,Indes commerce français,livres,,0,57848
222,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales scamonée,St Domingue,11895,793,Levant,livres,,0,20850
223,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales scamonée,La Martinique,5610,374,Levant,livres,,0,20850
