numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
120,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,3,Bonneterie de fil en bas,La Martinique,1560,65,Bretagne,douzaines,,,0,8736
121,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de fil en bas,St Domingue,2232,93,Flandres,,,,0,
122,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de fil en bas,St Domingue,1200,50,Guyenne,douzaines,,,0,
123,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de fil en bas,La Guadeloupe,192,4,Normandie,douzaines,,,0,
124,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de fil en bas,Sénégal et Guinée,1341,169,Quercy,douzaines,,,0,
125,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de fil en bas,Sénégal et Guinée,5420,603,Étranger,douzaines,,,0,
126,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,St Domingue,123427,16457,Languedoc,paires,,,0,130755
127,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,La Martinique,2798,373,Languedoc,paires,,,0,130755
128,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,La Guadeloupe,4530,604,Languedoc,paires,,,0,130755
129,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,St Domingue,1440,192,Bretagne,paires,,,0,
130,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,St Domingue,2440,244,Isle de France,paires,,,0,
131,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,St Domingue,3420,456,Guyenne,paires,,,0,4770
132,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,La Guadeloupe,1350,180,Guyenne,paires,,,0,4770
133,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bonneterie de soie en bas,St Domingue,3642,738,Lyonnais,paires,,,0,
134,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de cuivre,St Domingue,3430,312,Guyenne,grosses,,,0,3590
135,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de cuivre,La Martinique,160,3,Guyenne,grosses,,,0,3590
136,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de cuivre,St Domingue,796,199,Touraine,douzaines,,,0,
137,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de cuivre,St Domingue,853,,Isle de France,,,Pas de quantité indiquée,0,
138,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton d'or,St Domingue,550,,Isle de France,,,Pas de quantité indiquée,0,
139,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de nacre,La Guadeloupe,500,,Isle de France,,,Pas de quantité indiquée,0,
140,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de nacre,St Domingue,700,,Lyonnais,,,Pas de quantité indiquée,0,
141,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de bois,St Domingue,3600,4800,Guyenne,douzaines,,,0,
142,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bouton de fil,St Domingue,2250,150,Guyenne,grosses,,,0,
143,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray gras,St Domingue,3440,34400,Guyenne,livres,,,0,3820
144,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray gras,La Martinique,300,3000,Guyenne,livres,,,0,3820
145,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray gras,La Guadeloupe,80,800,Guyenne,livres,,,0,3820
146,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray sec,St Domingue,11921,170300,Guyenne,livres,,,0,13937
147,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray sec,La Martinique,1260,18000,Guyenne,livres,,,0,13937
148,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray sec,La Guadeloupe,616,8800,Guyenne,livres,,,0,13937
149,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray sec,Cayenne et Guyanne,140,2000,Guyenne,livres,,,0,13937
150,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Bray sec,Sénégal et Guinée,1792,25600,Guyenne,livres,,,0,
151,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Goudron,St Domingue,28290,282900,Guyenne,livres,,,0,37140
152,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Goudron,La Martinique,5250,52500,Guyenne,livres,,,0,37140
153,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Goudron,La Guadeloupe,3000,30000,Guyenne,livres,,,0,37140
154,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Goudron,Cayenne et Guyanne,600,6000,Guyenne,livres,,,0,37140
155,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Goudron,Sénégal et Guinée,5340,53400,Guyenne,livres,,,0,
156,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Caffé,Sénégal et Guinée,604,806,Colonies,livres,,,0,
157,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cannes à pomme d'or,St Domingue,3400,97,Isle de France,en nombre,,,0,3880
158,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cannes à pomme d'or,St Domingue,480,10,Isle de France,en nombre,,,0,3880
159,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Canevettes ou caisse de 6 flacons pour la traite,St Domingue,300,50,Étranger,en nombre,,,0,
160,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Canevettes ou caisse de 6 flacons pour la traite,Sénégal et Guinée,4800,800,Bretagne,en nombre,,,0,
161,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cartes à jouer,St Domingue,3329,1009,Guyenne,sixains,,,0,3567
162,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cartes à jouer,La Martinique,238,72,Guyenne,sixains,,,0,3567
163,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cendres de tabac,La Guadeloupe,160,2000,Guyenne,livres,,,0,
164,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cauris pour la traite,Sénégal et Guinée,117815,157087,Étranger,livres,,,0,
165,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf à la daube,St Domingue,6115,3822,Guyenne,livres,,,0,8067
166,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf à la daube,La Guadeloupe,1952,1220,Guyenne,livres,,,0,8067
167,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf à la daube,Sénégal et Guinée,595,372,Guyenne,livres,,,0,
168,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf salé,St Domingue,415314,1384380,Étranger,livres,,,0,621270
169,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf salé,La Martinique,94446,314820,Étranger,livres,,,0,621270
170,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf salé,La Guadeloupe,77490,258300,Étranger,livres,,,0,621270
171,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf salé,Cayenne et Guyanne,34020,113400,Étranger,livres,,,0,621270
172,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf salé,Sénégal et Guinée,19602,65340,Étranger,livres,,,0,
173,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf,St Domingue,14958,49860,Guyenne,livres,,,0,51786
174,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf,La Guadeloupe,36666,122220,Guyenne,livres,,,0,51786
175,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf,Cayenne et Guyanne,162,540,Guyenne,livres,,,0,51786
176,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Chair de bœuf,La Martinique,4536,15120,Bretagne,livres,,,0,
177,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs,St Domingue,8275,5517,Guyenne,livres,,,0,
178,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs,Sénégal et Guinée,555,370,Guyenne,livres,,,0,
179,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs en saumure,St Domingue,1080,900,Guyenne,livres,,,0,
180,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,St Domingue,18060,903,Guyenne,douzaines,,,0,22100
181,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,La Martinique,2640,132,Guyenne,douzaines,,,0,22100
182,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,La Guadeloupe,1240,62,Guyenne,douzaines,,,0,22100
183,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,Cayenne et Guyanne,160,8,Guyenne,douzaines,,,0,22100
184,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,Sénégal et Guinée,2440,122,Guyenne,douzaines,,,0,
185,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,St Domingue,3150,5250,Isle de France,livres,,,0,
186,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,La Guadeloupe,355,592,Isle de France,livres,,,0,
187,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Langues de bœufs fourrées,Sénégal et Guinée,946,1577,Isle de France,livres,,,0,
188,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Viande confite,St Domingue,10226,8855,Guyenne,livres,,,0,10298
189,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Viande confite,La Martinique,72,60,Guyenne,livres,,,0,10298
190,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Viande confite,Sénégal et Guinée,1440,1200,Guyenne,livres,,,0,
191,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Andouilles,St Domingue,318,636,Guyenne,livres,,,0,1071
192,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Andouilles,La Guadeloupe,753,1506,Guyenne,livres,,,0,1071
193,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cervelats,St Domingue,5463,3642,Guyenne,livres,,,0,6282
194,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cervelats,La Martinique,219,146,Guyenne,livres,,,0,6282
195,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cervelats,La Guadeloupe,600,400,Guyenne,livres,,,0,6282
196,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cervelats,Sénégal et Guinée,577,385,Guyenne,livres,,,0,
197,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon confit,St Domingue,2597,4246,Guyenne,livres,,,0,2837
198,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon confit,La Guadeloupe,240,300,Guyenne,livres,,,0,2837
199,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon confit,Sénégal et Guinée,138,172,Guyenne,livres,,,0,
200,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,St Domingue,326041,815103,Étranger,livres,,,0,389352
201,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,La Martinique,52205,130513,Étranger,livres,,,0,389352
202,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,La Guadeloupe,9946,24864,Étranger,livres,,,0,389352
203,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,Cayenne et Guyanne,1160,2901,Étranger,livres,,,0,389352
204,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,Sénégal et Guinée,18187,45468,Étranger,livres,,,0,
205,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,St Domingue,1040,2600,Poitou,livres,,,0,
206,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,St Domingue,420,1050,Guyenne,livres,,,0,1540
207,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,La Martinique,1000,2500,Guyenne,livres,,,0,1540
208,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,4,Cochon salé,La Guadeloupe,120,300,Guyenne,livres,,,0,1540
209,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,St Domingue,229409,382348,Guyenne,livres,,,0,341206
210,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,La Martinique,66260,110434,Guyenne,livres,,,0,341206
211,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,La Guadeloupe,43977,73295,Guyenne,livres,,,0,341206
212,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,Cayenne et Guyanne,1560,2600,Guyenne,livres,,,0,341206
213,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,Sénégal et Guinée,5766,9610,Guyenne,livres,,,0,
214,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,St Domingue,6738,11230,Provence,livres,,,0,
215,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Jambon,St Domingue,906,1510,Normandie,livres,,,0,
216,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Lard salé,St Domingue,96268,240670,Guyenne,livres,,,0,151537
217,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Lard salé,La Martinique,22988,57469,Guyenne,livres,,,0,151537
218,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Lard salé,La Guadeloupe,25801,64502,Guyenne,livres,,,0,151537
219,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Lard salé,Cayenne et Guyanne,6480,16200,Guyenne,livres,,,0,151537
220,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Lard salé,Sénégal et Guinée,34558,86396,Guyenne,livres,,,0,
221,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Lard salé,La Martinique,1200,3000,Normandie,livres,,,0,
222,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Petit salé,St Domingue,81820,204550,Guyenne,livres,,,0,90888
223,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Petit salé,La Martinique,6748,16870,Guyenne,livres,,,0,90888
224,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Petit salé,La Guadeloupe,1760,4400,Guyenne,livres,,,0,90888
225,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Petit salé,Cayenne et Guyanne,560,1400,Guyenne,livres,,,0,90888
226,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Petit salé,Sénégal et Guinée,5096,12740,Guyenne,livres,,,0,
227,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Petit salé,St Domingue,10760,26900,Étranger,livres,,,0,
228,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Saucisson,St Domingue,379,250,Guyenne,livres,,,1,
229,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Saucisson,St Domingue,379,80,Guyenne,douzaines,,,2,
230,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Saucisson,St Domingue,1584,1981,Guyenne,livres,,,0,1837
231,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,5,Saucisson,La Martinique,253,316,Guyenne,livres,,,0,1837
