numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,origine,quantity_unit,Leurvaleursubtotal_1,remarks,Double compte
535,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie de fer,La Martinique,3800,2550,Rouen,livres,11600,,0
536,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie de fer,Tabago,200,,Rouen,,11600,,0
537,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie de fer,Sénégal et Guinée,1000,1500,Rouen,livres,,,0
538,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie clous de fer,St Domingue,60795,173700,Le Havre,livres,89600,,0
539,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie clous de fer,La Martinique,24290,69400,Le Havre,livres,89600,,0
540,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie clous de fer,La Guadeloupe,3535,10100,Le Havre,livres,89600,,0
541,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie clous de fer,Tabago,980,2800,Le Havre,livres,89600,,0
542,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Rocaille de verre,Sénégal et Guinée,1162,1550,Marseille,livres,,,0
543,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Rubans de soye,St Domingue,220,4,Lyon,livres,1815,,0
544,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Rubans de soye,La Martinique,1100,20,Lyon,livres,1815,,0
545,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Rubans de soye,La Guadeloupe,495,9,Lyon,livres,1815,,0
546,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sacs à caffé,St Domingue,3295,2320,Le Havre,en nombre,5807,,0
547,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sacs à caffé,La Martinique,2512,1750,Le Havre,en nombre,5807,,0
548,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Savon,Tabago,8775,11700,Marseille,livres,,,0
549,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Savon,Sénégal et Guinée,18822,25097,Marseille,livres,,,0
550,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sirop mélasse,Sénégal et Guinée,1090,4600,Le Havre,livres,,,0
551,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sucre brut,Sénégal et Guinée,1028,2236,Isles françaises,livres,,,0
552,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sucre en pain,Tabago,990,990,Le Havre,livres,,,0
553,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sucre en pain,Sénégal et Guinée,240,240,Le Havre,livres,,,0
554,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sucre terré,Sénégal et Guinée,11006,15723,St Domingue,livres,,,0
555,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Sucrerie en dragée,St Domingue,660,330,Verdun,livres,,,0
556,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif,La Martinique,72,120,Angleterre,livres,6792,,0
557,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif,Tabago,6720,11200,Angleterre,livres,6792,,0
558,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif,Sénégal et Guinée,936,1560,Angleterre,livres,,,0
559,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif en chandelles,Sénégal et Guinée,1725,2300,Marseille,livres,,,0
560,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif en chandelles,St Domingue,2610,3480,Angleterre,livres,5977,,0
561,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif en chandelles,La Martinique,742,990,Angleterre,livres,5977,,0
562,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif en chandelles,La Guadeloupe,1125,1500,Angleterre,livres,5977,,0
563,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif en chandelles,Tabago,1500,2000,Angleterre,livres,5977,,0
564,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Suif en chandelles,Sénégal et Guinée,187,250,Angleterre,livres,,,0
565,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Tapis de laine,Sénégal et Guinée,7204,484,Abbeville,en nombre,,,0
566,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile d'embalage,La Martinique,500,620,Rouen,aunes,,,0
567,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile d'embalage,Tabago,8080,8080,Angleterre,aunes,,,0
568,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile cirée,St Domingue,1250,1000,Rouen,aunes,,,0
569,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile à carreaux,St Domingue,2900,2020,Lille,aunes,3260,,0
570,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile à carreaux,La Martinique,360,240,Lille,aunes,3260,,0
571,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile à carreaux,La Martinique,1267,994,Rouen,aunes,,,0
572,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile à carreaux,Sénégal et Guinée,19550,9775,Rouen,aunes,,,0
573,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile noire,St Domingue,600,500,Laval,aunes,,,0
574,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile polonaise,St Domingue,17952,8160,Rouen,aunes,,,0
575,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile bayette,Sénégal et Guinée,1176,392,Beauvais,aunes,,,0
576,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile bayette,Sénégal et Guinée,17079,5693,Angleterre,aunes,,,0
577,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile bayette,Sénégal et Guinée,1300,375,Hollande,aunes,,,0
578,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile batiste,St Domingue,7653,879,St Quentin,aunes,10553,,0
579,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile batiste,La Martinique,2900,15,St Quentin,pièces,10553,,0
580,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile batiste,St Domingue,4275,570,Valencienne,aunes,10485,,0
581,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile batiste,La Martinique,6210,828,Valencienne,aunes,10485,,0
582,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile batiste,Sénégal et Guinée,13195,4060,Beauvais,aunes,,,0
583,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,St Domingue,6300,2785,Rouen,aunes,7650,,0
584,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,La Martinique,1350,540,Rouen,aunes,7650,,0
585,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,St Domingue,4535,1814,Lille,aunes,10162,,0
586,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,La Martinique,4500,1800,Lille,aunes,10162,,0
587,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,Tabago,1127,451,Lille,aunes,10162,,0
588,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,Sénégal et Guinée,1480,592,Lille,aunes,,,0
589,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile coutil fil,St Domingue,300,150,St Lô,aunes,,,0
590,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,St Domingue,13330,13330,Rouen,aunes,22732,,0
591,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,La Martinique,6800,6800,Rouen,aunes,22732,,0
592,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,La Guadeloupe,1850,1850,Rouen,aunes,22732,,0
593,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,Tabago,752,752,Rouen,aunes,22732,,0
594,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,St Domingue,31418,31418,Lille,aunes,45489,,0
595,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,La Martinique,7417,7417,Lille,aunes,45489,,0
596,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile gingas,La Guadeloupe,6654,6654,Lille,aunes,45489,,0
597,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile linon,St Domingue,860,86,St Quentin,aunes,1760,,0
598,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile linon,Tabago,900,90,St Quentin,aunes,1760,,0
599,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,Sénégal et Guinée,9520,3586,Angleterre,aunes,,,0
600,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,La Martinique,5670,1620,Nantes,aunes,,,0
601,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,Sénégal et Guinée,27258,7868,Nantes,aunes,,,0
602,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,St Domingue,3150,900,Beauvais,aunes,,,0
603,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,St Domingue,25826,7379,Rouen,aunes,,,0
604,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,St Domingue,10710,3060,Jouy,aunes,,,0
605,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,Sénégal et Guinée,3420,114,St Malo,pièces,,,0
606,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,Sénégal et Guinée,101880,3066,Ostende,pièces,,,1
607,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,Sénégal et Guinée,101880,4200,Ostende,aunes,,,2
608,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Toile indienne,Sénégal et Guinée,140,5,Hollande,pièces,,,0
609,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile indienne,Sénégal et Guinée,6510,186,Dunkerque,pièces,,,0
610,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile indienne,Sénégal et Guinée,3920,140,Marseille,pièces,,,0
611,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de coton blanche,La Martinique,11450,3479,Rouen,aunes,13207,,0
612,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de coton blanche,Tabago,1757,505,Rouen,aunes,13207,,0
613,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de coton blanche,Sénégal et Guinée,115450,46180,Rouen,pièces,,,0
614,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile siamoise fil et coton,St Domingue,40305,16122,Rouen,aunes,43805,,0
615,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile siamoise fil et coton,La Martinique,3500,1400,Rouen,aunes,43805,,0
616,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile siamoise fil et coton,Sénégal et Guinée,3425,1370,Rouen,pièces,,,0
617,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile blancard,St Domingue,8800,4000,Rouen,aunes,,,0
618,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin fil d'epreuve,St Domingue,12370,4948,Lille,aunes,23682,,0
619,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin fil d'epreuve,La Martinique,6000,2400,Lille,aunes,23682,,0
620,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin fil d'epreuve,La Guadeloupe,5312,2125,Lille,aunes,23682,,0
621,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin fil d'epreuve,St Domingue,13125,5250,Rouen,aunes,28125,,0
622,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin fil d'epreuve,La Martinique,6250,2500,Rouen,aunes,28125,,0
623,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin fil d'epreuve,La Guadeloupe,8750,3500,Rouen,aunes,28125,,0
624,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin grise,St Domingue,3650,1757,Laval,aunes,4050,,0
625,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin grise,La Martinique,400,260,Laval,aunes,4050,,0
626,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin ecrue,St Domingue,692,383,Laval,aunes,2381,,0
627,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin ecrue,La Martinique,1150,600,Laval,aunes,2381,,0
628,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin ecrue,Tabago,539,263,Laval,aunes,2381,,0
629,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche commune,La Martinique,3100,3150,Bretagne,aunes,,,0
630,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,15437,4750,Cholet,aunes,20149,,0
631,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,1690,520,Cholet,aunes,20149,,0
632,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,3022,930,Cholet,aunes,20149,,0
633,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,78384,29031,Laval,aunes,122405,,0
634,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,19608,7292,Laval,aunes,122405,,0
635,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,24413,9042,Laval,aunes,122405,,0
636,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,2200,577,Mayenne,aunes,2674,,0
637,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,Tabago,474,293,Mayenne,aunes,2674,,0
638,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,8850,2950,Angers,aunes,,,0
639,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,3000,900,Paris,aunes,,,0
640,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,3960,1320,Troye,aunes,,,0
641,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,420,84,St Quentin,aunes,1245,,0
642,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,825,165,St Quentin,aunes,1245,,0
643,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,4300,2800,Beaufort,aunes,,,0
644,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,159911,45689,Rouen,aunes,270723,,0
645,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,62195,17770,Rouen,aunes,270723,,0
646,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,1435,410,Rouen,aunes,270723,,0
647,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,Tabago,7182,2052,Rouen,aunes,270723,,0
648,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,52776,13194,Lille,aunes,81576,,0
649,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,17200,4300,Lille,aunes,81576,,0
650,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,11600,2900,Lille,aunes,81576,,0
651,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,2800,1000,Pontivy,aunes,,,0
652,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,12382,3810,Senlis,aunes,31222,,0
653,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,3240,997,Senlis,aunes,31222,,0
654,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,15600,4800,Senlis,aunes,31222,,0
655,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,5235,1745,Amiens,aunes,,,0
656,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,Tabago,4173,1745,Angleterre,aunes,,,0
657,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,2860,960,Beauvais,aunes,5110,,0
658,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,2250,750,Beauvais,aunes,5110,,0
659,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,51570,19100,Morlaix,aunes,84078,,0
660,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Martinique,30348,11240,Morlaix,aunes,84078,,0
661,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,La Guadeloupe,2160,800,Morlaix,aunes,84078,,0
662,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,St Domingue,2355,628,Courtray,aunes,,,0
663,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin blanche,Ypres,39000,13000,Ypres,aunes,,,0
664,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin peinte et imprimée,Sénégal et Guinée,1440,24,Marseille,pièces,,,0
665,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de lin peinte et imprimée,La Martinique,1050,350,Beauvais,aunes,,,0
