numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,Droits totaux indiqués,doubleaccounts
526,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Fruits ; frais. - Divers, tels que pommes, poires, raisins, etc",Colonies,,13000,kg,,,,0,
527,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Fruits ; secs. - Figues, raisins, pruneaux et poires tapées",Monde (Hors Colonies),,4178711,kg,,,,"11463,96",
528,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Fruits ; secs. - Figues, raisins, pruneaux et poires tapées",Colonies,,45723,kg,,,,0,
529,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Noix. - Noisettes et avelines,Monde (Hors Colonies),,492133,kg,,,,"10826,93",
530,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Noix. - Noisettes et avelines,Colonies,,4864,kg,,,,0,
531,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Amandes en coques ou cassées,Monde (Hors Colonies),,971021,kg,,,,"21362,46",
532,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Amandes en coques ou cassées,Colonies,,64594,kg,,,,0,
533,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Poix ou galipot,Monde (Hors Colonies),,46777,kg,,,,"11084,69",1
534,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Poix ou galipot,Colonies,,60983,kg,,,,0,
535,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Brai gras ou goudron,Monde,,820689,kg,,,,"11084,69",2
536,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Résines indigènes ; épurées. - Térébenthine (Pâte de),Monde (Hors Colonies),,2050222,kg,,,,"22590,42",
537,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Résines indigènes ; épurées. - Térébenthine (Pâte de),Colonies,,1105,kg,,,,0,
538,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Résines indigènes ; distillées (Essence de térébenthine),Monde (Hors Colonies),,556725,kg,,,,"3061,99",
539,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Résines indigènes ; distillées (Essence de térébenthine),Colonies,,8256,kg,,,,0,
540,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Résines indigènes ; résidu de distillation. - Brai sec, résine d'huile",Monde (Hors Colonies),,821740,kg,,,,"9039,14",
541,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Résines indigènes ; résidu de distillation. - Brai sec, résine d'huile",Colonies,,625,kg,,,,0,
542,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Huiles ; d'olives ; fines,Monde (Hors Colonies),,402174,kg,,,,"45123,96",
543,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Huiles ; d'olives ; fines,Colonies,,472551,kg,,,,0,
544,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Huiles ; d'olives ; communes,Monde,,63644,kg,,,,"7014,59",
545,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Huiles ; d'olives ; sorties de l'île de Corse pour la France,Monde,,591041,kg,,,,"32507,26",
546,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Huiles ; de graines, de lin, colza, navette, etc. et de noix",Monde (Hors Colonies),,4015685,kg,,,,"130841,72",
547,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Huiles ; de graines, de lin, colza, navette, etc. et de noix",Colonies,,39530,kg,,,,0,
548,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Espèces médicinales. - Fruits à dénommer,Monde (Hors Colonies),,34963,kg,,,,"3053,06",
549,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Espèces médicinales. - Fruits à dénommer,Colonies,,10,kg,,,,0,
550,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Charbon de bois,Monde,,651650,kg,,,,"7168,15",
551,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Bois communs ; de pin et sapin ; brut ou écarri à la hache,Monde,,2063,stère,,,,"11406,29",1
552,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Bois commun ; de pin et sapin ; Scié ; de plus de 80 millimètres d'épaisseur,Monde (Hors Colonies),,554,stère,,,,"11406,29",2
553,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Bois commun ; de pin et sapin ; Scié ; de plus de 80 millimètres d'épaisseur,Colonies,,1505,stère,,,,0,
554,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Bois commun ; de pin et sapin ; Scié ; de plus de 80 millimètres d'épaisseur,Monde,,49930,mètre,,,,"11406,29",3
555,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Bois commun ; de pin et sapin ; Scié ; moins de 34 millimètres d'épaisseur,Monde,,1410079,mètre,,,,"11406,29",4
556,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Bois commun ; de pin et sapin ; Scié ; de cham,Monde,,157743,mètre,,,,"11406,29",5
557,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Bois commun ; de chêne, et sans désignation d'espèce, scié",Monde,,49849,mètre,,,,"11406,29",6
558,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Perches ; à houblon,Monde,,23315,en nombre,,,,"3855,85",1
559,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Perches, de Lawaire",Monde,,26905,en nombre,,,,"3855,85",2
560,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Perches, du Warette",Monde,,26594,en nombre,,,,"3855,85",3
561,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Feuillard ; de 2 mètres de longueur et au-dessous,Monde,,60068,en nombre,,,,"3855,85",4
562,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Feuillard ; de 2 à 4 mètres exclusivement,Monde (Hors Colonies),,488714,en nombre,,,,"3855,85",5
563,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Feuillard ; de 2 à 4 mètres exclusivement,Colonies,,1612725,en nombre,,,,0,
564,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Feuillard ; de 4 mètres et au-dessus,Monde,,25902,en nombre,,,,"3855,85",6
565,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Liége ; en planches,Monde (Hors Colonies),,382512,kg,,,,"4776,79",1
566,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Liége ; en planches,Colonies,,320,kg,,,,0,
567,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Liége ; ouvré, en bouchons, etc",Monde (Hors Colonies),,206969,kg,,,,"4776,79",2
568,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Liége ; ouvré, en bouchons, etc",Colonies,,11063,kg,,,,0,
569,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Chanvre ; teillé et étoupes,Monde (Hors Colonies),,71193,kg,,,,"25877,95",1
570,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Chanvre ; teillé et étoupes,Colonies,,47260,kg,,,,0,
571,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Chanvre ; peigné,Monde,,320745,kg,,,,"25877,95",2
572,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Lin ; teillé et étoupes,Monde,,20177,kg,,,,"14444,87",1
573,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Lin ; peigné,Monde,,85703,kg,,,,"14444,87",2
574,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Garance moulue ou en paille,Monde,,2231654,kg,,,,"24548,2",
575,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Gaude et pastel,Monde,,110857,kg,,,,"7316,56",
576,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Écorces à tan non moulues,Monde,,447713,kg,,,,"9313,76",
577,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Chardons cardières,Monde,,94840,kg,,,,"15536,3",
578,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Semences de prairies ; de trèfle et de luzerne,Monde,,2881651,kg,,,,"7934,85",1
579,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Semences de prairies ; de fenu-grec,Monde (Hors Colonies),,3749,kg,,,,"7934,85",2
580,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Semences de prairies ; de fenu-grec,Colonies,,2586,kg,,,,0,
581,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Mélasses,Monde (Hors Colonies),,3122656,kg,,,,"8587,3",
582,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Mélasses,Colonies,,400,kg,,,,0,
583,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Tabacs ; en feuilles,Monde,,1839675,kg,,,,"22327,4",1
584,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Tabacs ; Côtes de,Monde,,380175,kg,,,,"22327,4",2
585,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Déchets et débris ; Tourteaux de graines oléagineuses,Monde,,11537471,kg,,,,"253824,37",
586,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Cendres lessivées, de bois, tourbe et houille",Monde,,1250140,kg,,,,"3437,89",
587,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Pierres à feu, autres que les agates",Monde (Hors Colonies),,376789,kg,,,,"4144,62",
588,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Pierres à feu, autres que les agates",Colonies,,6481,kg,,,,0,
589,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Terre de pipe,Monde,,138062,kg,,,,"3120,34",1
590,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Craie,Monde (Hors Colonies),,691394,kg,,,,"3120,34",2
591,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Craie,Colonies,,7416,kg,,,,0,
592,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Derle ou terre à porcelaine,Monde,,9327,kg,,,,"3120,34",3
593,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Plâtre brut ou calciné,Monde (Hors Colonies),,4756375,kg,,,,"9546,06",1
594,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Plâtre brut ou calciné,Colonies,,340340,kg,,,,0,
595,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Chaux en pierres ou éteinte,Monde,,1029112,kg,,,,"9546,06",2
596,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Marne,Monde (Hors Colonies),,61302801,kg,,,,"13486,62",
597,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Marne,Colonies,,15000,kg,,,,0,
598,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pierres ; à bâtir,Monde (Hors Colonies),,2326575,kg,,,,"5116,97",1
599,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pierres ; à bâtir,Colonies,,56900,kg,,,,0,
600,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pierres ; meulière,Monde,,848506,kg,,,,"5116,97",2
601,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pierres ; pavés,Monde (Hors Colonies),,1476700,kg,,,,"5116,97",3
602,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pierres ; pavés,Colonies,,493150,kg,,,,0,
603,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Ardoises, pour toitures",Monde (Hors Colonies),,25354528,en nombre,,,,"26688,13",
604,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Ardoises, pour toitures",Colonies,,54000,en nombre,,,,0,
605,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Briques, tuiles et carreaux de terre",Monde (Hors Colonies),,26114765,en nombre,,,,"8276,06",
606,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Briques, tuiles et carreaux de terre",Colonies,,2539810,en nombre,,,,0,
607,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Meules ; à moudre,Monde,,243,en nombre,,,,5148,
608,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Meules ; à aiguiser,Monde,,15370,en nombre,,,,"3024,18",
609,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Or ; monnayé,Monde,,4649,kg,,,,"10292,06",1
610,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Or ; en orfévrerie,Monde,,667,kg,,,,"10292,06",2
611,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Or ; en bijouterie,Monde,,555,kg,,,,"10292,06",3
612,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Argent ; monnayé,Monde,,374675,kg,,,,"4121,43",
613,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Argent ; en orfévrerie,Monde,,4290,kg,,,,"9236,73",1
614,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Argent ; en bijouterie,Monde,,392,kg,,,,"9236,73",2
615,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Métaux dorés, argenté, vernissés, etc",Monde (Hors Colonies),,446589,kg,,,,"14737,46",
616,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Métaux dorés, argenté, vernissés, etc",Colonies,,1433,kg,,,,0,
617,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fonte ; en gueuses,Monde,,110777,kg,,,,"10632,74",1
618,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Fonte ; moulée, en quelque forme que ce soit",Monde (Hors Colonies),,855835,kg,,,,"10632,74",2
619,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Fonte ; moulée, en quelque forme que ce soit",Colonies,,13349,kg,,,,0,
620,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fer ; étiré. - en barres. - toutes dimensions,Monde (Hors Colonies),,692823,kg,,,,"7621,05",
621,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fer ; étiré. - en barres. - toutes dimensions,Colonies,,71076,kg,,,,0,
622,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Ancres,Monde,,8128,kg,,,,"6254,73",1
623,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Clous,Monde,,152753,kg,,,,"6254,73",2
624,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fer ; ouvré ; divers,Monde (Hors Colonies),,407731,kg,,,,"6254,73",3
625,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fer ; ouvré ; divers,Colonies,,71076,kg,,,,0,
626,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Sels ; marin de marais ou de salines,Monde (Hors Colonies),,125520808,kg,,,,"13807,29",
627,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Sels ; marin de marais ou de salines,Colonies,,36639,kg,,,,0,
628,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Sulfates ; d'alumine (alun),Monde,,154378,kg,,,,"3394,12",
629,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Sulfates ; de fer, de cuivre, de zinc (couperose)",Monde (Hors Colonies),,237856,kg,,,,"5254,83",
630,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Sulfates ; de fer, de cuivre, de zinc (couperose)",Colonies,,8,kg,,,,0,
631,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tartrates (acides de potasse) ; lie de vin ; liquide,Monde,,59779,kg,,,,"4687,84",1
632,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tartrates (acides de potasse) ; lie de vin ; desséchée,Monde,,42607,kg,,,,"4687,84",2
633,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tartre brut,Monde,,110352,kg,,,,"8667,05",
634,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Crême de tartre,Monde (Hors Colonies),,182631,kg,,,,"3229,47",
635,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Crême de tartre,Colonies,,518,kg,,,,0,
636,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Acétates ; de plomb (Sel de Saturne),Monde,,146830,kg,,,,"3230,27",
637,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Acétates ; de cuivre, non cristallisé et cristallisé (verdet)",Monde (Hors Colonies),,357667,kg,,,,"7868,68",
638,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Acétates ; de cuivre, non cristallisé et cristallisé (verdet)",Colonies,,154,kg,,,,0,
639,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Vins ordinaires,Monde (Hors Colonies),,108822565,litre,,,,"1564065,96",
640,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Vins ordinaires,Colonies,,4961587,litre,,,,0,
641,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Vinaigres de vin,Monde (Hors Colonies),,1937089,litre,,,,"26654,65",
642,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Vinaigres de vin,Colonies,,125465,litre,,,,0,
643,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Eaux-de-vie ; de vin ; sans indication de degré,Monde (Hors Colonies),,22253671,litre,,,,"244790,38",
644,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Eaux-de-vie ; de vin ; sans indication de degré,Colonies,,470583,litre,,,,0,
645,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Eaux-de-vie ; de vin ; au-dessus de 32 degrés,Monde,,441038,litre,,,,"4851,42",
646,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Eaux-de-vie ; de genièvre et de grains,Monde (Hors Colonies),,415801,litre,,,,"4573,81",
647,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Eaux-de-vie ; de genièvre et de grains,Colonies,,417583,litre,,,,0,
648,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Eaux de senteur, de Cologne, d'oranger, etc",Monde (Hors Colonies),,133365,kg,,,,"10560,22",1
649,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Eaux de senteur, de Cologne, d'oranger, etc",Colonies,,18397,kg,,,,0,
650,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Parfumerie ; Poudres, pommades, etc",Monde (Hors Colonies),,346911,kg,,,,"10560,22",2
651,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Parfumerie ; Poudres, pommades, etc",Colonies,,16305,kg,,,,0,
652,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Amidon,Monde,,145040,kg,,,,"3190,89",
653,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Instruments. - Machines et mécaniques,Monde (Hors Colonies),429279,,francs,,,,"6725,19",
654,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Instruments. - Machines et mécaniques,Colonies,57994,,francs,,,,0,
655,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Armes ; de guerre, à feu, portatitves ",Monde (Hors Colonies),,5873,kg,,,,"3413,36",1
