numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
402,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Parapluie,Gênes,144,36,Nombre,,144,0
403,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Parfumerie; Pate d'amande,Marseille,347,"11,59",Quintal,Unité d'origine Livre,"-0,7",30
404,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Parfumerie; Poudre,Marseille,7271,"242,38",Quintal,Unité d'origine Livre,"-0,4",30
405,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pate d'Italie vermicelle,Marseille,4322,"144,07",Quintal,Unité d'origine Livre,"-0,1",30
406,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pate d'Italie vermicelle,Sardaigne,278,"9,27",Quintal,Unité d'origine Livre,"-0,1",30
407,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pate d'Italie vermicelle,Gênes,3107,"103,57",Quintal,Unité d'origine Livre,"-0,1",30
408,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pate d'Italie vermicelle,Milanes Toscane,1218,"40,6",Quintal,Unité d'origine Livre,0,30
409,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Peaux; Diverses,Marseille,281,,,,281,0
410,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Peaux; D'agneau en laine,Marseille,1558,"311,62",Quintal,Unité d'origine Livre,"-9348,7",35
411,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Peaux; De chevreaux en poil,Marseille,32338,32338,Nombre,,0,1
412,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Peaux; De mouton en laine,Marseille,1732,2310,Nombre,,"-0,5","0,75"
413,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Peaux; De veau en poil,Marseille,17896,8948,Nombre,,0,2
414,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pinceaux,Marseille,696,"6,96",Quintal,Unité d'origine Livre,0,100
415,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pierres; Diverses,Marseille,484,,,,484,0
416,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Pierres; De joyet,Espagne,2751,"183,42",Quintal,Unité d'origine Livre,"-0,3",15
417,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Plante d'arbres,Marseille,150,,,,150,0
418,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Plante d'arbres,Sardaigne,100,,,,100,0
419,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Plante d'arbres,Gênes,200,,,,200,0
420,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Plomb en saumont,Marseille,11272,"450,89",Quintal,Unité d'origine Livre,"-0,25",25
421,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Plomb en saumont,Angleterre,625,15,Quintal,Unité d'origine Livre,250,25
422,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Plumes à lit,Marseille,1869,"12,46",Quintal,Unité d'origine Livre,0,150
423,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poil de chevres,Marseille,210,42,Livre,,0,5
424,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poussière de pin,Marseille,1460,"292,1",Quintal,Unité d'origine Livre,"-0,5",5
425,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poissons; Divers,Marseille,1035,,,,1035,0
426,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poissons; Anchoix,Espagne,40114,"891,43",Quintal,Unité d'origine Livre,"-0,35",45
427,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poissons; Harengs saurs,Marseille,12484,227,Barile,,-1,55
428,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poissons; Morue sèche,Marseille,362852,"12095,08",Quintal,Unité d'origine Livre,"-0,4",30
429,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poissons; Saumon salé,Marseille,74200,74200,Livre,,0,1
430,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Poissons; Thon mariné,Marseille,1811,1811,Livre,,0,1
431,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Quincaillerie; De fer clous,Marseille,2507,"71,6",Quintal,Unité d'origine Livre,1,35
432,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Quincaillerie; Faux,Marseille,1022,"21,31",Quintal,Unité d'origine Livre,"-0,88",48
433,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Quincaillerie; Moulins,Marseille,1120,,,,1120,0
434,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Rognures de papier,Marseille,504,42,Quintal,Unité d'origine Livre,0,12
435,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Sacs vides,Marseille,409,,,,409,0
436,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Savon,Marseille,506819,"12067,13",Quintal,Unité d'origine Livre,"-0,46",42
437,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Sirop de melasse,Marseille,490,"23,36",Quintal,Unité d'origine Livre,"-0,56",21
438,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Souffre; En fleur,Marseille,8237,"329,48",Quintal,Unité d'origine Livre,0,25
439,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Souffre; En fanon,Marseille,14630,"1828,74",Quintal,Unité d'origine Livre,"0,08",8
440,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Sucre; Brut,Marseille,2518,"62,96",Quintal,Unité d'origine Livre,"-0,4",40
441,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Sucre; Rafiné,Marseille,17800,178,Quintal,Unité d'origine Livre,0,100
442,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Sucre; Terré,Marseille,203837,"2547,84",Quintal,Unité d'origine Livre,"9,8",80
443,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Sucre; Vergeoise,Marseille,6864,"190,67",Quintal,Unité d'origine Livre,"-0,12",36
444,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Suif;,Marseille,69529,"1986,53",Quintal,Unité d'origine Livre,"0,45",35
445,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Suif;,Amérique,606,"11,6",Quintal,Unité d'origine Livre,200,35
446,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Suif; Chandelles,Marseille,1997,"39,85",Quintal,Unité d'origine Livre,"4,5",50
447,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Suif; Chandelles,Russie,1040,"20,8",Quintal,Unité d'origine Livre,0,50
448,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Terre; Pozolane,Milanes Toscane,3702,"3702,55",Quintal,Unité d'origine Livre,"-0,55",1
449,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Terre; Blanche,Marseille,364,"92,84",Quintal,Unité d'origine Livre,"-100,2",5
450,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Terraille; Noire,Marseille,240,"16,25",Quintal,Unité d'origine Livre,"-3,75",15
451,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Terraille; Noire,Gênes,20716,"1514,4",Quintal,Unité d'origine Livre,-2000,15
452,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Terraille; Grise,Gênes,1800,150,Quintal,Unité d'origine Livre,0,12
453,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Thé,Marseille,384,96,Livre,,0,4
454,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Thé,Etats de l'empereur,128,32,Livre,,0,4
455,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Toile à voile,Marseille,4574,2787,Aune,,-1000,2
456,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Toile à voile,Amérique,393,262,Livre,,0,"1,5"
457,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Vin; Blanc,Milanes Toscane,2355,98,Muid,Plus 36 pintes,2355,0
458,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Vin; Rouge,Marseille,4450,278,Muid,Plus 66 pintes,4450,0
459,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Vin; Rouge,Espagne,10528,657,Muid,Plus 264 pintes,10528,0
460,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Vin; De liqueurs,Marseille,1753,"7013,04",Pintes,Unité d'origine Muid et Pinte,"-0,26","0,25"
461,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Vin; De liqueurs,Espagne,33442,"33441,25",Pintes,,"25081,69","0,25"
462,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Vin; Gaté,Gênes,360,30,Muid,,360,0
463,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,14,Voilures,Marseille,144,,,,144,0
