dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Pays-Bas,8102.6,3683,10853,Kilo,2.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Toscane,88,40,10853,Kilo,2.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Ambre gris,Pays-Bas,14294,10210,21294,Grammes,1.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Ambre gris,Toscane,7000,5000,21294,Grammes,1.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Angleterre,1914,957,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Belgique,5274,2637,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Brésil,26704,13352,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Etats Sardes,1336,668,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Etats-Unis,37394,18697,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,N.-Grenade,3882,1941,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Pays-Bas,5156,2578,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Portugal,3566,1783,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de Copahu,Villes anséatiques,3578,1789,88804,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Angleterre,5007,1669,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Belgique,7050,2350,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Egypte,411,137,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Etats Sardes,3567,1189,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Indes anglaises,0,0,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Indes hollandaises,0,0,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Pays-Bas,3423,1141,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Russie,1854,618,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Toscane,7941,2647,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,Baumes ; de benjoin,Turquie,273,91,29526,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,"Baumes ; de storax préparé, liquide",Autriche,1859.2,1162,2911,Kilo,1.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,"Baumes ; de storax préparé, liquide",Toscane,1075.2,672,2911,Kilo,1.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,162,"Baumes ; de storax préparé, liquide",Turquie,6.4,4,2911,Kilo,1.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; brut,Alger,872,218,60216,Kilo,4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; brut,Indes hollandaises,51476,12869,60216,Kilo,4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; brut,Pays-Bas,7868,1967,60216,Kilo,4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; raffiné,Etats Sardes,6672.5,785,18421,Kilo,8.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; raffiné,Pays-Bas,8933.5,1051,18421,Kilo,8.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; raffiné,Toscane,8.5,1,18421,Kilo,8.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; raffiné,Turquie,1725.5,203,18421,Kilo,8.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Camphre ; raffiné,Villes anséatiques,960.5,113,18421,Kilo,8.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Allemagne,26270,2627,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Angleterre,3230,323,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Deux-Siciles,10070,1007,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Etats Sardes,3020,302,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Russie,11410,1141,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Suisse,3200,320,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Turquie,4820,482,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Cantharides,Villes anséatiques,14520,1452,76540,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,159,Cassia Lignea,Cayenne,440,176,1940,Kilo,2.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,159,Cassia Lignea,Etats Sardes,1500,600,1940,Kilo,2.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Castoreum,Allemagne,480,6,43920,Kilo,80
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Castoreum,Angleterre,34560,432,43920,Kilo,80
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Castoreum,Belgique,2560,32,43920,Kilo,80
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Castoreum,Etats Sardes,1040,13,43920,Kilo,80
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Castoreum,Pays-Bas,4880,61,43920,Kilo,80
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Castoreum,Suisse,400,5,43920,Kilo,80
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Alger,103.6,148,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Allemagne,152.6,218,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Angleterre,3.5,5,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Belgique,697.2,996,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Chili,0,0,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Deux-Siciles,97.3,139,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Etats Sardes,145.6,208,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Grèce,2306.5,3295,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Indes anglaises,4.2,6,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Indes françaises,2.1,3,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Prusse,1.4,2,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Russie,307.3,439,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Suède,11.9,17,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Cornes de cerf et de snack,Villes anséatiques,123.2,176,3959,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Allemagne,21.6,27,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Bourbon,1.6,2,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Brésil,3144.8,3931,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Etats Sardes,152,190,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Etats-Unis,0.8,1,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Indes françaises,48.8,61,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Pays-Bas,8,10,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Suisse,3.2,4,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; autres,Venezuela,32.8,41,3414,Kilo,0.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Allemagne,33.5,67,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Angleterre,0,0,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Belgique,259.5,519,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Deux-Siciles,1182,2364,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Espagne,173,346,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Etats Sardes,6553.5,13107,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Pays-Bas,1110,2220,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,"Ecorces ; de citron, d'orange et de leurs variétés",Venezuela,140,280,9452,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Allemagne,232,29,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Angleterre,33536,4192,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Belgique,84208,10526,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Brésil,232,29,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Chili,332952,41619,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Deux-Siciles,1456,182,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Espagne,127464,15933,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Etats Sardes,18792,2349,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Etats-Unis,2712,339,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Pays-Bas,591504,73938,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Portugal,0,0,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Pérou,209912,26239,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,St Thomas,816,102,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Suisse,312,39,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Toscane,600,75,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Ecorces ; de quinquina,Villes anséatiques,8472,1059,1413200,Kilo,8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Angleterre,156025,31205,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Autriche,3445,689,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Belgique,215,43,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Espagne,60,12,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Etats Sardes,57060,11412,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Etats barbares,105880,21176,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Etats-Unis,3095,619,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Grèce,160495,32099,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Toscane,98150,19630,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; commune,Turquie,202120,40424,786543,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Allemagne,80,5,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Angleterre,6544,409,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Autriche,8880,555,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Belgique,32,2,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Egypte,0,0,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Espagne,0,0,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Etats Sardes,3360,210,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Etats barbares,3376,211,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Grèce,26432,1652,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Pays-Bas,192,12,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Suisse,48,3,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Toscane,816,51,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Eponges ; fines,Turquie,139728,8733,189488,Kilo,16
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Allemagne,586,586,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Autriche,47,47,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Belgique,26,26,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Bourbon,23,23,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Brésil,6,6,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Cayenne,7,7,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Deux-Siciles,3,3,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Etats Sardes,165,165,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Etats-Unis,27,27,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Indes anglaises,4,4,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Martinique,28,28,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Pays-Bas,563,563,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Prusse,9,9,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,R.de la Plata,18,18,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; autres,Suisse,280,280,1792,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Feuilles ; d'oranger,Etats Sardes,51314,51314,51314,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Allemagne,1004.5,287,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Belgique,819,234,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Bourbon,0,0,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Egypte,0,0,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Etats Sardes,17052,4872,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Etats barbares,1417.5,405,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Indes anglaises,68666.5,19619,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Toscane,23688,6768,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,"Feuilles ; de Séné, entières ou en grabeau",Turquie,728,208,113376,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Allemagne,680,680,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Angleterre,2,2,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Belgique,181,181,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Deux-Siciles,9,9,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Espagne,424,424,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Etats Sardes,1480,1480,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Etats barbares,3,3,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Pays-Bas,807,807,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Suisse,1643,1643,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; autres,Villes anséatiques,312,312,5541,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; de lavande et d'oranger,Angleterre,8,4,433454,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; de lavande et d'oranger,Belgique,20,10,433454,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; de lavande et d'oranger,Deux-Siciles,48,24,433454,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; de lavande et d'oranger,Espagne,0,0,433454,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; de lavande et d'oranger,Etats Sardes,434074,217037,433454,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fleurs ; de lavande et d'oranger,Suisse,4,2,433454,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Belgique,1966,983,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Chine,0,0,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Cuba et P.R.,6856,3428,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Etats Sardes,356,178,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Indes anglaises,6658,3329,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Indes hollandaises,0,0,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Pays-Bas,4272,2136,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Suisse,8,4,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Badiane ou anis étoilé de la Chine,Toscane,0,0,20116,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Allemagne,15.6,52,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Autriche,37.5,125,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Belgique,104.4,348,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Etats Sardes,18.9,63,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Pays-Bas,165.3,551,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Russie,395.7,1319,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Suisse,11.7,39,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Barbotine,Villes anséatiques,2229.6,7432,2979,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Allemagne,413.5,827,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Angleterre,5729,11458,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Autriche,16457.5,32915,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Belgique,13001,26002,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Deux-Siciles,1488.5,2977,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Espagne,2037.5,4075,46687,Kilo,0.5
