hypothese,marchandises,definition,nbre d’occurrences,remarques
1,roscou,"Peut-être ROCOU ou ROUCOU : Savary, volume 3, 1748 :  « Pour la teinture et la peinture »",,
0,roucou,Drogue qui sert à la teinture et la peinture,,
,"roye, royal (bois de, bois)",,,
1,"rozas, rosal, rozard (bois, de bois)",roseau (ou rose?),,
0,ruban de filoselle,"Savary, volume 3, 1748 : « Nom que l'on donne en Languedoc à une espèce de grosse soie »",,
1,rubarbe fil,"Peut-être est-ce rhubarbe, dans ce cas 0,0a",,
0,rubea major,"Savary, volume 3, 1748 : « Rubia Tintorum : C'est la racine d'une plante dont les teinturiers se servent pour teindre en rouge […] Et par le tarif de Lyon où elle est appellée RUBEA »",,
0,rubia tintorum,Racine d'une plante pour teinture,,
0,sable,sable commun,,
0,saffle,Safre ou zafre (nommé saffle dans le tarif de 1664) : « Minéral de couleur d'œil de perdrix que les verriers et fayanciers employent pour donner une couleur bleue »,,
1,safranum," espèce de safran qui vient du Levant. Savary, Dictionnaire 3.",,
0,sagne,Wikipédia : «  Roseau commun très utilisé autrefois en Camarague»,,
0,sagon,???,,
0,sagu,"Savary, volume 3, 1748 :  « Espèce de farine faite de la moelle d'un arbre »",,
0,sain,"Savary, volume 3, 1748 : «  Monnaie qui a cours en Géorgie »",,
0,saindoux,Sorte de gras tiré du porc,,
0,saint marthe (bois de),"Bois de Sainte-Marthe, utilisé pour des bois du Brésil, article ""Sainte-Marthe"", Xycol.",,
0,salage,"Savary, volume 3, 1748 : « Droit qui se paye au Roi sur chacun des bateaux de sel » ou « En Normandie et en Picardie façon que l'on donne au hareng en vrac lorsqu'on le veut pacquer et lui donner son dernier sel »",,
0,salemporis,"aussi ""Lisats"",""autre sorte de toile qui vient des Indes, de Perse, & de la Mecque"", Savary, Dictionnaire 1 p. 343, article ""Commerce de l'Europe"". Aussi ""toiles du Coromandel"", Alain Roman, Saint-Malo au temps des négriers, Paris",,
0,salemporis,Toile de coton qui vient de l'Orient (le Levant ou les Indes) et qui fait partie de la famille des Lisats (Savary),,
0,salicor,"Plante qui croît sur le bord de la mer, et dont on retire de la soude, salicornia herbacea, L., famille des chénopodées. Nom donné à la soude en Languedoc et dans le Roussillon.",,
0,salicor,"salicore, ""sel alkali fixe marin"", article ""Soude"", Encyclopédie.",,
0,salin,"Savary, volume 3, 1748 : « Espèce de baquet de figure ovale dans lequelles vendeuses renferment le sel qu'elles débitent aux coins des rues de la Ville de Paris. »",,
0,saloir,Larousse : « Coffre de bois dans lequel on conservait le sel »,,
0,salpêtre,"Soude, surtout utilisé par les artificiers",,
0,salsepareille,"Savary, volume 3, 1748 : ou SARCEPAREILLE ou SMILAX ASPERA « Plante qui croit dans la nouvelle Espagne & au Pérou, & qu'on apporte aussi des Indes Orientales.  […] le principal usage est d'entrer dans les décoctions & les tisanes qu'on donne po",,
0,sanas,"Savary, volume 3, 1748 : « Toile de coton blanc »",,
0,"sandarac, sandarak","Savary, volume 3, 1748 : OU SANDARAQUE « Espèce de gomme […] entre dans la composition du vernis »",,
0,sang de dragon,"Savary, volume 3, 1748 : « Est une drogue autrefois très estimé mais très peu connue des Anciens. [...] Chez les Modernes cette gomme n'est qu'une simple gomme qui découle de différents arbres […] L'on prétend que le sang de dragon est fort ast",,
0,sangalette,Larousse : « Singalette : Toile de coton »,,
0,sanguine,"Synonyme de jaspe : Savary, volume 2, 1748 : « Espèce de marbre ou de pierre précieuse assez semblable à l'agathe. »",,
0,santal,"Savary, volume 3, 1748 : « Bois dur, pesant et odorant qu'on apporte des Indes Orientales. »",,
0,santal blanc,"Savary, volume 3, 1748 :  « Le santal blanc approche beaucoup du citrin, la couleur seule & l'odeur les distinguent il entre comme lui dans les remèdes il l'est aussi en buches & sans écorce » (cf Santal)",,
0,santal citrin,"Savary, volume 3, 1748 :  « L'on appelle Santal Citrin, celui qui vient de la Chine et du Royaume de Siam, il est jaune, pesant & de bonne odeur sert à la médecine & aux parfumeurs  » (cf Santal)",,
0,santal moulu,Voir Santal citrin ou santal blanc,,
0,sapan,"attesté pour ""sappan"", bois de teinture. Xycol.",,
0,sapin anspects,Sorte de levier en bois (Savary),,
0,sarde (baleine de),"espèce de baleine. Encyclopédie, article ""Pêche à la baleine"".",,
0,saturne,"Savary, volume 3, 1748 : « L'on tire encore du plomb par le secours de la chimie, des sels, des beaumes […] auxquels on ajoute le nom de Saturne. »",,
0,sauge,"Wiki : Certaines espèces de sauge principalement la sauge officinale, possèdent en effet de nombreuses vertus médicinales. Elles étaient considérées au Moyen Âge comme une panacée. Deux espèces étaient particulièrement utilisées pour leurs somm",,
0,saumure,Solution aqueuse de sel,,
,saune (bois de),,,
0,saxafras,"Bois, écorce, essence de sassafras employé(e) notamment comme sudorifique. Une infusion d'écorce de sassafras (Geoffroy, Méd. prat., 1800, p. 501).Produit thérapeutique extrait du sassafras. Le sassafras est un stimulant diaphorétique recommand",,
0,scamonée,"SCAMONEE – Magnen, Dictionnaire des productions de la nature et de l'art, volume 2, 1809 : « Tiré d'une racine de Syrie […] est un purgatif très actif, et fort usité dans les maladies qui viennent d'obstructions, dans les enflures, l'hydropisie",,
0,schaelen (bois dit),bois écorcé,,
0,"schal, schall","On donne ce nom, dans le commerce d'Alep et du Levant, à des mouchoirs de laine [...] Dans le commerce de France et d'Europe, on appelle Schal, de grands fichus ou mouchoirs de col de moussseline, Jacques Peuchet, Vocabulaire des termes de commerce, banque, manufactures, navigation marchande, finance mercantile et statistique, Paris",,
0,seamanée,Utilisé dans de nombreux remède,,
0,sebestes,"Savary, volume 3, 1748 : «Ce sont des fruits […] qui ressemblent assez aux petites prunes de damas »",,
0,sel amoniac,"Savary, volume 1, 1748 : OU ARMONIAC « L'usage de ce sel en France est fort considérable, soit pour la médecine, pour laquelle on en tire quantité de préparations, soit pour de nombreux ouvriers. »",,
0,sel blanc,sel blanc et rafiné,,
0,sel d'opium,"Savary, volume 3, 1748 : « Vient du Levant et particulièrement du Caire […] L'Opium et le Laudanum simple sont deux drogues dont il est dangereux d'user sans le conseil d'habiles Médecins et il est à craindre, comme il n'arrive que très souve",,
0,sel d'opium,"P.H. Nysten Dictionnaire de médecine, de chirurgie, de pharmacie : « Narcotine »",,
0,sel de globert,"Glaubert ? Sulfate de sodium : Le sel de Glauber, la forme décahydratée, était utilisé dans le passé comme laxatif.",,
0,sel de potasse,Pour les teinturiers,,
0,sel de saturne,"Sucre ou sel de plomb : (Médecine ancienne) Sel d'acétate de plomb (métal) cristallisé, utilisé dans les préparations chimiques.",,
0,sel duobus,"P.H. Nysten Dictionnaire de médecine, de chirurgie, de pharmacie : « Sulfate de potassium »",,
0,sel gemme,variante de sel marin,,
0,sel gris,sel gris de France,,
0,"semacouba, siramonbas, siramombas, seramombas, siramonbar, siranonbas, siramonbasse, siramobasse, simacouba, simanombra, simaroba, simaroubas, sinacouba (bois de)cf. aussi diramonbas. simaboura",", a.k.a. marupa, Xycol.",,
0,semen contra,"Savary, volume 1, 1748 : Ou Semen Contra « Graine qui sert à faire mourir les vers qui s'engendrent dans le corps humain, auxquels surtout les enfants sont fort sujets »",,
0,semencine,"Synonyme de Semen Contra et Barbotine. Savary, volume 1, 1748 : «  Graine qui sert à faire mourir les vers, qui s'engendrent dans le corps humain, auxquels surtout les enfants sont fort sujets. »",,
0,sempiterne,« Sempiterne ou perpetuanne : Espece d'etoffe de laine croisée dont la qualité a du rapport avec celle d'une serge sommiere » (Savary),,
0,séné,"Savary, volume 3, 1748 : « Elle est une drogue très connue. C'est cette feuille purgative que les Médecins emploient souvent dans leurs compositions purgatives. L'arbrisseau qui porte cette feuille se cultive en plusieurs endroits du Levant. »",,
1,séné en feuille,?,,
0,sénégre,"Savary, volume 3, 1748 : « Plante dont la graine qui porte le même nom, est propre à la teinture, entre dans la médecine et sert à engraisser les bestiaux.",,
0,serge d'écarlatine,"Savary, volume 3, 1748 : « Serge : Etoffe de laine croisée »",,
1,serin,Peut-être est-ce l'oiseau (très probable s'il est importé d'Espagne).,,
0,serin à peigner le lin,Serans ou Serains : peigne de fer à longues dents qui sert à peigner le lin,,
0,serinette,musette vielles et serinettes,,
0,serinette ouvrée,Wikipédia : Instrument de musique né à Nancy au milieu de XVIIIème siècle,,
0,serpentine,"Savary, volume 3, 1748 :  SERPENTAIRE ou SERPENTINE « Plante médicinale […] guérit les morsures de serpent »",,
0,simarouba,"Selon Wikipedia : In 1713, the genus was discovered by French explorers. Between 1718 and 1725, the bark was exported to France where it was used to treat an epidemic of dysentery. The bark of Simarouba species has been used by indigenous tribe",,
,siraménéar (bois de),,,
0,"soucis, soutis","mousseline de soie rayée, article ""Soucis, ou soutis"", Encyclopédie.",,
0,"soucrion, sucrion","soucrillon, type d'orge, article ""Brasserie"", Encyclopédie. Graphie choisie",,
0,soude,Cf. P.H.Wallis  : soude,,
,soutreaux (bois),,,
1,soux de grabanite,?,,
1,soux en feuille,?,,
0,spardilles,Espadrilles,,
0,sparterie,"Wiki : La sparterie est à proprement parler l'industrie de l'alfa (ou spart), une fibre végétale dure. Par extension, le terme regroupe la fabrication d'objets en fibres dures, en particulier issues de la noix de coco, du sisal (agave), du jute",,
0,spermaceti,Blanc de baleine : Le blanc de baleine ou spermaceti est une substance blanche présente dans la tête de certains cétacés comme le cachalot ou l'hyperoodon.,,
0,spicaceltica,"Savary, volume 3, 1748 :  « Plante qui rentre dans la composition du thériaque et que les Apothicaires devraient utiliser dans le syrop de Chicorée composé »",,
0,spicanardi,"Savary, volume 3, 1748 « SPICA-NARDI : chez les droguistes et épiciers SPIC-NARD. Plante qui entre dans la composition de la thériaque »",,
0,spode,"Savary, volume 3, 1748 : « Espèce de cendre qui sert dans la Médecine, qu'on estime un assez bon cardiaque, et à qui l'on attribue les mêmes qualités du corail »",,
0,squine,"savary, volume 3, 1748 : « Racine médicinale qui vient de la chine et des grandes Indes »",,
0,stafisagre,"Savary, volume 3, 1748 : ou STAFISAGRE ou STAPHISAGRE « La plante qui la produit croit en abondance en divers endroits de la Provence & du Languedoc. […] Outre l'usage pour faire mourir la vermine des enfants, on s'en sert encore pour apaiser l",,
0,stil de grain,Stil de grain ou stil de grun : composition qu'utilisent les peintres à l'huile pour le jaune (Savary),,
0,stil de grain et vermillon,Stil de grain ou stil de grun : composition qu'utilisent les peintres à l'huile pour le jaune (Savary),,
0,"stockfish, stockfisch, stocfish","poisson de mer salé et desséché, article ""Stocfish"", Encyclopédie.",,
0,storax,"Savary, volume 3, 1748 : « Gomme rétineuse et odorante qui vient d'Arabie et de Syrie par la voie de Marseille. Il y a de trois sortes de Storax le Storax rouge, le Calamite et le Liquide. […] Le storax rouge est de quelque usage dans la méde",,
0,storax catamus,"Savary, volume 3, 1748 : « Le storax Calamite […], en latin Calamus, n'est proprement qu'une composition de différentes drogues »",,
0,storax liquide,"Savary, volume 3, 1748 : « Le storax liquide est une espèce de résine factice […] composée de vrai storax, de galipot, d'huile...»",,
,stragondis,,,
0,sublimé,"Savary, volume 3, 1748 : « Préparation chimique dont la base est le mercure ou le vif d'argent il y en a de deux sortes, de corrosif et de doux. […] réduit en poudre il tire sur le jaune. Il est bon pour faire mourir les vers des enfants et l",,
0,sublime corosif,"Savary, volume 3, 1748 : « Le sublimé corosif est l'un des plus violents poisons qu'on puisse imaginer »",,
0,succin (déchet de ),"substance résineuse, dure mais cassante, article ""Succin, Encyclopédie.",,
0,sucrion,Variété d'orge (probablement pâtois du Nord de la France),,
0,sumac,"Savary, volume 2, 1748 : « Drogue propre pour teindre en vert […] n'est autre chose que les feuilles et les jeunes branches d'un arbrisseau pilées dans un mortier. »",,
,sustek (bois),,,
0,tabac en poudre,tabac en poudre et rapé,,
0,tacelle de fer,???.,,
0,taillanderie,"Larousse : « Outils propres à tailler, couper » Le Savary donne comme exemple : haches, serpes…",,
0,tamarin,"Savary, volume 3, 1748 « Espèce de fruit médicinal et purgatif, d'un goût aigret et assez agréable ». Peut servir dans la confection de baumes (Dictionnaire classique des sciences naturelles, Drapiez)",,
0,tapsel,"« Tapsel : Grosse toile de coton rayée , ordinairement de couleur bleue , qui vient des Indes Orientales , particulierement de Bengale. » (Savary)",,
0,tapsel,"grosse toile de coton rayée, article ""Tapsel"", Encyclopédie.",,
0,tarnatane,"Bétille tarnatane, mousseline des Indes claire, article ""Betille"", C.H.I. Burnand, Dictionnaire domestique portatif, vol. 1, Paris",,
0,tartre,"Savary, volume 3, 1748 : « On peut en trouver dans la pharmacopée »",,
0,tavelle,"Plusieurs sens : petite pièce, triangle de bois mais aussi dentelle de fil et soie en provenance de Rouen (Savary)",,
0,tayolle,« Tayolle : espece de ceinture de fil ou de laine » (Savary),,
0,tayolle,"espèces de ceintures de fil ou de laine"", Encyclopédie, article ""Tayolles"".",,
0,téraille,TERRAILLE : poterie,,
0,"teraille, terraille","poterie assez fine, jaunâtre ou grisâtre, article ""Terraille"", Encyclopédie.",,
,terc,,,
0,térébenthine,"Savary, volume 3, 1748 :  « Gomme ou résine qui coule des arbres […] cette liqueur est un excellent baume naturel et grand stomachique, & un bon remède à pousser les urines ». Utilisé également pour la teinture",,
,terine (camelot de),,,
0,terre à sucre,"Savary, volume 3, 1748 : « On nomme ainsi une sorte de terre avec laquelle on blanchit le sucre. »",,
0,terre d'ombre,"Wallis list, selon Savary, que pour la teinture: Umber is a natural brown clay pigment which contains iron and manganese oxides. The color becomes more intense when calcined (heated), and the resulting pigment is called burnt umber. The name de",,
0,terre sigillée,"terre sigillee « terre, utilisée en médecine, dont les pains étaient marqués d'un sceau » (Texte méd., B 102 r ob ds Romania t. 94, p. 176)soucrillon.",,
0,terrier de fer,???.,,
,tes (bois),,,
,teure (bois de),,,
0,thériaque,"Savary, volume 3, 1748 : « C'est une composition de diverses drogues choisies, préparées, pulvérisées, et réduites en opiat ou électuaire liquide par le moyen du miel. Comme la plupart des drogues qui servent à composer la thériaque sont extrêm",,
0,thuille,Éventuellement « Tuiles » dans ce cas 6,,
0,tiercon en botte,"Savary, volume 3, 1748 : « Sorte de caisses de bois de sapin dans lesquelles on envoye les savons blancs en petits pains. »",,
0,tin canarie,"Savary, volume 3, 1748 : « Thim, thym ou tin »",,
0,tiretaine,Etoffe de laine et fils (Savary),,
0,toile à bluteau,"Savary, volume 1, 1748 : « Il se fait aussi à Reims des étoffes tout de soie qu'on nomme des bluteaux ou toiles à moulin. »",,
0,toile à voile,"Savary, volume 3, 1748 : « Ordinairement de chanvre »",,
0,toile de capiton,"Savary, volume 2, 1748 : «  Espèce de bourre de soie, qu'on tire de dessus le cocon après qu'on en a dévidé la véritable soie. »on les appelle à cause de la ressemblance qu’ils ont avec celle des plantes ».",,
0,toile de morlaix,"Savary, volume 3, 1748 : « Morlaix et les environs […] fournissent quantité de toiles qui se manufacturent avec du fil de lin.»",,
0,toile de mortagne,"Savary, volume 3, 1748 : «  Il se fait encore dans la même province, singulièrement à Motagne et à Belsme, quantité de toiles de chanvres passablement fortes, destinées à faire des serviettes. »",,
0,toile de ploc,"Savary, volume 3, 1748 : « Ploc : signifie proprement poil »",,
0,toile de suisse,"Savary, volume 3, 1748 : « Il vient de S. Gal quantité de toiles de lin […]. On les nomme pour l'ordinaire Toiles de S. Gal et quelquefois treillis ou toiles à chapeaux. »",,
0,toile de valenciennes,"Savary, volume 3, 1748 : « Il se fait en cette province, particulièrment à Valenciennes, quantité de toiles de fort fines que l'on appelle Batitste et Linon.»",,
0,toile de vinroutiers,"Savary, volume 3, 1748 : « A Vimoutiers il se fabrique de grosses toiles de chanvre peu serrées, qui se vendent en écru, auxquelles l'on donne souvent le nom de canevas.  »",,
0,toile des indes caladaris,"Toile de coton rayée qui vient des Indes orientales (Dictionnaire portatif de commerce, 1770)",,
0,toile treillis,"Savary, volume 3, 1748 : « Nom que l'on donne à certaines espèces de toiles de chanvre écrues »",,
0,toilerie toile de coutil,"Savary, volume 2, 1748 : « COUTIL : Espèce de toile très forte et très sserrée, ordinairement de fil de chanvre »",,
0,tombacq,"tombac, ""métal composé de zinc et de cuivre"", Encyclopedie methodique, ou par ordre de matières",,
0,tord gros,"Savary, volume 3, 1748 : « On appelle du fil tord […] de la soie ou de la laine qui ont reçu une double façons au filage »",,
0,tournesol,"Cela peut être la plante, une teinture ou du coton",,
0,tournesol en drapeau,"Savary, volume 3, 1748 : « Manière de faire le tournesol en drapeaux […] Le tournesol en drapeaux sert à teindre les vins et autres liqueurs »",,
0,tournesol préparé ou oseille,"Savary, volume 3, 1748 : « Le tournesol, autrement Orseille de Hollande, est une drogue propre pour la teinture »",,
0,toutenague,Espèce de zinc,,
0,toutenague,"substance métallique, article ""Toutenague"", Encyclopédie.",,
0,trait (argent),"argent applati entre deux rouleaux, article ""Argent"", Encyclopédie.",,
0,treillis,Toile de chanvre grossière,,
0,trenelle d'espar,"Trépied en bois ? Trenel désigne un trépied en vieux français et espars désigne des mâts de bois fins.Lottin, 1769. Aussi ""ternatane"", devenu ""tarlatane"" CNRTFL article ""Tarlatane"".",,
0,trictrac,Jouets ou jeux,,
0,tuffeau,Wikipédia : « Tuffeau : Cette pierre de taille tendre permet de bâtir et de les réaliser les décors typiques de l'architecture de la Renaissance que l'on trouve dans les pays de la Loire »,,
0,turbit,"Savary, volume 3, 1748 :  « Racine médicinale qui vient des grandes Indes »",,
1,tutic,Peut-être « Tutie »,,
0,tutie,"Savary, volume 3, 1748 : « Suie métallique […] elle se trouve attachée à des rouleaux de terre qu'on a suspendus exprès  au haut des fourneaux des fondeurs en bronze pour recevoir la vapeur du métal. » Autre nom : Oxyde de zincDictionnaire de commerce Savary, vol. 3 (éd. Cramer & Phillibert, 1742), p. 223.",,
0,van à vanner,Panier plat (généralement en osier) à deux anses dont on se servait naguère pour séparer la paille et la poussière du bon grain en les projetant en l'air par de petites secousses répétées.,,
0,vanille,"Sert avant tout à la fabrication de chocolat, et à parfumer le tabac. Peut servir dans la confection de baumes (Dictionnaire classique des sciences naturelles, Drapiez)",,
0,vaude,Herbe à jaunir utilisée ne teinture,,
0,vedasse,"aussi védasse (vecdasse dans Encyclopédie, art. ""Blanchisserie des toiles"")",,
0,velour de gênes,"Wikipédia : « Proche de Gênes, depuis le Moyen Age, la commune de Zoagli est connue, aussi, pour ses fameux velours de soie en relief »",,
0,velours d'utrecht,"Wikipédia : « Le velours d'Utrecht est un velours d'ameublement fait de coton, de lin et de mohair. C'est le mohair, poil de chèvre d'Arménie qui fait l'originalité du tissu. La production de « velours d'Utrecht » fit la renommée de la ville d'",,
0,velours de gueux,"Encyclopédie méthodique, tome 2, 1784 : « Ces velours à chaîne de fil et trame de coton, se teignent après la fabrication »",,
0,verdet,Vert-de-Gris : colorant ou poison,,
0,vergue,Terme de marine : Pièce de bois longue et ronde,,
0,verjus,Raisin ou liqueur,,
0,vermillon,Cf. P.H.Wallis  mais surtout utilisé pour les colorants,,
0,vermillon et cinabre,Cinabre : Pierre minérale rouge utilisée pour obtenir la couleur vermillon,,
0,vert de gris,Vert-de-Gris : colorant ou poison,,
0,viperine,"Plante : La pharmacopée cependant l'utilise en infusion pour calmer la toux (fleurs séchées aux propriétés dépuratives, pectorales et diurétiques)",,
0,vitriol,"Savary, volume 3, 1748 : « Espèce de sel solide ou de minéral qui se trouve dans les mines de cuivre. […] Il faut pourtant convenir que cette poudre bien composé est excellente pour guérir les plaies et arrêter le sang, pourvu que ce soit par a",,
0,vitriol de chypre,"Variante du vitriol romain (cf Savary), très peu utilisé en médecine",,
0,vulnéraire de suisse,"Savary, volume 2, 1748 : « Les herbes vulnéraires sont celles qui prises intérieurement, ou appliquées en topiques, sont propres à la guérison des plaies. Les meilleures viennent de Suisse, elles font partie du commerce de l'Epicerie »",,
0,were,"Pièce de bois qui sert à couvrir les toits, Godefroi Eugène Brixhe, Essai d'un répertoire raisonné de législation et de jurisprudence, en matière de mines, minières, tourbières, carrières, etc., suivi d'un vocabulaire des termes d'un usage général en France et en Belgique, dans l'exploitation des mines, Liège",,
0,yeux d'écrevisse,"Savary, volume 3, 1748 : « On nomme ainsi, quoi qu’improprement, de petites pierres blanches faites en forme d'yeux que l'on trouve dans la tête des écrevisses de rivières »",,
0,zain,Sorte de minéral qu'on met au rand des demi-métaux (Savary),,
0,zédoaria,"ZEDOARIA ou ZEDOAIRE : La zédoaire est aussi utilisée comme plante médicinale dans certaines pharmacopées traditionnelles orientales. Elle est réputée pour aider à la digestion, soulager les coliques et purifier le sang.",,
