numerodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantity,quantity_unit,value,prix_unitaire,Remarques
141,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Charbon de terre,Rouen,Hollande,18,barils,,"6,5",
142,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Charbon de terre,Rouen,Hollande,1,barils,,"6,5",
143,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Charbon de terre,Rouen,Hollande,2520,barils,,"6,5",
144,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Charbon de terre,Rouen,Nord,125,barils,,"6,5",
145,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Charbon de terre,Rouen,Suéde,420,barils,,"6,5",
146,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Indigo,Rouen,Espagne,1225,livres,,"4,5",
147,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Indigo floré,Rouen,Hollande,12005,livres,,"4,5",
148,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1746,Imports,Indigo java,Rouen,Hollande,6378,livres,,"4,5",
149,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Bœuf salé,Rouen,Angleterre,83750,barils,,40,
150,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Angleterre,803,barils,,"6,5",
151,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Danemark,3,barils,,"6,5",
152,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Danemark,5729,barils,,"6,5",
153,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Hollande,2,barils,,"6,5",
154,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Hollande,"0,5",barils,,"6,5",
155,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Hollande,3416,barils,,"6,5",
156,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Nord,437,barils,,"6,5",
157,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Charbon de terre,Rouen,Suéde,4649,barils,,"6,5",
158,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Indigo,Rouen,Hollande,4287,livres,,"4,5",
159,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1747,Imports,Indigo ,Rouen,Espagne,7055,livres,,"4,5",
160,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Beurre salé,Rouen,Angleterre,119650,livres,,"0,9",
161,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Beurre salé,Rouen,Hollande,774,livres,,"0,9",
162,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Bœuf salé,Rouen,Angleterre,432870,livres,,"0,15",
163,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Bœuf salé,Rouen,Angleterre,614,barils,,40,
164,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Café,Rouen,Ile français d'amérique,803530,livres,,"0,7",
165,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Charbon de terre,Rouen,Angleterre,71179,barils,,"6,5",
166,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Indigo,Rouen,Ile français d'amérique,65505,livres,,"4,5",
167,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Indigo ,Rouen,Hollande,1082,livres,,"4,5",
168,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Indigo floré,Rouen,Hollande,700,livres,,"4,5",
169,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1749,Imports,Indigo java,Rouen,Hollande,275,livres,,"4,5",
170,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Beurre salé,Rouen,Angleterre,118265,livres,,"0,9",
171,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Beurre salé,Rouen,Hollande,395,livres,,"0,9",
172,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Bœuf salé,Rouen,Angleterre,225860,livres,,"0,15",
173,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Café,Rouen,Hollande,20,livres,,"0,7",
174,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Café,Rouen,Ile français d'amérique,1911470,livres,,"0,7",
175,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Charbon de terre,Rouen,Angleterre,47733,barils,,"6,5",
176,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Indigo,Rouen,Espagne,4215,livres,,"4,5",
177,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Indigo,Rouen,Hollande,2220,livres,,"4,5",
178,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1750,Imports,Indigo,Rouen,Ile français d'amérique,60577,livres,,"4,5",
179,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Beurre salé,Rouen,Angleterre,1379527,livres,,"0,9",
180,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Beurre salé,Rouen,Hollande,163164,livres,,"0,9",
181,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Bœuf salé,Rouen,Angleterre,802251,livres,,"0,15",
182,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Café,Rouen,Ile français d'amérique,4343125,livres,,"0,7",
183,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Charbon de terre,Rouen,Angleterre,43410,barils,,"6,5",
184,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Indigo,Rouen,Espagne,26895,livres,,"4,5",
185,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Indigo,Rouen,Hollande,6670,livres,,"4,5",
186,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,53,1754,Imports,Indigo,Rouen,Ile français d'amérique,177675,livres,,"4,5",
187,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Beurre salé,Rouen,Angleterre,392859,livres,,"0,4",
188,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Beurre salé,Rouen,Hollande,9802,livres,,"0,4",
189,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Beurre salé,Rouen,Nord,850,livres,,"0,4",
190,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Bœuf salé,Rouen,Angleterre,232960,livres,,"0,2",
191,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Café,Rouen,Ile français d'amérique,3927954,livres,,"0,9",
192,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Charbon de terre,Rouen,Angleterre,32165,barils,,5,
193,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Charbon de terre,Rouen,Hollande,135,barils,,5,
194,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Indigo,Rouen,Espagne,26204,livres,,7,
195,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Indigo,Rouen,Ile français d'amérique,145201,livres,,7,
196,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Indigo floré,Rouen,Hollande,9640,livres,,7,
197,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1755,Imports,Indigo java,Rouen,Hollande,30,livres,,7,
198,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Beurre salé,Rouen,Hollande,815,livres,,"0,4",
199,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Beurre salé d’Irlande,Rouen,Portugal,14945,livres,,"0,4",
200,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Café,Rouen,Ile français d'amérique,112668,livres,,"0,9",
201,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Charbon de terre,Rouen,Angleterre,10021,barils,,5,
202,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Charbon de terre,Rouen,Angleterre,1848,barils,,5,
203,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Charbon de terre,Rouen,Danemark,2436,barils,,5,
204,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Charbon de terre,Rouen,Hollande,20406,barils,,5,
205,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Charbon de terre,Rouen,Nord,1111,barils,,5,
206,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Indigo,Rouen,Espagne,43012,livres,,7,
207,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Indigo,Rouen,Hollande,4876,livres,,7,
208,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Indigo,Rouen,Ile français d'amérique,41120,livres,,7,
209,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1756,Imports,Indigo,Rouen,Portugal,2545,livres,,7,
210,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Beurre salé,Rouen,Hollande,502,livres,,"0,4",
211,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Charbon de terre,Rouen,Angleterre,8028,barils,,5,
212,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Charbon de terre,Rouen,Danemark,5084,barils,,5,
213,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Charbon de terre,Rouen,Hollande,31137,barils,,5,
214,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Indigo,Rouen,Espagne,41853,livres,,7,
215,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Indigo,Rouen,Hollande,6545,livres,,7,
216,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1757,Imports,Indigo,Rouen,Ile français d'amérique,1900,livres,,7,
217,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Beurre salé,Rouen,Hollande,4400,livres,,"0,4",
218,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Café,Rouen,Espagne,8925,livres,,"0,9",
219,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Café,Rouen,Hollande,10987,livres,,"0,9",
220,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Charbon de terre,Rouen,Angleterre,1703,barils,,5,
221,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Charbon de terre,Rouen,Hollande,26089,barils,,5,
222,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Indigo,Rouen,Espagne,125774,livres,,7,
223,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1758,Imports,Indigo,Rouen,Hollande,3775,livres,,7,
224,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1759,Imports,Beurre salé,Rouen,Hollande,645,livres,,"0,4",
225,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1759,Imports,Bœuf salé,Rouen,Hollande,14,livres,,"0,2",
226,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1759,Imports,Café,Rouen,Espagne,4287,livres,,"0,9",
227,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1759,Imports,Charbon de terre,Rouen,Hollande,23045,barils,,5,
228,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1759,Imports,Indigo,Rouen,Espagne,57058,livres,,7,
229,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1759,Imports,Indigo,Rouen,Hollande,6816,livres,,7,
230,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Beurre salé,Rouen,Hollande,11375,livres,,"0,4",
231,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Café,Rouen,Espagne,5387,livres,,"0,9",
232,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Café,Rouen,Portugal,2,livres,,"0,9",
233,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Charbon de terre,Rouen,Hollande,6876,barils,,5,
234,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Charbon de terre,Rouen,Nord,1817,barils,,5,
235,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Indigo,Rouen,Espagne,68439,livres,,7,
236,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1760,Imports,Indigo,Rouen,Hollande,8633,livres,,7,
237,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Beurre salé,Rouen,Hollande,1702,livres,,"0,4",
238,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Beurre salé,Rouen,Nord,2500,livres,,"0,4",
239,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Bœuf salé,Rouen,Hollande,9,livres,,"0,2",
240,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Café,Rouen,Angleterre,200,livres,,"0,9",
241,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Café,Rouen,Hollande,105,livres,,"0,9",
242,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Charbon de terre,Rouen,Hollande,10010,barils,,5,
243,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Charbon de terre,Rouen,Nord,6757,barils,,5,
244,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Indigo,Rouen,Espagne,27835,livres,,7,
245,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Indigo,Rouen,Hollande,10279,livres,,7,
246,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1762,Imports,Indigo,Rouen,Portugal,80,livres,,7,
247,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Beurre salé,Rouen,Angleterre,280681,livres,,"0,4",
248,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Beurre salé,Rouen,Hollande,607,livres,,"0,4",
249,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Bœuf salé,Rouen,Angleterre,3527095,livres,,"0,2",
250,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Bœuf salé,Rouen,Danemark,252000,livres,,"0,2",
251,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Café,Rouen,Hollande,530,livres,,"0,9",
252,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Café,Rouen,Ile français d'amérique,1947731,livres,,"0,9",
253,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Café,Rouen,Nord,400,livres,,"0,9",
254,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Charbon de terre,Rouen,Angleterre,25201,barils,,5,
255,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Charbon de terre,Rouen,Hollande,1083,barils,,5,
256,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Charbon de terre,Rouen,Nord,1238,barils,,5,
257,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Indigo,Rouen,Espagne,83799,livres,,7,
258,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Indigo,Rouen,Hollande,5178,livres,,7,
259,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1763,Imports,Indigo,Rouen,Ile français d'amérique,414028,livres,,7,
260,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Beurre salé,Rouen,Angleterre,531604,livres,,"0,4",
261,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Beurre salé,Rouen,Flandre,80,livres,,"0,4",
262,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Beurre salé,Rouen,Hollande,1190,livres,,"0,4",
263,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Beurre salé,Rouen,Nord,55,livres,,"0,4",
264,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Bœuf salé,Rouen,Angleterre,7419270,livres,,"0,2",
265,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Bœuf salé,Rouen,Hollande,228,livres,,"0,2",
266,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Bœuf salé,Rouen,Nord,260,livres,,"0,2",
267,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Café,Rouen,Hollande,125,livres,,"0,9",
268,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Café,Rouen,Ile français d'amérique,3731342,livres,,"0,9",
269,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Charbon de terre,Rouen,Angleterre,870,barils,,5,
270,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Charbon de terre ,Rouen,Angleterre,97,barils,,5,
271,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Charbon de terre ,Rouen,Angleterre,4456,tonneaux,,"52,5",
272,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Indigo,Rouen,Espagne,80116,livres,,7,
273,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Indigo,Rouen,Ile français d'amérique,235832,livres,,7,
274,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Indigo,Rouen,Nord,4220,livres,,7,
275,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Indigo floré,Rouen,Hollande,3762,livres,,7,
276,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1764,Imports,Indigo java,Rouen,Hollande,1476,livres,,7,
277,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Beurre salé,Rouen,Angleterre,539471,livres,,"0,4",
278,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Beurre salé,Rouen,Hollande,1594,livres,,"0,4",
279,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Bœuf salé,Rouen,Angleterre,3072600,livres,,40,15363 barils
280,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Bœuf salé,Rouen,Angleterre,412,livres,,"0,2",
281,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Bœuf salé,Rouen,Hollande,380,livres,,"0,2",
282,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Café,Rouen,Danemark,370,livres,,"0,9",
283,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,54,1766,Imports,Café,Rouen,Ile français d'amérique,4711553,livres,,"0,9",
