numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,doubleaccounts
264,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Papier à écrire,Etats du Roi de Sardaigne,,1021,rames,,,1
265,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Papier à écrire,Etats du Roi de Sardaigne,,"8,27",quintaux,,,2
266,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Papier peint et de couleur,Etats du Roi de Sardaigne,28845,,,,,0
267,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Peaux de toutes sortes ; apprêtées,Etats du Roi de Sardaigne,157733,,,,,0
268,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Pelleteries mêlées,Etats du Roi de Sardaigne,67347,,,,,0
269,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Poissons frais et divers,Etats du Roi de Sardaigne,58650,,,,,0
270,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Poivre,Etats du Roi de Sardaigne,,"134,23",quintaux,,,0
271,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Quincaillerie diverse,Etats du Roi de Sardaigne,57256,,,,,0
272,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Rubans de soie,Etats du Roi de Sardaigne,,"7,92",quintaux,,,0
273,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Savon,Etats du Roi de Sardaigne,,"2030,48",quintaux,,,0
274,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Soie greze ; par Marseille,Etats du Roi de Sardaigne,,"67,15",quintaux,,,0
275,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Tabac en feuilles,Etats du Roi de Sardaigne,,"109,25",quintaux,,,0
276,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Tabac râpé,Etats du Roi de Sardaigne,,"391,25",quintaux,,,0
277,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Toiles mêlées de lin et de chanvre,Etats du Roi de Sardaigne,8820,,,,,0
278,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Toiles de chanvre ; diverses,Etats du Roi de Sardaigne,72804,,,,,0
279,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Toiles de coton ; diverses,Etats du Roi de Sardaigne,71668,,,,,0
280,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Toiles peintes et indiennes,Etats du Roi de Sardaigne,109448,,,,,0
281,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,51,Toiles mousseline,Etats du Roi de Sardaigne,31440,,,,,0
282,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Toiles de fil et coton et siamoise,Etats du Roi de Sardaigne,172178,,,,,0
283,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Toiles de lin ; diverses,Etats du Roi de Sardaigne,55611,,,,,0
284,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Toiles batiste et linon,Etats du Roi de Sardaigne,36800,,,,,0
285,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Verdet,Etats du Roi de Sardaigne,,"175,98",quintaux,,,0
286,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Verrerie,Etats du Roi de Sardaigne,25178,,,,,0
287,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins divers de France,Etats du Roi de Sardaigne,,33,muids,,,1
288,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins divers de France,Etats du Roi de Sardaigne,,144,pintes,,,2
289,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins du Dauphiné,Etats du Roi de Sardaigne,,1123,muids,,,1
290,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins du Dauphiné,Etats du Roi de Sardaigne,,64,pintes,,,2
291,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins du Languedoc,Etats du Roi de Sardaigne,,523,muids,,,0
292,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins de Provence,Etats du Roi de Sardaigne,,4156,muids,,,1
293,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins de Provence,Etats du Roi de Sardaigne,,144,pintes,,,2
294,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins de liqueurs,Etats du Roi de Sardaigne,,38,muids,,,1
295,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Vins de liqueurs,Etats du Roi de Sardaigne,,68,pintes,,,2
296,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Marchandises diverses ; mêlées en une infinité d'articles,Etats du Roi de Sardaigne,413204,,,,,0
297,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Cacao,Etats du Roi de Sardaigne,,"113,14",quintaux,,,0
298,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Café,Etats du Roi de Sardaigne,,"1154,57",quintaux,,,0
299,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Indigo,Etats du Roi de Sardaigne,,"11,51",quintaux,,,0
300,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Rocou,Etats du Roi de Sardaigne,,"28,75",quintaux,,,0
301,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Sucre brut,Etats du Roi de Sardaigne,,"1326,9",quintaux,,,0
302,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Sucre raffiné,Etats du Roi de Sardaigne,,"749,57",quintaux,,,0
303,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Sucre terré,Etats du Roi de Sardaigne,,"4346,64",quintaux,,,0
304,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,52,Sirop mélasse,Etats du Roi de Sardaigne,,"80,3",quintaux,,,0
332,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,54,Poivre,France,,"203,48",quintaux,,,0
333,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Amandes,République de Gênes,,"157,28",quintaux,,,0
334,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Amidon,République de Gênes,,"2124,17",quintaux,,,0
335,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Argent monnoyé en piastres et talaris ; par Marseille,République de Gênes,62554,,,,,0
336,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Blé froment ; par Marseille,République de Gênes,,3876,quintaux,,,0
337,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Bois des Isles et des Indes,République de Gênes,17428,,,,,0
338,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Bonneteries diverses,République de Gênes,37246,,,,,0
339,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Bonneteries de soie,République de Gênes,,"2,31",quintaux,,,0
340,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Casse ou canéfice,République de Gênes,,"230,52",quintaux,,,0
341,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Cannelle,République de Gênes,,"9,5",quintaux,,,0
342,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Cendre diverses,République de Gênes,85082,,,,,0
343,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Chapeaux divers,République de Gênes,19644,,,,,0
344,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Cire jaune,République de Gênes,,"164,27",quintaux,,,0
345,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Corail ouvré,République de Gênes,23250,,,,,0
346,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Coton en laine ; du Levant,République de Gênes,,"351,72",quintaux,,,0
347,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Cuirs divers,République de Gênes,150586,,,,,0
348,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Cuivres divers,République de Gênes,,"252,35",quintaux,,,0
349,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Draperie de toutes sortes,République de Gênes,168551,,,,,0
350,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Drogueries diverses,République de Gênes,22545,,,,,0
351,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Eaux spiritueuses et essences,République de Gênes,180480,,,,,0
352,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Eau-de-vie simple,République de Gênes,,25,muids,,,0
353,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Etoffes de laine,République de Gênes,186858,,,,,0
354,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Etoffes de soie,République de Gênes,,"5,65",quintaux,,,0
355,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,55,Etoffes mélangées de soie,République de Gênes,16410,,,,,0
366,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Faïance,République de Gênes,40025,,,,,0
367,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Fers divers,République de Gênes,,"1365,65",quintaux,,,0
368,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Fer blanc,République de Gênes,,365,quintaux,,,0
369,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Fromage,République de Gênes,,"1175,6",quintaux,,,0
370,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Garence,République de Gênes,,130,quintaux,,,0
371,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Gommes diverses,République de Gênes,43700,,,,,0
372,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Horlogerie,République de Gênes,10950,,,,,0
373,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Huile d'olive,République de Gênes,,"1916,7",quintaux,,,0
374,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Laines diverses,République de Gênes,,140,quintaux,,,0
375,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Librairie,République de Gênes,21100,,,,,0
376,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Liqueurs diverses,République de Gênes,37556,,,,,0
377,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Manne,République de Gênes,,"82,8",quintaux,,,0
378,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Mercerie,République de Gênes,55357,,,,,0
379,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Morue,République de Gênes,,"2961,4",quintaux,,,0
380,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Mouchoirs divers en fil et coton,République de Gênes,10414,,,,,0
381,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Muscade,République de Gênes,,"18,6",quintaux,,,0
382,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Noix de galle,République de Gênes,,"62,84",quintaux,,,0
383,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Peaux de toutes sortes,République de Gênes,145277,,,,,0
384,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Perles fines,République de Gênes,12840,,,,,0
385,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Pierre à aiguiser,République de Gênes,,"973,7",quintaux,,,0
386,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Plomb,République de Gênes,,"9220,32",quintaux,,,0
387,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Poivre,République de Gênes,,500,quintaux,,,0
388,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Quincaillerie,République de Gênes,29802,,,,,0
389,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Quinquina,République de Gênes,,"71,32",quintaux,,,0
390,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Rhubarbe,République de Gênes,,"55,83",quintaux,,,0
391,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Riz,République de Gênes,,320,quintaux,,,0
392,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Salsepareille,République de Gênes,,50,quintaux,,,0
393,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Savon,République de Gênes,,"705,52",quintaux,,,0
394,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Tabac en feuilles,République de Gênes,,"5635,8",quintaux,,,0
395,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Tabac en côtes,République de Gênes,,"4011,85",quintaux,,,0
396,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Tabac râpé,République de Gênes,,"6617,7",quintaux,,,0
397,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Taffia étranger ; par Dunkerque,République de Gênes,,13400,pintes,,,0
398,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Toiles mêlées de lin et de chanvre,République de Gênes,23950,,,,,0
399,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Toiles de coton ; diverses,République de Gênes,52168,,,,,0
400,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Toiles peintes et indiennes,République de Gênes,127071,,,,,0
401,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Toiles mousseline,République de Gênes,11700,,,,,0
402,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,56,Toiles de chanvre,République de Gênes,31310,,,,,0
403,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Verrerie diverses,République de Gênes,33976,,,,,0
404,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins divers de France,République de Gênes,,28,muids,,,1
405,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins divers de France,République de Gênes,,72,pintes,,,2
406,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins du Languedoc,République de Gênes,,230,muids,,,1
407,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins du Languedoc,République de Gênes,,144,pintes,,,2
408,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins de Provence,République de Gênes,,3293,muids,,,1
409,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins de Provence,République de Gênes,,216,pintes,,,2
410,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins de liqueurs,République de Gênes,,14,muids,,,1
411,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Vins de liqueurs,République de Gênes,,72,pintes,,,2
412,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Marchandises diverses ; mêlées en une infinité d'articles,République de Gênes,217054,,,,,0
413,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Cacao,République de Gênes,,1376,quintaux,,,0
414,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Café,République de Gênes,,"12350,6",quintaux,,,0
415,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,57,Indigo,République de Gênes,,"61,05",quintaux,,,0
