numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,doubleaccounts
500,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Rum et Taffia,"De l’Amérique, Isles Antilles ou Colonies françaises",,"786,97",muids,,0
501,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Saffran,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,562,livres,,0
502,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Saffranum,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,203803,livres,,0
503,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Salpêtre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,541367,livres,,0
504,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Salpêtre,Asie,,110200,livres,,0
505,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Poivres et piment,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,559870,livres,,0
506,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Pommade,"De l’Amérique, Isles Antilles ou Colonies françaises",,22509,livres,,0
507,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Porcelaine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1047417,,,,0
508,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Poudre à poudrer,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,242689,livres,,0
509,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Poudre à poudrer,"De l’Amérique, Isles Antilles ou Colonies françaises",,152336,livres,,0
510,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Poudre à tirer,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,8500,livres,,0
511,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Poudre à tirer,Afrique,,29400,livres,,0
512,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Provisions de bouches,"De l’Amérique, Isles Antilles ou Colonies françaises",98464,,,,0
513,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Provisions de bouches,Pêches françaises,15544,,,,0
514,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Prunes et pruneaux,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6217356,livres,,0
515,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Prunes et pruneaux,"De l’Amérique, Isles Antilles ou Colonies françaises",,105008,livres,,0
516,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Prunes et pruneaux,Pêches françaises,,105950,livres,,0
517,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Quincailleries mêlées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1452024,,,,0
518,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Quincailleries mêlées,"De l’Amérique, Isles Antilles ou Colonies françaises",641132,,,,0
519,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Quincailleries mêlées,Afrique,15976,,,,0
520,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Quincailleries mêlées,Asie,168085,,,,0
521,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Quiquina,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,196,livres,,0
522,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Raisins,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,10486,livres,,0
523,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rasade ou verroterie,Afrique,,21156,livres,,0
524,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rasade ou verroterie,Asie,,17943,livres,,0
525,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rhubarbe,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,10581,livres,,0
526,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Riz,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"19843,81",livres,,0
527,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Riz,"De l’Amérique, Isles Antilles ou Colonies françaises",,57097,livres,,0
528,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Riz,Afrique,,177337,livres,,0
529,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rubans de soie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,66440,livres,,0
530,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rubans de soie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,360520,aunes,,0
531,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rubans de soie,"De l’Amérique, Isles Antilles ou Colonies françaises",,13561,livres,,0
532,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rubans de soie,"De l’Amérique, Isles Antilles ou Colonies françaises",,1760,aunes,,0
533,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rubans de soie,Asie,,198,livres,,0
534,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rubans de soie,Asie,,132500,aunes,,0
535,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rhum,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"472,22",muids,,0
536,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Rhum,Afrique,,"192,56",muids,,0
537,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Sacs à café,"De l’Amérique, Isles Antilles ou Colonies françaises",,126516,nombre,,0
538,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Saffran,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,12144,livres,,0
539,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Saffranum,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,198420,livres,,0
540,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,38,Salpêtre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,40165,livres,,0
541,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Salsepareille,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,85529,livres,,0
542,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sang-dragon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,5942,livres,,0
543,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sardines,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,398350,livres,,0
544,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sardines,Pêches françaises,987092,,,,0
545,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Saumon salé,Pêches françaises,25722,,,,0
546,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Savon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,72755,livres,,0
547,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sel ordinaire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1507394,livres,,0
548,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sel Ammoniac,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,31816,livres,,0
549,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sel de Saturne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,79768,livres,,0
550,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Séné,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,103560,livres,,0
551,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sirop mélasse,"De l’Amérique, Isles Antilles ou Colonies françaises",,237950,livres,,0
552,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Souffre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,7752516,livres,,0
553,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Souliers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",64973,,,,0
554,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Soies diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,122539,livres,,0
555,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Soies à coudre,Asie,,3000,livres,,0
556,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Soies ouvrées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,261744,livres,,0
557,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Soies en strasse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,23890,livres,,0
558,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Squine,Asie,,32000,livres,,0
559,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Storax,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,5829,livres,,0
560,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucres divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",236422,,,,0
561,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucres brut,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,435552,livres,,0
562,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucres brut,"De l’Amérique, Isles Antilles ou Colonies françaises",,49477480,livres,,0
563,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucres brut,Asie,,57260,livres,,0
564,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucres en pain et candi,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2510739,livres,,0
565,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucres en pain et candi,Asie,,11365,livres,,0
566,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucre blanc et terré,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1099179,livres,,0
567,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucre blanc et terré,"De l’Amérique, Isles Antilles ou Colonies françaises",,27978680,livres,,0
568,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucre blanc et terré,Asie,,72030,livres,,0
569,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sucre tête,"De l’Amérique, Isles Antilles ou Colonies françaises",,15452666,livres,,0
570,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Suif en pain,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1462648,livres,,0
571,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Sumac,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1013387,livres,,0
572,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Tabac en carotte et fabriqué,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,207100,livres,,0
573,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Tabac en feuilles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,28961326,livres,,0
574,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Tabac en feuilles,"De l’Amérique, Isles Antilles ou Colonies françaises",,249278,livres,,0
575,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Tamarin,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,23929,livres,,0
576,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Tamarin,Asie,,146713,livres,,0
577,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,39,Tartre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,180164,livres,,0
578,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Salsepareille,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,37381,livres,,0
579,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sardines,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,936,livres,,0
580,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Savon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2824202,livres,,0
581,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Savon,"De l’Amérique, Isles Antilles ou Colonies françaises",,3153294,livres,,0
582,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Savon,Afrique,,15400,livres,,0
583,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Savon,Asie,,327844,livres,,0
584,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Scammonée,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2660,livres,,0
585,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sel ordinaire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",2180583,35134539,livres,,0
586,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sel ordinaire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",2180583,22665,muids,,1
587,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sel ordinaire,Pêches françaises,,38610079,livres,,0
588,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sel d'Ammoniac,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,14801,livres,,0
589,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sel de Saturne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,50701,livres,,0
590,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Séné,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,41825,livres,,0
591,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Souffre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2134978,livres,,0
592,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Souliers,"De l’Amérique, Isles Antilles ou Colonies françaises",,399143,paires,,0
593,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Souliers,Asie,,45332,paires,,0
594,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Soies diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,25621,livres,,0
595,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Soies à coudre,"De l’Amérique, Isles Antilles ou Colonies françaises",29130,,,,0
596,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sucre blanc et terré,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,117460,livres,,0
597,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Suif en pain,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2954956,livres,,0
598,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Suif en pain,"De l’Amérique, Isles Antilles ou Colonies françaises",,119967,livres,,0
599,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Sumac,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,148514,livres,,0
600,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tabac en carotte et fabriqué,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,3861764,livres,,0
601,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tabac en côtes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2390133,livres,,0
602,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tabac en feuilles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,4907619,livres,,0
603,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tabac en feuilles,Afrique,,60016,livres,,0
604,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tabac en poudre,"De l’Amérique, Isles Antilles ou Colonies françaises",,23020,livres,,0
605,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tabac en poudre,Asie,,44618,livres,,0
606,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,40,Tartre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,420178,livres,,0
607,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Terre manganèse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,336050,livres,,0
608,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Terre pozolanne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,713175,livres,,0
609,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Thé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,84859,livres,,0
610,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Thé,Asie,,493251,livres,,0
611,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Thérébentine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,68621,livres,,0
612,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Thérébentine,Asie,,493251,livres,,0
613,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Thon mariné,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,75680,livres,,0
614,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Toiles mêlées de lin et de chanvre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1870302,,,,0
615,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Toiles de coton diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",6835991,,,,0
616,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Toiles peintes et indiennes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",422091,,,,0
617,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,"Toiles de lin, diverses","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",177378,,,,0
618,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Toiles dite platille,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,13824,nombre,,0
619,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Toiles dite platille,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,35400,livres,,0
620,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,toiles de treillis,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",257034,,,,0
621,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,"Toiles des Indes, du commerce français",Asie,,777909,nombre,,0
622,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,"Toiles des Indes, du commerce français",Asie,54107602,,,,0
623,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,"Toiles des Indes, du commerce étranger","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",784508,,,,0
624,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Tournesol,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,50430,livres,,0
625,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Ustensiles de pêches,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",104850,,,,0
626,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Verdet,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,12288,livres,,0
