numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts
160,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Ton mariné,La Hollande,"52,5",35,Livres,1.5,0,,0
161,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Teriaque,La Hollande,972,81,Livres,12,0,,0
162,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Vin rouge,La Hollande,381900,7638,Muids,50,0,,0
163,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Vin de muscat,La Hollande,960,6400,Livres,.15,0,,0
164,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Verdet,La Hollande,84675,112900,Livres,.75,0,,0
165,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bours de Nismes,L'Espagne,500,50,Livres,10,0,,0
166,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Burate soye et laine,L'Espagne,3664,1832,Livres,2,0,,0
167,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bazin,L'Espagne,435,174,Livres,2.5,0,,0
168,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bayette,L'Espagne,"412,5",275,Livres,1.5,0,,0
169,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bazannes tannées,L'Espagne,63,7,Douzaines,9,0,,0
170,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bonnets a dentelle,L'Espagne,200,1,Valeur,200,0,,0
171,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bas de soye,L'Espagne,40775,1165,Livres,35,0,,0
172,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bas de fleuret,L'Espagne,8484,606,Livres,14,0,,0
173,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bas d'estame,L'Espagne,91008,15168,Livres,6,0,,0
174,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bouteilles de verre,L'Espagne,230,1150,Nombre,.2,0,,0
175,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Bouteilles de verre,L'Espagne,575,2300,Livres,.25,0,,0
176,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Chair salée,L'Espagne,"1087,5",3625,Livres,.3,0,,0
177,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Champignons secs,L'Espagne,2150,430,Livres,5,0,,0
178,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Couvertures de laine,L'Espagne,1000,1000,Livres,1,0,,0
179,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Chapeaux demi castor,L'Espagne,27,3,Nombre,9,0,,0
180,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Cuirs forts tanné,L'Espagne,1512,42,Nombre,36,0,,0
181,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Cuirs de beuf en poil,L'Espagne,4608,384,Nombre,12,0,,0
182,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Coton filé fin,L'Espagne,20,10,Livres,2,0,,0
183,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Comodes de bois noyer,L'Espagne,100,2,Nombre,50,0,,0
184,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Draperie fine de Languedoc,L'Espagne,133560,22260,Livres,6,0,,0
185,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Draperie petitte,L'Espagne,585055,234022,Livres,2.5,0,,0
186,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Dentelle Dupuy,L'Espagne,360950,7219,Livres,50,0,,0
187,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Etoffe de soye,L'Espagne,14960,374,Livres,40,0,,0
188,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Etoffe mi soye,L'Espagne,13830,922,Livres,15,0,,0
189,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Etamine de laine,L'Espagne,10800,2160,Livres,5,0,,0
190,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Eau de vie,L'Espagne,640,256,Verges,2.5,0,,0
191,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Eau de la reyne d'Hongrie,L'Espagne,"153,6",256,Livres,.6,0,,0
192,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Essence de jassemin,L'Espagne,120,120,Livres,1,0,,0
193,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Fromage de Roquefort,L'Espagne,2550,4250,Livres,.6,0,,0
194,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Fromage d'Auvergne,L'Espagne,5180,25900,Livres,.2,0,,0
195,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Figues,L'Espagne,430,2150,Livres,.2,0,,0
196,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Fil en masse,L'Espagne,4470,2980,Livres,1.5,0,,0
197,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Fayence,L'Espagne,240,960,Livres,.25,0,,0
198,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Galon or et argent,L'Espagne,11312,101,Livres,112,0,,0
199,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Hardes,L'Espagne,518,1,Valeur,518,0,,0
200,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Marchandises a l'estimation,L'Espagne,1166,1,Valeur,1166,0,,0
201,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Mercerie fine,L'Espagne,72780,12130,Livres,6,0,,0
202,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Poisson salé,L'Espagne,4935,32900,Livres,.15,0,,0
203,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Prunes brugnolles,L'Espagne,"393,75",1575,Livres,.25,0,,0
204,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Peaux de veau tannées,L'Espagne,1770,59,Douzaines,30,0,,0
205,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Peaux aprestées,L'Espagne,677,677,Livres,1,0,,0
206,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Plume a lit,L'Espagne,885,885,Livres,1,0,,0
207,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Poudre a poudrer,L'Espagne,3,15,Livres,.2,0,,0
208,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Pots de fer,L'Espagne,"287,5",1150,Livres,.25,0,,0
209,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Quincaille,L'Espagne,7277,7277,Livres,1,0,,0
210,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Ruban de soye,L'Espagne,7950,132.5,Livres,60,0,,0
211,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Remedes,L'Espagne,22,1,Valeur,22,0,,0
212,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Sargue fil et laine,L'Espagne,"2802,5",1030,Livres,1.75,1000,Erreur de calcul,0
213,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,43,Salicor,L'Espagne,170,1700,Livres,.1,0,,0
214,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Souliers brodés,L'Espagne,90,20,Paires,4.5,0,,0
215,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Souliers pour homme,L'Espagne,18,6,Paires,3,0,,0
216,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Truffes seches,L'Espagne,105,30,Livres,3.5,0,,0
217,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Toile de coton,L'Espagne,6335,1267,Livres,5,0,,0
218,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Toile blanche,L'Espagne,43500,14500,Livres,3,0,,0
219,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Toile rousse,L'Espagne,17010,11340,Livres,1.5,0,,0
220,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Talons de bois,L'Espagne,1880,3760,Livres,.5,0,,0
221,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Vin rouge,L'Espagne,1400,35,Muids,40,0,,0
222,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Verdet,L'Espagne,16620,22160,Livres,.75,0,,0
223,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Amandes cassées,L'Italie,3875,19375,Livres,.2,0,,0
224,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Acier,L'Italie,150,500,Livres,.3,0,,0
225,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Bazin,L'Italie,455,182,Livres,2.5,0,,0
226,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Bas de soye,L'Italie,29260,836,Livres,35,0,,0
227,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Bas de filozelle,L'Italie,8442,603,Livres,14,0,,0
228,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Bas d'estame,L'Italie,141132,23522,Livres,6,0,,0
229,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Bouteilles de verre,L'Italie,"48,75",195,Livres,.25,0,,0
230,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Bois de fustel,L'Italie,"667,5",2225,Livres,.3,0,,0
231,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Chair salée,L'Italie,"2827,5",9425,Livres,.3,0,,0
232,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Champignons secs,L'Italie,1500,300,Livres,5,0,,0
233,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Cristal de tartre,L'Italie,910,2600,Livres,.35,0,,0
234,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Couvertures de laine,L'Italie,15,15,Livres,1,0,,0
235,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Camelot,L'Italie,3600,360,Livres,10,0,,0
236,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Cuirs de beuf tannés,L'Italie,720,20,Nombre,36,0,,0
237,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Comodes,L'Italie,100,2,Estimés,50,0,,0
238,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Cuivre rouge neuf,L'Italie,10496,6560,Livres,1.6,0,,0
239,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Cardes neuves,L'Italie,"2231,25",2975,Livres,.75,0,,0
240,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Cardes vieilles,L'Italie,700,3500,Livres,.2,0,,0
241,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Chaises de bois,L'Italie,5434,5434,Nombre,1,0,,0
242,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Corail de jardin,L'Italie,"67,5",675,Livres,.1,0,,0
243,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Chandelle,L'Italie,"252,5",505,Livres,.5,0,,0
244,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Colombine,L'Italie,"4981,65",298900,Livres,.0166667,-2,,0
245,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Draperie fine de Languedoc,L'Italie,102120,17020,Livres,6,0,,0
246,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Draperie petite,L'Italie,171910,68764,Livres,2.5,0,,0
247,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Etoffe de soye,L'Italie,7340,183.5,Livres,40,0,,0
248,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Etoffe de mi soye,L'Italie,9660,644,Livres,15,0,,0
249,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Etamine de laine,L'Italie,48735,9747,Livres,5,0,,0
250,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Etain ouvré,L'Italie,520,260,Livres,2,0,,0
251,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Eau de vie,L'Italie,"73682,5",29473,Verges,2.5,0,,0
252,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Eau de vie de Reyne d'Hongrie,L'Italie,17658,29430,Livres,.6,0,,0
253,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Fromage de Roquefort,L'Italie,2040,3400,Livres,.6,0,,0
254,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Fromage d'Auvergne,L'Italie,3270,16350,Livres,.2,0,,0
255,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Figues,L'Italie,105,525,Livres,.2,0,,0
256,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Futaine,L'Italie,85,34,Livres,2.5,0,,0
257,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Fayence,L'Italie,35,140,Livres,.25,0,,0
258,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Fer ouvré,L'Italie,18,60,Livres,.3,0,,0
259,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Fer en barres,L'Italie,"16431,25",65725,Livres,.25,0,,0
260,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Fer vieux,L'Italie,"337,5",4500,Livres,.075,0,,0
261,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Jambon de bayonne,L'Italie,510,850,Livres,.6,0,,0
262,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Jayet ouvré,L'Italie,525,350,Livres,1.5,0,,0
263,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Liège,L'Italie,1585,7925,Livres,.2,0,,0
264,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Miel,L'Italie,230,575,Livres,.4,0,,0
265,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Mousseline,L'Italie,61050,2035,Livres,30,0,,0
266,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Mercerie fine,L'Italie,30270,5045,Livres,6,0,,0
267,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Marchandises a l'estimation,L'Italie,595,1,Valeur,595,0,,0
268,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Meubles affiloires,L'Italie,"4216,5",5622,Nombre,.75,0,,0
269,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Morue,L'Italie,"1252,5",8350,Livres,.15,0,,0
270,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Noir de fumée,L'Italie,1350,1800,Livres,.75,0,,0
271,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Papeline,L'Italie,500,25,Livres,20,0,,0
272,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Peaux de veau tannées,L'Italie,900,30,Douzaines,30,0,,0
273,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Peaux de parchemin,L'Italie,2394,66.5,Grosses,36,0,,0
274,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Plomb en lingots,L'Italie,285,1425,Livres,.2,0,,0
275,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Pierres a éguiser,L'Italie,36,30,Douzaines,1.2,0,,0
276,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Poivre,L'Italie,435,435,Livres,1,0,,0
277,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Sarge,L'Italie,3430,1372,Livres,2.5,0,,0
278,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Thé vert,L'Italie,685,137,Livres,5,0,,0
279,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Truffes seches,L'Italie,280,80,Livres,3.5,0,,0
280,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Tartre,L'Italie,600,4000,Livres,.15,0,,0
281,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Tabas,L'Italie,21465,28620,Livres,.75,0,,0
282,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Tournesol,L'Italie,"962,5",3850,Livres,.25,0,,0
283,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Tapisserie d'Auvergne,L'Italie,25,25,Livres,1,0,,0
284,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Toile de coton,L'Italie,235,47,Livres,5,0,,0
285,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,44,Toile blanche,L'Italie,45420,15140,Livres,3,0,,0
286,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Toile rousse,L'Italie,18975,12650,Livres,1.5,0,,0
287,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Talons de bois,L'Italie,"138,9",463,Douzaines,.3,0,,0
288,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Talons de bois,L'Italie,5650,11300,Livres,.5,0,,0
289,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Vin rouge,L'Italie,140960,3524,Muids,40,0,,0
290,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Vaisselle d'argent,L'Italie,3136,56,Marcs,56,0,,0
291,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Verdet,L'Italie,"49117,5",65490,Livres,.75,0,,0
292,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Cristal de tartre,Le Levant,2310,6600,Livres,.35,0,,0
293,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Creme de tartre,Le Levant,"8302,5",27675,Livres,.3,0,,0
294,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Couperose blanche,Le Levant,405,4050,Livres,.1,0,,0
295,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Clouds de fer,Le Levant,91,260,Livres,.35,0,,0
296,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Drap Londrin,Le Levant,7290640,1041520,Livres,7,0,,0
297,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Draperie petite,Le Levant,39800,15920,Livres,2.5,0,,0
298,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Fer,Le Levant,6575,26300,Livres,.25,0,,0
299,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Jayet ouvré,Le Levant,"457,5",305,Livres,1.5,0,,0
300,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Liqueurs a boire,Le Levant,14928,29856,Livres,.5,0,,0
301,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Mercerie fine,Le Levant,66288,11048,Livres,6,0,,0
302,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Papier a ecrire,Le Levant,790,1580,Livres,.5,0,,0
303,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Quincaille,Le Levant,21730,21730,Livres,1,0,,0
304,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1732,Exports,Montpellier,45,Verdet,Le Levant,82200,109600,Livres,.75,0,,0
