numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
132,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Toile de Cambray,Rennes,Isles françoises de l'Amerique," 25,00    ",Pièces,"0,000","0,00","0,00","0,00",
133,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Toile pigolles,Rennes,Isles françoises de l'Amerique," 60,00    ",Pièces,"0,000","0,00","0,00","0,00",
134,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Vin,Rennes,Isles françoises de l'Amerique," 10,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
135,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Bas de soie,Rennes,Flandre autrichienne," 123,00    ",Paires,"0,000","0,00","0,00","0,00",
136,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Cravattes noir,Rennes,Flandre autrichienne," 100,00    ",Nombres,"0,000","0,00","0,00","0,00",
137,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Damas,Rennes,Flandre autrichienne," 292,00    ",Pièces,"0,000","0,00","0,00","0,00",
138,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Eventails,Rennes,Flandre autrichienne," 511,00    ",Nombres,"0,000","0,00","0,00","0,00",
139,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Fil blanc,Rennes,Flandre autrichienne," 140,00    ",Livres,"0,000","0,00","0,00","0,00",
140,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Grisette,Rennes,Flandre autrichienne," 282,00    ",Pièces,"0,000","0,00","0,00","0,00",
141,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Gorgorans,Rennes,Flandre autrichienne," 3,00    ",Pièces,"0,000","0,00","0,00","0,00",
142,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Mouchoir de soye,Rennes,Flandre autrichienne," 30,00    ",Pièces,"0,000","0,00","0,00","0,00",
143,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Satin,Rennes,Flandre autrichienne," 3,00    ",Pièces,"0,000","0,00","0,00","0,00",
144,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Tafetas,Rennes,Flandre autrichienne," 20,00    ",Pièces,"0,000","0,00","0,00","0,00",
145,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,5,1714,Tapis de satin,Rennes,Flandre autrichienne," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",
146,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Beure de Bretagne,Rennes,Angleterre," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
147,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Brai,Rennes,Angleterre," 300,00    ",Livres,"0,000","0,00","0,00","0,00",
148,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Canevas,Rennes,Angleterre," 1 320,00    ",Aunes,"0,000","0,00","0,00","0,00",
149,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Chenille de bois,Rennes,Angleterre," 300,00    ",Nombres,"0,000","0,00","0,00","0,00",
150,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Eau de vie,Rennes,Angleterre," 1,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
151,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Etoupe,Rennes,Angleterre," 2 600,00    ",Livres,"0,000","0,00","0,00","0,00",
152,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Fromage,Rennes,Angleterre," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
153,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Gaudron,Rennes,Angleterre," 12,00    ",Barils,"0,000","0,00","0,00","0,00",
154,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Grelin ,Rennes,Angleterre," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",
155,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Miel,Rennes,Angleterre," 1 300,00    ",Livres,"0,000","0,00","0,00","0,00",
156,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Peaux de veaux en poil,Rennes,Angleterre," 1 500,00    ",Nombres,"0,000","0,00","0,00","0,00",
157,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Plumes a lit,Rennes,Angleterre," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
158,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Poterie de terre,Rennes,Angleterre," 150,00    ",Livres,"0,000","0,00","0,00","0,00",
159,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Souffre,Rennes,Angleterre," 300,00    ",Livres,"0,000","0,00","0,00","0,00",
160,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Savon,Rennes,Angleterre," 2 345,00    ",Livres,"0,000","0,00","0,00","0,00",
161,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Sabots,Rennes,Angleterre," 10,00    ",Douzaines de paires,"0,000","0,00","0,00","0,00",
162,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile d'olonne,Rennes,Angleterre," 360,00    ",Aunes,"0,000","0,00","0,00","0,00",
163,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile de halle,Rennes,Angleterre," 780,00    ",Aunes,"0,000","0,00","0,00","0,00",
164,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile de Morlaix,Rennes,Angleterre," 100,00    ",Aunes,"0,000","0,00","0,00","0,00",
165,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile de bretagne,Rennes,Angleterre," 100,00    ",Aunes,"0,000","0,00","0,00","0,00",
166,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile de pontivi,Rennes,Angleterre," 155,00    ",Aunes,"0,000","0,00","0,00","0,00",
167,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile de quintin,Rennes,Angleterre," 2 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
168,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Toile a serpilieres,Rennes,Angleterre," 60,00    ",Aunes,"0,000","0,00","0,00","0,00",
169,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Vin d'Espagne,Rennes,Angleterre," 1,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
170,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Vin de Bordeaux,Rennes,Angleterre," 7,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
171,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Vinaigre,Rennes,Angleterre," 2,50    ",Bariques,"0,000","0,00","0,00","0,00",
172,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Biere,Rennes,Hollande," 11,00    ",Barils,"0,000","0,00","0,00","0,00",
173,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Beure,Rennes,Hollande," 20 600,00    ",Livres,"0,000","0,00","0,00","0,00",
174,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Bezoar,Rennes,Hollande," 10,00    ",Livres,"0,000","0,00","0,00","0,00",
175,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Bas de soie pour homme,Rennes,Hollande," 140,00    ",Paires,"0,000","0,00","0,00","0,00",
176,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Bas de soie pour femme,Rennes,Hollande," 100,00    ",Paires,"0,000","0,00","0,00","0,00",
177,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Cidre,Rennes,Hollande," 4,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
178,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Cacao,Rennes,Hollande," 8 101,00    ",Livres,"0,000","0,00","0,00","0,00",
179,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Chagrin de soie,Rennes,Hollande," 4,00    ",Pièces,"0,000","0,00","0,00","0,00",
180,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Damas de Pekin,Rennes,Hollande," 287,00    ",Pièces,"0,000","0,00","0,00","0,00",
181,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,6,1714,Grisette,Rennes,Hollande," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
182,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Gorgoran,Rennes,Hollande," 1,00    ",Pièces,"0,000","0,00","0,00","0,00",
183,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Graine de lin,Rennes,Hollande," 10,00    ",Barils,"0,000","0,00","0,00","0,00",
184,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Huitres a la daube,Rennes,Hollande," 519,00    ",Barils,"0,000","0,00","0,00","0,00",
185,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Indigo,Rennes,Hollande," 400,00    ",Livres,"0,000","0,00","0,00","0,00",
186,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Librairie,Rennes,Hollande," 175,00    ",Livres,"0,000","0,00","0,00","0,00",
187,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Laine lavée,Rennes,Hollande," 3 745,00    ",Livres,"0,000","0,00","0,00","0,00",
188,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Listounerie,Rennes,Hollande," 10,00    ",Pièces,"0,000","0,00","0,00","0,00",
189,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Miel,Rennes,Hollande," 354 660,00    ",Livres,"0,000","0,00","0,00","0,00",
190,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Moire,Rennes,Hollande," 1,00    ",Pièces,"0,000","0,00","0,00","0,00",
191,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Poire seche,Rennes,Hollande," 420,00    ",Livres,"0,000","0,00","0,00","0,00",
192,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Peaux de veaux,Rennes,Hollande," 200,00    ",Nombres,"0,000","0,00","0,00","0,00",
193,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Papier gris,Rennes,Hollande," 1 858,00    ",Rames,"0,000","0,00","0,00","0,00",
194,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Pieres de mole,Rennes,Hollande," 16,00    ",Nombres,"0,000","0,00","0,00","0,00",
195,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Pieres de taille de 5 pieds de longueur sur 3 pieds de largeur,Rennes,Hollande," 14,00    ",Nombres,"0,000","0,00","0,00","0,00",
196,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Peleterie commune,Rennes,Hollande," 150,00    ",Livres,"0,000","0,00","0,00","0,00",
197,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Planche de sapin,Rennes,Hollande," 50,00    ",Nombres,"0,000","0,00","0,00","0,00",
198,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Storax,Rennes,Hollande," 440,00    ",Livres,"0,000","0,00","0,00","0,00",
199,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Savon,Rennes,Hollande," 510,00    ",Livres,"0,000","0,00","0,00","0,00",
200,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Satin rayé,Rennes,Hollande," 15,00    ",Pièces,"0,000","0,00","0,00","0,00",
201,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Soie a coudre,Rennes,Hollande," 751,00    ",Livres,"0,000","0,00","0,00","0,00",
202,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Thé,Rennes,Hollande," 2 044,00    ",Livres,"0,000","0,00","0,00","0,00",
203,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Tafetas de pekin,Rennes,Hollande," 350,00    ",Pièces,"0,000","0,00","0,00","0,00",
204,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Toile de bretagne,Rennes,Hollande," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
205,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Toile de Morlaix,Rennes,Hollande," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
206,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Vin,Rennes,Hollande," 3,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
207,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Anchois,Rennes,Nord," 6,00    ",Pots,"0,000","0,00","0,00","0,00",
208,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Citron,Rennes,Nord," 2,00    ",Caisses,"0,000","0,00","0,00","0,00",
209,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Huile d'olive,Rennes,Nord," 61,00    ",Pots,"0,000","0,00","0,00","0,00",
210,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Ris,Rennes,Nord," 322,00    ",Livres,"0,000","0,00","0,00","0,00",
211,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Raisin,Rennes,Nord," 397,00    ",Livres,"0,000","0,00","0,00","0,00",
212,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Savon,Rennes,Nord," 650,00    ",Livres,"0,000","0,00","0,00","0,00",
213,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Vin ,Rennes,Nord," 1,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
214,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Vinaigre,Rennes,Nord," 2,50    ",Bariques,"0,000","0,00","0,00","0,00",
215,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Dentelle de Caën,Rennes,Nord," 3 149,00    ",Aunes,"1,000","3 149,00","3 149,00","0,00",
216,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,7,1714,Damas de la Chine,Rennes,Nord," 200,00    ",Pièces,"0,000","0,00","0,00","0,00",
217,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Fil de Rennes,Rennes,Nord," 1 164,00    ",Livres,"0,000","0,00","0,00","0,00",
218,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Fil de forest,Rennes,Nord," 250,00    ",Livres,"3,000","750,00","750,00","0,00",
219,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Rubans de soie,Rennes,Nord," 53,00    ",Livres,"0,000","0,00","0,00","0,00",Rubans de soye + fil d'or = 2000
220,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Fil d'or,Rennes,Nord," 2,50    ",Livres,"0,000","0,00","0,00","0,00",Rubans de soye + fil d'or = 2000
221,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Sempiterne,Rennes,Nord," 80,00    ",Pièces,"30,000","2 400,00","2 400,00","0,00",
222,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile de bretagne large,Rennes,Nord," 1 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
223,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile de bretagne étroite,Rennes,Nord," 9 000,00    ",Aunes,"1,400","12 600,00","12 600,00","0,00",
224,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile de Morlaix,Rennes,Nord," 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
225,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile crée large,Rennes,Nord," 5 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
226,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile rosconne,Rennes,Nord," 11 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
227,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile a voile,Rennes,Nord," 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
228,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Beure,Rennes,Portugal," 10 500,00    ",Livres,"0,000","0,00","0,00","0,00",
229,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Eau de vie,Rennes,Portugal," 1,00    ",Tierçon,"0,000","0,00","0,00","0,00",
230,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Etoupe,Rennes,Portugal," 500,00    ",Livres,"0,000","0,00","0,00","0,00",
231,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Fer en barres,Rennes,Portugal," 10 000,00    ",Livres,"0,000","0,00","0,00","0,00",
232,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Huitres a la daube,Rennes,Portugal," 60,00    ",Barils,"0,000","0,00","0,00","0,00",
233,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Harans sorés,Rennes,Portugal," 40,00    ",Barils,"0,000","0,00","0,00","0,00",
234,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Lard,Rennes,Portugal," 1 900,00    ",Livres,"0,000","0,00","0,00","0,00",Pas la même quantité original/copie
235,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Liqueur,Rennes,Portugal," 240,00    ",Bouteilles,"0,000","0,00","0,00","0,00",
236,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Lattes,Rennes,Portugal," 3 000,00    ",Nombres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
237,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Moruë seche,Rennes,Portugal," 8 087,00    ",Nombres,"0,000","0,00","0,00","0,00",
238,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Pommes,Rennes,Portugal," 5,00    ",Caisses,"0,000","0,00","0,00","0,00",
239,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Papier gris,Rennes,Portugal," 1 650,00    ",Rames,"0,000","0,00","0,00","0,00",
240,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Pieres de moulage,Rennes,Portugal," 150,00    ",Nombres,"0,000","0,00","0,00","0,00",
241,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile d'olonne,Rennes,Portugal," 3 450,00    ",Aunes,"0,000","0,00","0,00","0,00",
242,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Toile de leon,Rennes,Portugal," 1 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
243,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Beuf salé,Rennes,Isles françoises de l'Amerique," 18 590,00    ",Livres,"0,000","0,00","0,00","0,00",
244,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Camelot,Rennes,Isles françoises de l'Amerique," 1 455,00    ",Livres,"0,000","0,00","0,00","0,00",
245,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Dentelles de flandre,Rennes,Isles françoises de l'Amerique," 1,00    ",Caisses,"0,000","0,00","2 138,60","-2 138,60",
246,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Eau de vie,Rennes,Isles françoises de l'Amerique," 19,25    ",Tonneaux,"0,000","0,00","0,00","0,00",
247,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Etamine de laine,Rennes,Isles françoises de l'Amerique," 180,00    ",Livres,"0,000","0,00","0,00","0,00",
248,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,8,1714,Lard,Rennes,Isles françoises de l'Amerique," 4 400,00    ",Livres,"0,000","0,00","0,00","0,00",
