numrodeligne,source,sourcepath,sourcetype,year,exportsimports,direction,marchandises,pays,quantity_unit,prix_unitaire,probleme,remarks,quantit,value
672,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Nord,Traques,,,,98,0
673,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barique wides,Nord,Bariques,,,,50,0
674,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barres de cabestan,Nord,Douzaines,,,,7,0
675,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barres de cabestan,Nord,Nombres,,,,24,0
676,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé seigle,Nord,Lets,,,,12,0
677,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé seigle,Nord,Tonneaux,,,,42,0
678,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois a batir,Nord,Nombres,,,,15,0
679,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois a bruler,Nord,Brasses,,,,10,0
680,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois a bruler,Nord,Nombres,,,,15,0
681,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Braj gras,Nord,Barils,,,,172,0
682,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables,Nord,Livres,,,,15000,0
683,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cannes garnies de leurs flacons,Nord,Nombres,,,,18,0
684,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chanvre cru,Nord,Livres,,,,32450,0
685,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chevilles de bois,Nord,Milliers,,,,40,0
686,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire jaune,Nord,Livres,,,,11860,0
687,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordage,Nord,Livres,,,,5000,0
688,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordage en filain,Nord,Livres,,,,23834,0
689,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cordages,Nord,Livres,,,,25224,0
690,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en feuïlles,Nord,Livres,,,,400,0
691,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuivre en plaques,Nord,Livres,,,,658,0
692,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cuveaux,Nord,Douzaines,,,,6,0
693,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Dattes,Nord,Livres,,,,1200,0
694,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ecopes,Nord,Douzaines,,,,2,0
695,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ecopes,Nord,Milliers,,,,4,0
696,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Epars,Nord,Nombres,,,,44,0
697,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer blanc,Nord,Barils,,,,9,0
698,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en barres,Nord,Livres,,,,1646852,0
699,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer en verge,Nord,Livres,,,,40250,0
700,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Nord,Garde feux,,,,2,0
701,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fer ouvré,Nord,Livres,,,,4910,0
702,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Nord,Barils,,,,2057.5,0
703,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Nord,Barils,15,0,,162,2430
704,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaudron,Nord,Livres,,,,960,0
705,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaule,Nord,Nombres,,,,453,0
706,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaules de sapin,Nord,Brins,,,,1588,0
707,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Nord,Barils,50,0,,1291,64550
708,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Nord,Barils,55,0,,1484,81620
709,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Nord,Livres,,,,31600,0
710,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambon,Nord,Livres,,,,302,0
711,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambons,Nord,Livres,,,,2287,0
712,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin,Nord,Livres,,,,12900,0
713,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin peigné,Nord,Livres,,,,5000,0
714,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Manche de gaffe,Nord,Pièces,,,,75,0
715,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mât,Nord,Nombres,,,,4,0
716,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Matereaux,Nord,Nombres,,,,415,0
717,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mâts a bateau,Nord,Nombres,,,,50,0
718,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de bateaux,Nord,Douzaines,,,,9,0
719,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mâts de chêne,Nord,Nombres,,,,2,0
720,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de navire,Nord,Nombres,,,,42,0
721,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de sapin,Nord,Nombres,,,,78,0
722,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mâts de sapin,Nord,Nombres,,,,567,0
723,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mature carrée,Nord,Pièces,,,,29,0
724,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain,Nord,Douelles,,,,5600,0
725,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a baril,Nord,Douelles,,,,500,0
726,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a baril,Nord,Douëlles,,,,4000,0
727,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a pipes,Nord,Nombres,,,,500,0
728,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pelles de bois,Nord,Milliers,,,,5,0
729,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pipes a fumer,Nord,Grosses,,,,10,0
730,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de chêne,Nord,Nombres,,,,2160,0
731,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de prusse,Nord,Nombres,,,,102,0
732,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de sapin,Nord,Nombres,,,,57568,0
733,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de sapin rouge,Nord,Nombres,,,,11844,0
734,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de chêne,Nord,Nombres,,,,60,0
735,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de sapin,Nord,Nombres,,,,23891,0
736,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pot de terre couver d'etain,Nord,Pots,,,,4,0
737,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poutereaux,Nord,Nombres,,,,513,0
738,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poutereaux de sapin,Nord,Nombres,,,,30,0
739,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rogues,Nord,Barils,12,-120,,260,3240
740,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rogues de stocfiche,Nord,Barils,14,7,,937.5,13118
741,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rouët a filer,Nord,Nombres,,,,48,0
742,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Saumon salé,Nord,Barils,,,,6.5,0
743,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Solivaux,Nord,Nombres,,,,42,0
744,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Soliveaux de sapin,Nord,Nombres,,,,24,0
745,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Suif,Nord,Livres,,,,13516,0
746,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Suif,Nord,Livres,"0,3",0,,2500,750
747,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tabac en feuilles,Nord,Livres,,,,3100,0
748,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tinettes,Nord,Douzaines,,,,1,0
749,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Vergue,Nord,Nombres,,,,1,0
750,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Arbre, orangers",Portugal,Nombres,,,,6,0
751,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Portugal,Caisses,,,,53,0
752,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Portugal,Nombres,,,,62400,0
753,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Confiture,Portugal,Livres,,,,105,0
754,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Confitures,Portugal,Livres,,,,158,0
755,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eau de Cordouë,Portugal,Bouteilles,,,,9,0
756,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eau de fleur de mirthe,Portugal,Bouteilles,,,,3,0
757,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Figues,Portugal,Livres,,,,255,0
758,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Portugal,Livres,,,,708,0
759,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambon,Portugal,Livres,,,,353,0
760,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marmalade,Portugal,Boëtes,,,,50,0
761,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marmalade,Portugal,Livres,,,,12,0
762,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marmelade,Portugal,Douzaines de boëtes,,,,2,0
763,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Olives,Portugal,Jarres,,,,11,0
764,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Oranges,Portugal,Caisses,,,,601,0
765,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Oranges,Portugal,Nombres,,,,700,0
766,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pastille,Portugal,Livres,,,,15,0
767,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Porcelaine,Portugal,Livres,,,,40,0
768,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Raisin,Portugal,Livres,,,,8000,0
769,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sel,Portugal,Muids,,,,627.5,0
770,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sel,Portugal,Tonneaux,,,,150,0
771,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sucre cassonade,Portugal,Livres,,,,8415,0
772,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sucre moscouäde,Portugal,Livres,,,,9753,0
