numrodeligne,sourcepath,exportsimports,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,marchandises_simplification,year,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
1623,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Bourre de soie,Etats Unis,21.47,quintaux,,bourre de soie,1792,kg,48.949999,bourre de soiequintaux,,
126,National/Divers - in/Détail des I et X_1792.csv,Exports,24,"Bray, Goudron et Résine",Afrique,462850,livres,,brai et goudron et résines,1792,kg,.48949999,brai et goudron et résineslivres,,
125,National/Divers - in/Détail des I et X_1792.csv,Exports,24,"Bray, Goudron et Résine",Europe,6648697,livres,,brai et goudron et résines,1792,kg,.48949999,brai et goudron et résineslivres,,
91,National/Divers - in/Détail des I et X_1792.csv,Imports,23,"Bray, Goudron et Résine",Europe,13884472,livres,,brai et goudron et résines,1792,kg,.48949999,brai et goudron et résineslivres,,
573,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Bray goudron et résine,Royaume de Naples et de Sicile et Duché de Parmes,1317.2,quintaux,,brai et goudron et résines,1792,kg,48.949999,brai et goudron et résinesquintaux,,
39,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Bray et goudron,Espagne,20775.37,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
857,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Bray et goudron,République de Hollande,2755,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
459,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Bray et goudron,Milanez et Toscane,647.85,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
161,National/Divers - in/Résultats du CE 1792.csv,Exports,46,Bray et goudron,Portugal,11119.6,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
1061,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Bray et goudron,Etats de l'empereur en Allemagne et en Flandre,1168.9,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
832,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Bray goudron,République de Hollande,2087.7,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
980,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Bray et goudron,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",2917.8,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
1401,National/Divers - in/Résultats du CE 1792.csv,Imports,97,Bray et goudron,Danemarck et Norvège,11762.7,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
1449,National/Divers - in/Résultats du CE 1792.csv,Imports,101,Bray et goudron,Suède,4581.48,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
1584,National/Divers - in/Résultats du CE 1792.csv,Imports,112,Bray et goudron,Etats Unis,934,quintaux,,brai et goudron,1792,kg,48.949999,brai et goudronquintaux,,
221,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Bestiaux ; moutons et brebis,Etats du Roi de Sardaigne,2522,en nombre,,brebis et moutons,1792,pièces,1,brebis et moutonsen nombre,,
1053,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Bestiaux en moutons et brebis,Etats de l'empereur en Allemagne et en Flandre,8315,en nombre,,brebis et moutons,1792,pièces,1,brebis et moutonsen nombre,,
1085,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Briques,Etats de l'empereur en Allemagne et en Flandre,3762.5,milliers,,briques,1792,pièces,1000,briquesmilliers,,
1062,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Briques,Etats de l'empereur en Allemagne et en Flandre,1311,milliers,,briques,1792,pièces,1000,briquesmilliers,,
127,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Briques,Europe,3762500,nombre,,briques,1792,pièces,1,briquesnombre,,
92,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Briques,Europe,1311000,nombres,,briques,1792,pièces,1,briquesnombres,,
93,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Brun rouge,Europe,560930,livres,,brun rouge,1792,kg,.48949999,brun rougelivres,,
40,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Cacao étranger,Espagne,950.0700000000001,quintaux,,cacao étranger,1792,kg,48.949999,cacao étrangerquintaux,,
711,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Cacao,Europe,609466,livres,,cacao,1792,kg,.48949999,cacaolivres,,
128,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Cacao,Europe,441107,livres,,cacao,1792,kg,.48949999,cacaolivres,,
94,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Cacao,Europe,1193276,livres,,cacao,1792,kg,.48949999,cacaolivres,,
95,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Cacao,Amérique,1293642,livres,,cacao,1792,kg,.48949999,cacaolivres,,
1104,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Cacao,Etats de l'empereur en Allemagne et en Flandre,48.2,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
967,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Cacao,République de Hollande,120,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
297,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Cacao,Etats du Roi de Sardaigne,113.14,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
540,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Cacao,Milanez et Toscane,55.77,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
413,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Cacao,République de Gênes,1376,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
670,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Cacao,Etats de l'évêque de Rome et la république de Venise,267.47,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
1438,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Cacao,Danemarck et Norvège,36,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
1036,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Cacao,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",50,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
1390,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Cacao,"Suisse, ses alliés et Genève",149.5,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
1733,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Cacao,Etats Unis,12,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
10,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Cacao,Espagne,3340.64,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
833,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Cacao,République de Hollande,630.58,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
309,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Cacao,République de Gênes,208.86,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
147,National/Divers - in/Résultats du CE 1792.csv,Imports,45,Cacao,Portugal,1052.3,quintaux,,cacao,1792,kg,48.949999,cacaoquintaux,,
130,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Café moka,Europe,18000,livres,,café de Moka,1792,kg,.48949999,café de Mokalivres,3,
724,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Café Moka,Europe,400348,livres,,café de Moka,1792,kg,.48949999,café de Mokalivres,3,
723,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Café de l'isle de la Réunion,Europe,649598,livres,,café des Indes,1792,kg,.48949999,café des Indeslivres,,
129,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Café du levant,Europe,2647158,livres,,café du Levant,1792,kg,.48949999,café du Levantlivres,,
1315,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Café ; du Levant,"Suisse, ses alliés et Genève",13916.86,quintaux,,café du Levant,1792,kg,48.949999,café du Levantquintaux,,
1624,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Café du levant,Etats Unis,168.2,quintaux,,café du Levant,1792,kg,48.949999,café du Levantquintaux,,
1585,National/Divers - in/Résultats du CE 1792.csv,Imports,112,Café entré par Bordeaux et le Havre,Etats Unis,326.84,quintaux,,café entré par Bordeaux et Le Havre,1792,kg,48.949999,café entré par Bordeaux et Le Havrequintaux,,
712,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Café,Europe,58803276,livres,,café,1792,kg,.48949999,cafélivres,1.2589265,
96,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Café divers,Europe,1193276,livres,,café,1792,kg,.48949999,cafélivres,1.2589265,
97,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Café divers,Amérique,73629968,livres,,café,1792,kg,.48949999,cafélivres,1.2589265,
1264,National/Divers - in/Résultats du CE 1792.csv,Exports,92,Café,Allemagne et Pologne,4154.15,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
818,National/Divers - in/Résultats du CE 1792.csv,Exports,75,Café,Angleterre y compris l'Ecosse et l'Irlande,201.38,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
143,National/Divers - in/Résultats du CE 1792.csv,Exports,43,Café,Espagne,28.37,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1105,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Café,Etats de l'empereur en Allemagne et en Flandre,23471.91,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
968,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Café,République de Hollande,91863.77,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
671,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Café,Etats de l'évêque de Rome et la république de Venise,6853.78,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
620,National/Divers - in/Résultats du CE 1792.csv,Exports,66,Café,Royaume de Naples et de Sicile et Duché de Parmes,1571.06,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
414,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Café,République de Gênes,12350.6,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
298,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Café,Etats du Roi de Sardaigne,1154.57,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
541,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Café,Milanez et Toscane,18625.25,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1477,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Café,Suède,1906.15,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1519,National/Divers - in/Résultats du CE 1792.csv,Exports,106,Café,Prusse,4192.25,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1439,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Café,Danemarck et Norvège,17697.81,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1037,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Café,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",115161.25,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1574,National/Divers - in/Résultats du CE 1792.csv,Exports,110,Café,Russie et Courlande,694.21,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1391,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Café,"Suisse, ses alliés et Genève",682.3099999999999,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
1734,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Café,Etats Unis,8902.73,quintaux,,café,1792,kg,48.949999,caféquintaux,,125.89265
134,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Casse ou canefice,Europe,127151,livres,,canefice,1792,kg,.48949999,caneficelivres,,
101,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Casse ou canefis,Amérique,1439.74,livres,,canefice,1792,kg,.48949999,caneficelivres,,
340,National/Divers - in/Résultats du CE 1792.csv,Exports,55,Casse ou canéfice,République de Gênes,230.52,quintaux,,canefice,1792,kg,48.949999,caneficequintaux,,
460,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Casse ou canéfice,Milanez et Toscane,106.31,quintaux,,canefice,1792,kg,48.949999,caneficequintaux,,
131,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Cannelle,Europe,24608,livres,,cannelle,1792,kg,.48949999,cannellelivres,8.6228495,
98,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Canelle,Europe,7806,livres,,cannelle,1792,kg,.48949999,cannellelivres,8.6228495,
41,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Cannelle,Espagne,27.21,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
229,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Cannelle,Etats du Roi de Sardaigne,15.28,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
341,National/Divers - in/Résultats du CE 1792.csv,Exports,55,Cannelle,République de Gênes,9.5,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
1013,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Cannelle,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",43.33,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
1654,National/Divers - in/Résultats du CE 1792.csv,Exports,115,Cannelle,Etats Unis,8.109999999999999,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
834,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Cannelle,République de Hollande,24,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
310,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Cannelle,République de Gênes,45.84,quintaux,,cannelle,1792,kg,48.949999,cannellequintaux,,862.28595
99,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Cantarides,Europe,8000,livres,,cantharides,1792,kg,.48949999,cantharideslivres,3.5960741,
426,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Cantarides,Milanez et Toscane,80,quintaux,,cantharides,1792,kg,48.949999,cantharidesquintaux,,359.60741
132,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Capres,Europe,200273,livres,,câpres,1792,kg,.48949999,câpreslivres,,
1012,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Capres,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",617,quintaux,,câpres,1792,kg,48.949999,câpresquintaux,,
1406,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Capres,Danemarck et Norvège,168,quintaux,,câpres,1792,kg,48.949999,câpresquintaux,,
1538,National/Divers - in/Résultats du CE 1792.csv,Exports,109,Capres,Russie et Courlande,235,quintaux,,câpres,1792,kg,48.949999,câpresquintaux,,
100,National/Divers - in/Détail des I et X_1792.csv,Imports,23,Carret,Amérique,10495,livres,,caret,1792,kg,.48949999,caretlivres,,
725,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Cauris,Europe,162331,livres,,cauris des Indes,1792,kg,.48949999,cauris des Indeslivres,,
135,National/Divers - in/Détail des I et X_1792.csv,Exports,24,Cauris,Afrique,171386,livres,,cauris,1792,kg,.48949999,caurislivres,1.0412335,
1064,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Cendre de mer,Etats de l'empereur en Allemagne et en Flandre,4420,quintaux,,cendre de mer,1792,kg,48.949999,cendre de merquintaux,,
837,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Céruse,République de Hollande,7783.14,quintaux,,céruse,1792,kg,48.949999,cérusequintaux,,
43,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Chairs salées de toutes sortes,Espagne,984.28,quintaux,,chair salée,1792,kg,48.949999,chair saléequintaux,,
162,National/Divers - in/Résultats du CE 1792.csv,Exports,46,Chairs salées de toutes sortes,Portugal,862,quintaux,,chair salée,1792,kg,48.949999,chair saléequintaux,,
1135,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Chairs salées diverses,Allemagne et Pologne,218.6,quintaux,,chair salée,1792,kg,48.949999,chair saléequintaux,,
697,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Chairs salées diverses,Angleterre y compris l'Ecosse et l'Irlande,5303.98,quintaux,,chair salée,1792,kg,48.949999,chair saléequintaux,,
1587,National/Divers - in/Résultats du CE 1792.csv,Imports,112,Chairs salées de toutes sortes,Etats Unis,4598.65,quintaux,,chair salée,1792,kg,48.949999,chair saléequintaux,,
1316,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Chandelles,"Suisse, ses alliés et Genève",1168.85,quintaux,,chandelle,1792,kg,48.949999,chandellequintaux,,
1317,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Chanvres divers,"Suisse, ses alliés et Genève",6483.15,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
1136,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Chanvre divers,Allemagne et Pologne,10312.44,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
631,National/Divers - in/Résultats du CE 1792.csv,Imports,68,Chanvre divers,Etats de l'évêque de Rome et la république de Venise,3967.25,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
553,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Chanvres divers,Royaume de Naples et de Sicile et Duché de Parmes,5564.19,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
430,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Chanvre divers,Milanez et Toscane,1904.84,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
197,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Chanvre divers,Etats du Roi de Sardaigne,1614,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
312,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Chanvre divers,République de Gênes,819.4,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
983,National/Divers - in/Résultats du CE 1792.csv,Imports,82,chanvres divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",1427,quintaux,,chanvre divers,1792,kg,48.949999,chanvre diversquintaux,,
1172,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Chanvre,Allemagne et Pologne,2092.36,quintaux,,chanvre,1792,kg,48.949999,chanvrequintaux,,
44,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Chanvre,Espagne,6257,quintaux,,chanvre,1792,kg,48.949999,chanvrequintaux,,
1086,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Chanvre,Etats de l'empereur en Allemagne et en Flandre,2688,quintaux,,chanvre,1792,kg,48.949999,chanvrequintaux,,
