numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_2,remarks,doubleaccounts
147,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fromages,Empire d'Autriche,123400,99200500,1110900,,0
148,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fromages,Empire de Russie,4600,99200500,1110900,,0
149,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fromages,Etats de Rome,2000,99200500,1110900,,0
150,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fromages,Angleterre,2800,99200500,1110900,,0
151,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fromages,"Colonies francaises en Amérique,Asie et afrique",895200,99200500,1110900,,0
152,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Légumes,Royaume d'Espagne,547200,99200500,1675200,,0
153,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Légumes,Hollande,28900,99200500,1675200,,0
154,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Légumes,République de suisse,6600,99200500,1675200,,0
155,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Légumes,Royaume de Danemarck,1800,99200500,1675200,,0
156,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Légumes,Milanes et toscane,1400,99200500,1675200,,0
157,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,République de Genes,24100,99200500,1675200,,0
158,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,Empire ottoman et barbarie,1000,99200500,1675200,,0
159,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,Royaume de sardaigne,21100,99200500,1675200,,0
160,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,Empire d'Autriche,15300,99200500,1675200,,0
161,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,Empire de Russie,1600,99200500,1675200,,0
162,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,Royaume de Portugal,108500,99200500,1675200,,0
163,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,Angleterre,200200,99200500,1675200,,0
164,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Légumes,"Colonies francaises en Amérique,Asie et afrique",717500,99200500,1675200,,0
165,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Royaume d'Espagne,28200,99200500,2822100,,0
166,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Hollande,236700,99200500,2822100,,0
167,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Royaume de Prusse,47800,99200500,2822100,,0
168,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Etats d'Allemagne,54100,99200500,2822100,,0
169,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,République de suisse,92900,99200500,2822100,,0
170,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Etats-Unis d'Amérique,20000,99200500,2822100,,0
171,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Villes anséatiques,374300,99200500,2822100,,0
172,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Royaume de Danemarck,137300,99200500,2822100,,0
173,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Royaume de Suede,115200,99200500,2822100,,0
174,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Fruits divers,Milanes et toscane,314400,99200500,2822100,,0
175,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,République de Genes,180100,99200500,2822100,,0
176,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Empire ottoman et barbarie,48800,99200500,2822100,,0
177,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Royaume de Naples,17400,99200500,2822100,,0
178,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Royaume de sardaigne,83300,99200500,2822100,,0
179,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Empire d'Autriche,183800,99200500,2822100,,0
180,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Empire de Russie,143000,99200500,2822100,,0
181,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Royaume de Portugal,3200,99200500,2822100,,0
182,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Etats de Rome,31200,99200500,2822100,,0
183,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,Angleterre,324000,99200500,2822100,,0
184,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,République de VENISE,17200,99200500,2822100,,0
185,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Fruits divers,"Colonies francaises en Amérique,Asie et afrique",369200,99200500,2822100,,0
186,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Poissons de toute sorte,Royaume d'Espagne,349700,99200500,2330600,,0
187,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Poissons de toute sorte,Hollande,5200,99200500,2330600,,0
188,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Poissons de toute sorte,République de suisse,45600,99200500,2330600,,0
189,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Poissons de toute sorte,Villes anséatiques,2200,99200500,2330600,,0
190,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Poissons de toute sorte,Royaume de Suede,2700,99200500,2330600,,0
191,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Poissons de toute sorte,Milanes et toscane,84600,99200500,2330600,,0
192,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Royaume de Genes,635000,99200500,2330600,,0
193,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Empire ottoman et barbarie,29000,99200500,2330600,,0
194,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Royaume de Naples,8100,99200500,2330600,,0
195,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Royaume de sardaigne,361900,99200500,2330600,,0
196,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Empire d'Autriche,43200,99200500,2330600,,0
197,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Empire de Russie,1400,99200500,2330600,,0
198,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Etats de Rome,20300,99200500,2330600,,0
199,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,Angleterre,55600,99200500,2330600,,0
200,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Poissons de toute sorte,"Colonies francaises en Amérique,Asie et afrique",686100,99200500,2330600,,0
201,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Miel,Royaume d'Espagne,2500,99200500,671300,,0
202,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Miel,Hollande,503000,99200500,671300,,0
203,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Miel,Royaume de Prusse,1200,99200500,671300,,0
204,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Miel,République de suisse,55400,99200500,671300,,0
205,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Miel,Villes anséatiques,5900,99200500,671300,,0
206,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Miel,Empire ottoman et barbarie,6200,99200500,671300,,0
207,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Miel,Royaume de Naples,7200,99200500,671300,,0
208,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Miel,Royaume de sardaigne,3600,99200500,671300,,0
209,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Miel,Empire d'Autriche,58900,99200500,671300,,0
210,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Miel,Angleterre,27400,99200500,671300,,0
211,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Royaume d'Espagne,16500,99200500,2526100,,0
212,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Hollande,198600,99200500,2526100,,0
213,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Royaume de Prusse,36100,99200500,2526100,,0
214,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Etats d'Allemagne,816500,99200500,2526100,,0
215,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,République de suisse,757500,99200500,2526100,,0
216,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Etats-Unis d'Amérique,113300,99200500,2526100,,0
217,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Villes anséatiques,5500,99200500,2526100,,0
218,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Royaume de Danemarck,119600,99200500,2526100,,0
219,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Sel,Royaume de Suede,45300,99200500,2526100,,0
220,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Sel,Royaume de sardaigne,217300,99200500,2526100,,0
221,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Sel,Empire d'Autriche,34300,99200500,2526100,,0
222,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Sel,Empire de Russie,59000,99200500,2526100,,0
223,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Sel,Angleterre,106600,99200500,2526100,,0
224,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Royaume d'Espagne,203700,99200500,1636700,,0
225,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Hollande,53200,99200500,1636700,,0
226,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Royaume de Prusse,14200,99200500,1636700,,0
227,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Etats d'Allemagne,14100,99200500,1636700,,0
228,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,République de suisse,123600,99200500,1636700,,0
229,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Etats-Unis d'Amérique,9100,99200500,1636700,,0
230,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Villes anséatiques,50900,99200500,1636700,,0
231,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Royaume de Danemarck,34100,99200500,1636700,,0
232,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,1///Subsistances///Provisions de bouche réunies,Royaume de Suede,10900,99200500,1636700,,0
233,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Royaume de Genes,9200,99200500,1636700,,0
234,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Empire ottoman et barbarie,24400,99200500,1636700,,0
235,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Royaume de sardaigne,36500,99200500,1636700,,0
236,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Empire d'Autriche,18000,99200500,1636700,,0
237,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Empire de Russie,9300,99200500,1636700,,0
238,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Royaume de Portugal,6200,99200500,1636700,,0
239,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,Angleterre,90500,99200500,1636700,,0
240,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Provisions de bouche réunies,"Colonies francaises en Amérique,Asie et afrique",928800,99200500,1636700,,0
241,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Riz,"Colonies francaises en Amérique,Asie et afrique",283200,99200500,283200,,0
242,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Subsistances///Biscuit de mer,"Colonies francaises en Amérique,Asie et afrique",255600,99200500,255600,,0
243,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Chocolat,Royaume d'Espagne,1200,131800900,23900,,0
244,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Chocolat,République de suisse,1400,131800900,23900,,0
245,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Chocolat,Royaume de sardaigne,1300,131800900,23900,,0
246,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Chocolat,Empire de Russie,1100,131800900,23900,,0
247,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Chocolat,"Colonies francaises en Amérique,Asie et afrique",18900,131800900,23900,,0
248,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Royaume d'Espagne,53400,131800900,1053800,,0
249,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Hollande,9800,131800900,1053800,,0
250,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Royaume de Prusse,4300,131800900,1053800,,0
251,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,République de suisse,10900,131800900,1053800,,0
252,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Etats-Unis d'Amérique,26400,131800900,1053800,,0
253,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Villes anséatiques,6200,131800900,1053800,,0
254,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Royaume de Danemarck,8900,131800900,1053800,,0
255,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Royaume de Suede,4100,131800900,1053800,,0
256,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Subsistances///Liqueurs,Milanes et toscane,11200,131800900,1053800,,0
257,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Royaume de Genes,21400,131800900,1053800,,0
258,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Empire ottoman et barbarie,78600,131800900,1053800,,0
259,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Royaume de Naples,8000,131800900,1053800,,0
260,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Royaume de sardaigne,28000,131800900,1053800,,0
261,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Empire d'Autriche,28400,131800900,1053800,,0
262,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Empire de Russie,5000,131800900,1053800,,0
263,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Subsistances///Liqueurs,Angleterre,157300,131800900,1053800,,0
