numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts,remarks
178,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Garance,République de Suisse,243900,0,
179,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Indigo,République de Suisse,475700,0,
180,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verdet,République de Suisse,64700,0,
181,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,République de Suisse,81400,0,
182,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bestiaux,Etats-Unis de l'Amérique,2000,0,
183,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Beurre,Etats-Unis de l'Amérique,1200,0,
184,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chairs salées et fraîches,Etats-Unis de l'Amérique,54200,0,
185,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Eaux-de-vie,Etats-Unis de l'Amérique,2266300,0,
186,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Farine, gruau et biscuits",Etats-Unis de l'Amérique,23400,0,
187,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fromage,Etats-Unis de l'Amérique,2100,0,
188,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits divers,Etats-Unis de l'Amérique,2400,0,
189,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits secs divers,Etats-Unis de l'Amérique,203500,0,
190,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits amandes,Etats-Unis de l'Amérique,36000,0,
191,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huile d'olive,Etats-Unis de l'Amérique,2400,0,
192,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Légumes,Etats-Unis de l'Amérique,5700,0,
193,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Poissons anchois,Etats-Unis de l'Amérique,4500,0,
194,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sel,Etats-Unis de l'Amérique,800,0,
195,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins divers,Etats-Unis de l'Amérique,336800,0,
196,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins de Bordeaux,Etats-Unis de l'Amérique,1934400,0,
197,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins de liqueur,Etats-Unis de l'Amérique,2900,0,
198,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vinaigre,Etats-Unis de l'Amérique,53900,0,
199,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Etats-Unis de l'Amérique,22400,0,
200,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fil de lin et de chanvre,Etats-Unis de l'Amérique,67800,0,
201,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Laines filées,Etats-Unis de l'Amérique,6700,0,
202,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soies,Etats-Unis de l'Amérique,607300,0,
203,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bois divers,Etats-Unis de l'Amérique,2500,0,
204,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Brai, goudron et résine",Etats-Unis de l'Amérique,6500,0,
205,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines diverses,Etats-Unis de l'Amérique,1700,0,
206,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de jardin,Etats-Unis de l'Amérique,9400,0,
207,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de moutarde,Etats-Unis de l'Amérique,2000,0,
208,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de trèfle et luzerne,Etats-Unis de l'Amérique,53500,0,
209,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huiles de graines et de noix,Etats-Unis de l'Amérique,1900,0,
210,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Liège en planches,Etats-Unis de l'Amérique,6000,0,
211,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soufre,Etats-Unis de l'Amérique,900,0,
212,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Etats-Unis de l'Amérique,8000,0,
213,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Céruse,Etats-Unis de l'Amérique,38200,0,
214,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Garance,Etats-Unis de l'Amérique,122600,0,
215,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verdet,Etats-Unis de l'Amérique,496000,0,
216,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Etats-Unis de l'Amérique,64300,0,
217,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bestiaux,Villes Anséatiques et Hollande,53400,0,
218,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Beurre,Villes Anséatiques et Hollande,285000,0,
219,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chairs salées et fraîches,Villes Anséatiques et Hollande,500,0,
220,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chicorée moulue,Villes Anséatiques et Hollande,23900,0,
221,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Eaux-de-vie,Villes Anséatiques et Hollande,233500,0,
222,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fromage,Villes Anséatiques et Hollande,1088100,0,
223,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits divers,Villes Anséatiques et Hollande,2700,0,
224,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits secs divers,Villes Anséatiques et Hollande,13700,0,
225,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits amandes,Villes Anséatiques et Hollande,4600,0,
226,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huile d'olive,Villes Anséatiques et Hollande,7100,0,
227,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Légumes,Villes Anséatiques et Hollande,700,0,
228,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Miel,Villes Anséatiques et Hollande,1500,0,
229,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Poissons divers,Villes Anséatiques et Hollande,56600,0,
230,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Poissons anchois,Villes Anséatiques et Hollande,21800,0,
231,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sel,Villes Anséatiques et Hollande,17400,0,
232,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins divers,Villes Anséatiques et Hollande,1371700,0,
233,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins de liqueur,Villes Anséatiques et Hollande,38500,0,
234,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vinaigre,Villes Anséatiques et Hollande,16800,0,
235,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Villes Anséatiques et Hollande,11800,0,
236,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Café,Villes Anséatiques et Hollande,3900,0,
237,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Liqueurs, rhum, &c",Villes Anséatiques et Hollande,5400,0,
238,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sirops fins et mélasse,Villes Anséatiques et Hollande,500,0,
239,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sucre,Villes Anséatiques et Hollande,3000,0,
240,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Epiceries diverses,Villes Anséatiques et Hollande,300,0,
241,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Girofle,Villes Anséatiques et Hollande,1200,0,
242,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Muscade et macis,Villes Anséatiques et Hollande,16000,0,
243,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Coton,Villes Anséatiques et Hollande,1000,0,
244,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fil de lin et de chanvre,Villes Anséatiques et Hollande,48000,0,
245,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Laines filées,Villes Anséatiques et Hollande,5500,0,
246,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Poil de chèvre filé,Villes Anséatiques et Hollande,32800,0,
247,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soies,Villes Anséatiques et Hollande,162900,0,
248,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bois divers,Villes Anséatiques et Hollande,3000,0,
249,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bois des îles,Villes Anséatiques et Hollande,2900,0,
250,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Brai, goudron et résine",Villes Anséatiques et Hollande,8500,0,
251,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Chaux, plâtre et ciment",Villes Anséatiques et Hollande,1000,0,
252,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cuirs apprêtés,Villes Anséatiques et Hollande,211500,0,
253,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines diverses,Villes Anséatiques et Hollande,900,0,
254,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de jardin,Villes Anséatiques et Hollande,28400,0,
255,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de moutarde,Villes Anséatiques et Hollande,600,0,
256,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huiles de graines et de noix,Villes Anséatiques et Hollande,2394400,0,
257,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huiles de poissons,Villes Anséatiques et Hollande,1700,0,
258,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Liège en planches,Villes Anséatiques et Hollande,2700,0,
259,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soufre,Villes Anséatiques et Hollande,500,0,
260,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Villes Anséatiques et Hollande,800,0,
261,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Alun,Villes Anséatiques et Hollande,1600,0,
262,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Céruse,Villes Anséatiques et Hollande,16300,0,
263,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Garance,Villes Anséatiques et Hollande,70300,0,
264,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Indigo,Villes Anséatiques et Hollande,1700,0,
265,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tournesol,Villes Anséatiques et Hollande,45300,0,
266,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verdet,Villes Anséatiques et Hollande,500,0,
267,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Villes Anséatiques et Hollande,29900,0,
268,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bestiaux,Royaume de Danemarck,24800,0,
269,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Beurre,Royaume de Danemarck,188800,0,
270,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chairs salées et fraîches,Royaume de Danemarck,3500,0,
271,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chicorée moulue,Royaume de Danemarck,13400,0,
272,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Eaux-de-vie,Royaume de Danemarck,79000,0,
273,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Farine, gruau et biscuits",Royaume de Danemarck,1000,0,
274,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fromage,Royaume de Danemarck,454100,0,
275,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fruits secs divers,Royaume de Danemarck,107400,0,
276,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huile d'olive,Royaume de Danemarck,106000,0,
277,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Légumes,Royaume de Danemarck,600,0,
278,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Miel,Royaume de Danemarck,16600,0,
279,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Poissons divers,Royaume de Danemarck,196700,0,
280,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sel,Royaume de Danemarck,144600,0,
281,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins divers,Royaume de Danemarck,163700,0,
282,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins de Bordeaux,Royaume de Danemarck,318700,0,
283,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vins de liqueur,Royaume de Danemarck,1000,0,
284,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Vinaigre,Royaume de Danemarck,26400,0,
285,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Royaume de Danemarck,24200,0,
286,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Liqueurs, rhum, &c",Royaume de Danemarck,400,0,
287,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sirops fins et mélasse,Royaume de Danemarck,9900,0,
288,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sucre,Royaume de Danemarck,38000,0,
289,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Epiceries diverses,Royaume de Danemarck,4400,0,
290,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Coton,Royaume de Danemarck,200,0,
291,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fil de lin et de chanvre,Royaume de Danemarck,81200,0,
292,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Laines filées,Royaume de Danemarck,6200,0,
293,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Poil de chèvre filé,Royaume de Danemarck,6300,0,
294,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soies,Royaume de Danemarck,516500,0,
295,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Baleine,Royaume de Danemarck,12700,0,
296,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bois divers,Royaume de Danemarck,24400,0,
297,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bois des îles,Royaume de Danemarck,15000,0,
298,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Brai, goudron et résine",Royaume de Danemarck,1600,0,
299,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Charbon de bois et de terre,Royaume de Danemarck,5900,0,
300,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Chaux, plâtre et ciment",Royaume de Danemarck,7300,0,
301,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cire blanche et jaune,Royaume de Danemarck,15800,0,
302,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cuirs apprêtés,Royaume de Danemarck,27600,0,
303,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines diverses,Royaume de Danemarck,27200,0,
304,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de jardin,Royaume de Danemarck,27000,0,
305,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Graines de trèfle et luzerne,Royaume de Danemarck,23800,0,
306,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huiles de graines et de noix,Royaume de Danemarck,55300,0,
307,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Huiles de poissons,Royaume de Danemarck,83800,0,
308,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soufre,Royaume de Danemarck,2000,0,
309,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Royaume de Danemarck,76500,0,
310,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Alun,Royaume de Danemarck,7200,0,
311,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Céruse,Royaume de Danemarck,3500,0,
312,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cochenille,Royaume de Danemarck,12300,0,
313,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Garance,Royaume de Danemarck,38000,0,
314,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Indigo,Royaume de Danemarck,18800,0,
315,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tournesol,Royaume de Danemarck,2000,0,
316,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verdet,Royaume de Danemarck,5100,0,
317,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Royaume de Danemarck,51000,0,
318,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soies,Royaume de Suède,7400,0,
