numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value,remarks
173,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Huile d'olive,1000,
174,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,"Fruits verts, en oranges et citrons",4000,
175,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,"Fruits secs, en amandes, figues et raisins",23000,
176,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Vins,34000,
177,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Provisions diverses,200000,
178,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Cacao,2000,
179,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Café,100000,
180,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Sucre,40000,
181,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Thé,11000,
182,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Liqueurs et sirops,2000,
183,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Poivre,5000,
184,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Cannelle,7000,
185,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Girofle,3000,
186,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Muscade,2000,
187,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Epiceries diverses,4000,
188,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Chanvre,9000,
189,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Coton,3670000,
190,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Fil,18000,
191,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Laine,772000,
192,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,"Poil de chêvre, lièvre et lapin",6000,
193,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Soie et filoselle,378000,
194,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Articles réunis,7000,
195,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Bois divers,168000,
196,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Bois des îles,12000,
197,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Cendres diverses,2000,
198,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,"Potasse, vedasses et gravelées",17000,
199,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Cires blanche et jaune,5000,
200,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Cuirs en poil,72000,
201,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Huile de poisson,5000,
202,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Soie de porc et sanglier,10000,
203,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Suisse,Articles réunis,8000,
204,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Riz,146000,
205,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Légumes,1000,
206,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Chairs salées,8000,
207,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Poissons de toute sorte,147000,
208,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Provisions diverses,100000,
209,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Cacao,736000,
210,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Café,3139000,
211,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Sucre,6033000,
212,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Thé,387000,
213,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Liqueurs et sirops,50000,
214,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Poivre,875000,
215,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Cannelle,1000,
216,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Girofle,1000,
217,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Muscade,5000,
218,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Epiceries diverses,7000,
219,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Coton,3479000,
220,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,"Poil de chêvre, lièvre et lapin",25000,
221,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Articles réunis,5000,
222,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Bois divers,26000,
223,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Bois des îles,446000,
224,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,"Potasse, vedasses et gravelées",410000,
225,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Cuirs en poil,49000,
226,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Huile de poisson,198000,
227,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Suif,10000,
228,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Tabacs,2858000,
229,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Etats-Unis d'Amérique,Articles réunis,37000,
230,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Chairs salées,1000,
231,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Fromage,89000,
232,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Poissons de toute sorte,1000,
233,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,"Fruits secs, en amandes, figues et raisins",1000,
234,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Vins,64000,
235,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Eaux-de-vie,52000,
236,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Provisions diverses,130000,
237,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Cacao,383000,
238,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Café,2507000,
239,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Sucre,5344000,
240,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Thé,31000,
241,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Liqueurs et sirops,8000,
242,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Poivre,1010000,
243,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Cannelle,158000,
244,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Girofle,145000,
245,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Muscade,26000,
246,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Epiceries diverses,80000,
247,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Chanvre,4000,
248,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Coton,3942000,
249,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Laine,864000,
250,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Lin,25000,
251,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,"Poil de chêvre, lièvre et lapin",15000,
252,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Soie et filoselle,84000,
253,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Articles réunis,28000,
254,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Bois divers,179000,
255,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Bois des îles,587000,
256,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,"Potasse, vedasses et gravelées",999000,
257,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Charbons,65000,
258,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Cires blanche et jaune,142000,
259,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Cuirs en poil,26000,
260,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Huile de poisson,164000,
261,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Soufre et salpêtre,45000,
262,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Suif,5000,
263,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Soie de porc et sanglier,82000,
264,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Tabacs,1400000,
265,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Villes Anséatiques,Articles réunis,18000,
266,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Fromage,3000,
267,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Poissons de toute sorte,887000,
268,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Huile d'olive,39000,
269,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Vins,12000,
270,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Eaux-de-vie,25000,
271,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Provisions diverses,180000,
272,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Cacao,150000,
273,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Café,1566000,
274,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Sucre,2724000,
275,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Thé,441000,
276,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Poivre,1008000,
277,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Cannelle,40000,
278,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Girofle,10000,
279,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Muscade,67000,
280,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Epiceries diverses,4000,
281,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Coton,1978000,
282,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,"Poil de chêvre, lièvre et lapin",56000,
283,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Bois divers,506000,
284,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Bois des îles,204000,
285,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,"Potasse, vedasses et gravelées",418000,
286,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Soude,11000,
287,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Charbons,25000,
288,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Cires blanche et jaune,12000,
289,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Cuirs en poil,2000,
290,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Huile de poisson,371000,
291,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Soufre et salpêtre,21000,
292,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Suif,6000,
293,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Tabacs,511000,
294,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Articles réunis,115000,
295,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Poissons de toute sorte,1000,
296,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Eaux-de-vie,57000,
297,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Provisions diverses,19000,
298,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Chanvre,134000,
299,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Bois divers,55000,
300,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,"Brai, goudron, poix et résine",619000,
301,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Articles réunis,3000,
302,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,"Blé et autres grains, comestibles",13000,
303,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Riz,53000,
304,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Légumes,4000,
305,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Fromage,4000,
306,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,"Fruits secs, en amandes, figues et raisins",3000,
307,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Provisions diverses,98000,
308,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Café,23000,
309,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Sucre,17000,
310,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Cannelle,4000,
311,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Coton,322000,
312,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Laine,289000,
313,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,"Poil de chêvre, lièvre et lapin",45000,
314,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Bois des îles,8000,
315,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Soude,26000,
316,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Cuirs en poil,11000,
317,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Huile d'olive pour fabriques,790000,
318,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Tabacs,31000,
319,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Articles réunis,25000,
320,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Naples,"Fruits verts, en oranges et citrons",9000,
321,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Naples,Provisions diverses,32000,
