numrodeligne,dataentryby,source,SourecPath,SourceType,year,Exportations/Importations,Pays d'origine,marchandises,value
183,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Bois divers,255780
184,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Bois des îles,2096881
185,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,"Cendres diverses ; potasse, vedasses et gravelées",1526620
186,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Cires blanche et jaune,252277
187,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Cuirs en poil,449728
188,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Huile de poisson,1152007
189,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Tabacs,10712843
190,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Etats-Unis d'Amérique,Articles réunis,341416
191,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Villes Anséatiques,"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",2760
192,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Villes Anséatiques,Laine,47000
193,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Villes Anséatiques,Bois divers,5000
194,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Fromage,6215
195,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Poissons de toute sorte,1261683
196,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",10740
197,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Vins,16681
198,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Eaux-de-vie,29508
199,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Cacao,2886
200,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Café,61364
201,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Sucre,253855
202,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Poivre,2137
203,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Chanvre,750
204,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Coton,414725
205,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Bois divers,420325
206,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Bois des îles,80200
207,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,"Cendres diverses ; potasse, vedasses et gravelées",225500
208,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Soude,12700
209,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Charbons,84567
210,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Cires blanche et jaune,7590
211,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Cuirs en poil,47472
212,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Huile d'olive pour fabriques,24180
213,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Huile de poisson,81133
214,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,Articles réunis,476472
215,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Danemark,"Brai, goudron, résine",19178
216,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,"Blé et autres grains, comestibles",135422
217,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Riz,752
218,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Farine et biscuit de mer,89105
219,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Légumes,71542
220,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,"Bestiaux en bœufs, vaches, porcs, moutons",6800
221,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Chairs salées,13596
222,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Fromage,120200
223,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Poissons de toute sorte,379598
224,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Huile d'olive,23487
225,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",204182
226,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Vins,5344
227,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Provisions diverses,41496
228,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Cacao,6350
229,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Café,177445
230,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Sucre,1157577
231,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Thé,1380
232,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Liqueurs et sirops,21152
233,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Articles réunis,384
234,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Poivre,69473
235,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Cannelle,8043
236,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Muscade,450
237,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Epiceries diverses,1690
238,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Chanvre,626333
239,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Coton,2977437
240,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Fil,1050
241,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Laine,1053322
242,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Lin,5690
243,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,"Poil de chêvre, lièvre et lapin",20139
244,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Soie et filoselle,78753
245,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Bois divers,783549
246,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Bois des îles,208193
247,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,"Cendres diverses ; potasse, vedasses et gravelées",86240
248,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Soude,950775
249,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Charbons,303861
250,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Cires blanche et jaune,188096
251,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Cuirs en poil,561188
252,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Huile d'olive pour fabriques,6029013
253,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Huile de poisson,6760
254,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Soufre et salpêtre,67147
255,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Suif,128632
256,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Tabacs,125740
257,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,Articles réunis,192644
258,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Etrurie,"Brai, goudron, résine",54060
259,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,"Blé et autres grains, comestibles",7590
260,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Riz,2761882
261,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Farine et biscuit de mer,4058
262,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Légumes,291926
263,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Chairs salées,9035
264,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Fromage,1053546
265,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Poissons de toute sorte,168180
266,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Huile d'olive,6530
267,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",17021
268,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Vins,1243
269,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Eaux-de-vie,2687
270,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Provisions diverses,56583
271,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Cacao,850
272,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Café,13064
273,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Sucre,28691
274,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Liqueurs et sirops,2994
275,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Articles réunis,1213
276,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Poivre,4293
277,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Cannelle,26870
278,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Girofle,405
279,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Epiceries diverses,642
280,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Chanvre,576275
281,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Coton,311700
282,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Fil,225802
283,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Laine,872137
284,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Lin,1798158
285,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,"Poil de chêvre, lièvre et lapin",43260
286,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Soie et filoselle,1883853
287,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Bois divers,170930
288,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Bois des îles,1942
289,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,"Cendres diverses ; potasse, vedasses et gravelées",1692
290,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Soude,1204
291,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Charbons,55617
292,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Cires blanche et jaune,181533
293,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Huile d'olive pour fabriques,582774
294,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Soufre et salpêtre,8840
295,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Suif,3040
296,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Tabacs,114262
297,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Articles réunis,49755
298,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,"Brai, goudron, résine",2026
299,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume d'Italie,Graine de lin,2707
300,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,"Blé et autres grains, comestibles",197935
301,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",73985
302,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Vins,1040
303,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Provisions diverses,950
304,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Coton,2914103
305,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Laine,562392
306,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,"Poil de chêvre, lièvre et lapin",17450
307,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Soie et filoselle,4800
308,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,"Cendres diverses ; potasse, vedasses et gravelées",15000
309,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Cires blanche et jaune,117415
310,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Cuirs en poil,295392
311,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Huile d'olive pour fabriques,4460682
312,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Empire Ottoman et Barbarie,Articles réunis,38991
313,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,"Blé et autres grains, comestibles",36525
314,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Chairs salées,427
315,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Fromage,1314
316,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Huile d'olive,4250
317,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",44962
318,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Provisions diverses,38198
319,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Chanvre,5050
320,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Coton,13256
321,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Laine,30523
322,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Soie et filoselle,41770
323,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Bois divers,100344
324,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Bois des îles,630
325,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,"Cendres diverses ; potasse, vedasses et gravelées",3000
326,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Soude,602400
327,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Huile d'olive pour fabriques,2497140
328,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Huile de poisson,495
329,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Soufre et salpêtre,179112
330,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Tabacs,30414
331,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Naples,Articles réunis,18034
332,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Sardaigne,"Blé et autres grains, comestibles",106863
333,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Imports,Royaume de Sardaigne,Farine et biscuit de mer,1946
