numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,doubleaccounts
155,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Miel,Empire d'Autriche,48200,629700,0
156,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Miel,Angleterre,34400,629700,0
157,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Royaume d'Espagne,12600,2080300,0
158,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Royaume de Hollande,125400,2080300,0
159,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Royaume de Prusse,27800,2080300,0
160,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Etats de l'Allemagne,762100,2080300,0
161,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,République de suisse,683900,2080300,0
162,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Etats-Unis d'amérique,129500,2080300,0
163,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Villes anséatiques,18700,2080300,0
164,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Royaume de Danemarck,83000,2080300,0
165,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Sel,Royaume de Suède,20100,2080300,0
166,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Sel,Empire d'Autriche,57700,2080300,0
167,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Sel,Empire de Russie,18900,2080300,0
168,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Sel,Angleterre,126600,2080300,0
169,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Sel,"Colonies francaises en Asie,Afrique en Amérique",14000,2080300,0
170,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,Royaume d'Espagne,171900,2951900,0
171,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,Royaume de Hollande,19100,2951900,0
172,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,Royaume de Prusse,16400,2951900,0
173,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,République de suisse,129200,2951900,0
174,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,Villes anséatiques,68200,2951900,0
175,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,Royaume de Danemarck,26500,2951900,0
176,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,1///Subsistances///Provisions de bouche réunies,Milanes et toscane,13000,2951900,0
177,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Provisions de bouche réunies,Royaume de Sardaigne,25800,2951900,0
178,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Provisions de bouche réunies,Angleterre,71600,2951900,0
179,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,1///Subsistances///Provisions de bouche réunies,"Colonies francaises en Asie,Afrique en Amérique",2410200,2951900,0
180,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Chocolat,Royaume d'Espagne,10700,34300,0
181,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Chocolat,"Colonies francaises en Asie,Afrique en Amérique",23600,34300,0
182,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Liqueurs,Royaume d'Espagne,51500,1778400,0
183,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Liqueurs,Royaume de Prusse,792700,1778400,0
184,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Liqueurs,République de suisse,13500,1778400,0
185,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Liqueurs,Milanes et toscane,19100,1778400,0
186,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Liqueurs,République de Genes,23200,1778400,0
187,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Liqueurs,Empire ottoman et barbarie,95600,1778400,0
188,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Liqueurs,Royaume de Sardaigne,36100,1778400,0
189,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Liqueurs,Angleterre,27600,1778400,0
190,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Liqueurs,"Colonies francaises en Asie,Afrique en Amérique",719100,1778400,0
191,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sirops,Royaume de Hollande,77100,1426300,0
192,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sirops,République de suisse,13200,1426300,0
193,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sirops,Villes anséatiques,697000,1426300,0
194,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sirops,Royaume de Danemarck,10000,1426300,0
195,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,République de Genes,28300,1426300,0
196,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,Empire ottoman et barbarie,134300,1426300,0
197,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,Royaume de Sardaigne,65100,1426300,0
198,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,Empire d'Autriche,60700,1426300,0
199,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,Etats de Rome,10900,1426300,0
200,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,Angleterre,149900,1426300,0
201,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,République de Venise,89800,1426300,0
202,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sirops,"Colonies francaises en Asie,Afrique en Amérique",90000,1426300,0
203,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Thé,Royaume de Hollande,190100,1241400,0
204,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Thé,République de suisse,59000,1241400,0
205,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Thé,Etats-Unis d'amérique,76300,1241400,0
206,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Thé,Villes anséatiques,14000,1241400,0
207,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Thé,Royaume de Danemarck,47400,1241400,0
208,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Thé,Empire d'Autriche,177500,1241400,0
209,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Thé,Angleterre,664200,1241400,0
210,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Thé,"Colonies francaises en Asie,Afrique en Amérique",12900,1241400,0
211,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Cacao,Royaume d'Espagne,868000,1247200,0
212,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Cacao,Royaume de Hollande,1900,1247200,0
213,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Cacao,République de suisse,54700,1247200,0
214,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Cacao,Villes anséatiques,18200,1247200,0
215,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Cacao,Milanes et toscane,189400,1247200,0
216,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Cacao,République de Genes,11300,1247200,0
217,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Cacao,Royaume de Sardaigne,30400,1247200,0
218,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Cacao,Empire d'Autriche,48800,1247200,0
219,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Cacao,Etats de Rome,24500,1247200,0
220,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Royaume d'Espagne,81300,80462800,0
221,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Royaume de Hollande,12135000,80462800,0
222,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Royaume de Prusse,2086700,80462800,0
223,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Etats de l'Allemagne,789800,80462800,0
224,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,République de suisse,4977200,80462800,0
225,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Etats-Unis d'amérique,23200,80462800,0
226,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Villes anséatiques,36976400,80462800,0
227,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Royaume de Danemarck,1962500,80462800,0
228,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Royaume de Suède,1061800,80462800,0
229,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Café,Milanes et toscane,4082000,80462800,0
230,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,République de Genes,654200,80462800,0
231,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Empire ottoman et barbarie,2938000,80462800,0
232,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Royaume de Naples,501200,80462800,0
233,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Royaume de Sardaigne,189800,80462800,0
234,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Empire d'Autriche,9984000,80462800,0
235,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Empire de Russie,1053000,80462800,0
236,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Etats de Rome,807700,80462800,0
237,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,Angleterre,47800,80462800,0
238,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Café,République de Venise,111200,80462800,0
239,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Royaume d'Espagne,1155700,65368100,0
240,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Royaume de Hollande,21270300,65368100,0
241,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Royaume de Prusse,2996600,65368100,0
242,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,République de suisse,815600,65368100,0
243,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Etats-Unis d'amérique,40900,65368100,0
244,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Villes anséatiques,18309500,65368100,0
245,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Royaume de Danemarck,392700,65368100,0
246,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Royaume de Suède,726400,65368100,0
247,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,2///Subsistances///Sucre,Milanes et toscane,2025800,65368100,0
248,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,République de Genes,609600,65368100,0
249,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Empire ottoman et barbarie,1592700,65368100,0
250,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Royaume de Naples,2472200,65368100,0
251,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Royaume de Sardaigne,1286500,65368100,0
252,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Empire d'Autriche,6171400,65368100,0
253,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Empire de Russie,2278600,65368100,0
254,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Etats de Rome,2317200,65368100,0
255,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,Angleterre,210700,65368100,0
256,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,République de Venise,634700,65368100,0
257,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,2///Subsistances///Sucre,"Colonies francaises en Asie,Afrique en Amérique",61000,65368100,0
258,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Epiceries,Royaume d'Espagne,10700,137800,0
259,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Epiceries,Royaume de Prusse,14900,137800,0
260,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Epiceries,République de suisse,15100,137800,0
261,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Epiceries,Royaume de Danemarck,5400,137800,0
262,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Epiceries,Royaume de Suède,11200,137800,0
263,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Epiceries,République de Genes,3900,137800,0
264,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Epiceries,Royaume de Sardaigne,29900,137800,0
265,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Epiceries,Etats de Rome,10600,137800,0
266,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Epiceries,Angleterre,7000,137800,0
267,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Epiceries,"Colonies francaises en Asie,Afrique en Amérique",29100,137800,0
268,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Canelle,Royaume d'Espagne,28800,122800,0
269,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Canelle,Empire ottoman et barbarie,43100,122800,0
270,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Canelle,Royaume de Naples,13900,122800,0
271,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Canelle,"Colonies francaises en Asie,Afrique en Amérique",37000,122800,0
272,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Girofle,Milanes et toscane,15300,379100,0
273,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Girofle,Empire ottoman et barbarie,338900,379100,0
274,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Girofle,Royaume de Naples,11700,379100,0
275,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Girofle,"Colonies francaises en Asie,Afrique en Amérique",13200,379100,0
276,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Poivre,Royaume d'Espagne,170600,413400,0
277,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,2,3///Subsistances///Poivre,République de suisse,55200,413400,0
278,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Poivre,Empire ottoman et barbarie,104800,413400,0
279,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Poivre,Royaume de Naples,32800,413400,0
280,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,3,3///Subsistances///Poivre,"Colonies francaises en Asie,Afrique en Amérique",50000,413400,0
