numrodeligne,datantryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
175,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de Rome,Soufre,10400
176,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de Rome,Suif,13400
177,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de Rome,Articles réunis,1000
178,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de Rome,Alun,38500
179,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de Rome,Noix de galle et galles légères,1600
180,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Ardoises,66600
181,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Baleine,1179400
182,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Bois de construction et autres,18600
183,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Bois sciés en planches,35600
184,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Bois feuillards,1000
185,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Bois merrains,11100
186,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Bois des îles et des Indes, d'ébénisterie",65900
187,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Bois de teinture,347900
188,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Brai, goudron, galipot et résine",32000
189,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Cendres-potasse, védasse et gravelée",1005900
190,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Cendres soude, natron et salin",13700
191,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Charbon de terre et de bois,1065100
192,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Cires blanche et jaune,16100
193,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Cornes de bétail,3500
194,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Crin,2100
195,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Cuirs et peaux non apprêtés ,321400
196,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Dents d'éléphant,88900
197,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Ecaille,216300
198,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Eponges,2800
199,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Graines grasses de chanvre, lin et colza",8200
200,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Graines de jardin et autres,33700
201,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Graines de prairie, trèfle et luzerne",27000
202,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Houblon,41100
203,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Huiles d'olive pour fabriques,213700
204,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Huiles de graines,300
205,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Huiles de poisson,29200
206,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Manganèse,45800
207,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Matériaux de construction ; chaux, pierres, plâtre, briques et tuiles, ciment, sable, terre pozzolane",67000
208,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Nacre de perle,9500
209,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Oreillons,2900
210,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Rogues de poisson,14800
211,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Salpètre,1033900
212,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Soufre,26400
213,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Soies de porc et de sanglier,5200
214,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Sparterie brute, en auffe, joncs et roseaux",3800
215,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Suif,122000
216,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Tabacs en feuilles et en côtes,1827000
217,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Articles réunis,19100
218,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Avelanèdes,26600
219,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Céruse,3500
220,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Cochenille,238300
221,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Crayons fins ; pastel, laque fine, lack-lack des Indes",238600
222,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Curcuma,99200
223,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Garance et alizari,14100
224,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Graine jaune d'Avignon ou nerprun,4000
225,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Indigo,8310600
226,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Litharge,112900
227,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Minium et mine orange,82300
228,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,"Noirs communs, de fumée et autres",15600
229,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Noix de galle et galles légères,600
230,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Quercitron,178100
231,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Safranum,37400
232,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Tournesol préparé ou orseille,7100
233,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Vermillon et cinabre,13800
234,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Angleterre et ses colonies,Articles réunis,18800
235,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Ardoises,14600
236,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Baleine,400
237,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bois à brûler,265900
238,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bois de construction et autres,170400
239,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bois sciés en planches,493100
240,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bois feuillards,233100
241,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bois merrains,229900
242,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Bois ouvrés divers, en perches, échalas, échasses",1400
243,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Bois des îles et des Indes, d'ébénisterie",24900
244,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bois de teinture,96800
245,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Brai, goudron, galipot et résine",36900
246,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Cendres-potasse, védasse et gravelée",160700
247,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Cendres soude, natron et salin",400
248,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Charbon de terre et de bois,8044500
249,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Cires blanche et jaune,21900
250,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Cornes de bétail,1400
251,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Crin,3900
252,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Cuirs et peaux non apprêtés ,722400
253,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Dents d'éléphant,53600
254,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Ecaille,5500
255,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Ecorces pour les tanneries,43600
256,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Eponges,1300
257,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Fourrages,74200
258,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Graines grasses de chanvre, lin et colza",129400
259,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Graines de jardin et autres,19600
260,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Graines de prairie, trèfle et luzerne",23500
261,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Houblon,391800
262,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Huiles d'olive pour fabriques,1500
263,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Huiles de poisson,2800
264,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Manganèse,4900
265,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Marbre et albâtre brut et poli,325200
266,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Matériaux de construction ; chaux, pierres, plâtre, briques et tuiles, ciment, sable, terre pozzolane",329100
267,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Nacre de perle,12800
268,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Oreillons,29600
269,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Rogues de poisson,6200
270,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Soies de porc et de sanglier,38200
271,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Sparterie brute, en auffe, joncs et roseaux",16600
272,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Suif,431400
273,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tabacs en feuilles et en côtes,376500
274,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Terre de pipe,96900
275,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Articles réunis,123400
276,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Alquifoux, mine de plomb ou graphite",237400
277,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Alun,40000
278,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Azur et cobalt,219200
279,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Bleu de Prusse,15700
280,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Céruse,1077900
281,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Crayons fins ; pastel, laque fine, lack-lack des Indes",5400
282,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Curcuma,5600
283,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Garance et alizari,45300
284,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Indigo,29400
285,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Jus de citron,9200
286,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Litharge,2300
287,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Minium et mine orange,3900
288,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Noirs communs, de fumée et autres",3200
289,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Noix de galle et galles légères,1800
290,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Quercitron,58600
291,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Safranum,400
292,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Sumac,8100
293,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tournesol préparé ou orseille,145900
294,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Vermillon et cinabre,10100
295,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Articles réunis,61400
296,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Agaric brut et préparé,15900
297,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Ardoises,3600
