Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Levant,,16 206,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Nord,,18 132,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Portugal,,9 052,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Russie,,5 455,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Savoye,,39 548,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Suède,,10 273,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Suisse,,19 622,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Isles,,5 824,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Indes,,4 508,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; de modes,Allemagne,,1 750,9 750,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; de modes,Genes,,8 000,9 750,,741 747,
Annick Davis,Montbret 849,1772,55,Mastic,Levant,700,,,,2 100,No value given
Annick Davis,Montbret 849,1772,55,Mats,Danemark,,,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Danemark,277,7 854,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Hollande,327,19 815,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Genes,42,16 800,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Nord,,,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Nord,574,21 430,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Russie,798,48 265,,,121 629,
Annick Davis,Montbret 849,1772,55,Mats,Suède,462,7 465,,,121 629,
Annick Davis,Montbret 849,1772,56,Mercerie,Allemagne,201 878,1 205 055,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Angleterre,1 500,1 000,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Espagne,24 264,52 441,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Flandre,77 455,200 012,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Genève,2 780,9 730,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Hollande,236 576,476 185,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Italie,9 372,32 803,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Naples,5 100,17 850,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Genes,9 767,34 184,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Venise,2 685,9 397,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Nord,177 683,340 821,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Savoye,23 597,72 250,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Mercerie,Suisse,37 867,129 879,,,2 581 607,
Annick Davis,Montbret 849,1772,56,Merciers,Danemark,3 916,,,,11 748,No value given
Annick Davis,Montbret 849,1772,56,Metal ; de cloche,Suisse,2 497,,,,3 495,No value given
Annick Davis,Montbret 849,1772,56,Meubles,Allemagne,,3 392,,,11 067,No quantity given
Annick Davis,Montbret 849,1772,56,Meubles,Flandre,,7 675,,,11 067,No quantity given
Annick Davis,Montbret 849,1772,56,Meules ; à éguiser,Allemagne,109,3 390,136 702,,138 352,
Annick Davis,Montbret 849,1772,56,Meules ; à éguiser,Angleterre,7 511,128 058,136 702,,138 352,
Annick Davis,Montbret 849,1772,56,Meules ; à éguiser,Espagne,1 502,3 684,136 702,,138 352,
Annick Davis,Montbret 849,1772,56,Meules ; à éguiser,Suède,785,1 570,136 702,,138 352,
Annick Davis,Montbret 849,1772,56,Meules ; à moulin,Allemagne,11,1 650,,,138 352,
Annick Davis,Montbret 849,1772,56,Millet ; gros,Espagne,150,2 700,,,32 704,
Annick Davis,Montbret 849,1772,56,Millet ; gros,Italie,1 138,20 484,,,32 704,
Annick Davis,Montbret 849,1772,56,Millet ; gros,Genes,60 000,3 000,,,32 704,
Annick Davis,Montbret 849,1772,57,Millet ; gros,Levant,427,5 124,,,32 704,
Annick Davis,Montbret 849,1772,57,Millet ; gros,Savoye,27 925,1 396,,,32 704,
Annick Davis,Montbret 849,1772,57,Mine ; de fer,Allemagne,,1 370,154 370,,303 948,No quantity given
Annick Davis,Montbret 849,1772,57,Mine ; de fer,Espagne,1 020 000,153 000,154 370,,303 948,
Annick Davis,Montbret 849,1772,57,Mine ; de plomb,Flandre,405 540,81 108,149 578,,303 948,
Annick Davis,Montbret 849,1772,57,Mine ; de plomb,Hollande,332 489,68 470,149 578,,303 948,
Annick Davis,Montbret 849,1772,57,Miny,Hollande,17 269,3 905,,,6 065,
Annick Davis,Montbret 849,1772,57,Miny,Nord,10 800,2 160,,,6 065,
Annick Davis,Montbret 849,1772,57,Mirthe,Levant,3 030,,,,9 090,No value given
Annick Davis,Montbret 849,1772,57,Mortiers ; de marbre,Espagne,520,1 560,,,11 319,
Annick Davis,Montbret 849,1772,57,Mortiers ; de marbre,Italie,3 132,4 698,,,11 319,
Annick Davis,Montbret 849,1772,57,Mortiers ; de marbre,Genes,3 374,5 061,,,11 319,
Annick Davis,Montbret 849,1772,57,Morüe ; sêche,Angleterre,614 250,122 637,5 153 690,,5 545 144,
Annick Davis,Montbret 849,1772,57,Morüe ; sêche,Espagne,5 487,1 371,5 153 690,,5 545 144,
Annick Davis,Montbret 849,1772,57,Morüe ; sêche,Flandre,16 025,6 410,5 153 690,,5 545 144,
Annick Davis,Montbret 849,1772,57,Morüe ; sêche,Isles,124 069 250,5 023 272,5 153 690,,5 545 144,
Annick Davis,Montbret 849,1772,57,Morüe ; verte,Angleterre,206 402,26 390,391 454,,5 545 144,
Annick Davis,Montbret 849,1772,57,Morüe ; verte,Hollande,51 200,7 734,391 454,,5 545 144,
Annick Davis,Montbret 849,1772,57,Morüe ; verte,Isles,287 260,357 330,391 454,,5 545 144,
Annick Davis,Montbret 849,1772,57,Mouchoirs ; de coton,Genes,180,1 620,26 220,,1 544 390,
Annick Davis,Montbret 849,1772,57,Mouchoirs ; de coton,Levant,2 050,24 600,26 220,,1 544 390,
Annick Davis,Montbret 849,1772,57,Mouchoirs ; de fil,Nord,2 800,14 000,,,1 544 390,
Annick Davis,Montbret 849,1772,57,Mouchoirs ; de fil et coton,Savoye,200,2 000,,,1 544 390,
Annick Davis,Montbret 849,1772,58,Mouchoirs ; des Indes,Indes,218,,,,1 544 390,
Annick Davis,Montbret 849,1772,58,Mouchoirs ; des Indes,Indes,41 878,1 332 088,,,1 544 390,
Annick Davis,Montbret 849,1772,58,Mouchoirs ; de Romald,Hollande,480,7 480,,,1 544 390,
Annick Davis,Montbret 849,1772,58,Mouchoirs ; de soye,Espagne,5 807,162 602,,,1 544 390,
Annick Davis,Montbret 849,1772,58,Moulins ; à caffé,Hollande,2 631,,,,7 134,
Annick Davis,Montbret 849,1772,58,Mousseline,Levant,574,22 960,,,4 659 360,
Annick Davis,Montbret 849,1772,58,Mousseline,Indes,77 273,4 636 400,,,4 659 360,
Annick Davis,Montbret 849,1772,58,Moutons,Allemagne,6 568,51 847,,,155 168,
Annick Davis,Montbret 849,1772,58,Moutons,Flandre,2 407,33 151,,,155 168,
Annick Davis,Montbret 849,1772,58,Moutons,Savoye,11 462,70 170,,,155 168,
Annick Davis,Montbret 849,1772,58,Mules et mulets,Espagne,7,1 400,,,62 680,
Annick Davis,Montbret 849,1772,58,Mules et mulets,Savoye,766,61 280,,,62 680,
Annick Davis,Montbret 849,1772,58,Musc,Hollande,51,,,,7 650,
Annick Davis,Montbret 849,1772,58,Muscades,Espagne,978,7 824,,,122 849,
Annick Davis,Montbret 849,1772,58,Muscades,Hollande,13 413,112 225,,,122 849,
Annick Davis,Montbret 849,1772,58,Muscades,Genes,350,2 800,,,122 849,
Annick Davis,Montbret 849,1772,58,Nacres ;  de perles,Hollande,7 355,4 863,,,18 663,
Annick Davis,Montbret 849,1772,58,Nacres ;  de perles,Indes,9 200,13 800,,,18 663,
Annick Davis,Montbret 849,1772,58,Nattes,Hollande,180,1 800,,,2 900,
Annick Davis,Montbret 849,1772,58,Nattes,Russie,110,1 100,,,2 900,
Annick Davis,Montbret 849,1772,58,Noir de fumée,Allemagne,14 595,7 297,,,9 277,
Annick Davis,Montbret 849,1772,58,Noir de fumée,Hollande,4 725,1 980,,,9 277,
Annick Davis,Montbret 849,1772,58,Noix vomique ou vornique,Levant,1 315,,,,1 972,
Annick Davis,Montbret 849,1772,58,Ocre,Hollande,25 808,,,,2 580,
Annick Davis,Montbret 849,1772,59,Oignons ; de fleurs,Flandre,,,,,2 346,No quantity given
Annick Davis,Montbret 849,1772,59,Olives,Espagne,5 790,,,,2 010,
Annick Davis,Montbret 849,1772,59,Opium,Levant,4 039,,,,24 234,
Annick Davis,Montbret 849,1772,59,Or ; faux,Allemagne,8 326,83 260,,,95 840,
Annick Davis,Montbret 849,1772,59,Or ; faux,Flandre,1 905,12 580,,,95 840,
Annick Davis,Montbret 849,1772,59,Orge ; en grain,Angleterre,100,1 200,198 397,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; en grain,Hollande,189 090,18 909,198 397,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; en grain,Genes,800,16 000,198 397,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; en grain,Levant,8 716,156 888,198 397,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; en grain,Nord,108 000,5 400,198 397,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; mondée,Flandre,4 000,1 200,3 301,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; mondée,Hollande,7 008,2 101,3 301,,207 259,
Annick Davis,Montbret 849,1772,59,Orge ; perlée,Hollande,51 478,5 561,,,207 259,
Annick Davis,Montbret 849,1772,59,Orpiment,Levant,4 880,,,,2 440,
Annick Davis,Montbret 849,1772,59,Paille,Italie,10 950,21 900,,,25 300,
Annick Davis,Montbret 849,1772,59,Paille,Naples,7 500,3 400,,,25 300,
Annick Davis,Montbret 849,1772,59,Pains ; d'épice,Angleterre,2 309,1 154,7 753,,7 753,
Annick Davis,Montbret 849,1772,59,Pains ; d'épice,Flandre,8 799,6 599,7 753,,7 753,
Annick Davis,Montbret 849,1772,59,Palangres,Espagne,6,,,,1 200,
Annick Davis,Montbret 849,1772,59,Paniers ; d'ozier,Genes,1 977,,,,23 724,
Annick Davis,Montbret 849,1772,60,Papier ; blanc,Allemagne,16 979,6 791,182 942,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; blanc,Flandre,5 586,2 793,182 942,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; blanc,Italie,1 432,8 592,182 942,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; blanc,Genes,19 648,117 888,182 942,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; blanc,Savoye,7 813,46 878,182 942,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; bleu,Hollande,8 930,8 930,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; brouillard,Hollande,8 736,1 747,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; doré,Allemagne,2 108,1 264,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; gris,Allemagne,67 050,15 862,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; d'Hollande,Hollande,12 310,,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; d'Hollande,Hollande,15 439,142 036,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; métalisé,Allemagne,7 000,3 500,,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; peint,Espagne,2 255,2 818,12 698,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; peint,Indes,1 976,9 880,12 698,,371 835,
Annick Davis,Montbret 849,1772,60,Papier ; violet,Hollande,119,2 856,,,371 835,
Annick Davis,Montbret 849,1772,60,Parapluyes,Genes,178,,,,8 900,
Annick Davis,Montbret 849,1772,60,Parchemin,Espagne,1 450,7 250,,,10 250,
Annick Davis,Montbret 849,1772,60,Parchemin,Levant,600,3 000,,,10 250,
Annick Davis,Montbret 849,1772,61,Pate d'amande,Italie,8 000,3 200,,,17 408,
Annick Davis,Montbret 849,1772,61,Pate d'amande,Genes,28 416,14 208,,,17 408,
Annick Davis,Montbret 849,1772,61,Peaux ; d'agneaux,Espagne,9 461,44 940,46 176,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; d'agneaux,Genes,4 123,1 236,46 176,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de castor,Flandre,505,2 525,15 333,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de castor,Hollande,1 310,6 550,15 333,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de castor,Isles,1 149,6 258,15 333,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de cerf,Espagne,7 241,72 410,94 430,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de cerf,Flandre,2 016,10 080,94 430,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de cerf,Hollande,2 388,11 940,94 430,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Espagne,1 290,2 250,434 005,434 005,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Hollande,1 028,1 386,434 005,434 005,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Italie,292 860,366 075,434 005,434 005,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Genes,16 584,20 730,434 005,434 005,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Savoye,38 278,36 989,434 005,434 005,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Suisse,2 458,6 575,434 005,434 005,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chevre ; en poil,Savoye,5 419,1 625,,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de chien de mer,Espagne,712,1 162,,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; d'hermine,Hollande,6,1 800,7 500,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; d'hermine,Russie,19,5 700,7 500,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Allemagne,1 146,1 869,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Hollande,720,1 080,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Italie,10 940,16 410,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Naples,33 815,84 537,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Genes,600,1 500,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Venise,4 645,11 612,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Levant,32 416,81 040,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de lievre,Nord,1 145,3 435,201 483,,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de loup ; de bois,Flandre,355,1 232,9 612,32 702,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de loup ; de bois,Hollande,1 136,5 680,9 612,32 702,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de loup ; de bois,Italie,270,2 700,9 612,32 702,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de loup,Flandre,131,2 110,23 090,32 702,1 073 278,
Annick Davis,Montbret 849,1772,61,Peaux ; de loup,Hollande,1 182,20 980,23 090,32 702,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de maroquin,Italie,1 025,1 281,8 564,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de maroquin,Venise,20,1 200,8 564,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de maroquin,Levant,169,6 083,8 564,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de martre,Isles,320,1 280,,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de mouton ; en laine,Espagne,21 353,21 353,29 018,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de mouton ; en laine,Savoye,7 665,7 665,29 018,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; d'ours,Espagne,572,8 580,63 710,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; d'ours,Flandre,1 325,13 250,63 710,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; d'ours,Hollande,2 674,39 580,63 710,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; d'ours,Isles,230,2 300,63 710,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; pelisse,Flandre,,1 200,,,1 073 278,No quantity given
Annick Davis,Montbret 849,1772,62,Peaux ; sauvagines,Espagne,11 300,16 950,18 960,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; sauvagines,Hollande,,2 010,18 960,,1 073 278,No quantity given
Annick Davis,Montbret 849,1772,62,Peaux ; de veau ; en poil,Genève,5 169,5 169,51 769,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de veau ; en poil,Hollande,5 360,10 704,51 769,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de veau ; en poil,Levant,1 500,1 500,51 769,,1 073 278,
Annick Davis,Montbret 849,1772,62,Peaux ; de veau ; en poil,Savoye,34 396,34 396,51 769,,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; aprestée,Allemagne,4 646,27 876,53 175,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; aprestée,Flandre,636,1 465,53 175,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; aprestée,Hollande,737,2 434,53 175,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; aprestée,Italie,545,5 450,53 175,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; aprestée,Naples,250,2 500,53 175,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; aprestée,Genes,1 345,13 450,53 175,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; crüe,Flandre,3 155,3 270,11 186,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; crüe,Hollande,6 889,6 889,11 186,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peaux ; pelleterie ; crüe,Savoye,2 054,1 027,11 186,64 361,1 073 278,
Annick Davis,Montbret 849,1772,63,Peignes ; à tisserand,Allemagne,473,,,,2 838,
Annick Davis,Montbret 849,1772,63,Pelles ; de bois,Allemagne,65 301,,,,19 795,
Annick Davis,Montbret 849,1772,63,Pierres ; à batir,Allemagne,2 871,28 709,30 089,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; à batir,Savoye,138,1 380,30 089,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; codes,Naples,17 320,1 732,14 945,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; codes,Genes,80 680,8 068,14 945,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; codes,Venise,51 450,5 145,14 945,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; éclatantes,Suisse,310,6 215,,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; à éguiser,Allemagne,15 660,2 362,9 869,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; à éguiser,Flandre,10 475,1 047,9 869,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; à éguiser,Italie,3 230,6 460,9 869,,79 102,
Annick Davis,Montbret 849,1772,63,Pierre ; d'emery,Venise,5 600,3 360,,,79 102,
Annick Davis,Montbret 849,1772,63,Pierres ; ponce,Naples,265 400,13 270,,,79 102,
Annick Davis,Montbret 849,1772,64,Pierres ; de vin,Suisse,3 385,1 354,,,79 102,
Annick Davis,Montbret 849,1772,64,Pignons,Angleterre,540,1 350,,,5 305,
Annick Davis,Montbret 849,1772,64,Pignons,Espagne,19 775,3 955,,,5 305,
Annick Davis,Montbret 849,1772,64,Piment,Flandre,52 230,32 576,,,86 022,
Annick Davis,Montbret 849,1772,64,Piment,Hollande,31 363,18 072,,,86 022,
Annick Davis,Montbret 849,1772,64,Piment,Nord,55 217,26 324,,,86 022,
Annick Davis,Montbret 849,1772,64,Piment,Savoye,18 100,9 050,,,86 022,
Annick Davis,Montbret 849,1772,64,Pipes ; à fumer,Espagne,950,2 850,,,45 541,
Annick Davis,Montbret 849,1772,64,Pipes ; à fumer,Hollande,14 046,42 691,,,45 541,
Annick Davis,Montbret 849,1772,64,Pistaches,Genes,2 998,,,,2 248,
Annick Davis,Montbret 849,1772,64,Planches ; de chesne,Allemagne,115 612,231 224,310 114,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de chesne,Hollande,39 445,78 890,310 114,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de Prusse,Nord,322,1 288,50 088,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de Prusse,Suède,12 200,48 800,50 088,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Allemagne,446 662,335 635,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Danemark,370 539,348 452,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Espagne,2 652,2 184,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Hollande,984 878,981 169,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Genes,20 268,15 201,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Venise,1 380,1 035,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Nord,331 891,479 411,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Russie,50 945,51 095,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Savoye,26 796,20 097,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Planches ; de sapin,Suède,496 656,614 193,2 848 472,,3 208 674,
Annick Davis,Montbret 849,1772,64,Plants ; de fleurs,Genes,19 650,,,,9 825,
Annick Davis,Montbret 849,1772,64,Plâtre,Savoye,217 340,,,,43 468,
Annick Davis,Montbret 849,1772,64,Plocq,Angleterre,21 750,,,,1 087,
Annick Davis,Montbret 849,1772,64,Plomb ; en grenaille,Hollande,35 020,9 255,10 755,,1 260 017,
Annick Davis,Montbret 849,1772,64,Plomb ; en grenaille,Italie,7 500,1 500,10 755,,1 260 017,
Annick Davis,Montbret 849,1772,64,Plomb ; laminé,Hollande,21 300,6 390,,,1 260 017,
Annick Davis,Montbret 849,1772,64,Plomb ; en planches,Hollande,75 220,16 924,,,1 260 017,
Annick Davis,Montbret 849,1772,64,Plomb ; en rouleau,Flandre,5 040,1 134,4 959,,1 260 017,
Annick Davis,Montbret 849,1772,64,Plomb ; en rouleau,Nord,15 300,3 825,4 959,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Allemagne,54 354,16 196,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Angleterre,3 349 555,677 146,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Espagne,195 660,39 132,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Flandre,1 024 240,204 942,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Hollande,837 074,169 436,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Italie,31 190,6 238,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Nord,362 283,75 499,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en saumon,Savoye,39 835,9 217,1 197 806,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plomb ; en tables,Hollande,77 278,23 183,,,1 260 017,
Annick Davis,Montbret 849,1772,65,Plumes ; d'aigledon,Allemagne,1 855,37 100,43 332,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; d'aigledon,Hollande,,1 177,43 332,,251 843,No quantity given
Annick Davis,Montbret 849,1772,65,Plumes ; d'aigledon,Nord,,5 055,43 332,,251 843,No quantity given
Annick Davis,Montbret 849,1772,65,Plumes ; d'autruche ; aprestées,Allemagne,138,6 900,,45 260,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; d'autruche ; brutes,Italie,3 932,19 660,38 360,45 260,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; d'autruche ; brutes,Naples,3 740,18 700,38 360,45 260,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à écrire,Hollande,10 188,24 368,84 339,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à écrire,Nord,39 981,59 971,84 339,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à lin,Allemagne,1 364,1 624,77 562,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à lin,Hollande,17 265,20 718,77 562,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à lin,Italie,5 650,1 412,77 562,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à lin,Naples,4 970,9 940,77 562,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à lin,Genes,1 000,2 000,77 562,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à lin,Nord,34 890,41 868,77 562,,251 843,
Annick Davis,Montbret 849,1772,65,Plumes ; à volans,Hollande,675,1 350,,,251 843,
Annick Davis,Montbret 849,1772,65,Poil ; de chevrotin,Flandre,5 560,1 112,,,46 068,
Annick Davis,Montbret 849,1772,65,Poil ; de lapin,Naples,3 014,9 042,,,46 068,
Annick Davis,Montbret 849,1772,65,Poil ; de sanglier,Hollande,2 595,2 076,35 914,,46 068,
Annick Davis,Montbret 849,1772,65,Poil ; de sanglier,Nord,3 885,3 108,35 914,,46 068,
Annick Davis,Montbret 849,1772,65,Poil ; de sanglier,Russie,34 145,30 730,35 914,,46 068,
Annick Davis,Montbret 849,1772,65,Poisson ; frais,Allemagne,5 424,2 153,33 939,,156 043,
Annick Davis,Montbret 849,1772,65,Poisson ; frais,Flandre,1 649,31 786,33 939,,156 043,
Annick Davis,Montbret 849,1772,65,Poisson ; salé,Espagne,335 830,84 079,122 104,,156 043,
Annick Davis,Montbret 849,1772,65,Poisson ; salé,Naples,8 000,2 000,122 104,,156 043,
Annick Davis,Montbret 849,1772,65,Poisson ; salé,Genes,4 080,1 020,122 104,,156 043,
Annick Davis,Montbret 849,1772,65,Poisson ; salé,Savoye,140 020,35 005,122 104,,156 043,
Annick Davis,Montbret 849,1772,66,Poivre ,Espagne,2 670,2 647,,,3 712 821,
Annick Davis,Montbret 849,1772,66,Poivre ,Flandre,64 820,100 471,,,3 712 821,
Annick Davis,Montbret 849,1772,66,Poivre ,Hollande,2 251 132,2 722 404,,,3 712 821,
