Numéro de ligne,Data entry by,Source,Year,Exports-Imports,Sheet,Marchandises,Marchandises,Marchandises-1,Marchandises-2,Marchandises-3,Marchandises-4,Pays,Leur Valeur,,Leur valeur recalculée,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Leur Valeur (sub-total 2),,Total,,Remarks
1 898,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; crüe,Peaux , pelleterie , crüe,,,Allemagne,4 022,0,"4 022,00",100 220,0,114 175,19,,25 335,10,
1 911,Annick Davis,Montbret 849,1752,Imports,180,Pelles ; de bois,Pelles , de bois,,,,Allemagne,3 433,16,"3 433,80",,,,,,25 335,10,
1 920,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; d'aunan,Pierres , d'aunan,,,,Allemagne,3 500,0,"3 500,00",,,,,,25 335,10,
1 921,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; à bâtir,Pierres , à bâtir,,,,Allemagne,12 060,0,"12 060,00",13 720,0,,,,25 335,10,
1 925,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; à faulx,Pierres , à faulx,,,,Allemagne,1 097,18,"1 097,90",13 015,0,,,,55,0,
1 936,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; serpentine,Pierres , serpentine,,,,Allemagne,350,0,"350,00",,,,,,2 170,15,
1 945,Annick Davis,Montbret 849,1752,Imports,182,Pipes ; à fumer,Pipes , à fumer,,,,Allemagne,48,0,"48,00",,,,,,2 170,15,
1 954,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de chesne,Planches , de chesne,,,,Allemagne,335 190,0,"335 190,00",636 765,0,,,,2 170,15,
1 961,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Allemagne,151 823,5,"151 823,25",961 993,6,,,,2 170,15,
1 979,Annick Davis,Montbret 849,1752,Imports,183,Plomb ; en feüilles,Plomb , en feüilles,,,,Allemagne,808,10,"808,50",,,,,,2 170,15,
1 982,Annick Davis,Montbret 849,1752,Imports,183,Plomb ; en Saumon,Plomb , en Saumon,,,,Allemagne,53,7,"53,35",880 808,10,,,,226 067,10,
1 996,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; à lit,Plumes , à lit,,,,Allemagne,566,0,"566,00",40 793,16,,,,226 067,10,
2 025,Annick Davis,Montbret 849,1752,Imports,184,Poivre ; blanc,Poivre , blanc,,,,Allemagne,9,0,"9,00",63 123,15,,,,226 067,10,
2 035,Annick Davis,Montbret 849,1752,Imports,184,Poix ; noire,Poix , noire,,,,Allemagne,140,0,"140,00",1 689,0,,,,226 067,10,
2 037,Annick Davis,Montbret 849,1752,Imports,184,Poix ; raisine,Poix , raisine,,,,Allemagne,62,12,"62,60",5 725,18,,,,226 067,10,
2 044,Annick Davis,Montbret 849,1752,Imports,185,Porcs ; gras,Porcs , gras,,,,Allemagne,50,0,"50,00",170,0,,,,226 067,10,
2 047,Annick Davis,Montbret 849,1752,Imports,185,Porcs ; porcelets,Porcs , porcelets,,,,Allemagne,870,0,"870,00",3 390,0,,,,4 536,10,
2 051,Annick Davis,Montbret 849,1752,Imports,185,Porcelaine ; ordinaire,Porcelaine , ordinaire,,,,Allemagne,430,0,"430,00",73 432,10,,,,4 536,10,
2 061,Annick Davis,Montbret 849,1752,Imports,185,Porcelaine ; de Saxe,Porcelaine , de Saxe,,,,Allemagne,166 220,0,"166 220,00",,,,,,4 536,10,
2 064,Annick Davis,Montbret 849,1752,Imports,186,Potterie ; de grez,Potterie , de grez,,,,Allemagne,1 647,16,"1 647,80",8 708,0,,,,4 000,0,
2 068,Annick Davis,Montbret 849,1752,Imports,186,Potterie ; de terre ; diverses,Potterie , de terre , diverses,,,Allemagne,1 000,10,"1 000,50",3 829,6,200 812,11,,1 264 184,7,
2 073,Annick Davis,Montbret 849,1752,Imports,186,Poudre ; à canon,Poudre , à canon,,,,Allemagne,197,0,"197,00",65 557,10,,,,1 264 184,7,
2 094,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de cuivre,Quincaille , de cuivre,,,,Allemagne,1 220,0,"1 220,00",13 059,0,,,,1 264 184,7,
2 098,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de fer,Quincaille , de fer,,,,Allemagne,353 407,2,"353 407,10",544 213,14,,,,1 264 184,7,
2 104,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de fer et acier,Quincaille , de fer et acier,,,,Allemagne,16 542,10,"16 542,50",67 902,10,,,,1 264 184,7,
2 142,Annick Davis,Montbret 849,1752,Imports,189,Ris,Ris,,,,,Allemagne,324,13,"324,65",,,,,,1 264 184,7,
2 159,Annick Davis,Montbret 849,1752,Imports,189,Rognures ; de peau,Rognures , de peau,,,,Allemagne,687,10,"687,50",,,,,,1 264 184,7,
2 167,Annick Davis,Montbret 849,1752,Imports,190,Ruban ; de fil,Ruban , de fil,,,,Allemagne,470 464,10,"470 464,50",626 365,15,,,,931 991,15,
2 173,Annick Davis,Montbret 849,1752,Imports,190,Ruban ; de soye,Ruban , de soye,,,,Allemagne,60,0,"60,00",29 040,0,,,,931 991,15,
2 179,Annick Davis,Montbret 849,1752,Imports,191,Sabots,Sabots,,,,,Allemagne,,,"931 991,75",,,,,,931 991,15,
2 233,Annick Davis,Montbret 849,1752,Imports,193,Seaux ; de bois,Seaux , de bois,,,,Allemagne,819,0,"819,00",,,,,,931 991,15,
2 247,Annick Davis,Montbret 849,1752,Imports,194,Sels ; d'ypsum,Sels , d'ypsum,,,,Allemagne,3 385,16,"3 385,80",4 016,16,,,,931 991,15,
2 253,Annick Davis,Montbret 849,1752,Imports,194,Semence ; froides,Semence , froides,,,,Allemagne,90,0,"90,00",,,,,,931 991,15,
2 274,Annick Davis,Montbret 849,1752,Imports,196,Souliers,Souliers,,,,,Allemagne,70,0,"70,00",,,,,,931 991,15,
2 277,Annick Davis,Montbret 849,1752,Imports,196,Soye ; à coudre,Soye , à coudre,,,,Allemagne,312,0,"312,00",,,,,,931 991,15,
2 304,Annick Davis,Montbret 849,1752,Imports,198,Sucre ; en pain,Sucre , en pain,,,,Allemagne,259,10,"259,50",25 817,9,,,,124 871,0,
2 311,Annick Davis,Montbret 849,1752,Imports,199,Suif,Suif,,,,,Allemagne,840,0,"840,00",,,,,,124 871,0,
2 342,Annick Davis,Montbret 849,1752,Imports,200,Tableaux,Tableaux,,,,,Allemagne,3 360,0,"3 360,00",,,,,,124 871,0,
2 352,Annick Davis,Montbret 849,1752,Imports,201,Tapisserie ; de bergame,Tapisserie , de bergame,,,,Allemagne,120,0,"120,00",132,0,,,,124 871,0,
2 354,Annick Davis,Montbret 849,1752,Imports,201,Tapisserie ; fil teint,Tapisserie , fil teint,,,,Allemagne,1 980,0,"1 980,00",,,,,,124 871,0,
2 365,Annick Davis,Montbret 849,1752,Imports,202,Telescopes,Telescopes,,,,,Allemagne,150,0,"150,00",,,,,,30 206,1,
2 367,Annick Davis,Montbret 849,1752,Imports,202,Terebenthine,Terebenthine,,,,,Allemagne,43,10,"43,50",,,,,,30 206,1,
2 383,Annick Davis,Montbret 849,1752,Imports,202,Thé,Thé,,,,,Allemagne,105,5,"105,25",,,,,,462,10,
2 412,Annick Davis,Montbret 849,1752,Imports,205,Toile ; de chanvre,Toile , de chanvre,,,,Allemagne,3 875,12,"3 875,60",6 724,17,,,,462,10,
2 416,Annick Davis,Montbret 849,1752,Imports,205,Toile ; cirée,Toile , cirée,,,,Allemagne,1 275,15,"1 275,75",4 971,15,,,,462,10,
2 424,Annick Davis,Montbret 849,1752,Imports,206,Toile ; de crin,Toile , de crin,,,,Allemagne,210,0,"210,00",3 110,0,,,,20 900,6,
2 437,Annick Davis,Montbret 849,1752,Imports,206,Toile ; d'Etoupe ; de chanvre,Toile , d'Etoupe , de chanvre,,,Allemagne,210,0,"210,00",213,0,,,,20 900,6,
2 440,Annick Davis,Montbret 849,1752,Imports,206,Toile ; grosse,Toile , grosse,,,,Allemagne,805,10,"805,50",446 776,14,,,,20 900,6,
2 445,Annick Davis,Montbret 849,1752,Imports,207,Toile ; de lin ; diverses,Toile , de lin , diverses,,,Allemagne,400,0,"400,00",930,0,37 675,17,,24 041 998,12,
2 448,Annick Davis,Montbret 849,1752,Imports,207,Toile ; de lin ; de Laval,Toile , de lin , de Laval,,,Allemagne,41,17,"41,85",,,37 675,17,,24 041 998,12,
2 450,Annick Davis,Montbret 849,1752,Imports,207,Toile ; linge de table,Toile , linge de table,,,,Allemagne,1 900,0,"1 900,00",68 698,10,,,,24 041 998,12,
2 473,Annick Davis,Montbret 849,1752,Imports,209,Tresse ; de laine,Tresse , de laine,,,,Allemagne,,,"24 041 998,60",,,,,,24 041 998,12,
2 475,Annick Davis,Montbret 849,1752,Imports,209,Tuilles,Tuilles,,,,,Allemagne,,,"24 041 998,60",,,,,,24 041 998,12,
2 479,Annick Davis,Montbret 849,1752,Imports,210,Vaches,Vaches,,,,,Allemagne,640,0,"640,00",,,,,,24 041 998,12,
2 483,Annick Davis,Montbret 849,1752,Imports,210,Vans ; à vanner,Vans , à vanner,,,,Allemagne,,,"24 041 998,60",,,,,,24 041 998,12,
2 488,Annick Davis,Montbret 849,1752,Imports,210,Verd ; de montagne,Verd , de montagne,,,,Allemagne,280,0,"280,00",,,,,,24 041 998,12,
2 505,Annick Davis,Montbret 849,1752,Imports,211,Verres ; blancs,Verres , blancs,,,,Allemagne,8 550,0,"8 550,00",8 580,0,,,,24 041 998,12,
2 511,Annick Davis,Montbret 849,1752,Imports,211,Verres ; communs,Verres , communs,,,,Allemagne,151,0,"151,00",8 342,0,,,,24 041 998,12,
2 517,Annick Davis,Montbret 849,1752,Imports,211,Verres ; de cristal,Verres , de cristal,,,,Allemagne,164 939,0,"164 939,00",210 449,5,,,,24 041 998,12,
2 525,Annick Davis,Montbret 849,1752,Imports,212,Verres ; à vitres,Verres , à vitres,,,,Allemagne,2 547,0,"2 547,00",3 104,0,,,,24 041 998,12,
2 530,Annick Davis,Montbret 849,1752,Imports,212,Vin ; de Barrois,Vin , de Barrois,,,,Allemagne,23 377,10,"23 377,50",,,,,,24 041 998,12,
2 539,Annick Davis,Montbret 849,1752,Imports,214,Vin ; de Champagne ; de Riviere,Vin , de Champagne , de Riviere,,,Allemagne,1 605,0,"1 605,00",,,,,,24 041 998,12,
2 559,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de liqueur,Vin , de liqueur,,,,Allemagne,140,8,"140,40",47 112,18,,,,24 041 998,12,
2 581,Annick Davis,Montbret 849,1752,Imports,216,Vinaigre,Vinaigre,,,,,Allemagne,18,0,"18,00",,,,,,24 041 998,12,
67,Annick Davis,Montbret 849,1752,Imports,97,Ancres ; de fer,Ancres , de fer,,,,Angleterre,25,0,"25,00",,,,,,24 041 998,12,
91,Annick Davis,Montbret 849,1752,Imports,98,Ardoises,Ardoises,,,,,Angleterre,9 336,17,"9 336,85",,,,,,198,0,
98,Annick Davis,Montbret 849,1752,Imports,98,Argenterie,Argenterie,,,,,Angleterre,7 780,10,"7 780,50",,,,,,680,0,
104,Annick Davis,Montbret 849,1752,Imports,99,Arquifou,Arquifou,,,,,Angleterre,7 725,0,"7 725,00",,,,,,1 307,0,
117,Annick Davis,Montbret 849,1752,Imports,99,Avoine,Avoine,,,,,Angleterre,22 624,0,"22 624,00",,,,,,1 307,0,
143,Annick Davis,Montbret 849,1752,Imports,100,Barils ; vuides,Barils , vuides,,,,Angleterre,1 000,0,"1 000,00",,,,,,1 307,0,
159,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de laine ,Bas , de laine ,,,,Angleterre,39,0,"39,00",5 153,4,,,,2 266 154,11,
165,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de soye,Bas , de soye,,,,Angleterre,104,0,"104,00",58 204,0,,,,2 266 154,11,
169,Annick Davis,Montbret 849,1752,Imports,102,Batteaux ; neufs,Batteaux , neufs,,,,Angleterre,600,0,"600,00",,,,,,2 266 154,11,
195,Annick Davis,Montbret 849,1752,Imports,103,Beufs ; Salé,Beufs , Salé,,,,Angleterre,1 117 486,5,"1 117 486,25",1 194 505,5,,,,2 266 154,11,
202,Annick Davis,Montbret 849,1752,Imports,103,Beurre,Beurre,,,,,Angleterre,786 531,15,"786 531,75",,,,,,2 266 154,11,
210,Annick Davis,Montbret 849,1752,Imports,103,Bierre,Bierre,,,,,Angleterre,90,0,"90,00",,,,,,2 266 154,11,
223,Annick Davis,Montbret 849,1752,Imports,104,Bled ; froment,Bled , froment,,,,Angleterre,8 391 662,2,"8 391 662,10",19 653 665,2,,,,2 266 154,11,
233,Annick Davis,Montbret 849,1752,Imports,104,Bled ; Seigle,Bled , Seigle,,,,Angleterre,885 172,0,"885 172,00",4 387 183,0,,,,2 266 154,11,
267,Annick Davis,Montbret 849,1752,Imports,105,Bois ; de campesche,Bois , de campesche,,,,Angleterre,1 989,18,"1 989,90",266 114,18,,,,2 266 154,11,
346,Annick Davis,Montbret 849,1752,Imports,107,Bottes ; fortes,Bottes , fortes,,,,Angleterre,96,0,"96,00",,,,,,2 266 154,11,
355,Annick Davis,Montbret 849,1752,Imports,108,Boulets ; de canon,Boulets , de canon,,,,Angleterre,7 550,5,"7 550,25",,,,,,2 266 154,11,
373,Annick Davis,Montbret 849,1752,Imports,108,Bouteilles ; de verre,Bouteilles , de verre,,,,Angleterre,27,14,"27,70",,,,,,2 266 154,11,
389,Annick Davis,Montbret 849,1752,Imports,109,Boutons ; de métal,Boutons , de métal,,,,Angleterre,9,0,"9,00",16,0,,,,2 266 154,11,
442,Annick Davis,Montbret 849,1752,Imports,113,Canons ; de fer,Canons , de fer,,,,Angleterre,31 800,0,"31 800,00",44 915,0,,,,2 266 154,11,
459,Annick Davis,Montbret 849,1752,Imports,114,Carreaux ; de terre,Carreaux , de terre,,,,Angleterre,83,12,"83,60",,,,,,2 266 154,11,
502,Annick Davis,Montbret 849,1752,Imports,115,Chair ; Salée,Chair , Salée,,,,Angleterre,24,10,"24,50",5 414,10,,,,2 266 154,11,
515,Annick Davis,Montbret 849,1752,Imports,116,Chandelle,Chandelle,,,,,Angleterre,133 723,10,"133 723,50",,,,,,2 266 154,11,
520,Annick Davis,Montbret 849,1752,Imports,116,Chanvre ; crü,Chanvre , crü,,,,Angleterre,63 160,0,"63 160,00",2 325 121,19,,,,2 266 154,11,
543,Annick Davis,Montbret 849,1752,Imports,118,Charbon ; de terre,Charbon , de terre,,,,Angleterre,743 808,2,"743 808,10",1 783 354,12,,,,2 266 154,11,
557,Annick Davis,Montbret 849,1752,Imports,119,Chemises,Chemises,,,,,Angleterre,65,0,"65,00",,,,,,2 266 154,11,
560,Annick Davis,Montbret 849,1752,Imports,119,Chevaux,Chevaux,,,,,Angleterre,116 400,0,"116 400,00",,,,,,2 266 154,11,
573,Annick Davis,Montbret 849,1752,Imports,119,Chiens,Chiens,,,,,Angleterre,2 472,0,"2 472,00",,,,,,2 266 154,11,
576,Annick Davis,Montbret 849,1752,Imports,119,Chocolat,Chocolat,,,,,Angleterre,106,10,"106,50",,,,,,2 266 154,11,
591,Annick Davis,Montbret 849,1752,Imports,120,Cire ; jaune,Cire , jaune,,,,Angleterre,990,0,"990,00",3 286 902,0,,,,2 266 154,11,
608,Annick Davis,Montbret 849,1752,Imports,121,Clous ; de fer,Clous , de fer,,,,Angleterre,5 175,0,"5 175,00",,,,,,2 266 154,11,
623,Annick Davis,Montbret 849,1752,Imports,121,Cochons ; salés,Cochons , salés,,,,Angleterre,,,"2 266 154,55",,,,,,2 266 154,11,
662,Annick Davis,Montbret 849,1752,Imports,123,Cordage ; de chanvre,Cordage , de chanvre,,,,Angleterre,78 600,0,"78 600,00",114 988,1,,,,2 266 154,11,
671,Annick Davis,Montbret 849,1752,Imports,123,Cordes ; à violons,Cordes , à violons,,,,Angleterre,31 200,0,"31 200,00",,,,,,2 266 154,11,
676,Annick Davis,Montbret 849,1752,Imports,123,Cornes ; de beuf,Cornes , de beuf,,,,Angleterre,268,9,"268,45",281,9,,,,2 266 154,11,
682,Annick Davis,Montbret 849,1752,Imports,123,Cornes ; à lanterne,Cornes , à lanterne,,,,Angleterre,7 885,10,"7 885,50",10 531,10,,,,2 266 154,11,
689,Annick Davis,Montbret 849,1752,Imports,123,Cornes ; platte,Cornes , platte,,,,Angleterre,1 747,10,"1 747,50",2 339,0,,,,2 266 154,11,
710,Annick Davis,Montbret 849,1752,Imports,124,Couperose,Couperose,,,,,Angleterre,5 830,0,"5 830,00",,,,,,2 266 154,11,
734,Annick Davis,Montbret 849,1752,Imports,125,Crayons,Crayons,,,,,Angleterre,4,16,"4,80",,,,,,2 266 154,11,
745,Annick Davis,Montbret 849,1752,Imports,126,Crin,Crin,,,,,Angleterre,17 543,3,"17 543,15",,,,,,2 266 154,11,
760,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; en poil,Cuirs , de beuf , en poil,,,Angleterre,217 520,0,"217 520,00",3 019 026,5,3 445 080,15,,2 266 154,11,
771,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; tannés,Cuirs , de beuf , tannés,,,Angleterre,10,0,"10,00",426 019,10,3 445 080,15,,2 266 154,11,
783,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de vache ; en poil,Cuirs , de vache , en poil,,,Angleterre,1 040,0,"1 040,00",13 556,0,15 068,0,,2 266 154,11,
806,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; ouvré,Cuivre , ouvré,,,,Angleterre,7,17,"7,85",140 919,2,,,,2 266 154,11,
845,Annick Davis,Montbret 849,1752,Imports,130,Dents ; d'Elephant,Dents , d'Elephant,,,,Angleterre,2 556,0,"2 556,00",205 918,10,,,,2 266 154,11,
856,Annick Davis,Montbret 849,1752,Imports,131,Dominoterie,Dominoterie,,,,,Angleterre,,,"2 266 154,55",,,,,,2 266 154,11,
950,Annick Davis,Montbret 849,1752,Imports,138,Etaim ; en bloc,Etaim , en bloc,,,,Angleterre,441 276,3,"441 276,15",492 114,15,,,,2 266 154,11,
958,Annick Davis,Montbret 849,1752,Imports,138,Etaim ; ouvré,Etaim , ouvré,,,,Angleterre,519,3,"519,15",17 871,17,,,,2 266 154,11,
979,Annick Davis,Montbret 849,1752,Imports,141,Eventails ; communs,Eventails , communs,,,,Angleterre,45,0,"45,00",72,0,,,,2 266 154,11,
988,Annick Davis,Montbret 849,1752,Imports,141,Farine ; de froment,Farine , de froment,,,,Angleterre,1 610 068,10,"1 610 068,50",1 651 017,4,,,,2 266 154,11,
1 072,Annick Davis,Montbret 849,1752,Imports,144,Fèves,Fèves,,,,,Angleterre,94 910,16,"94 910,80",,,,,,2 266 154,11,
1 161,Annick Davis,Montbret 849,1752,Imports,147,Forces ; à drapier,Forces , à drapier,,,,Angleterre,640,0,"640,00",,,,,,2 266 154,11,
1 171,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; commun,Fromage , commun,,,,Angleterre,1 238,13,"1 238,65",232 671,8,,,,2 266 154,11,
1 196,Annick Davis,Montbret 849,1752,Imports,149,Futailles,Futailles,,,,,Angleterre,428,0,"428,00",,,,,,2 266 154,11,
1 288,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de lin,Graine , de lin,,,,Angleterre,27 432,0,"27 432,00",117 586,0,,,,2 266 154,11,
1 315,Annick Davis,Montbret 849,1752,Imports,155,Harangs ; sors,Harangs , sors,,,,Angleterre,46 392,0,"46 392,00",491 133,4,,,,2 266 154,11,
1 340,Annick Davis,Montbret 849,1752,Imports,156,Houblon,Houblon,,,,,Angleterre,139,0,"139,00",,,,,,2 266 154,11,
1 380,Annick Davis,Montbret 849,1752,Imports,158,Huitres ; à l'Ecaille,Huitres , à l'Ecaille,,,,Angleterre,14 269,2,"14 269,10",,,,,,2 266 154,11,
1 388,Annick Davis,Montbret 849,1752,Imports,158,Jambons,Jambons,,,,,Angleterre,6,0,"6,00",,,,,,2 266 154,11,
1 441,Annick Davis,Montbret 849,1752,Imports,160,Laine ; d'autriche,Laine , d'autriche,,,,Angleterre,38 000,0,"38 000,00",81 750,0,,,,2 266 154,11,
1 443,Annick Davis,Montbret 849,1752,Imports,160,Laine ; de barbarie,Laine , de barbarie,,,,Angleterre,13 803,15,"13 803,75",14 147,10,,,,2 266 154,11,
1 457,Annick Davis,Montbret 849,1752,Imports,161,Laine ; filée,Laine , filée,,,,Angleterre,5 140,8,"5 140,40",5 610,15,,,,2 266 154,11,
1 471,Annick Davis,Montbret 849,1752,Imports,161,Laine ; peignée,Laine , peignée,,,,Angleterre,9 913,8,"9 913,40",86 960,8,,,,2 266 154,11,
1 487,Annick Davis,Montbret 849,1752,Imports,161,Laine ; en toison,Laine , en toison,,,,Angleterre,12 773,8,"12 773,40",,,,,,2 266 154,11,
1 490,Annick Davis,Montbret 849,1752,Imports,162,Langues ; de beuf,Langues , de beuf,,,,Angleterre,4 973,5,"4 973,25",5 457,5,,,,2 266 154,11,
1 495,Annick Davis,Montbret 849,1752,Imports,162,Lard,Lard,,,,,Angleterre,5 772,0,"5 772,00",,,,,,2 266 154,11,
1 500,Annick Davis,Montbret 849,1752,Imports,162,Légumes,Légumes,,,,,Angleterre,40 815,0,"40 815,00",,,,,,2 266 154,11,
1 512,Annick Davis,Montbret 849,1752,Imports,163,Librairie,Librairie,,,,,Angleterre,1 300,0,"1 300,00",,,,,,2 266 154,11,
1 594,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Angleterre,3 400,4,"3 400,20",,,,,,2 266 154,11,
1 622,Annick Davis,Montbret 849,1752,Imports,167,Matelats ; de laine,Matelats , de laine,,,,Angleterre,46,0,"46,00",,,,,,2 266 154,11,
1 627,Annick Davis,Montbret 849,1752,Imports,167,Mercerie,Mercerie,,,,,Angleterre,309,0,"309,00",,,,,,2 266 154,11,
1 642,Annick Davis,Montbret 849,1752,Imports,167,Meules ; à éguiser,Meules , à éguiser,,,,Angleterre,24 210,0,"24 210,00",27 682,4,,,,2 266 154,11,
1 654,Annick Davis,Montbret 849,1752,Imports,168,Miroirs ; divers,Miroirs , divers,,,,Angleterre,25,0,"25,00",,,,,,2 266 154,11,
1 684,Annick Davis,Montbret 849,1752,Imports,170,Moutons,Moutons,,,,,Angleterre,130,0,"130,00",,,,,,2 266 154,11,
1 695,Annick Davis,Montbret 849,1752,Imports,171,Nattes,Nattes,,,,,Angleterre,8 274,6,"8 274,30",,,,,,2 266 154,11,
1 735,Annick Davis,Montbret 849,1752,Imports,173,Orge ; germé,Orge , germé,,,,Angleterre,42 136,0,"42 136,00",,,,,,2 266 154,11,
1 736,Annick Davis,Montbret 849,1752,Imports,173,Orge ; en grain,Orge , en grain,,,,Angleterre,314 624,15,"314 624,75",656 099,5,,,,2 266 154,11,
1 743,Annick Davis,Montbret 849,1752,Imports,173,Orge ; mondée,Orge , mondée,,,,Angleterre,50,0,"50,00",1 782,13,,,,2 266 154,11,
1 759,Annick Davis,Montbret 849,1752,Imports,174,Pains ; d'Epice,Pains , d'Epice,,,,Angleterre,22,10,"22,50",584,15,,,,2 266 154,11,
1 777,Annick Davis,Montbret 849,1752,Imports,175,Papier ; gauffré,Papier , gauffré,,,,Angleterre,57,12,"57,60",447,12,,,,2 266 154,11,
1 781,Annick Davis,Montbret 849,1752,Imports,175,Papier ; à lettre,Papier , à lettre,,,,Angleterre,105,0,"105,00",669,0,,,,2 266 154,11,
1 796,Annick Davis,Montbret 849,1752,Imports,176,Paumelle ; germée,Paumelle , germée,,,,Angleterre,,,"2 266 154,55",,,,,,2 266 154,11,
1 831,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de lapin,Peaux , de lapin,,,,Angleterre,2 500,0,"2 500,00",11 511,10,,,,2 266 154,11,
1 880,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; en poil,Peaux , de veau , en poil,,,Angleterre,540,0,"540,00",86 915,10,87 902,10,,2 266 154,11,
1 926,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; à faulx,Pierres , à faulx,,,,Angleterre,137,10,"137,50",13 015,0,,,,2 266 154,11,
1 946,Annick Davis,Montbret 849,1752,Imports,182,Pipes ; à fumer,Pipes , à fumer,,,,Angleterre,40,10,"40,50",,,,,,2 266 154,11,
1 962,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Angleterre,1 201,0,"1 201,00",961 993,6,,,,2 266 154,11,
1 976,Annick Davis,Montbret 849,1752,Imports,183,Plocq,Plocq,,,,,Angleterre,1 433,0,"1 433,00",,,,,,2 266 154,11,
1 983,Annick Davis,Montbret 849,1752,Imports,183,Plomb ; en Saumon,Plomb , en Saumon,,,,Angleterre,578 280,13,"578 280,65",880 808,10,,,,2 266 154,11,
2 004,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de beuf,Poil , de beuf,,,,Angleterre,622,3,"622,15",,,,,,2 266 154,11,
2 007,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de chevrotin,Poil , de chevrotin,,,,Angleterre,498,15,"498,75",3 062,5,,,,2 266 154,11,
2 015,Annick Davis,Montbret 849,1752,Imports,184,Pois ; verds,Pois , verds,,,,Angleterre,19 824,2,"19 824,10",,,,,,2 266 154,11,
