Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,Leur valeur,,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),,Total,Remarks,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers
185,Fatima zahra,Montbret 155-186,1759,Imports,10,Baume,,,,,Portugal,,,20 006,,0,0,,24 215,,20 006,,,,,,24 214,10
186,Fatima zahra,Montbret 155-187,1759,Imports,10,Baye de laurier,,,,,Hollande,,,305,,0,0,,0,,305,,,,,,,
187,Fatima zahra,Montbret 155-188,1759,Imports,10,Bazannes tannées,,,,,Espagne,,,24,,0,0,,2 658,,24,,,,,,2 658,
188,Fatima zahra,Montbret 155-189,1759,Imports,10,Bazannes tannées,,,,,Genes,,,2 622,,0,0,,2 658,,2 622,,,,,,2 658,
189,Fatima zahra,Montbret 155-190,1759,Imports,10,Bazannes tannées,,,,,Savoye,,,12,,0,0,,2 658,,12,,,,,,2 658,
190,Fatima zahra,Montbret 155-191,1759,Imports,11,Bazin,,,,,Allemagne,,,3 163,,0,0,,112 215,le total devrait être 112 215,3 162,10,,,,,112 215,6
191,Fatima zahra,Montbret 155-192,1759,Imports,11,Bazin,,,,,Espagne,,,29 580,,0,0,,112 215,,29 580,,,,,,112 215,6
192,Fatima zahra,Montbret 155-193,1759,Imports,11,Bazin,,,,,Flandre,,,190,,0,0,,112 215,,190,,,,,,112 215,6
193,Fatima zahra,Montbret 155-194,1759,Imports,11,Bazin,,,,,Hollande,,,16 113,,0,0,,112 215,,16 112,10,,,,,112 215,6
194,Fatima zahra,Montbret 155-195,1759,Imports,11,Bazin,,,,,Genes,,,3 540,,0,0,,112 215,,3 540,,,,,,112 215,6
195,Fatima zahra,Montbret 155-196,1759,Imports,11,Bazin,,,,,Levant,,,140,,0,0,,112 215,,140,,,,,,112 215,6
196,Fatima zahra,Montbret 155-197,1759,Imports,11,Bazin,,,,,Savoye,,,11 370,,0,0,,112 215,,11 370,,,,,,112 215,6
197,Fatima zahra,Montbret 155-198,1759,Imports,11,Bazin,,,,,Suisse,,,48 120,,0,0,,112 215,,48 120,,,,,,112 215,6
198,Fatima zahra,Montbret 155-199,1759,Imports,11,Benjoin,,,,,Hollande,,,9 213,,0,0,,0,,9 213,,,,,,,
199,Fatima zahra,Montbret 155-200,1759,Imports,11,Bergamottes,,,,,Italie,,,925,,0,0,,17 025,,925,,,,,,17 025,
200,Fatima zahra,Montbret 155-201,1759,Imports,11,Bergamottes,,,,,Savoye,,,16 100,,0,0,,17 025,,16 100,,,,,,17 025,
201,Fatima zahra,Montbret 155-202,1759,Imports,11,Beuf ; fumé,,,,,Hollande,,,908,,1 054,0,,456 821,,908,5,1 054,5,,,456 821,3
202,Fatima zahra,Montbret 155-203,1759,Imports,11,Beuf ; fumé,,,,,Nord,,,146,,1 054,0,,456 821,,146,,1 054,5,,,456 821,3
203,Fatima zahra,Montbret 155-204,1759,Imports,11,Beuf ; salé,,,,,Angleterre,,,1 810,,148 627,0,,456 821,,1 810,8,148 626,18,,,456 821,3
204,Fatima zahra,Montbret 155-205,1759,Imports,11,Beuf ; salé,,,,,Danemark,,,127 163,,148 627,0,,456 821,,127 163,,148 626,18,,,456 821,3
205,Fatima zahra,Montbret 155-206,1759,Imports,11,Beuf ; salé,,,,,Espagne,,,3 520,,148 627,0,,456 821,,3 520,,148 626,18,,,456 821,3
206,Fatima zahra,Montbret 155-207,1759,Imports,11,Beuf ; salé,,,,,Hollande,,,15 094,,148 627,0,,456 821,,15 093,10,148 626,18,,,456 821,3
207,Fatima zahra,Montbret 155-208,1759,Imports,11,Beuf ; salé,,,,,Nord,,,1 040,,148 627,0,,456 821,,1 040,,148 626,18,,,456 821,3
208,Fatima zahra,Montbret 155-209,1759,Imports,11,Beuf ; en vie,,,,,Allemagne,,,139 700,,307 140,0,,456 821,,139 700,,307 140,,,,456 821,3
209,Fatima zahra,Montbret 155-210,1759,Imports,11,Beuf ; en vie,,,,,Flandre,,,134 740,,307 140,0,,456 821,,134 740,,307 140,,,,456 821,3
210,Fatima zahra,Montbret 155-211,1759,Imports,11,Beuf ; en vie,,,,,Savoye,,,32 700,,307 140,0,,456 821,,32 700,,307 140,,,,456 821,3
211,Fatima zahra,Montbret 155-212,1759,Imports,11,Beure,,,,,Allemagne,,,734,,0,0,,520 170,,734,8,,,,,520 170,7
212,Fatima zahra,Montbret 155-213,1759,Imports,11,Beure,,,,,Angleterre,,,51 310,,0,0,,520 170,,51 310,7,,,,,520 170,7
213,Fatima zahra,Montbret 155-214,1759,Imports,11,Beure,,,,,Danemark,,,355,,0,0,,520 170,,355,6,,,,,520 170,7
214,Fatima zahra,Montbret 155-215,1759,Imports,11,Beure,,,,,Espagne,,,141 244,,0,0,,520 170,,141 243,10,,,,,520 170,7
215,Fatima zahra,Montbret 155-216,1759,Imports,11,Beure,,,,,Flandre,,,104 045,,0,0,,520 170,,104 045,6,,,,,520 170,7
216,Fatima zahra,Montbret 155-217,1759,Imports,11,Beure,,,,,Geneve,,,8,,0,0,,520 170,,8,8,,,,,520 170,7
217,Fatima zahra,Montbret 155-218,1759,Imports,11,Beure,,,,,Hollande,,,215 592,,0,0,,520 170,,215 592,7,,,,,520 170,7
218,Fatima zahra,Montbret 155-219,1759,Imports,11,Beure,,,,,Naples,,,120,,0,0,,520 170,,120,,,,,,520 170,7
219,Fatima zahra,Montbret 155-220,1759,Imports,11,Beure,,,,,Genes,,,360,,0,0,,520 170,,360,,,,,,520 170,7
220,Fatima zahra,Montbret 155-221,1759,Imports,11,Beure,,,,,Levant,,,160,,0,0,,520 170,,160,,,,,,520 170,7
221,Fatima zahra,Montbret 155-222,1759,Imports,11,Beure,,,,,Nord,,,111,,0,0,,520 170,,111,5,,,,,520 170,7
222,Fatima zahra,Montbret 155-223,1759,Imports,11,Beure,,,,,Savoye,,,6 130,,0,0,,520 170,,6 129,10,,,,,520 170,7
223,Fatima zahra,Montbret 155-224,1759,Imports,12,Bierre,,,,,Allemagne,,,120,,0,0,,65 921,Le total devrait être 65 961 - 8,120,,,,,,65 921,8
224,Fatima zahra,Montbret 155-225,1759,Imports,12,Bierre,,,,,Danemark,,,90,,0,0,,65 921,,90,,,,,,65 921,8
225,Fatima zahra,Montbret 155-226,1759,Imports,12,Bierre,,,,,Flandre,,,54,,0,0,,65 921,,54,,,,,,65 921,8
226,Fatima zahra,Montbret 155-227,1759,Imports,12,Bierre,,,,,Hollande,,,65 252,,0,0,,65 921,,65 252,8,,,,,65 921,8
227,Fatima zahra,Montbret 155-228,1759,Imports,12,Bierre,,,,,Geneve,,,25,,0,0,,65 921,,25,,,,,,65 921,8
228,Fatima zahra,Montbret 155-229,1759,Imports,12,Bierre,,,,,Nord,,,420,,0,0,,65 921,,420,,,,,,65 921,8
229,Fatima zahra,Montbret 155-230,1759,Imports,12,Bijouterie,,,,,Flandre,,,222,,0,0,,50 305,,222,,,,,,50 305,
230,Fatima zahra,Montbret 155-231,1759,Imports,12,Bijouterie,,,,,Geneve,,,42 068,,0,0,,50 305,,42 068,,,,,,50 305,
231,Fatima zahra,Montbret 155-232,1759,Imports,12,Bijouterie,,,,,Savoye,,,8 015,,0,0,,50 305,,8 015,,,,,,50 305,
232,Fatima zahra,Montbret 155-233,1759,Imports,12,Billard,,,,,Espagne,,,200,,0,0,,0,,200,,,,,,,
233,Fatima zahra,Montbret 155-234,1759,Imports,12,Biscuits,,,,,Espagne,,,135,,0,0,,309,,135,,,,,,309,
234,Fatima zahra,Montbret 155-235,1759,Imports,12,Biscuits,,,,,Geneve,,,22,,0,0,,309,,22,,,,,,309,
235,Fatima zahra,Montbret 155-236,1759,Imports,12,Biscuits,,,,,Hollande,,,90,,0,0,,309,,90,,,,,,309,
236,Fatima zahra,Montbret 155-237,1759,Imports,12,Biscuits,,,,,Levant,,,30,,0,0,,309,,30,,,,,,309,
237,Fatima zahra,Montbret 155-238,1759,Imports,12,Biscuits,,,,,Savoye,,,32,,0,0,,309,,32,,,,,,309,
238,Fatima zahra,Montbret 155-239,1759,Imports,12,Blanc ; de baleine,,,,,Flandre,,,225,,6 263,0,,6 591,,225,,6 263,5,,,6 591,7
239,Fatima zahra,Montbret 155-240,1759,Imports,12,Blanc ; de baleine,,,,,Hollande,,,6 038,,6 263,0,,6 591,,6 038,5,6 263,5,,,6 591,7
240,Fatima zahra,Montbret 155-241,1759,Imports,12,Blanc ; d'Espagne,,,,,Hollande,,,313,,0,0,,6 591,,312,10,,,,,6 591,7
241,Fatima zahra,Montbret 155-242,1759,Imports,12,Blanc ; de plomb,,,,,Hollande,,,16,,0,0,,6 591,,15,12,,,,,6 591,7
242,Fatima zahra,Montbret 155-243,1759,Imports,12,Bled ; froment,,,,,Espagne,,,236 422,,5 571 020,0,,5 935 899,,236 422,,5 571 019,10,,,5 935 898,10
243,Fatima zahra,Montbret 155-244,1759,Imports,12,Bled ; froment,,,,,Flandre,,,8 400,,5 571 020,0,,5 935 899,,8 400,,5 571 019,10,,,5 935 898,10
244,Fatima zahra,Montbret 155-245,1759,Imports,12,Bled ; froment,,,,,Hollande,,,1 817 460,,5 571 020,0,,5 935 899,,1 817 460,,5 571 019,10,,,5 935 898,10
245,Fatima zahra,Montbret 155-246,1759,Imports,12,Bled ; froment,,,,,Italie,,,378 664,,5 571 020,0,,5 935 899,,378 664,,5 571 019,10,,,5 935 898,10
246,Fatima zahra,Montbret 155-247,1759,Imports,12,Bled ; froment,,,,,Naples,,,1 420 328,,5 571 020,0,,5 935 899,,1 420 328,,5 571 019,10,,,5 935 898,10
247,Fatima zahra,Montbret 155-248,1759,Imports,12,Bled ; froment,,,,,Genes,,,1 022 554,,5 571 020,0,,5 935 899,,1 022 554,,5 571 019,10,,,5 935 898,10
248,Fatima zahra,Montbret 155-249,1759,Imports,12,Bled ; froment,,,,,Levant,,,107 310,,5 571 020,0,,5 935 899,,107 310,,5 571 019,10,,,5 935 898,10
249,Fatima zahra,Montbret 155-250,1759,Imports,12,Bled ; froment,,,,,Nord,,,70 200,,5 571 020,0,,5 935 899,,70 200,,5 571 019,10,,,5 935 898,10
250,Fatima zahra,Montbret 155-251,1759,Imports,12,Bled ; froment,,,,,Savoye,,,509 682,,5 571 020,0,,5 935 899,,509 681,10,5 571 019,10,,,5 935 898,10
251,Fatima zahra,Montbret 155-252,1759,Imports,12,Bled ; siegle,,,,,Espagne,,,3 700,,364 879,0,,5 935 899,,3 700,,364 879,,,,5 935 898,10
252,Fatima zahra,Montbret 155-253,1759,Imports,12,Bled ; siegle,,,,,Hollande,,,361 179,,364 879,0,,5 935 899,,361 179,,364 879,,,,5 935 898,10
253,Fatima zahra,Montbret 155-254,1759,Imports,13,Bleu de Prusse,,,,,Flandre,,,2 550,,0,0,,3 650,,2 550,,,,,,3 650,
254,Fatima zahra,Montbret 155-255,1759,Imports,13,Bleu de Prusse,,,,,Hollande,,,200,,0,0,,3 650,,200,,,,,,3 650,
255,Fatima zahra,Montbret 155-256,1759,Imports,13,Bleu de Prusse,,,,,Nord,,,900,,0,0,,3 650,,900,,,,,,3 650,
256,Fatima zahra,Montbret 155-257,1759,Imports,13,Boetes ; de bergamotes,,,,,Savoye,,,320,,0,0,,4 765,,320,,,,,,4 765,
257,Fatima zahra,Montbret 155-258,1759,Imports,13,Boetes ; de bois,,,,,Allemagne,,,857,,4 445,0,,4 765,,857,,4 445,,,,4 765,
258,Fatima zahra,Montbret 155-259,1759,Imports,13,Boetes ; de bois,,,,,Flandre,,,1 800,,4 445,0,,4 765,,1 800,,4 445,,,,4 765,
259,Fatima zahra,Montbret 155-260,1759,Imports,13,Boetes ; de bois,,,,,Geneve,,,78,,4 445,0,,4 765,,78,,4 445,,,,4 765,
260,Fatima zahra,Montbret 155-261,1759,Imports,13,Boetes ; de bois,,,,,Nord,,,1 410,,4 445,0,,4 765,,1 410,,4 445,,,,4 765,
261,Fatima zahra,Montbret 155-262,1759,Imports,13,Boetes ; de bois,,,,,Savoye,,,300,,4 445,0,,4 765,,300,,4 445,,,,4 765,
262,Fatima zahra,Montbret 155-263,1759,Imports,13,Bois ; d'acajou,,,,,Isles,,,160,,0,0,,1 542 674,,160,,,,,,1 542 673,13
263,Fatima zahra,Montbret 155-264,1759,Imports,13,Bois ; en barreaux et planches,,,,,Allemagne,,,21 676,,21 895,0,,1 542 674,,21 676,,21 895,,,,1 542 673,13
264,Fatima zahra,Montbret 155-265,1759,Imports,13,Bois ; en barreaux et planches,,,,,Hollande,,,219,,21 895,0,,1 542 674,,219,,21 895,,,,1 542 673,13
265,Fatima zahra,Montbret 155-266,1759,Imports,13,Bois ; à batir,,,,,Allemagne,,,20 157,,68 067,0,,1 542 674,,20 157,,68 067,,,,1 542 673,13
266,Fatima zahra,Montbret 155-267,1759,Imports,13,Bois ; à batir,,,,,Flandre,,,47 790,,68 067,0,,1 542 674,,47 790,,68 067,,,,1 542 673,13
267,Fatima zahra,Montbret 155-268,1759,Imports,13,Bois ; à batir,,,,,Savoye,,,120,,68 067,0,,1 542 674,,120,,68 067,,,,1 542 673,13
268,Fatima zahra,Montbret 155-269,1759,Imports,13,Bois ; à f.boetes,,,,,Savoye,,,400,,0,0,,1 542 674,,400,,,,,,1 542 673,13
269,Fatima zahra,Montbret 155-270,1759,Imports,13,Bois ; de brezil,,,,,Espagne,,,1 725,,8 908,0,,1 542 674,,1 725,,8 908,4,,,1 542 673,13
270,Fatima zahra,Montbret 155-271,1759,Imports,13,Bois ; de brezil,,,,,Hollande,,,418,,8 908,0,,1 542 674,,418,4,8 908,4,,,1 542 673,13
271,Fatima zahra,Montbret 155-272,1759,Imports,13,Bois ; de brezil,,,,,Nord,,,2 100,,8 908,0,,1 542 674,,2 100,,8 908,4,,,1 542 673,13
272,Fatima zahra,Montbret 155-273,1759,Imports,13,Bois ; de brezil,,,,,Portugal,,,4 665,,8 908,0,,1 542 674,,4 665,,8 908,4,,,1 542 673,13
273,Fatima zahra,Montbret 155-274,1759,Imports,13,Bois ; à bruler,,,,,Allemagne,,,26 365,,38 728,0,,1 542 674,,26 365,,38 727,12,,,1 542 673,13
274,Fatima zahra,Montbret 155-275,1759,Imports,13,Bois ; à bruler,,,,,Espagne,,,3 079,,38 728,0,,1 542 674,,3 079,,38 727,12,,,1 542 673,13
275,Fatima zahra,Montbret 155-276,1759,Imports,13,Bois ; à bruler,,,,,Italie,,,1 690,,38 728,0,,1 542 674,,1 689,12,38 727,12,,,1 542 673,13
276,Fatima zahra,Montbret 155-277,1759,Imports,13,Bois ; à bruler,,,,,Naples,,,225,,38 728,0,,1 542 674,,225,,38 727,12,,,1 542 673,13
277,Fatima zahra,Montbret 155-278,1759,Imports,13,Bois ; à bruler,,,,,Genes,,,2 872,,38 728,0,,1 542 674,,2 872,,38 727,12,,,1 542 673,13
278,Fatima zahra,Montbret 155-279,1759,Imports,13,Bois ; à bruler,,,,,Savoye,,,4 497,,38 728,0,,1 542 674,,4 497,,38 727,12,,,1 542 673,13
279,Fatima zahra,Montbret 155-280,1759,Imports,13,Bois ; de buis,,,,,Hollande,,,7 576,,0,0,,1 542 674,,7 576,8,,,,,1 542 673,13
280,Fatima zahra,Montbret 155-281,1759,Imports,13,Bois ; de caliatour,,,,,Hollande,,,14 530,,0,0,,1 542 674,,14 529,18,,,,,1 542 673,13
281,Fatima zahra,Montbret 155-282,1759,Imports,13,Bois ; de campeche,,,,,Angleterre,,,526,,298 624,0,,1 542 674,,525,10,298 623,19,,,1 542 673,13
282,Fatima zahra,Montbret 155-283,1759,Imports,13,Bois ; de campeche,,,,,Espagne,,,222 187,,298 624,0,,1 542 674,,222 187,9,298 623,19,,,1 542 673,13
283,Fatima zahra,Montbret 155-284,1759,Imports,13,Bois ; de campeche,,,,,Hollande,,,31 535,,298 624,0,,1 542 674,,31 534,13,298 623,19,,,1 542 673,13
284,Fatima zahra,Montbret 155-285,1759,Imports,13,Bois ; de campeche,,,,,Isles,,,40 340,,298 624,0,,1 542 674,,40 340,7,298 623,19,,,1 542 673,13
285,Fatima zahra,Montbret 155-286,1759,Imports,13,Bois ; de campeche,,,,,Naples,,,2 370,,298 624,0,,1 542 674,,2 370,,298 623,19,,,1 542 673,13
286,Fatima zahra,Montbret 155-287,1759,Imports,13,Bois ; de campeche,,,,,Nord,,,1 666,,298 624,0,,1 542 674,,1 666,,298 623,19,,,1 542 673,13
287,Fatima zahra,Montbret 155-288,1759,Imports,14,Bois ; de chesne,,,,,Allemagne,,,55 500,,58 340,0,,1 542 674,,55 500,,58 340,,,,1 542 673,13
288,Fatima zahra,Montbret 155-289,1759,Imports,14,Bois ; de chesne,,,,,Flandre,,,2 840,,58 340,0,,1 542 674,,2 840,,58 340,,,,1 542 673,13
289,Fatima zahra,Montbret 155-290,1759,Imports,14,Bois ; de cleippe,,,,,Flandre,,,720,,0,0,,1 542 674,,720,,,,,,1 542 673,13
290,Fatima zahra,Montbret 155-291,1759,Imports,14,Bois ; de construction,,,,,Espagne,,,4 500,,0,0,,1 542 674,,4 500,,,,,,1 542 673,13
291,Fatima zahra,Montbret 155-292,1759,Imports,14,Bois ; à f.corbin,,,,,Savoye,,,170,,0,0,,1 542 674,,170,,,,,,1 542 673,13
292,Fatima zahra,Montbret 155-293,1759,Imports,14,Bois ; pour cribles,,,,,Genes,,,1 950,,0,0,,1 542 674,,1 950,,,,,,1 542 673,13
293,Fatima zahra,Montbret 155-294,1759,Imports,14,Bois ; d'ebenne,,,,,Hollande,,,3 191,,0,0,,1 542 674,,3 190,15,,,,,1 542 673,13
294,Fatima zahra,Montbret 155-295,1759,Imports,14,Bois ; à f.étusjs,,,,,Hollande,,,36,,0,0,,1 542 674,,36,,,,,,1 542 673,13
295,Fatima zahra,Montbret 155-296,1759,Imports,14,Bois ; fagots,,,,,Allemagne,,,908,,0,0,,1 542 674,,907,17,,,,,1 542 673,13
296,Fatima zahra,Montbret 155-297,1759,Imports,14,Bois ; de fernambourg,,,,,Hollande,,,2 438,,64 282,0,,1 542 674,,2 437,14,64 281,10,,,1 542 673,13
297,Fatima zahra,Montbret 155-298,1759,Imports,14,Bois ; de fernambourg,,,,,Portugal,,,61 844,,64 282,0,,1 542 674,,61 843,16,64 281,10,,,1 542 673,13
298,Fatima zahra,Montbret 155-299,1759,Imports,14,Bois ; fustet,,,,,Hollande,,,751,,8 526,0,,1 542 674,,750,18,8 525,18,,,1 542 673,13
299,Fatima zahra,Montbret 155-300,1759,Imports,14,Bois ; fustet,,,,,Savoye,,,7 775,,8 526,0,,1 542 674,,7 775,,8 525,18,,,1 542 673,13
300,Fatima zahra,Montbret 155-301,1759,Imports,14,Bois ; de gayac,,,,,Espagne,,,825,,5 634,0,,1 542 674,,825,,5 634,,,,1 542 673,13
301,Fatima zahra,Montbret 155-302,1759,Imports,14,Bois ; de gayac,,,,,Hollande,,,4 809,,5 634,0,,1 542 674,,4 809,,5 634,,,,1 542 673,13
302,Fatima zahra,Montbret 155-303,1759,Imports,14,Bois ; gros,,,,,Espagne,,,48,,0,0,,1 542 674,,48,,,,,,1 542 673,13
303,Fatima zahra,Montbret 155-304,1759,Imports,14,Bois ; du japon,,,,,Hollande,,,32 035,,0,0,,1 542 674,,32 034,12,,,,,1 542 673,13
304,Fatima zahra,Montbret 155-305,1759,Imports,14,Bois ; de jaracunda,,,,,Portugal,,,2 408,,0,0,,1 542 674,,2 407,10,,,,,1 542 673,13
305,Fatima zahra,Montbret 155-306,1759,Imports,14,Bois ; jaune,,,,,Espagne,,,3 655,,14 117,0,,1 542 674,,3 655,,14 116,17,,,1 542 673,13
306,Fatima zahra,Montbret 155-307,1759,Imports,14,Bois ; jaune,,,,,Hollande,,,10 462,,14 117,0,,1 542 674,,10 461,17,14 116,17,,,1 542 673,13
307,Fatima zahra,Montbret 155-308,1759,Imports,14,Bois ; d'inde,,,,,Allemagne,,,163,,12 540,0,,1 542 674,,162,10,12 539,10,,,1 542 673,13
308,Fatima zahra,Montbret 155-309,1759,Imports,14,Bois ; d'inde,,,,,Hollande,,,12 373,,12 540,0,,1 542 674,,12 373,,12 539,10,,,1 542 673,13
309,Fatima zahra,Montbret 155-310,1759,Imports,14,Bois ; d'inde,,,,,Savoye,,,4,,12 540,0,,1 542 674,,4,,12 539,10,,,1 542 673,13
310,Fatima zahra,Montbret 155-311,1759,Imports,14,Bois ; de marquetterie,,,,,Hollande,,,1 875,,34 415,0,,1 542 674,,1 875,,34 414,10,,,1 542 673,13
311,Fatima zahra,Montbret 155-312,1759,Imports,14,Bois ; de marquetterie,,,,,Portugal,,,32 540,,34 415,0,,1 542 674,,32 539,10,34 414,10,,,1 542 673,13
312,Fatima zahra,Montbret 155-313,1759,Imports,14,Bois ; merrain ; à bariques,,,,,Danemark,,,8 816,,304 398,467 576,,1 542 674,,8 815,10,304 397,10,467 576,3,1 542 673,13
313,Fatima zahra,Montbret 155-314,1759,Imports,14,Bois ; merrain ; à bariques,,,,,Hollande,,,32 536,,304 398,467 576,,1 542 674,,32 536,,304 397,10,467 576,3,1 542 673,13
314,Fatima zahra,Montbret 155-315,1759,Imports,14,Bois ; merrain ; à bariques,,,,,Nord,,,263 046,,304 398,467 576,,1 542 674,,263 046,,304 397,10,467 576,3,1 542 673,13
315,Fatima zahra,Montbret 155-316,1759,Imports,14,Bois ; merrain ; à fonds,,,,,Danemark,,,3 354,,52 584,467 576,,1 542 674,,3 354,,52 584,,467 576,3,1 542 673,13
316,Fatima zahra,Montbret 155-317,1759,Imports,14,Bois ; merrain ; à fonds,,,,,Hollande,,,2 100,,52 584,467 576,,1 542 674,,2 100,,52 584,,467 576,3,1 542 673,13
317,Fatima zahra,Montbret 155-318,1759,Imports,14,Bois ; merrain ; à fonds,,,,,Nord,,,47 130,,52 584,467 576,,1 542 674,,47 130,,52 584,,467 576,3,1 542 673,13
318,Fatima zahra,Montbret 155-319,1759,Imports,14,Bois ; merrain ; à pipes,,,,,Danemark,,,4 318,,19 270,467 576,,1 542 674,,4 317,10,19 270,,467 576,3,1 542 673,13
319,Fatima zahra,Montbret 155-320,1759,Imports,14,Bois ; merrain ; à pipes,,,,,Espagne,,,800,,19 270,467 576,,1 542 674,,800,,19 270,,467 576,3,1 542 673,13
320,Fatima zahra,Montbret 155-321,1759,Imports,14,Bois ; merrain ; à pipes,,,,,Hollande,,,4 075,,19 270,467 576,,1 542 674,,4 075,,19 270,,467 576,3,1 542 673,13
321,Fatima zahra,Montbret 155-322,1759,Imports,14,Bois ; merrain ; à pipes,,,,,Nord,,,10 078,,19 270,467 576,,1 542 674,,10 077,10,19 270,,467 576,3,1 542 673,13
322,Fatima zahra,Montbret 155-323,1759,Imports,14,Bois ; merrain ; à quarts,,,,,Nord,,,858,,467 576,0,,1 542 674,,858,,467 576,3,,,1 542 673,13
323,Fatima zahra,Montbret 155-324,1759,Imports,14,Bois ; merrain ; de sapin,,,,,Isles,,,375,,467 576,0,,1 542 674,,375,,467 576,3,,,1 542 673,13
324,Fatima zahra,Montbret 155-325,1759,Imports,14,Bois ; merrain ; à tonnaux,,,,,Allemagne,,,13 642,,90 092,467 576,,1 542 674,,13 641,13,90 091,13,467 576,3,1 542 673,13
325,Fatima zahra,Montbret 155-326,1759,Imports,14,Bois ; merrain ; à tonnaux,,,,,Angleterre,,,1 800,,90 092,467 576,,1 542 674,,1 800,,90 091,13,467 576,3,1 542 673,13
326,Fatima zahra,Montbret 155-327,1759,Imports,14,Bois ; merrain ; à tonnaux,,,,,Espagne,,,780,,90 092,467 576,,1 542 674,,780,,90 091,13,467 576,3,1 542 673,13
327,Fatima zahra,Montbret 155-328,1759,Imports,15,Bois ; merrain ; à tonnaux,,,,,Hollande,,,1 800,,90 092,467 576,,1 542 674,,1 800,,90 091,13,467 576,3,1 542 673,13
328,Fatima zahra,Montbret 155-329,1759,Imports,15,Bois ; merrain ; à tonnaux,,,,,Italie,,,4 300,,90 092,467 576,,1 542 674,,4 300,,90 091,13,467 576,3,1 542 673,13
329,Fatima zahra,Montbret 155-330,1759,Imports,15,Bois ; merrain ; à tonnaux,,,,,Naples,,,44 808,,90 092,467 576,,1 542 674,,44 808,,90 091,13,467 576,3,1 542 673,13
330,Fatima zahra,Montbret 155-331,1759,Imports,15,Bois ; merrain ; à tonnaux,,,,,Genes,,,14 012,,90 092,467 576,,1 542 674,,14 012,,90 091,13,467 576,3,1 542 673,13
331,Fatima zahra,Montbret 155-332,1759,Imports,15,Bois ; merrain ; à tonnaux,,,,,Nord,,,500,,90 092,467 576,,1 542 674,,500,,90 091,13,467 576,3,1 542 673,13
332,Fatima zahra,Montbret 155-333,1759,Imports,15,Bois ; merrain ; à tonnaux,,,,,Savoye,,,8 450,,90 092,467 576,,1 542 674,,8 450,,90 091,13,467 576,3,1 542 673,13
333,Fatima zahra,Montbret 155-334,1759,Imports,15,Bois ; d'olivier pelé,,,,,Savoye,,,15,,0,0,,1 542 674,,15,,,,,,1 542 673,13
334,Fatima zahra,Montbret 155-335,1759,Imports,15,Bois ; ouvré,,,,,Allemagne,,,3 853,,4 875,0,,1 542 674,,3 852,10,4 874,10,,,1 542 673,13
335,Fatima zahra,Montbret 155-336,1759,Imports,15,Bois ; ouvré,,,,,Flandre,,,153,,4 875,0,,1 542 674,,153,,4 874,10,,,1 542 673,13
336,Fatima zahra,Montbret 155-337,1759,Imports,15,Bois ; ouvré,,,,,Genes,,,624,,4 875,0,,1 542 674,,624,,4 874,10,,,1 542 673,13
337,Fatima zahra,Montbret 155-338,1759,Imports,15,Bois ; ouvré,,,,,Savoye,,,245,,4 875,0,,1 542 674,,245,,4 874,10,,,1 542 673,13
338,Fatima zahra,Montbret 155-339,1759,Imports,15,Bois ; de rouage,,,,,Allemagne,,,1 469,,0,0,,1 542 674,,1 469,,,,,,1 542 673,13
339,Fatima zahra,Montbret 155-340,1759,Imports,15,Bois ; rouge,,,,,Hollande,,,2 457,,0,0,,1 542 674,,2 457,,,,,,1 542 673,13
340,Fatima zahra,Montbret 155-341,1759,Imports,15,Bois ; de roze,,,,,Portugal,,,3 315,,0,0,,1 542 674,,3 315,,,,,,1 542 673,13
341,Fatima zahra,Montbret 155-342,1759,Imports,15,Bois ; de S.Marth,,,,,Hollande,,,5 170,,0,0,,1 542 674,,5 170,,,,,,1 542 673,13
342,Fatima zahra,Montbret 155-343,1759,Imports,15,Bois ; de sandal,,,,,Hollande,,,108 102,,0,0,,1 542 674,,108 101,16,,,,,1 542 673,13
343,Fatima zahra,Montbret 155-344,1759,Imports,15,Bois ; à tamis,,,,,Allemagne,,,588,,0,0,,1 542 674,,588,,,,,,1 542 673,13
344,Fatima zahra,Montbret 155-345,1759,Imports,15,Bois ; à teindre,,,,,Allemagne,,,225,,144 161,0,,1 542 674,,225,,144 160,14,,,1 542 673,13
345,Fatima zahra,Montbret 155-346,1759,Imports,15,Bois ; à teindre,,,,,Flandre,,,7 196,,144 161,0,,1 542 674,,7 195,17,144 160,14,,,1 542 673,13
346,Fatima zahra,Montbret 155-347,1759,Imports,15,Bois ; à teindre,,,,,Hollande,,,126 354,,144 161,0,,1 542 674,,126 354,9,144 160,14,,,1 542 673,13
347,Fatima zahra,Montbret 155-348,1759,Imports,15,Bois ; à teindre,,,,,Levant,,,518,,144 161,0,,1 542 674,,518,,144 160,14,,,1 542 673,13
348,Fatima zahra,Montbret 155-349,1759,Imports,15,Bois ; à teindre,,,,,Portugal,,,9 867,,144 161,0,,1 542 674,,9 867,8,144 160,14,,,1 542 673,13
349,Fatima zahra,Montbret 155-350,1759,Imports,15,Bois ; vernis,,,,,Allemagne,,,60,,0,0,,1 542 674,,60,,,,,,1 542 673,13
